VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,35.0,14.0,23.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,HEALTHCARE,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.323
STATE ONLY,35.0,14.0,24.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.426
STATE ONLY,35.0,14.0,25.0,THIRD CALL,18-24,WHITE,MALE,NADER,OTHER,HEITKAMP,APPROVE,UNFAVORABLE,OTHER,WOULDNOTVOTE,ECON/JOBS,NOVOTE,WORSE,APP/UNFAV,INDEPEND,NOHS,NONE,15-30K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,NONE,,,11.269
STATE ONLY,35.0,14.0,26.0,THIRD CALL,30-39,WHITE,MALE,BUSH,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,WORLDAFFAIRS,CLINTON,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.709
STATE ONLY,35.0,14.0,27.0,THIRD CALL,45-49,HISP,MALE,BUSH,CONRAD,HEITKAMP,DISAPPR,OMITS,POMEROY,BUSH,ECON/JOBS,CLINTON,BETTER,OMITS,ELSE,HSGRAD,CATHOLIC,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.189
STATE ONLY,35.0,14.0,28.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,HEALTHCARE,DOLE,WORSE,DIS/UNFAV,REPUBLCN,,,,,65+,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,,,,1.239
STATE ONLY,35.0,14.0,29.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.473
STATE ONLY,35.0,14.0,30.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,CONRAD,HOEVEN,APPROVE,UNFAVORABLE,DORSO,GORE,EDUCATION,CLINTON,SAME,APP/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.281
STATE ONLY,35.0,14.0,31.0,THIRD CALL,65-74,,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.137
STATE ONLY,35.0,14.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,NADER,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,ECON/JOBS,CLINTON,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.753
STATE ONLY,35.0,14.0,33.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,APPROVE,FAVORABLE,DORSO,BUSH,ECON/JOBS,CLINTON,SAME,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.686
STATE ONLY,35.0,14.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,SOCIALSECUR,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.35
STATE ONLY,35.0,14.0,35.0,THIRD CALL,45-49,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.45
STATE ONLY,35.0,14.0,36.0,THIRD CALL,40-44,WHITE,MALE,GORE,CONRAD,HOEVEN,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.45
STATE ONLY,35.0,14.0,37.0,THIRD CALL,30-39,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,DORSO,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.538
STATE ONLY,35.0,14.0,38.0,THIRD CALL,25-29,,FEMALE,NADER,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,HEALTHCARE,NOVOTE,BETTER,APP/UNFAV,INDEPEND,HSGRAD,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,NONE,,,0.675
STATE ONLY,35.0,14.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,EDUCATION,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.591
STATE ONLY,35.0,14.0,40.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.683
STATE ONLY,35.0,14.0,41.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,EDUCATION,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,OTHER,,,0.9390000000000001
STATE ONLY,35.0,14.0,42.0,THIRD CALL,30-39,WHITE,MALE,GORE,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,GORE,EDUCATION,CLINTON,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.45
STATE ONLY,35.0,14.0,43.0,THIRD CALL,18-24,ASIAN,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,OTHER,,,1.211
STATE ONLY,35.0,21.0,1.0,FIRST CALL,45-49,OTHER,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,TAXES,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.48
STATE ONLY,35.0,21.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.557
STATE ONLY,35.0,21.0,3.0,FIRST CALL,65-74,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.441
STATE ONLY,35.0,21.0,4.0,FIRST CALL,60-64,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.441
STATE ONLY,35.0,21.0,5.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.449
STATE ONLY,35.0,21.0,6.0,FIRST CALL,30-39,WHITE,MALE,BUSH,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,BUSH,EDUCATION,DOLE,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.5650000000000001
STATE ONLY,35.0,21.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.449
STATE ONLY,35.0,21.0,8.0,FIRST CALL,65-74,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,75-100K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.441
STATE ONLY,35.0,21.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.523
STATE ONLY,35.0,21.0,10.0,FIRST CALL,45-49,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.523
STATE ONLY,35.0,21.0,11.0,FIRST CALL,50-59,WHITE,MALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.596
STATE ONLY,35.0,21.0,12.0,FIRST CALL,40-44,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.526
STATE ONLY,35.0,21.0,13.0,FIRST CALL,45-49,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.48
STATE ONLY,35.0,21.0,14.0,FIRST CALL,65-74,WHITE,MALE,BUSH,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,WORLDAFFAIRS,CLINTON,SAME,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,50-75K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.47500000000000003
STATE ONLY,35.0,21.0,15.0,FIRST CALL,30-39,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,OTHER,,,0.523
STATE ONLY,35.0,21.0,16.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.41500000000000004
STATE ONLY,35.0,21.0,17.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,DORSO,GORE,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.47600000000000003
STATE ONLY,35.0,21.0,18.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,APPROVE,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.557
STATE ONLY,35.0,21.0,19.0,FIRST CALL,45-49,WHITE,MALE,BUSH,SAND,HOEVEN,APPROVE,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.523
STATE ONLY,35.0,21.0,20.0,FIRST CALL,18-24,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,HEALTHCARE,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.468
STATE ONLY,35.0,21.0,21.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,POMEROY,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.443
STATE ONLY,35.0,21.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,,CONRAD,HOEVEN,APPROVE,FAVORABLE,,OMITS,ECON/JOBS,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.505
STATE ONLY,35.0,21.0,23.0,SECOND CALL,30-39,WHITE,MALE,BUSH,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,BUSH,SOCIALSECUR,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.5650000000000001
STATE ONLY,35.0,21.0,24.0,SECOND CALL,45-49,WHITE,MALE,BUSH,CONRAD,HOEVEN,APPROVE,UNFAVORABLE,POMEROY,BUSH,ECON/JOBS,DOLE,SAME,APP/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.5630000000000001
STATE ONLY,35.0,21.0,25.0,SECOND CALL,65-74,ASIAN,MALE,,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,WOULDNOTVOTE,OMITS,CLINTON,SAME,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.432
STATE ONLY,35.0,21.0,26.0,THIRD CALL,30-39,WHITE,MALE,BUSH,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,BUSH,ECON/JOBS,DOLE,SAME,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.5650000000000001
STATE ONLY,35.0,21.0,27.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,DOLE,BETTER,APP/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.498
STATE ONLY,35.0,21.0,28.0,THIRD CALL,40-44,WHITE,MALE,GORE,SAND,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,ECON/JOBS,NOVOTE,SAME,APP/UNFAV,INDEPEND,POSTGRAD,JEWISH,,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,JEWISH,,,0.422
STATE ONLY,35.0,21.0,29.0,THIRD CALL,45-49,WHITE,MALE,BUSH,SAND,HEITKAMP,APPROVE,UNFAVORABLE,DORSO,BUSH,MEDICARE/RX,DOLE,SAME,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.524
STATE ONLY,35.0,21.0,30.0,THIRD CALL,30-39,WHITE,MALE,GORE,CONRAD,HOEVEN,APPROVE,UNFAVORABLE,POMEROY,GORE,ECON/JOBS,DOLE,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.47900000000000004
STATE ONLY,35.0,21.0,31.0,THIRD CALL,40-44,WHITE,MALE,BUCHANAN,SAND,HEITKAMP,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,PEROT,SAME,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.34900000000000003
STATE ONLY,35.0,21.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,,GORE,EDUCATION,CLINTON,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.47700000000000004
STATE ONLY,35.0,21.0,33.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,POMEROY,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.46
STATE ONLY,35.0,21.0,34.0,THIRD CALL,50-59,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,MEDICARE/RX,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.523
STATE ONLY,35.0,21.0,35.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,EDUCATION,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.438
STATE ONLY,35.0,21.0,36.0,THIRD CALL,45-49,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.48
STATE ONLY,35.0,21.0,37.0,THIRD CALL,45-49,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.48
STATE ONLY,35.0,21.0,38.0,THIRD CALL,40-44,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.48
STATE ONLY,35.0,22.0,1.0,FIRST CALL,45-49,WHITE,MALE,GORE,CONRAD,HOEVEN,APPROVE,FAVORABLE,POMEROY,GORE,EDUCATION,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.725
STATE ONLY,35.0,22.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,SOCIALSECUR,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.74
STATE ONLY,35.0,22.0,3.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,SAND,HOEVEN,DISAPPR,UNFAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,0.531
STATE ONLY,35.0,22.0,4.0,FIRST CALL,65-74,WHITE,MALE,GORE,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,GORE,MEDICARE/RX,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.611
STATE ONLY,35.0,22.0,5.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,EDUCATION,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.793
STATE ONLY,35.0,22.0,6.0,FIRST CALL,40-44,WHITE,,BUSH,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,WOULDNOTVOTE,HEALTHCARE,CLINTON,WORSE,DIS/UNFAV,ELSE,POSTGRAD,NONE,15-30K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,NONE,,,0.799
STATE ONLY,35.0,22.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SAND,HOEVEN,APPROVE,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,SAME,APP/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.793
STATE ONLY,35.0,22.0,8.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.793
STATE ONLY,35.0,22.0,9.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SAND,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,ECON/JOBS,PEROT,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.751
