VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,GUNOWNER,GUN,WEIGHT
NATIONAL WHITE,36.0,6.0,14.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,OMITS,YES,DOLE,ME,,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,REPUBLICAN,50-64,OTHER,,,PERSONALQUAL,,,,,0.608
NATIONAL WHITE,36.0,6.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,DEWINE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,OMITS,CLINTON,SOMEONEELSE,,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,PERSONALQUAL,,,,,0.657
NATIONAL WHITE,36.0,6.0,16.0,SECOND CALL,75+,WHITE,FEMALE,GORE,CELESTE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,CARES,NO,CLINTON,NONE,,BETTER,APP/UNFAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,50-75K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,NORTHEAST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,PERSONALQUAL,,,,,0.801
NATIONAL WHITE,36.0,6.0,17.0,SECOND CALL,60-64,WHITE,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,ME,,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTHEAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,ISSUES,,,,,0.863
NATIONAL WHITE,36.0,6.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,GOODJUDGMENT,NO,CLINTON,SOMEONEELSE,,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,PERSONALQUAL,,,,,0.5730000000000001
NATIONAL YELLOW,36.0,6.0,19.0,SECOND CALL,30-39,WHITE,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,SOMEONEELSE,,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,NONE,NEVER,,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,NONE,,,ISSUES,ECON/JOBS,CARES,,,0.617
NATIONAL YELLOW,36.0,6.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,PERSONALQUAL,TAXES,HONEST,,,0.608
NATIONAL YELLOW,36.0,6.0,21.0,SECOND CALL,60-64,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,OMITS,YES,DOLE,NONE,,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTHEAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,ISSUES,OMITS,OMITS,,,0.914
NATIONAL YELLOW,36.0,6.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,YES,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,,YES,NO,CONSERV,65+,,NATIONAL,COMPLETE,NORTHEAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,OMITS,OMITS,HONEST,,,0.8270000000000001
NATIONAL YELLOW,36.0,6.0,23.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,YES,DOLE,SOMEONEELSE,,SAME,DIS/UNFAV,NO,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,PERSONALQUAL,ECON/JOBS,GOODJUDGMENT,,,0.608
NATIONAL YELLOW,36.0,6.0,24.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,OMITS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,SOMEONEELSE,,SAME,APP/FAV,NO,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,ISSUES,SOCIALSECUR,GOODJUDGMENT,,,0.5730000000000001
NATIONAL YELLOW,36.0,6.0,25.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,DEWINE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,NONE,,SAME,APP/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,OMITS,ECON/JOBS,EXPERIENCE,,,0.657
NATIONAL GREY,36.0,6.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,BOTHDID,,,,INDEPEND,SUBURBS,POSTGRAD,,,,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,IND/OTHER,50-64,,OMITS,BOTH,,,,NO,SUPPORT,0.608
NATIONAL GREY,36.0,6.0,27.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,BOTHDID,,,,REPUBLCN,SUBURBS,HSGRAD,,,30-50K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,REPUBLICAN,50-64,,BOTH,BOTH,,,,YES,OPPOSE,0.654
NATIONAL GREY,36.0,6.0,28.0,SECOND CALL,45-49,WHITE,MALE,GORE,DEWINE,,,,,SUBURBS,,,,,,BOTHDID,,,,DEMOCRAT,SUBURBS,HSGRAD,,,LESS15K,,,CONSERV,18-64,SOCIALSECURI,NATIONAL,COMPLETE,NORTHEAST,45-59,40-49,DEMOCRAT,40-49,,ONLYGORE,BOTH,,,,YES,SUPPORT,0.709
NATIONAL GREY,36.0,6.0,29.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,,,,OMITS,,,,,SUBURBS,,,,,,,,18-64,OMITS,NATIONAL,NOTCOMPLETE,NORTHEAST,18-29,25-29,,25-29,,OMITS,OMITS,,,,,OMITS,0.639
NATIONAL GREY,36.0,6.0,30.0,SECOND CALL,40-44,WHITE,MALE,GORE,CELESTE,,,,,SUBURBS,,,,,,BOTHDID,,,,DEMOCRAT,SUBURBS,HSGRAD,,,30-50K,,,LIBERAL,18-64,SOCIALSECURI,NATIONAL,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,,ONLYGORE,ONLYGORE,,,,YES,SUPPORT,0.617
NATIONAL GREY,36.0,6.0,31.0,SECOND CALL,75+,WHITE,MALE,GORE,CELESTE,,,,,SUBURBS,,,,,,OMITS,,,,,SUBURBS,,,,,,,,65+,OMITS,NATIONAL,NOTCOMPLETE,NORTHEAST,60+,60+,,65+,,OMITS,OMITS,,,,,OMITS,0.863
NATIONAL PINK,36.0,6.0,32.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,NO,,NONE,,,,YES,REPUBLCN,SUBURBS,,PROTESTANT,,15-30K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,,,,,,0.608
NATIONAL PINK,36.0,6.0,33.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,CELESTE,,,,,SUBURBS,,,NO,,NONE,,,,NO,INDEPEND,SUBURBS,,PROTESTANT,,30-50K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,,,,,0.529
NATIONAL PINK,36.0,6.0,34.0,SECOND CALL,50-59,WHITE,MALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,NONE,,,,NO,DEMOCRAT,SUBURBS,,OTHERCHRIST,,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,,,,,,0.617
NATIONAL PINK,36.0,6.0,35.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,NONE,,,,NO,DEMOCRAT,SUBURBS,,PROTESTANT,,50-75K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,,,,,,0.5730000000000001
NATIONAL PINK,36.0,6.0,36.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,ME,,,,YES,DEMOCRAT,SUBURBS,,PROTESTANT,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,,,,,,0.5730000000000001
NATIONAL PINK,36.0,6.0,37.0,SECOND CALL,45-49,WHITE,FEMALE,BUCHANAN,DEWINE,,,,,SUBURBS,,,NO,,SOMEONEELSE,,,,NO,REPUBLCN,SUBURBS,,PROTESTANT,,30-50K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,,,,,,0.6880000000000001
NATIONAL PINK,36.0,6.0,38.0,SECOND CALL,25-29,WHITE,MALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,NONE,,,,YES,DEMOCRAT,SUBURBS,,PROTESTANT,,15-30K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,,,,,,0.6890000000000001
NATIONAL WHITE,36.0,6.0,39.0,THIRD CALL,18-24,WHITE,FEMALE,BUCHANAN,DEWINE,DISAPPR,FAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,OMITS,STRONGLEADER,YES,NOVOTE,NONE,,WORSE,DIS/FAV,NO,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,NEVER,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,PERSONALQUAL,,,,,0.769
NATIONAL WHITE,36.0,6.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CELESTE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,CARES,NO,CLINTON,NONE,,WORSE,APP/UNFAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,AFEWAMONTH,50-75K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,ISSUES,,,,,0.5730000000000001
NATIONAL WHITE,36.0,6.0,41.0,THIRD CALL,50-59,WHITE,MALE,GORE,CELESTE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,ME,,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,PERSONALQUAL,,,,,0.617
NATIONAL WHITE,36.0,6.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,OMITS,OMITS,OMITS,LESS,SUBURBS,SOCIALSECUR,STRONGLEADER,YES,OMITS,ME,,OMITS,,YES,,SUBURBS,,,OMITS,,,,,18-64,,NATIONAL,NOTCOMPLETE,NORTHEAST,45-59,50-59,,50-64,,,,OMITS,,,,,0.592
NATIONAL WHITE,36.0,6.0,43.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,CELESTE,DISAPPR,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,SOMEONEELSE,,SAME,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,ISSUES,,,,,0.639
NATIONAL WHITE,36.0,6.0,44.0,THIRD CALL,30-39,WHITE,FEMALE,OTHER,DEWINE,OMITS,OMITS,BUSH,LESS,SUBURBS,OMITS,OMITS,NO,OTHER,NONE,,BETTER,OMITS,YES,ELSE,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,ISSUES,,,,,0.629
NATIONAL YELLOW,36.0,6.0,45.0,THIRD CALL,65-74,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,SOCIALSECUR,STRONGLEADER,NO,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,NORTHEAST,60+,60+,REPUBLICAN,65+,CATHOLIC,,,PERSONALQUAL,SOCIALSECUR,STRONGLEADER,,,0.914
NATIONAL YELLOW,36.0,6.0,46.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,CELESTE,OMITS,OMITS,OMITS,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,NO,OMITS,ME,,OMITS,,YES,,SUBURBS,,,OMITS,,,,,18-64,,NATIONAL,NOTCOMPLETE,NORTHEAST,45-59,50-59,,50-64,,,,OMITS,ECON/JOBS,STRONGLEADER,,,0.5730000000000001
NATIONAL YELLOW,36.0,6.0,47.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,EXPERIENCE,NO,NOVOTE,SOMEONEELSE,,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,15-30K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,ISSUES,SOCIALSECUR,EXPERIENCE,,,0.5730000000000001
NATIONAL YELLOW,36.0,6.0,48.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,OMITS,NO,NOVOTE,NONE,,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,OMITS,WORLDAFFAIRS,OMITS,,,0.608
NATIONAL YELLOW,36.0,6.0,49.0,THIRD CALL,30-39,WHITE,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,SOMEONEELSE,,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,NONE,NEVER,50-75K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,NONE,,,ISSUES,ECON/JOBS,CARES,,,0.617
NATIONAL YELLOW,36.0,6.0,50.0,THIRD CALL,50-59,WHITE,MALE,GORE,CELESTE,OMITS,OMITS,OMITS,LESS,SUBURBS,SOCIALSECUR,EXPERIENCE,NO,OMITS,NONE,,OMITS,,YES,,SUBURBS,,,OMITS,,,,,18-64,,NATIONAL,NOTCOMPLETE,NORTHEAST,45-59,50-59,,50-64,,,,OMITS,SOCIALSECUR,EXPERIENCE,,,0.617
NATIONAL GREY,36.0,6.0,51.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,OMITS,,,,,SUBURBS,,,,,,,,18-64,OMITS,NATIONAL,NOTCOMPLETE,NORTHEAST,45-59,40-49,,40-49,,OMITS,OMITS,,,,,OMITS,0.654
NATIONAL GREY,36.0,6.0,52.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,BOTHDID,,,,REPUBLCN,SUBURBS,HSGRAD,,,,,,MODERATE,18-64,OMITS,NATIONAL,COMPLETE,NORTHEAST,18-29,18-24,REPUBLICAN,18-24,,ONLYBUSH,BOTH,,,,YES,SUPPORT,0.68
NATIONAL GREY,36.0,6.0,53.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,BOTHDID,,,,REPUBLCN,SUBURBS,HSGRAD,,,50-75K,,,LIBERAL,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,NORTHEAST,30-44,40-49,REPUBLICAN,40-49,,ONLYBUSH,NEITHER,,,,YES,OPPOSE,0.654
NATIONAL GREY,36.0,6.0,54.0,THIRD CALL,40-44,HISP,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,BOTHDID,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,NORTHEAST,30-44,40-49,REPUBLICAN,40-49,,NEITHER,BOTH,,,,NO,OPPOSE,0.449
NATIONAL GREY,36.0,6.0,55.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,BOTHDID,,,,INDEPEND,SUBURBS,POSTGRAD,,,30-50K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,IND/OTHER,50-64,,NEITHER,BOTH,,,,NO,SUPPORT,0.608
NATIONAL GREY,36.0,6.0,56.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,OMITS,,,,,SUBURBS,,,,,,,,18-64,OMITS,NATIONAL,NOTCOMPLETE,NORTHEAST,45-59,50-59,,50-64,,OMITS,OMITS,,,,,OMITS,0.654
NATIONAL PINK,36.0,6.0,57.0,THIRD CALL,30-39,WHITE,MALE,BUSH,CELESTE,,,,,SUBURBS,,,NO,,MEANDSOMEONE,,,,YES,,SUBURBS,,,,,,,,18-64,,NATIONAL,NOTCOMPLETE,NORTHEAST,30-44,30-39,,30-39,,,,,,,,,0.5700000000000001
NATIONAL PINK,36.0,6.0,58.0,THIRD CALL,50-59,WHITE,MALE,BUSH,,,,,,SUBURBS,,,NO,,SOMEONEELSE,,,,YES,REPUBLCN,SUBURBS,,PROTESTANT,,50-75K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,,,,,,0.636
NATIONAL PINK,36.0,6.0,59.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,NONE,,,,NO,DEMOCRAT,SUBURBS,,PROTESTANT,,50-75K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,,,,,,0.5730000000000001
NATIONAL PINK,36.0,6.0,60.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,NONE,,,,NO,DEMOCRAT,SUBURBS,,PROTESTANT,,15-30K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,,,,,,0.639
NATIONAL PINK,36.0,6.0,61.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,CELESTE,,,,,SUBURBS,,,NO,,NONE,,,,YES,,SUBURBS,,,,,,,,18-64,,NATIONAL,NOTCOMPLETE,NORTHEAST,30-44,30-39,,30-39,,,,,,,,,0.529
NATIONAL PINK,36.0,6.0,62.0,THIRD CALL,40-44,WHITE,MALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,NONE,,,,NO,DEMOCRAT,SUBURBS,,OTHERCHRIST,,30-50K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,,,,,0.617
NATIONAL WHITE,36.0,9.0,1.0,SECOND CALL,18-24,BLACK,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,NOVOTE,NONE,,BETTER,DIS/UNFAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,OVER100K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,CINCI/DAYTON,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,ISSUES,,,,,0.9
NATIONAL WHITE,36.0,9.0,2.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,MEDICARE/RX,HONEST,NO,CLINTON,NONE,,SAME,DIS/UNFAV,YES,INDEPEND,50-500K,HSGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CINCI/DAYTON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,ISSUES,,,,,1.27
NATIONAL YELLOW,36.0,9.0,3.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,NO,DOLE,SOMEONEELSE,,SAME,DIS/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CINCI/DAYTON,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,PERSONALQUAL,TAXES,HONEST,,,1.27
NATIONAL YELLOW,36.0,9.0,4.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,DEWINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,ME,,BETTER,APP/FAV,YES,REPUBLCN,50-500K,NOHS,OTHERCHRIST,NEVER,50-75K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,CINCI/DAYTON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,PERSONALQUAL,ECON/JOBS,GOODJUDGMENT,,,1.07
NATIONAL GREY,36.0,9.0,5.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,CELESTE,,,,,CITYOVER50K,,,,,,NEITHERDID,,,,DEMOCRAT,50-500K,HSGRAD,,,15-30K,,,LIBERAL,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,CINCI/DAYTON,18-29,18-24,DEMOCRAT,18-24,,ONLYGORE,ONLYBUSH,,,,YES,SUPPORT,0.85
NATIONAL GREY,36.0,9.0,6.0,SECOND CALL,18-24,WHITE,MALE,GORE,,,,,,CITYOVER50K,,,,,,BOTHDID,,,,ELSE,50-500K,COLGRAD,,,15-30K,,,LIBERAL,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,CINCI/DAYTON,18-29,18-24,IND/OTHER,18-24,,ONLYGORE,BOTH,,,,NO,SUPPORT,1.0230000000000001
NATIONAL PINK,36.0,9.0,7.0,SECOND CALL,18-24,WHITE,MALE,BUSH,DEWINE,,,,,CITYOVER50K,,,NO,,NONE,,,,NO,REPUBLCN,50-500K,,CATHOLIC,,OVER100K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,CINCI/DAYTON,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,,,,,,1.249
NATIONAL PINK,36.0,9.0,8.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DEWINE,,,,,CITYOVER50K,,,YES,,NONE,,,,YES,REPUBLCN,50-500K,,CATHOLIC,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CINCI/DAYTON,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,,,,,,1.159
NATIONAL WHITE,36.0,9.0,9.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DEWINE,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,STRONGLEADER,YES,DOLE,ME,,SAME,APP/UNFAV,NO,INDEPEND,50-500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CINCI/DAYTON,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,ISSUES,,,,,1.27
NATIONAL WHITE,36.0,9.0,10.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,CARES,NO,CLINTON,SOMEONEELSE,,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,CINCI/DAYTON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,ISSUES,,,,,0.932
