VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPNV,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,MIGRATNV,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,PRESKNOW,NUCLEAR,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,29.0,6.0,7.0,THIRD CALL,40-44,BLACK,,GORE,BERNSTEIN,APPROVE,UNFAVORABLE,GORE,YES,LESS,CITYOVER50K,ECON/JOBS,HONEST,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,YES,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,BOTH,VERYIMP,BOTH,OMITS,,,1.031
STATE ONLY,29.0,6.0,8.0,THIRD CALL,45-49,HISP,MALE,OTHER,OTHER,OMITS,OMITS,OMITS,YES,LESS,CITYOVER50K,OMITS,OMITS,OMITS,NONE,ALWYSLGL,OMITS,,,NO,,50-500K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,CLARKCNTY,45-59,40-49,,40-49,YES,WHITE,,OMITS,SOMEWHAT,OMITS,OMITS,,,2.6870000000000003
STATE ONLY,29.0,6.0,9.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,DOLE,NONE,MOSTILL,WORSE,DIS/UNFAV,YES,YES,REPUBLCN,50-500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,BOTH,NOTTOOIMP,BOTH,ISSUES,,,1.423
STATE ONLY,29.0,6.0,10.0,THIRD CALL,50-59,WHITE,MALE,BUSH,ENSIGN,APPROVE,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,MEDICARE/RX,GOODJUDGMENT,NOVOTE,NONE,MOSTLGL,SAME,APP/UNFAV,NO,YES,REPUBLCN,50-500K,HSGRAD,PROTESTANT,NEVER,LESS15K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,NEITHER,VERYIMP,BOTH,ISSUES,,,1.412
STATE ONLY,29.0,6.0,11.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,HEALTHCARE,GOODJUDGMENT,DOLE,NONE,OMITS,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,ELSE,ONCEAWEEK,50-75K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,OTHER,ONLYBUSH,SOMEWHAT,BOTH,PERSONALQUAL,,,1.423
STATE ONLY,29.0,6.0,12.0,THIRD CALL,60-64,HISP,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,OMITS,HONEST,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,NEVER,30-50K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,60+,60+,REPUBLICAN,50-64,YES,HISP,CATHOLIC,BOTH,NOTATALL,ONLYGORE,ISSUES,,,1.302
STATE ONLY,29.0,6.0,13.0,THIRD CALL,30-39,HISP,MALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,LESS,CITYOVER50K,ECON/JOBS,CARES,CLINTON,ME,MOSTILL,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,30-44,30-39,DEMOCRAT,30-39,YES,HISP,PROT/CHRIST,ONLYGORE,VERYIMP,BOTH,ISSUES,,,1.0230000000000001
STATE ONLY,29.0,6.0,14.0,THIRD CALL,25-29,WHITE,MALE,GORE,BERNSTEIN,APPROVE,UNFAVORABLE,GORE,NO,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,YES,YES,INDEPEND,50-500K,SOMCOL/ASSOC,NONE,NEVER,30-50K,YES,NO,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,CLARKCNTY,18-29,25-29,IND/OTHER,25-29,NO,WHITE,NONE,BOTH,SOMEWHAT,NEITHER,ISSUES,,,1.044
STATE ONLY,29.0,6.0,15.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,OMITS,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,PROT/CHRIST,BOTH,SOMEWHAT,OMITS,ISSUES,,,1.052
STATE ONLY,29.0,6.0,16.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,MORE,CITYOVER50K,ECON/JOBS,OMITS,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,YES,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,CLARKCNTY,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,BOTH,SOMEWHAT,ONLYBUSH,ISSUES,,,1.031
STATE ONLY,29.0,6.0,17.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,MORE,CITYOVER50K,TAXES,STRONGLEADER,NOVOTE,NONE,ALWYSILL,BETTER,APP/FAV,YES,NO,ELSE,50-500K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,LESS15K,NO,NO,LIBERAL,18-64,OMITS,STATE,COMPLETE,CLARKCNTY,18-29,25-29,IND/OTHER,25-29,NO,BLACK,PROT/CHRIST,BOTH,VERYIMP,BOTH,PERSONALQUAL,,,1.112
STATE ONLY,29.0,6.0,18.0,THIRD CALL,25-29,HISP,FEMALE,GORE,BERNSTEIN,APPROVE,OMITS,GORE,YES,LESS,CITYOVER50K,OMITS,OMITS,NOVOTE,SOMEONEELSE,MOSTILL,SAME,OMITS,YES,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,OMITS,STATE,COMPLETE,CLARKCNTY,18-29,25-29,DEMOCRAT,25-29,YES,HISP,PROT/CHRIST,ONLYGORE,VERYIMP,ONLYBUSH,PERSONALQUAL,,,1.112
STATE ONLY,29.0,6.0,19.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,TAXES,STRONGLEADER,NOVOTE,NONE,ALWYSLGL,WORSE,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,OVER100K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,BOTH,SOMEWHAT,ONLYGORE,ISSUES,,,1.423
STATE ONLY,29.0,6.0,20.0,THIRD CALL,18-24,WHITE,MALE,GORE,BERNSTEIN,APPROVE,UNFAVORABLE,GORE,NO,LESS,CITYOVER50K,ECON/JOBS,CARES,NOVOTE,SOMEONEELSE,MOSTILL,SAME,APP/UNFAV,YES,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,NONE,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,NONE,BOTH,VERYIMP,NEITHER,PERSONALQUAL,,,1.044
STATE ONLY,29.0,6.0,21.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,CITYOVER50K,EDUCATION,HONEST,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,YES,YES,REPUBLCN,50-500K,COLGRAD,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,CLARKCNTY,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,ONLYBUSH,SOMEWHAT,BOTH,ISSUES,,,1.534
STATE ONLY,29.0,6.0,22.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,TAXES,HONEST,DOLE,SOMEONEELSE,MOSTILL,WORSE,DIS/UNFAV,YES,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,75-100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,ONLYBUSH,SOMEWHAT,ONLYGORE,ISSUES,,,1.423
STATE ONLY,29.0,6.0,23.0,THIRD CALL,30-39,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,TAXES,COMPLEXISSUE,NOVOTE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,HSGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,ONLYBUSH,NOTATALL,ONLYGORE,ISSUES,,,1.412
STATE ONLY,29.0,6.0,24.0,THIRD CALL,18-24,WHITE,MALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,LESS,CITYOVER50K,OMITS,OMITS,NOVOTE,NONE,ALWYSLGL,WORSE,APP/FAV,YES,NO,DEMOCRAT,50-500K,HSGRAD,NONE,NEVER,30-50K,NO,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,NONE,NEITHER,VERYIMP,BOTH,ISSUES,,,1.044
STATE ONLY,29.0,6.0,25.0,THIRD CALL,30-39,HISP,MALE,GORE,BERNSTEIN,OMITS,OMITS,OMITS,YES,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,OMITS,ME,MOSTLGL,OMITS,,,NO,,50-500K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,CLARKCNTY,30-44,30-39,,30-39,,HISP,,OMITS,VERYIMP,OMITS,OMITS,,,1.0230000000000001
STATE ONLY,29.0,6.0,26.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,CITYOVER50K,EDUCATION,STRONGLEADER,PEROT,NONE,MOSTILL,SAME,DIS/UNFAV,YES,YES,INDEPEND,50-500K,HSGRAD,NONE,NEVER,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,ONLYBUSH,VERYIMP,ONLYGORE,PERSONALQUAL,,,1.534
STATE ONLY,29.0,6.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,OMITS,CITYOVER50K,OMITS,HONEST,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,NO,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,OMITS,STATE,COMPLETE,CLARKCNTY,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,ONLYBUSH,NOTTOOIMP,ONLYGORE,ISSUES,,,1.423
STATE ONLY,29.0,6.0,28.0,THIRD CALL,65-74,WHITE,MALE,GORE,BERNSTEIN,APPROVE,UNFAVORABLE,GORE,YES,LESS,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,CLINTON,NONE,ALWYSLGL,SAME,APP/UNFAV,YES,YES,DEMOCRAT,50-500K,COLGRAD,JEWISH,AFEWAYEAR,30-50K,YES,NO,MODERATE,65+,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,60+,60+,DEMOCRAT,65+,NO,WHITE,JEWISH,ONLYGORE,VERYIMP,BOTH,ISSUES,,,1.813
STATE ONLY,29.0,6.0,29.0,THIRD CALL,30-39,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,TAXES,HONEST,PEROT,NONE,MOSTILL,SAME,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,ONLYBUSH,VERYIMP,ONLYGORE,ISSUES,,,1.096
STATE ONLY,29.0,6.0,30.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,ECON/JOBS,OMITS,DOLE,ME,MOSTILL,WORSE,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,POSTGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,NEITHER,VERYIMP,BOTH,PERSONALQUAL,,,1.423
STATE ONLY,29.0,6.0,31.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,ENSIGN,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,EDUCATION,CARES,CLINTON,NONE,ALWYSILL,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,MORETHAN1AWK,15-30K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,ONLYGORE,VERYIMP,BOTH,ISSUES,,,0.918
STATE ONLY,29.0,6.0,32.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,OMITS,YES,MORE,CITYOVER50K,EDUCATION,OMITS,CLINTON,ME,ALWYSILL,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,POSTGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,YES,MODERATE,18-64,OMITS,STATE,COMPLETE,CLARKCNTY,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,OMITS,VERYIMP,OMITS,OMITS,,,1.031
STATE ONLY,29.0,6.0,33.0,THIRD CALL,45-49,WHITE,MALE,GORE,BERNSTEIN,OMITS,OMITS,OMITS,YES,LESS,CITYOVER50K,ECON/JOBS,OMITS,OMITS,ME,ALWYSLGL,OMITS,,,YES,,50-500K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,CLARKCNTY,45-59,40-49,,40-49,NO,WHITE,,OMITS,NOTATALL,OMITS,OMITS,,,1.246
STATE ONLY,29.0,6.0,34.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,UNFAVORABLE,GORE,NO,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,YES,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,NEVER,30-50K,YES,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,OTHER,ONLYGORE,VERYIMP,ONLYBUSH,ISSUES,,,1.052
STATE ONLY,29.0,6.0,35.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,TAXES,GOODJUDGMENT,DOLE,SOMEONEELSE,MOSTILL,SAME,DIS/UNFAV,YES,YES,REPUBLCN,50-500K,COLGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,BOTH,SOMEWHAT,BOTH,ISSUES,,,1.524
STATE ONLY,29.0,6.0,36.0,THIRD CALL,18-24,WHITE,MALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,CLINTON,SOMEONEELSE,ALWYSLGL,BETTER,APP/FAV,YES,YES,INDEPEND,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,18-29,18-24,IND/OTHER,18-24,NO,WHITE,CATHOLIC,ONLYBUSH,VERYIMP,BOTH,PERSONALQUAL,,,1.044
STATE ONLY,29.0,6.0,37.0,THIRD CALL,18-24,HISP,MALE,BUSH,ENSIGN,OMITS,OMITS,OMITS,,LESS,CITYOVER50K,EDUCATION,STRONGLEADER,OMITS,NONE,ALWYSLGL,OMITS,,,,,50-500K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,CLARKCNTY,18-29,18-24,,18-24,YES,OTHER,,OMITS,VERYIMP,OMITS,OMITS,,,1.1460000000000001
STATE ONLY,29.0,6.0,38.0,THIRD CALL,45-49,WHITE,MALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,LESS,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,NO,INDEPEND,50-500K,SOMCOL/ASSOC,NONE,NEVER,OVER100K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,45-59,40-49,IND/OTHER,40-49,NO,WHITE,NONE,ONLYGORE,NOTATALL,BOTH,ISSUES,,,0.967
STATE ONLY,29.0,6.0,39.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ENSIGN,APPROVE,FAVORABLE,BUSH,YES,MORE,CITYOVER50K,EDUCATION,STRONGLEADER,NOVOTE,NONE,ALWYSILL,BETTER,APP/FAV,YES,YES,REPUBLCN,50-500K,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,ONLYBUSH,SOMEWHAT,ONLYGORE,ISSUES,,,1.524
STATE ONLY,29.0,6.0,40.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,UNFAVORABLE,GORE,YES,MORE,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,PEROT,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,NO,INDEPEND,50-500K,POSTGRAD,JEWISH,NEVER,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,45-59,50-59,IND/OTHER,50-64,NO,WHITE,JEWISH,BOTH,VERYIMP,BOTH,ISSUES,,,1.2570000000000001
STATE ONLY,29.0,7.0,1.0,FIRST CALL,45-49,ASIAN,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,MORE,SUBURBS,MEDICARE/RX,COMPLEXISSUE,CLINTON,SOMEONEELSE,ALWYSLGL,BETTER,APP/FAV,YES,NO,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,45-59,40-49,DEMOCRAT,40-49,NO,ASIAN,CATHOLIC,ONLYGORE,VERYIMP,ONLYGORE,ISSUES,,,0.89
STATE ONLY,29.0,7.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,HEALTHCARE,HONEST,DOLE,ME,MOSTLGL,SAME,DIS/UNFAV,YES,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,45-59,50-59,DEMOCRAT,50-64,,WHITE,PROT/CHRIST,ONLYBUSH,VERYIMP,ONLYGORE,ISSUES,,,1.008
STATE ONLY,29.0,7.0,3.0,FIRST CALL,75+,,,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,EDUCATION,HONEST,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,NO,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,,YES,NO,CONSERV,65+,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,60+,60+,REPUBLICAN,65+,NO,,CATHOLIC,BOTH,SOMEWHAT,ONLYGORE,ISSUES,,,1.452
STATE ONLY,29.0,7.0,4.0,FIRST CALL,65-74,BLACK,FEMALE,GORE,NONEOFABOVE,APPROVE,FAVORABLE,GORE,YES,MORE,SUBURBS,SOCIALSECUR,STRONGLEADER,CLINTON,NONE,ALWYSILL,SAME,APP/FAV,NO,NO,DEMOCRAT,SUBURBS,HSGRAD,NONE,MORETHAN1AWK,LESS15K,NO,NO,LIBERAL,65+,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,60+,60+,DEMOCRAT,65+,,BLACK,NONE,ONLYGORE,VERYIMP,ONLYGORE,PERSONALQUAL,,,0.581
STATE ONLY,29.0,7.0,5.0,FIRST CALL,25-29,WHITE,MALE,NADER,ENSIGN,APPROVE,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,EDUCATION,HONEST,DOLE,NONE,MOSTILL,BETTER,APP/UNFAV,YES,NO,ELSE,SUBURBS,COLGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,18-29,25-29,IND/OTHER,25-29,NO,WHITE,PROT/CHRIST,BOTH,SOMEWHAT,BOTH,ISSUES,,,0.803
STATE ONLY,29.0,7.0,6.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ENSIGN,APPROVE,FAVORABLE,BUSH,NO,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,PEROT,ME,ALWYSLGL,BETTER,APP/FAV,YES,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,BOTH,NOTTOOIMP,BOTH,PERSONALQUAL,,,0.775
STATE ONLY,29.0,7.0,7.0,FIRST CALL,50-59,HISP,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,PEROT,NONE,ALWYSLGL,BETTER,DIS/UNFAV,NO,YES,INDEPEND,SUBURBS,POSTGRAD,ELSE,NEVER,15-30K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,45-59,50-59,IND/OTHER,50-64,YES,WHITE,OTHER,ONLYBUSH,VERYIMP,ONLYBUSH,ISSUES,,,0.642
STATE ONLY,29.0,7.0,8.0,FIRST CALL,30-39,,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,TAXES,LIKEABLE,PEROT,NONE,ALWYSLGL,BETTER,DIS/UNFAV,YES,NO,INDEPEND,SUBURBS,COLGRAD,,OMITS,50-75K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,30-39,IND/OTHER,30-39,,,,NEITHER,VERYIMP,BOTH,PERSONALQUAL,,,0.999
STATE ONLY,29.0,7.0,9.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,TAXES,EXPERIENCE,DOLE,SOMEONEELSE,MOSTILL,SAME,DIS/UNFAV,NO,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,BOTH,VERYIMP,ONLYGORE,ISSUES,,,1.008
STATE ONLY,29.0,7.0,10.0,FIRST CALL,75+,WHITE,MALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,MORE,SUBURBS,SOCIALSECUR,GOODJUDGMENT,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,NO,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,YES,NO,MODERATE,65+,OMITS,STATE,COMPLETE,CLARKCNTY,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,ONLYGORE,NOTTOOIMP,BOTH,PERSONALQUAL,,,1.283
STATE ONLY,29.0,7.0,11.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SUBURBS,MEDICARE/RX,HONEST,NOVOTE,ME,ALWYSILL,BETTER,DIS/UNFAV,YES,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,ONLYBUSH,VERYIMP,ONLYGORE,PERSONALQUAL,,,0.781
