VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,25.0,44.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.525
STATE ONLY,25.0,44.0,8.0,FIRST CALL,75+,WHITE,,GORE,LOTT,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,65+,STATE,JACKSON/DELT,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.682
STATE ONLY,25.0,44.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,OTHER,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,65+,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.553
STATE ONLY,25.0,44.0,10.0,FIRST CALL,75+,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,65+,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.594
STATE ONLY,25.0,44.0,11.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,,MODERATE,65+,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.553
STATE ONLY,25.0,44.0,12.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,YES,DOLE,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.491
STATE ONLY,25.0,44.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,BROWN,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,ELSE,PROTESTANT,,CONSERV,18-64,STATE,JACKSON/DELT,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.38
STATE ONLY,25.0,44.0,14.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,LOTT,APPROVE,FAVORABLE,BUSH,OMITS,DOLE,BETTER,APP/FAV,REPUBLCN,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,JACKSON/DELT,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.491
STATE ONLY,25.0,44.0,15.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.463
STATE ONLY,25.0,44.0,16.0,SECOND CALL,45-49,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,JACKSON/DELT,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.525
STATE ONLY,25.0,44.0,17.0,SECOND CALL,75+,WHITE,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,OVER100K,LIBERAL,65+,STATE,JACKSON/DELT,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.5670000000000001
STATE ONLY,25.0,44.0,18.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,65+,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.553
STATE ONLY,25.0,44.0,19.0,SECOND CALL,25-29,WHITE,MALE,BUSH,BROWN,APPROVE,FAVORABLE,BUSH,NO,NOVOTE,BETTER,APP/FAV,INDEPEND,PROTESTANT,OVER100K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.632
STATE ONLY,25.0,44.0,20.0,SECOND CALL,18-24,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,JACKSON/DELT,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.8140000000000001
STATE ONLY,25.0,44.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.491
STATE ONLY,25.0,44.0,22.0,SECOND CALL,60-64,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.594
STATE ONLY,25.0,44.0,23.0,THIRD CALL,40-44,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,OTHER,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.525
STATE ONLY,25.0,44.0,24.0,THIRD CALL,60-64,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.594
STATE ONLY,25.0,44.0,25.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,OVER100K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.52
STATE ONLY,25.0,44.0,26.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.491
STATE ONLY,25.0,44.0,27.0,THIRD CALL,60-64,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,75-100K,MODERATE,18-64,STATE,JACKSON/DELT,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.627
STATE ONLY,25.0,44.0,28.0,THIRD CALL,18-24,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,STATE,JACKSON/DELT,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.8140000000000001
STATE ONLY,25.0,44.0,29.0,THIRD CALL,50-59,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,JACKSON/DELT,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.525
STATE ONLY,25.0,44.0,30.0,THIRD CALL,65-74,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,65+,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.594
STATE ONLY,25.0,44.0,31.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,50-75K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.525
STATE ONLY,25.0,44.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.491
STATE ONLY,25.0,44.0,33.0,THIRD CALL,60-64,OTHER,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,CATHOLIC,OVER100K,MODERATE,18-64,STATE,JACKSON/DELT,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.553
STATE ONLY,25.0,44.0,34.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,65+,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.553
STATE ONLY,25.0,44.0,35.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,STATE,JACKSON/DELT,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.491
STATE ONLY,25.0,44.0,36.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LOTT,DISAPPR,FAVORABLE,BUSH,YES,CLINTON,SAME,DIS/FAV,REPUBLCN,CATHOLIC,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.525
NATIONAL WHITE,25.0,46.0,1.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,JACKSON/DELT,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.266
NATIONAL WHITE,25.0,46.0,2.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,30-50K,LIBERAL,18-64,NATIONAL,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.262
NATIONAL WHITE,25.0,46.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BROWN,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,,65+,NATIONAL,JACKSON/DELT,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.268
NATIONAL WHITE,25.0,46.0,4.0,FIRST CALL,60-64,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,30-50K,MODERATE,18-64,NATIONAL,JACKSON/DELT,60+,60+,DEMOCRAT,50-64,OTHER,,,0.297
NATIONAL WHITE,25.0,46.0,5.0,FIRST CALL,50-59,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,JACKSON/DELT,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.28300000000000003
NATIONAL YELLOW,25.0,46.0,6.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,YES,DOLE,SAME,APP/UNFAV,INDEPEND,PROTESTANT,30-50K,CONSERV,18-64,NATIONAL,JACKSON/DELT,60+,60+,IND/OTHER,50-64,PROT/CHRIST,MEDICARE/RX,HONEST,0.281
NATIONAL YELLOW,25.0,46.0,7.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,NOVOTE,WORSE,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,NATIONAL,JACKSON/DELT,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,EDUCATION,STRONGLEADER,0.406
NATIONAL YELLOW,25.0,46.0,8.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,LIBERAL,18-64,NATIONAL,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,EDUCATION,CARES,0.262
NATIONAL YELLOW,25.0,46.0,9.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,BROWN,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,,18-64,NATIONAL,JACKSON/DELT,30-44,40-49,,40-49,,SOCIALSECUR,STRONGLEADER,0.262
NATIONAL YELLOW,25.0,46.0,10.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,BROWN,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,,18-64,NATIONAL,JACKSON/DELT,30-44,30-39,,30-39,,ECON/JOBS,HONEST,0.262
NATIONAL GREY,25.0,46.0,11.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,LOTT,,,,,,,,,,,,65+,NATIONAL,JACKSON/DELT,60+,60+,,65+,,,,0.281
NATIONAL GREY,25.0,46.0,12.0,FIRST CALL,50-59,BLACK,MALE,GORE,BROWN,,,,,,,,DEMOCRAT,,75-100K,LIBERAL,18-64,NATIONAL,JACKSON/DELT,45-59,50-59,DEMOCRAT,50-64,,,,0.28300000000000003
NATIONAL GREY,25.0,46.0,14.0,FIRST CALL,30-39,BLACK,MALE,GORE,BROWN,,,,,,,,DEMOCRAT,,75-100K,MODERATE,18-64,NATIONAL,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,,,,0.28300000000000003
NATIONAL GREY,25.0,46.0,15.0,FIRST CALL,40-44,BLACK,,GORE,BROWN,,,,,,,,DEMOCRAT,,50-75K,MODERATE,18-64,NATIONAL,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,,,,0.28300000000000003
NATIONAL PINK,25.0,46.0,16.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,BROWN,,,,YES,,,,DEMOCRAT,OTHERCHRIST,50-75K,CONSERV,18-64,NATIONAL,JACKSON/DELT,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.262
NATIONAL PINK,25.0,46.0,17.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,BROWN,,,,YES,,,,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,NATIONAL,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.406
NATIONAL PINK,25.0,46.0,18.0,FIRST CALL,60-64,WHITE,MALE,BUSH,LOTT,,,,YES,,,,REPUBLCN,PROTESTANT,LESS15K,MODERATE,18-64,NATIONAL,JACKSON/DELT,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.298
NATIONAL PINK,25.0,46.0,19.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,LOTT,,,,NO,,,,ELSE,PROTESTANT,30-50K,MODERATE,65+,NATIONAL,JACKSON/DELT,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.281
NATIONAL PINK,25.0,46.0,20.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,BROWN,,,,NO,,,,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,JACKSON/DELT,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.262
NATIONAL WHITE,25.0,46.0,21.0,SECOND CALL,40-44,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,NATIONAL,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.28300000000000003
NATIONAL YELLOW,25.0,46.0,22.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,HEALTHCARE,CARES,0.262
NATIONAL GREY,25.0,46.0,23.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,BROWN,,,,,,,,INDEPEND,,50-75K,MODERATE,18-64,NATIONAL,JACKSON/DELT,30-44,30-39,IND/OTHER,30-39,,,,0.262
NATIONAL PINK,25.0,46.0,24.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,LOTT,,,,NO,,,,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,NATIONAL,JACKSON/DELT,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.247
NATIONAL WHITE,25.0,46.0,25.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,LIBERAL,18-64,NATIONAL,JACKSON/DELT,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.406
NATIONAL WHITE,25.0,46.0,26.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,ELSE,LESS15K,MODERATE,18-64,NATIONAL,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.262
NATIONAL WHITE,25.0,46.0,27.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,LIBERAL,18-64,NATIONAL,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.262
NATIONAL WHITE,25.0,46.0,28.0,THIRD CALL,60-64,WHITE,MALE,BUSH,LOTT,APPROVE,FAVORABLE,BUSH,NO,CLINTON,SAME,APP/FAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,JACKSON/DELT,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.298
NATIONAL WHITE,25.0,46.0,29.0,THIRD CALL,45-49,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,NATIONAL,JACKSON/DELT,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.28300000000000003
NATIONAL WHITE,25.0,46.0,30.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,LOTT,OMITS,OMITS,OMITS,NO,OMITS,OMITS,OMITS,,,,,65+,NATIONAL,JACKSON/DELT,60+,60+,,65+,,,,0.281
NATIONAL YELLOW,25.0,46.0,31.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,NATIONAL,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,ECON/JOBS,HONEST,0.406
NATIONAL YELLOW,25.0,46.0,32.0,THIRD CALL,30-39,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,OMITS,STRONGLEADER,0.28300000000000003
NATIONAL YELLOW,25.0,46.0,33.0,THIRD CALL,45-49,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,,30-50K,MODERATE,18-64,NATIONAL,JACKSON/DELT,45-59,40-49,DEMOCRAT,40-49,,TAXES,EXPERIENCE,0.28300000000000003
NATIONAL YELLOW,25.0,46.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,WORSE,DIS/UNFAV,INDEPEND,OTHERCHRIST,15-30K,MODERATE,18-64,NATIONAL,JACKSON/DELT,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,TAXES,CARES,0.902
NATIONAL YELLOW,25.0,46.0,35.0,THIRD CALL,25-29,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,NATIONAL,JACKSON/DELT,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ECON/JOBS,COMPLEXISSUE,0.436
NATIONAL YELLOW,25.0,46.0,36.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,NATIONAL,JACKSON/DELT,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,SOCIALSECUR,CARES,0.406
NATIONAL GREY,25.0,46.0,37.0,THIRD CALL,30-39,BLACK,MALE,GORE,BROWN,,,,,,,,DEMOCRAT,,30-50K,CONSERV,18-64,NATIONAL,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,,,,0.28300000000000003
NATIONAL GREY,25.0,46.0,38.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BROWN,,,,,,,,DEMOCRAT,,15-30K,MODERATE,18-64,NATIONAL,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,,,,0.262
NATIONAL GREY,25.0,46.0,39.0,THIRD CALL,40-44,BLACK,FEMALE,,BROWN,,,,,,,,DEMOCRAT,,15-30K,MODERATE,18-64,NATIONAL,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,,,,0.234
NATIONAL GREY,25.0,46.0,40.0,THIRD CALL,25-29,BLACK,MALE,GORE,BROWN,,,,,,,,DEMOCRAT,,30-50K,LIBERAL,18-64,NATIONAL,JACKSON/DELT,18-29,25-29,DEMOCRAT,25-29,,,,0.436
NATIONAL GREY,25.0,46.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LOTT,,,,,,,,REPUBLCN,,30-50K,CONSERV,18-64,NATIONAL,JACKSON/DELT,45-59,50-59,REPUBLICAN,50-64,,,,0.247
NATIONAL GREY,25.0,46.0,42.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,,,,,,,,,DEMOCRAT,,30-50K,CONSERV,18-64,NATIONAL,JACKSON/DELT,45-59,50-59,DEMOCRAT,50-64,,,,0.318
NATIONAL PINK,25.0,46.0,43.0,THIRD CALL,65-74,WHITE,MALE,BUSH,LOTT,,,,NO,,,,REPUBLCN,CATHOLIC,30-50K,CONSERV,65+,NATIONAL,JACKSON/DELT,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.298
NATIONAL PINK,25.0,46.0,44.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LOTT,,,,YES,,,,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,NATIONAL,JACKSON/DELT,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.266
NATIONAL PINK,25.0,46.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,LOTT,,,,NO,,,,INDEPEND,ELSE,OVER100K,MODERATE,18-64,NATIONAL,JACKSON/DELT,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.247
NATIONAL PINK,25.0,46.0,46.0,THIRD CALL,65-74,WHITE,MALE,GORE,LOTT,,,,NO,,,,REPUBLCN,PROTESTANT,30-50K,MODERATE,65+,NATIONAL,JACKSON/DELT,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.372
NATIONAL PINK,25.0,46.0,47.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,LOTT,,,,YES,,,,INDEPEND,PROTESTANT,30-50K,CONSERV,18-64,NATIONAL,JACKSON/DELT,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.247
NATIONAL PINK,25.0,46.0,48.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,BROWN,,,,NO,,,,DEMOCRAT,PROTESTANT,75-100K,MODERATE,65+,NATIONAL,JACKSON/DELT,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.297
STATE ONLY,25.0,54.0,1.0,FIRST CALL,30-39,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,INDEPEND,ELSE,15-30K,LIBERAL,18-64,STATE,EAST,30-44,30-39,IND/OTHER,30-39,OTHER,,,1.087
STATE ONLY,25.0,54.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,STATE,EAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.045
STATE ONLY,25.0,54.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,50-75K,CONSERV,18-64,STATE,EAST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.045
STATE ONLY,25.0,54.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.087
STATE ONLY,25.0,54.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,ELSE,PROTESTANT,50-75K,CONSERV,18-64,STATE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.045
STATE ONLY,25.0,54.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,OTHER,BETTER,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.045
