VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,FORCANNY,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,UNFAIRNY,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,CARPETBG,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,LATINO,QRACE,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,33.0,5.0,6.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,MEDICARE/RX,HONEST,FORCAND,CLINTON,,BETTER,APP/FAV,NO,LAZIODID,DEMOCRAT,RURAL,NOHS,PROTESTANT,NEVER,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,60+,60+,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,1.104
STATE ONLY,33.0,5.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,OMITS,SMCITY/RURAL,HEALTHCARE,EXPERIENCE,FORCAND,CLINTON,NONE,SAME,APP/FAV,NO,LAZIODID,DEMOCRAT,RURAL,SOMCOL/ASSOC,NONE,NEVER,15-30K,YES,NO,LIBERAL,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,NONE,ONLYGORE,BOTH,ISSUES,,,0.879
STATE ONLY,33.0,5.0,8.0,FIRST CALL,60-64,WHITE,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,CARES,FORCAND,CLINTON,NONE,SAME,APP/FAV,NO,LAZIODID,DEMOCRAT,RURAL,HSGRAD,NONE,NEVER,15-30K,YES,NO,LIBERAL,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,60+,60+,DEMOCRAT,50-64,NO,WHITE,NONE,ONLYGORE,ONLYBUSH,ISSUES,,,1.124
STATE ONLY,33.0,5.0,9.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,OMITS,FORCAND,OTHER,ME,BETTER,DIS/UNFAV,NO,LAZIODID,REPUBLCN,RURAL,POSTGRAD,PROTESTANT,ONCEAWEEK,15-30K,YES,NO,CONSERV,65+,SOCIALSECURI,SOMEWHATCONC,STATE,COMPLETE,RURALUPSTATE,60+,60+,REPUBLICAN,65+,,WHITE,PROT/CHRIST,ONLYBUSH,ONLYBUSH,PERSONALQUAL,,,0.912
STATE ONLY,33.0,5.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,ECON/JOBS,COMPLEXISSUE,AGNOPPS,DOLE,NONE,SAME,DIS/UNFAV,YES,NEITHERDID,REPUBLCN,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,NO,YES,MODERATE,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,RURALUPSTATE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,BOTH,BOTH,ISSUES,,,0.727
STATE ONLY,33.0,5.0,11.0,FIRST CALL,75+,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,SOCIALSECUR,STRONGLEADER,AGNOPPS,CLINTON,NONE,BETTER,DIS/UNFAV,YES,LAZIODID,REPUBLCN,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,NO,YES,CONSERV,65+,REDUCNATDEBT,SOMEWHATCONC,STATE,COMPLETE,RURALUPSTATE,60+,60+,REPUBLICAN,65+,,WHITE,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,0.912
STATE ONLY,33.0,5.0,12.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,WORLDAFFAIRS,STRONGLEADER,AGNOPPS,DOLE,NONE,BETTER,DIS/UNFAV,NO,LAZIODID,INDEPEND,RURAL,HSGRAD,PROTESTANT,MORETHAN1AWK,15-30K,NO,NO,CONSERV,18-64,REDUCNATDEBT,SOMEWHATCONC,STATE,COMPLETE,RURALUPSTATE,30-44,40-49,IND/OTHER,40-49,,WHITE,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,0.727
STATE ONLY,33.0,5.0,13.0,FIRST CALL,50-59,WHITE,MALE,NADER,LAZIO,DISAPPR,FAVORABLE,WOULDNOTVOTE,LESS,SMCITY/RURAL,OMITS,STRONGLEADER,AGNOPPS,PEROT,NONE,WORSE,DIS/FAV,NO,NEITHERDID,REPUBLCN,RURAL,POSTGRAD,OTHERCHRIST,NEVER,15-30K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,RURALUPSTATE,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,0.618
STATE ONLY,33.0,5.0,14.0,FIRST CALL,25-29,WHITE,MALE,BUSH,LAZIO,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,AGNOPPS,NOVOTE,ME,SAME,APP/UNFAV,YES,BOTHDID,REPUBLCN,RURAL,HSGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,RURALUPSTATE,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,ONLYBUSH,BOTH,PERSONALQUAL,,,0.917
STATE ONLY,33.0,5.0,15.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,LAZIO,APPROVE,FAVORABLE,BUSH,MORE,SMCITY/RURAL,WORLDAFFAIRS,GOODJUDGMENT,FORCAND,NOVOTE,SOMEONEELSE,BETTER,APP/FAV,YES,BOTHDID,REPUBLCN,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,NO,NO,CONSERV,18-64,REDUCNATDEBT,VERYCONC,STATE,COMPLETE,RURALUPSTATE,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,ONLYBUSH,BOTH,ISSUES,,,0.9
STATE ONLY,33.0,5.0,16.0,SECOND CALL,50-59,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,OMITS,DOLE,NONE,SAME,DIS/UNFAV,YES,CLINTONDID,REPUBLCN,RURAL,HSGRAD,CATHOLIC,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,OMITS,VERYCONC,STATE,COMPLETE,RURALUPSTATE,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,BOTH,ONLYGORE,PERSONALQUAL,,,0.727
STATE ONLY,33.0,5.0,17.0,SECOND CALL,30-39,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,AGNOPPS,DOLE,NONE,BETTER,DIS/UNFAV,YES,BOTHDID,REPUBLCN,RURAL,POSTGRAD,PROTESTANT,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,RURALUPSTATE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.727
STATE ONLY,33.0,5.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,LAZIO,APPROVE,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,EDUCATION,CARES,AGNOPPS,CLINTON,ME,BETTER,APP/UNFAV,YES,CLINTONDID,REPUBLCN,RURAL,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,YES,MODERATE,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,RURALUPSTATE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,ONLYBUSH,BOTH,PERSONALQUAL,,,0.713
STATE ONLY,33.0,5.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,OMITS,AGNOPPS,PEROT,NONE,SAME,DIS/UNFAV,YES,NEITHERDID,ELSE,RURAL,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,RURALUPSTATE,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,BOTH,BOTH,PERSONALQUAL,,,0.713
STATE ONLY,33.0,5.0,20.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,CLINTON,APPROVE,FAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,CARES,AGNOPPS,CLINTON,NONE,WORSE,APP/FAV,YES,BOTHDID,INDEPEND,RURAL,HSGRAD,PROTESTANT,AFEWAMONTH,15-30K,YES,NO,LIBERAL,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,ONLYBUSH,BOTH,ISSUES,,,0.7030000000000001
STATE ONLY,33.0,5.0,21.0,SECOND CALL,75+,WHITE,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,HONEST,FORCAND,CLINTON,NONE,SAME,APP/FAV,NO,BOTHDID,INDEPEND,RURAL,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,LIBERAL,65+,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,BOTH,BOTH,ISSUES,,,1.124
STATE ONLY,33.0,5.0,22.0,SECOND CALL,40-44,WHITE,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,CARES,FORCAND,OTHER,ME,SAME,APP/FAV,YES,LAZIODID,INDEPEND,RURAL,HSGRAD,CATHOLIC,AFEWAMONTH,30-50K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,30-44,40-49,IND/OTHER,40-49,,WHITE,CATHOLIC,BOTH,BOTH,ISSUES,,,0.896
STATE ONLY,33.0,5.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,LAZIO,APPROVE,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,OMITS,COMPLEXISSUE,FORCAND,OMITS,NONE,WORSE,APP/UNFAV,NO,CLINTONDID,DEMOCRAT,RURAL,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,,CONSERV,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,RURALUPSTATE,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,ONLYBUSH,BOTH,ISSUES,,,0.713
STATE ONLY,33.0,5.0,24.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,LAZIO,DISAPPR,UNFAVORABLE,OMITS,MORE,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,FORCAND,CLINTON,SOMEONEELSE,BETTER,DIS/UNFAV,NO,BOTHDID,REPUBLCN,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,RURALUPSTATE,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.891
STATE ONLY,33.0,5.0,25.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,HEALTHCARE,HONEST,AGNOPPS,DOLE,MEANDSOMEONE,BETTER,DIS/UNFAV,YES,CLINTONDID,INDEPEND,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,RURALUPSTATE,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,0.713
STATE ONLY,33.0,5.0,26.0,SECOND CALL,25-29,WHITE,MALE,BUSH,LAZIO,OMITS,OMITS,OMITS,LESS,SMCITY/RURAL,WORLDAFFAIRS,STRONGLEADER,OMITS,OMITS,ME,OMITS,,,NEITHERDID,,RURAL,,,OMITS,,,,,18-64,OMITS,SOMEWHATCONC,STATE,NOTCOMPLETE,RURALUPSTATE,18-29,25-29,,25-29,NO,WHITE,,OMITS,OMITS,OMITS,,,0.917
STATE ONLY,33.0,5.0,27.0,SECOND CALL,75+,WHITE,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,HEALTHCARE,CARES,FORCAND,CLINTON,ME,BETTER,APP/FAV,NO,LAZIODID,DEMOCRAT,RURAL,,PROTESTANT,OMITS,15-30K,NO,NO,CONSERV,65+,OMITS,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,1.124
STATE ONLY,33.0,5.0,28.0,SECOND CALL,18-24,WHITE,MALE,BUSH,LAZIO,APPROVE,FAVORABLE,BUSH,MORE,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,FORCAND,CLINTON,SOMEONEELSE,WORSE,APP/FAV,NO,CLINTONDID,REPUBLCN,RURAL,HSGRAD,NONE,AFEWAYEAR,,NO,NO,CONSERV,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,RURALUPSTATE,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,NONE,ONLYBUSH,NEITHER,PERSONALQUAL,,,0.917
STATE ONLY,33.0,5.0,29.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,LAZIO,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,EDUCATION,HONEST,FORCAND,DOLE,NONE,WORSE,APP/UNFAV,NO,CLINTONDID,DEMOCRAT,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,LESS15K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,RURALUPSTATE,45-59,50-59,DEMOCRAT,50-64,,WHITE,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.713
STATE ONLY,33.0,5.0,30.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,FORCAND,DOLE,NONE,SAME,DIS/UNFAV,YES,CLINTONDID,REPUBLCN,RURAL,COLGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,YES,CONSERV,18-64,REDUCNATDEBT,VERYCONC,STATE,COMPLETE,RURALUPSTATE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.713
STATE ONLY,33.0,5.0,31.0,SECOND CALL,30-39,WHITE,FEMALE,,CLINTON,APPROVE,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,OMITS,OMITS,FORCAND,CLINTON,ME,SAME,APP/UNFAV,NO,BOTHDID,INDEPEND,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,LIBERAL,18-64,SOCIALSECURI,SOMEWHATCONC,STATE,COMPLETE,RURALUPSTATE,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,NEITHER,BOTH,OMITS,,,0.763
STATE ONLY,33.0,5.0,32.0,SECOND CALL,40-44,WHITE,MALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,HEALTHCARE,COMPLEXISSUE,FORCAND,NOVOTE,ME,BETTER,APP/UNFAV,YES,BOTHDID,ELSE,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,NOTTOOCONC,STATE,COMPLETE,RURALUPSTATE,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,0.896
STATE ONLY,33.0,5.0,33.0,SECOND CALL,65-74,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,CARES,FORCAND,DOLE,NONE,WORSE,DIS/UNFAV,NO,BOTHDID,REPUBLCN,RURAL,HSGRAD,PROTESTANT,AFEWAMONTH,LESS15K,YES,NO,MODERATE,65+,SOCIALSECURI,VERYCONC,STATE,COMPLETE,RURALUPSTATE,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,ONLYBUSH,BOTH,PERSONALQUAL,,,0.912
STATE ONLY,33.0,5.0,34.0,THIRD CALL,45-49,WHITE,MALE,GORE,CLINTON,DISAPPR,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,FORCAND,PEROT,ME,SAME,DIS/UNFAV,YES,BOTHDID,INDEPEND,RURAL,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,SOMEWHATCONC,STATE,COMPLETE,RURALUPSTATE,45-59,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,BOTH,BOTH,PERSONALQUAL,,,0.896
STATE ONLY,33.0,5.0,35.0,THIRD CALL,45-49,WHITE,MALE,NADER,LAZIO,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,FORCAND,PEROT,SOMEONEELSE,SAME,DIS/UNFAV,YES,CLINTONDID,ELSE,RURAL,HSGRAD,NONE,NEVER,30-50K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,RURALUPSTATE,45-59,40-49,IND/OTHER,40-49,NO,WHITE,NONE,NEITHER,BOTH,PERSONALQUAL,,,0.618
STATE ONLY,33.0,5.0,36.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LAZIO,DISAPPR,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,OMITS,EXPERIENCE,AGNOPPS,DOLE,MEANDSOMEONE,WORSE,DIS/UNFAV,NO,BOTHDID,DEMOCRAT,RURAL,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,RURALUPSTATE,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,0.891
STATE ONLY,33.0,5.0,37.0,THIRD CALL,18-24,WHITE,MALE,BUSH,LAZIO,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,EDUCATION,GOODJUDGMENT,AGNOPPS,NOVOTE,SOMEONEELSE,BETTER,APP/UNFAV,NO,BOTHDID,REPUBLCN,RURAL,HSGRAD,PROTESTANT,AFEWAMONTH,50-75K,NO,NO,MODERATE,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,RURALUPSTATE,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,BOTH,NEITHER,ISSUES,,,0.917
STATE ONLY,33.0,5.0,38.0,THIRD CALL,40-44,WHITE,MALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,WORLDAFFAIRS,EXPERIENCE,FORCAND,NOVOTE,NONE,BETTER,APP/UNFAV,YES,NEITHERDID,ELSE,RURAL,NOHS,NONE,NEVER,15-30K,NO,YES,CONSERV,18-64,SOCIALSECURI,OMITS,STATE,COMPLETE,RURALUPSTATE,30-44,40-49,IND/OTHER,40-49,,WHITE,NONE,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.896
STATE ONLY,33.0,5.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,CARES,FORCAND,CLINTON,NONE,WORSE,APP/FAV,YES,BOTHDID,DEMOCRAT,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,30-50K,YES,YES,CONSERV,18-64,SOCIALSECURI,NOTTOOCONC,STATE,COMPLETE,RURALUPSTATE,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,0.879
STATE ONLY,33.0,5.0,40.0,THIRD CALL,40-44,WHITE,MALE,BUSH,LAZIO,APPROVE,FAVORABLE,BUSH,MORE,SMCITY/RURAL,TAXES,CARES,FORCAND,CLINTON,NONE,SAME,APP/FAV,YES,BOTHDID,REPUBLCN,RURAL,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.727
STATE ONLY,33.0,5.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SMCITY/RURAL,ECON/JOBS,COMPLEXISSUE,FORCAND,DOLE,SOMEONEELSE,BETTER,DIS/UNFAV,YES,CLINTONDID,REPUBLCN,RURAL,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,RURALUPSTATE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,ONLYBUSH,ONLYBUSH,ISSUES,,,0.713
STATE ONLY,33.0,5.0,42.0,THIRD CALL,30-39,WHITE,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,CARES,FORCAND,NOVOTE,NONE,SAME,APP/FAV,YES,BOTHDID,INDEPEND,RURAL,HSGRAD,NONE,NEVER,15-30K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,ONLYGORE,ONLYBUSH,ISSUES,,,0.896
STATE ONLY,33.0,5.0,43.0,THIRD CALL,30-39,OTHER,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,SOCIALSECUR,EXPERIENCE,FORCAND,CLINTON,SOMEONEELSE,BETTER,APP/FAV,NO,LAZIODID,DEMOCRAT,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,NOTTOOCONC,STATE,COMPLETE,RURALUPSTATE,30-44,30-39,DEMOCRAT,30-39,NO,OTHER,CATHOLIC,ONLYGORE,BOTH,PERSONALQUAL,,,0.879
STATE ONLY,33.0,5.0,44.0,THIRD CALL,50-59,WHITE,MALE,BUSH,LAZIO,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,AGNOPPS,CLINTON,ME,SAME,APP/UNFAV,YES,NEITHERDID,REPUBLCN,RURAL,COLGRAD,PROTESTANT,NEVER,50-75K,NO,NO,MODERATE,18-64,REDUCNATDEBT,SOMEWHATCONC,STATE,COMPLETE,RURALUPSTATE,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,BOTH,NEITHER,ISSUES,,,0.727
STATE ONLY,33.0,5.0,45.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,CLINTON,OMITS,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,GOODJUDGMENT,AGNOPPS,DOLE,NONE,BETTER,OMITS,YES,BOTHDID,REPUBLCN,RURAL,POSTGRAD,NONE,NEVER,75-100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,NONE,BOTH,NEITHER,OMITS,,,0.7030000000000001
STATE ONLY,33.0,5.0,46.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,ECON/JOBS,CARES,FORCAND,PEROT,NONE,BETTER,APP/UNFAV,YES,LAZIODID,DEMOCRAT,RURAL,SOMCOL/ASSOC,OTHERCHRIST,NEVER,15-30K,NO,YES,MODERATE,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,BOTH,ONLYBUSH,ISSUES,,,0.879
STATE ONLY,33.0,5.0,47.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,HEALTHCARE,COMPLEXISSUE,FORCAND,DOLE,NONE,SAME,DIS/UNFAV,NO,CLINTONDID,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,30-50K,YES,NO,CONSERV,65+,SOCIALSECURI,VERYCONC,STATE,COMPLETE,RURALUPSTATE,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,ONLYBUSH,ONLYBUSH,ISSUES,,,0.893
STATE ONLY,33.0,5.0,48.0,THIRD CALL,18-24,,,GORE,CLINTON,OMITS,OMITS,OMITS,OMITS,SMCITY/RURAL,OMITS,OMITS,OMITS,OMITS,,OMITS,,,NEITHERDID,,RURAL,,,OMITS,,,,,18-64,OMITS,OMITS,STATE,NOTCOMPLETE,RURALUPSTATE,18-29,18-24,,18-24,,,,OMITS,OMITS,OMITS,,,1.1320000000000001
STATE ONLY,33.0,5.0,49.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,STRONGLEADER,AGNOPPS,CLINTON,MEANDSOMEONE,BETTER,DIS/UNFAV,YES,CLINTONDID,REPUBLCN,RURAL,POSTGRAD,PROTESTANT,NEVER,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,VERYCONC,STATE,COMPLETE,RURALUPSTATE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,0.727
STATE ONLY,33.0,5.0,50.0,THIRD CALL,40-44,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,EDUCATION,EXPERIENCE,FORCAND,DOLE,ME,SAME,DIS/UNFAV,YES,BOTHDID,REPUBLCN,RURAL,NOHS,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,RURALUPSTATE,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.727
