VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,GOV98MN,PARTYID,ISQUASEN,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,UNFAIRMN,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,TRACK,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL GREY,24.0,5.0,12.0,SECOND CALL,45-49,WHITE,MALE,GORE,GRAMS,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,HSGRAD,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,40-49,DEMOCRAT,40-49,,,ONLYGORE,BOTH,,,,0.743
NATIONAL GREY,24.0,5.0,13.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,GRAMS,,,,,SUBURBS,,,,,,,,,REPUBLCN,,SUBURBS,POSTGRAD,,,50-75K,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,30-39,REPUBLICAN,30-39,,,ONLYBUSH,ONLYGORE,,,,0.602
NATIONAL GREY,24.0,5.0,14.0,SECOND CALL,30-39,WHITE,MALE,BUSH,GRAMS,,,,,SUBURBS,,,,,,,,,INDEPEND,,SUBURBS,HSGRAD,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,30-39,IND/OTHER,30-39,,,NEITHER,OMITS,,,,0.729
NATIONAL GREY,24.0,5.0,15.0,SECOND CALL,60-64,WHITE,MALE,BUSH,GRAMS,,,,,SUBURBS,,,,,,,,,REPUBLCN,,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,TWINCTYMETRO,60+,60+,REPUBLICAN,50-64,,,BOTH,ONLYGORE,,,,1.173
NATIONAL GREY,24.0,5.0,16.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,GRAMS,,,,,SUBURBS,,,,,,,,,REPUBLCN,,SUBURBS,SOMCOL/ASSOC,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,TWINCTYMETRO,18-29,18-24,REPUBLICAN,18-24,,,BOTH,ONLYGORE,,,,0.722
NATIONAL PINK,24.0,5.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,DAYTON,,,,,SUBURBS,,,,ME,,,YES,,DEMOCRAT,,SUBURBS,,CATHOLIC,,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,,,,,0.609
NATIONAL PINK,24.0,5.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,GIBSON,,,,,SUBURBS,,,,NONE,,,NO,,REPUBLCN,,SUBURBS,,OTHERCHRIST,,50-75K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,,,,,0.436
NATIONAL PINK,24.0,5.0,19.0,SECOND CALL,25-29,WHITE,MALE,BUSH,GRAMS,,,,,SUBURBS,,,,NONE,,,YES,,REPUBLCN,,SUBURBS,,ELSE,,50-75K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,18-29,25-29,REPUBLICAN,25-29,OTHER,,,,,,,0.874
NATIONAL PINK,24.0,5.0,20.0,SECOND CALL,50-59,WHITE,MALE,GORE,GIBSON,,,,,SUBURBS,,,,ME,,,YES,,INDEPEND,,SUBURBS,,PROTESTANT,,75-100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,,,,,0.539
NATIONAL PINK,24.0,5.0,21.0,SECOND CALL,30-39,WHITE,MALE,GORE,GRAMS,,,,,SUBURBS,,,,ME,,,YES,,DEMOCRAT,,SUBURBS,,CATHOLIC,,50-75K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,,,,,0.743
NATIONAL PINK,24.0,5.0,22.0,SECOND CALL,18-24,WHITE,MALE,BUSH,GRAMS,,,,,SUBURBS,,,,SOMEONEELSE,,,YES,,REPUBLCN,,SUBURBS,,CATHOLIC,,15-30K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,,,,,0.874
NATIONAL WHITE,24.0,5.0,23.0,THIRD CALL,25-29,,MALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,SOCIALSECUR,CARES,DOLE,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,RIGHTDIR,,,ISSUES,,,0.886
NATIONAL WHITE,24.0,5.0,24.0,THIRD CALL,30-39,WHITE,MALE,GORE,GRAMS,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,PEROT,NONE,WORSE,APP/UNFAV,YES,,REPUBLCN,,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,WRONGTRACK,,,ISSUES,,,0.743
NATIONAL WHITE,24.0,5.0,25.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,DAYTON,DISAPPR,UNFAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,ME,BETTER,DIS/UNFAV,YES,,DEMOCRAT,,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,WRONGTRACK,,,ISSUES,,,0.731
NATIONAL YELLOW,24.0,5.0,26.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,DOLE,NONE,SAME,DIS/UNFAV,YES,,REPUBLCN,,SUBURBS,HSGRAD,PROTESTANT,MORETHAN1AWK,LESS15K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,WRONGTRACK,,,PERSONALQUAL,SOCIALSECUR,HONEST,0.965
NATIONAL YELLOW,24.0,5.0,27.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DAYTON,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,OMITS,GOODJUDGMENT,DOLE,SOMEONEELSE,BETTER,APP/FAV,YES,,INDEPEND,,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,,NO,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,RIGHTDIR,,,ISSUES,OMITS,GOODJUDGMENT,0.867
NATIONAL YELLOW,24.0,5.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,BUCHANAN,DAYTON,APPROVE,FAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,EDUCATION,CARES,CLINTON,ME,BETTER,APP/FAV,NO,,DEMOCRAT,,SUBURBS,HSGRAD,CATHOLIC,NEVER,30-50K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,WRONGTRACK,,,PERSONALQUAL,EDUCATION,CARES,1.7630000000000001
NATIONAL GREY,24.0,5.0,29.0,THIRD CALL,40-44,WHITE,MALE,BUSH,GRAMS,,,,,SUBURBS,,,,,,,,,REPUBLCN,,SUBURBS,HSGRAD,,,50-75K,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,40-49,REPUBLICAN,40-49,,,ONLYBUSH,ONLYGORE,,,,0.729
NATIONAL GREY,24.0,5.0,30.0,THIRD CALL,50-59,WHITE,MALE,BUSH,GIBSON,,,,,SUBURBS,,,,,,,,,REPUBLCN,,SUBURBS,HSGRAD,,,30-50K,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,50-59,REPUBLICAN,50-64,,,BOTH,BOTH,,,,0.528
NATIONAL GREY,24.0,5.0,31.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,GRAMS,,,,,SUBURBS,,,,,,,,,ELSE,,SUBURBS,HSGRAD,,,15-30K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,TWINCTYMETRO,18-29,18-24,IND/OTHER,18-24,,,ONLYBUSH,ONLYGORE,,,,0.722
NATIONAL PINK,24.0,5.0,32.0,THIRD CALL,45-49,WHITE,,GORE,DAYTON,,,,,SUBURBS,,,,ME,,,YES,,INDEPEND,,SUBURBS,,OTHERCHRIST,,50-75K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,,,,0.609
NATIONAL PINK,24.0,5.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,,,,,SUBURBS,,,,NONE,,,YES,,DEMOCRAT,,SUBURBS,,NONE,,75-100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,30-39,DEMOCRAT,30-39,NONE,,,,,,,0.602
NATIONAL PINK,24.0,5.0,34.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,GRAMS,,,,,SUBURBS,,,,NONE,,,NO,,REPUBLCN,,SUBURBS,,,,OVER100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,40-49,REPUBLICAN,40-49,,,,,,,,0.602
STATE ONLY,24.0,8.0,1.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,HONEST,DOLE,NONE,BETTER,DIS/UNFAV,NO,COLEMAN,REPUBLCN,ISSUES,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,BOTHDID,STATE,COMPLETE,REPUBLICAN,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,RIGHTDIR,ONLYBUSH,NEITHER,ISSUES,,,1.235
STATE ONLY,24.0,8.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DAYTON,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,CARES,DOLE,NONE,BETTER,DIS/UNFAV,YES,VENTURA,DEMOCRAT,ISSUES,RURAL,HSGRAD,PROTESTANT,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,SOCIALSECURI,GRAMSDID,STATE,COMPLETE,REPUBLICAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,ISSUES,,,0.685
STATE ONLY,24.0,8.0,3.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,GRAMS,OMITS,OMITS,OMITS,MORE,SMCITY/RURAL,OMITS,EXPERIENCE,OMITS,NONE,OMITS,,,OMITS,,OMITS,RURAL,,,OMITS,,,,,18-64,OMITS,OMITS,STATE,NOTCOMPLETE,REPUBLICAN,18-29,25-29,,25-29,,RIGHTDIR,OMITS,OMITS,OMITS,,,0.719
STATE ONLY,24.0,8.0,4.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,GRAMS,OMITS,FAVORABLE,BUSH,MORE,SMCITY/RURAL,OMITS,GOODJUDGMENT,OMITS,NONE,WORSE,OMITS,YES,OMITS,REPUBLCN,ISSUES,RURAL,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,OMITS,STATE,COMPLETE,REPUBLICAN,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,WRONGTRACK,ONLYBUSH,ONLYGORE,ISSUES,,,0.6920000000000001
STATE ONLY,24.0,8.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DAYTON,OMITS,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,GOODJUDGMENT,DOLE,NONE,SAME,OMITS,YES,HUMPHREY,INDEPEND,PERSONALQUAL,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,,YES,NO,CONSERV,18-64,SOCIALSECURI,GRAMSDID,STATE,COMPLETE,REPUBLICAN,45-59,50-59,IND/OTHER,50-64,CATHOLIC,RIGHTDIR,BOTH,NEITHER,ISSUES,,,0.685
STATE ONLY,24.0,8.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,GRAMS,APPROVE,FAVORABLE,BUSH,MORE,SMCITY/RURAL,EDUCATION,EXPERIENCE,CLINTON,NONE,BETTER,APP/FAV,YES,VENTURA,DEMOCRAT,PERSONALQUAL,RURAL,HSGRAD,PROTESTANT,AFEWAMONTH,15-30K,NO,NO,MODERATE,18-64,OTHRPROGRAMS,BOTHDID,STATE,COMPLETE,REPUBLICAN,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,PERSONALQUAL,,,0.6920000000000001
STATE ONLY,24.0,8.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,HONEST,DOLE,NONE,SAME,DIS/UNFAV,YES,COLEMAN,REPUBLCN,ISSUES,RURAL,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,LESS15K,NO,NO,CONSERV,18-64,REDUCNATDEBT,OMITS,STATE,COMPLETE,REPUBLICAN,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,WRONGTRACK,BOTH,NEITHER,ISSUES,,,0.6920000000000001
STATE ONLY,24.0,8.0,8.0,FIRST CALL,65-74,WHITE,,GORE,GIBSON,APPROVE,OMITS,GORE,MORE,SMCITY/RURAL,TAXES,HONEST,PEROT,NONE,BETTER,OMITS,NO,VENTURA,INDEPEND,ISSUES,RURAL,NOHS,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,LIBERAL,65+,SOCIALSECURI,BOTHDID,STATE,COMPLETE,REPUBLICAN,60+,60+,IND/OTHER,65+,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,1.182
STATE ONLY,24.0,8.0,9.0,FIRST CALL,50-59,WHITE,MALE,NADER,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,DOLE,NONE,WORSE,DIS/UNFAV,NO,VENTURA,REPUBLCN,ISSUES,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,CONSERV,18-64,REDUCNATDEBT,NEITHERDID,STATE,COMPLETE,REPUBLICAN,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,RIGHTDIR,ONLYBUSH,BOTH,ISSUES,,,0.719
STATE ONLY,24.0,8.0,10.0,FIRST CALL,60-64,WHITE,FEMALE,NADER,GRAMS,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,SMCITY/RURAL,SOCIALSECUR,CARES,CLINTON,NONE,SAME,APP/UNFAV,NO,COLEMAN,INDEPEND,PERSONALQUAL,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,SOCIALSECURI,DAYTONDID,STATE,COMPLETE,REPUBLICAN,60+,60+,IND/OTHER,50-64,CATHOLIC,RIGHTDIR,NEITHER,BOTH,ISSUES,,,1.181
STATE ONLY,24.0,8.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,EXPERIENCE,CLINTON,NONE,BETTER,APP/FAV,YES,HUMPHREY,DEMOCRAT,OMITS,RURAL,POSTGRAD,PROTESTANT,MORETHAN1AWK,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,NEITHERDID,STATE,COMPLETE,REPUBLICAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,WRONGTRACK,ONLYGORE,BOTH,ISSUES,,,0.835
STATE ONLY,24.0,8.0,12.0,SECOND CALL,65-74,WHITE,,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,HONEST,PEROT,NONE,SAME,DIS/UNFAV,YES,VENTURA,DEMOCRAT,PERSONALQUAL,RURAL,HSGRAD,CATHOLIC,NEVER,15-30K,YES,NO,LIBERAL,65+,SOCIALSECURI,BOTHDID,STATE,COMPLETE,REPUBLICAN,60+,60+,DEMOCRAT,65+,CATHOLIC,RIGHTDIR,ONLYBUSH,ONLYGORE,ISSUES,,,1.235
STATE ONLY,24.0,8.0,13.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,GRAMS,APPROVE,UNFAVORABLE,GORE,OMITS,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,CLINTON,NONE,SAME,APP/UNFAV,YES,COLEMAN,INDEPEND,ISSUES,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,MODERATE,18-64,REDUCNATDEBT,OMITS,STATE,COMPLETE,REPUBLICAN,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,0.841
STATE ONLY,24.0,8.0,14.0,SECOND CALL,30-39,WHITE,FEMALE,NADER,DAYTON,APPROVE,FAVORABLE,WOULDNOTVOTE,MORE,SMCITY/RURAL,ECON/JOBS,CARES,CLINTON,SOMEONEELSE,BETTER,APP/FAV,NO,VENTURA,REPUBLCN,PERSONALQUAL,RURAL,COLGRAD,PROTESTANT,AFEWAMONTH,LESS15K,NO,YES,MODERATE,18-64,REDUCNATDEBT,BOTHDID,STATE,COMPLETE,REPUBLICAN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,RIGHTDIR,NEITHER,NEITHER,PERSONALQUAL,,,0.656
STATE ONLY,24.0,8.0,15.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,GRAMS,APPROVE,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,EDUCATION,GOODJUDGMENT,PEROT,NONE,BETTER,APP/UNFAV,NO,VENTURA,INDEPEND,PERSONALQUAL,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,DAYTONDID,STATE,COMPLETE,REPUBLICAN,18-29,18-24,IND/OTHER,18-24,CATHOLIC,RIGHTDIR,ONLYBUSH,BOTH,ISSUES,,,0.719
STATE ONLY,24.0,8.0,16.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DAYTON,APPROVE,FAVORABLE,BUSH,OMITS,SMCITY/RURAL,SOCIALSECUR,OMITS,NOVOTE,NONE,SAME,APP/FAV,YES,VENTURA,INDEPEND,OMITS,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,OMITS,OMITS,STATE,COMPLETE,REPUBLICAN,30-44,30-39,IND/OTHER,30-39,CATHOLIC,WRONGTRACK,ONLYBUSH,OMITS,OMITS,,,0.685
STATE ONLY,24.0,8.0,17.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,GRAMS,APPROVE,FAVORABLE,BUSH,MORE,SMCITY/RURAL,ECON/JOBS,STRONGLEADER,PEROT,NONE,SAME,APP/FAV,YES,VENTURA,ELSE,PERSONALQUAL,RURAL,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,15-30K,NO,YES,MODERATE,18-64,SOCIALSECURI,DAYTONDID,STATE,COMPLETE,REPUBLICAN,18-29,25-29,IND/OTHER,25-29,CATHOLIC,RIGHTDIR,BOTH,BOTH,PERSONALQUAL,,,0.719
STATE ONLY,24.0,8.0,18.0,THIRD CALL,40-44,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,COMPLEXISSUE,DOLE,NONE,SAME,DIS/UNFAV,YES,COLEMAN,REPUBLCN,ISSUES,RURAL,SOMCOL/ASSOC,NONE,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,BOTHDID,STATE,COMPLETE,REPUBLICAN,30-44,40-49,REPUBLICAN,40-49,NONE,WRONGTRACK,ONLYBUSH,ONLYGORE,ISSUES,,,0.752
STATE ONLY,24.0,8.0,19.0,THIRD CALL,45-49,WHITE,MALE,BUSH,GRAMS,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,CARES,CLINTON,NONE,SAME,APP/UNFAV,YES,HUMPHREY,ELSE,ISSUES,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,REPUBLICAN,45-59,40-49,IND/OTHER,40-49,CATHOLIC,RIGHTDIR,ONLYBUSH,ONLYGORE,ISSUES,,,0.752
STATE ONLY,24.0,8.0,20.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,,OMITS,OMITS,OMITS,MORE,SMCITY/RURAL,EDUCATION,OMITS,CLINTON,ME,SAME,OMITS,YES,OMITS,,OMITS,RURAL,,,OMITS,,YES,NO,,18-64,OMITS,DAYTONDID,STATE,COMPLETE,REPUBLICAN,45-59,40-49,,40-49,,WRONGTRACK,OMITS,BOTH,OMITS,,,0.678
STATE ONLY,24.0,8.0,21.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DAYTON,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,OMITS,OMITS,OMITS,NONE,BETTER,DIS/UNFAV,NO,OMITS,,ISSUES,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,,NO,YES,,18-64,OMITS,GRAMSDID,STATE,COMPLETE,REPUBLICAN,18-29,18-24,,18-24,PROT/CHRIST,RIGHTDIR,OMITS,OMITS,ISSUES,,,0.712
STATE ONLY,24.0,8.0,22.0,THIRD CALL,50-59,WHITE,FEMALE,NADER,GIBSON,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,CARES,PEROT,NONE,SAME,APP/UNFAV,NO,VENTURA,DEMOCRAT,ISSUES,RURAL,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,REPUBLICAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,ISSUES,,,0.481
STATE ONLY,24.0,8.0,23.0,THIRD CALL,50-59,WHITE,MALE,GORE,DAYTON,APPROVE,OMITS,GORE,MORE,SMCITY/RURAL,EDUCATION,GOODJUDGMENT,CLINTON,ME,SAME,OMITS,,HUMPHREY,DEMOCRAT,ISSUES,RURAL,POSTGRAD,NONE,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,GRAMSDID,STATE,COMPLETE,REPUBLICAN,45-59,50-59,DEMOCRAT,50-64,NONE,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,0.904
STATE ONLY,24.0,8.0,24.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,EDUCATION,CARES,CLINTON,NONE,SAME,DIS/UNFAV,YES,VENTURA,ELSE,PERSONALQUAL,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,OMITS,STATE,COMPLETE,REPUBLICAN,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,WRONGTRACK,BOTH,NEITHER,PERSONALQUAL,,,0.6920000000000001
STATE ONLY,24.0,8.0,25.0,THIRD CALL,75+,WHITE,FEMALE,GORE,GRAMS,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,GOODJUDGMENT,CLINTON,NONE,BETTER,APP/FAV,NO,HUMPHREY,DEMOCRAT,PERSONALQUAL,RURAL,NOHS,PROTESTANT,ONCEAWEEK,,NO,NO,CONSERV,65+,SOCIALSECURI,NEITHERDID,STATE,COMPLETE,REPUBLICAN,60+,60+,DEMOCRAT,65+,PROT/CHRIST,WRONGTRACK,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,1.5010000000000001
STATE ONLY,24.0,8.0,26.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,EDUCATION,STRONGLEADER,DOLE,ME,SAME,DIS/UNFAV,NO,COLEMAN,REPUBLCN,PERSONALQUAL,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,DAYTONDID,STATE,COMPLETE,REPUBLICAN,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,WRONGTRACK,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.6920000000000001
STATE ONLY,24.0,8.0,27.0,THIRD CALL,40-44,WHITE,MALE,BUCHANAN,GIBSON,APPROVE,FAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,PEROT,NONE,BETTER,APP/FAV,YES,VENTURA,INDEPEND,PERSONALQUAL,RURAL,HSGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,NO,YES,MODERATE,18-64,SOCIALSECURI,NEITHERDID,STATE,COMPLETE,REPUBLICAN,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,ISSUES,,,1.2
STATE ONLY,24.0,8.0,28.0,THIRD CALL,30-39,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,GOODJUDGMENT,NOVOTE,NONE,SAME,DIS/UNFAV,YES,COLEMAN,ELSE,ISSUES,RURAL,COLGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,REPUBLICAN,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYGORE,ISSUES,,,0.752
STATE ONLY,24.0,8.0,29.0,THIRD CALL,40-44,OTHER,MALE,BUSH,GRAMS,APPROVE,FAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,CARES,PEROT,ME,SAME,APP/FAV,YES,VENTURA,INDEPEND,ISSUES,RURAL,HSGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,REPUBLICAN,30-44,40-49,IND/OTHER,40-49,CATHOLIC,WRONGTRACK,ONLYBUSH,BOTH,ISSUES,,,0.752
