VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,12.0,9.0,4.0,FIRST CALL,45-49,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,STATE,HONOLULU,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.651
STATE ONLY,12.0,9.0,5.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,LIBERAL,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.6880000000000001
STATE ONLY,12.0,9.0,6.0,FIRST CALL,45-49,ASIAN,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,NONE,OVER100K,CONSERV,18-64,STATE,HONOLULU,45-59,40-49,REPUBLICAN,40-49,NONE,,,0.5680000000000001
STATE ONLY,12.0,9.0,7.0,FIRST CALL,65-74,,MALE,GORE,CARROLL,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.986
STATE ONLY,12.0,9.0,8.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,NONE,50-75K,LIBERAL,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.6880000000000001
STATE ONLY,12.0,9.0,9.0,FIRST CALL,50-59,WHITE,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.5680000000000001
STATE ONLY,12.0,9.0,10.0,FIRST CALL,50-59,ASIAN,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.5680000000000001
STATE ONLY,12.0,9.0,11.0,FIRST CALL,50-59,BLACK,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.382
STATE ONLY,12.0,9.0,12.0,FIRST CALL,30-39,OTHER,MALE,BUCHANAN,,DISAPPR,FAVORABLE,GORE,OTHER,SAME,DIS/FAV,REPUBLCN,ELSE,50-75K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,OTHER,,,0.198
STATE ONLY,12.0,9.0,13.0,FIRST CALL,75+,,FEMALE,BUSH,CARROLL,DISAPPR,FAVORABLE,BUSH,CLINTON,SAME,DIS/FAV,INDEPEND,CATHOLIC,30-50K,MODERATE,65+,STATE,HONOLULU,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.775
STATE ONLY,12.0,9.0,14.0,FIRST CALL,60-64,ASIAN,MALE,GORE,AKAKA,DISAPPR,UNFAVORABLE,GORE,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,NONE,50-75K,MODERATE,18-64,STATE,HONOLULU,60+,60+,DEMOCRAT,50-64,NONE,,,0.913
STATE ONLY,12.0,9.0,15.0,FIRST CALL,30-39,OTHER,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,75-100K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.634
STATE ONLY,12.0,9.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,OTHER,OTHER,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,NONE,50-75K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,NONE,,,1.325
STATE ONLY,12.0,9.0,17.0,SECOND CALL,30-39,ASIAN,FEMALE,BUCHANAN,AKAKA,APPROVE,FAVORABLE,WOULDNOTVOTE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,50-75K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.186
STATE ONLY,12.0,9.0,18.0,SECOND CALL,30-39,ASIAN,FEMALE,BUSH,CARROLL,APPROVE,FAVORABLE,BUSH,CLINTON,BETTER,APP/FAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.553
STATE ONLY,12.0,9.0,19.0,SECOND CALL,25-29,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,30-50K,MODERATE,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,OTHER,,,0.707
STATE ONLY,12.0,9.0,20.0,SECOND CALL,65-74,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,50-75K,LIBERAL,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,NONE,,,0.913
STATE ONLY,12.0,9.0,21.0,SECOND CALL,75+,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.913
STATE ONLY,12.0,9.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,15-30K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.657
STATE ONLY,12.0,9.0,23.0,SECOND CALL,50-59,ASIAN,FEMALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.512
STATE ONLY,12.0,9.0,24.0,SECOND CALL,75+,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.913
STATE ONLY,12.0,9.0,25.0,SECOND CALL,30-39,WHITE,FEMALE,NADER,AKAKA,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,DOLE,SAME,DIS/UNFAV,INDEPEND,NONE,LESS15K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,NONE,,,0.484
STATE ONLY,12.0,9.0,26.0,SECOND CALL,30-39,ASIAN,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,INDEPEND,NONE,30-50K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,NONE,,,0.5680000000000001
STATE ONLY,12.0,9.0,27.0,SECOND CALL,30-39,WHITE,FEMALE,NADER,AKAKA,DISAPPR,UNFAVORABLE,GORE,CLINTON,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.484
STATE ONLY,12.0,9.0,28.0,SECOND CALL,50-59,ASIAN,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.553
STATE ONLY,12.0,9.0,29.0,SECOND CALL,40-44,OTHER,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,OVER100K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.634
STATE ONLY,12.0,9.0,30.0,SECOND CALL,25-29,ASIAN,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,HONOLULU,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.592
STATE ONLY,12.0,9.0,31.0,SECOND CALL,40-44,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.651
STATE ONLY,12.0,9.0,32.0,SECOND CALL,45-49,ASIAN,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,HONOLULU,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.553
STATE ONLY,12.0,9.0,33.0,SECOND CALL,45-49,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,STATE,HONOLULU,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.634
STATE ONLY,12.0,9.0,34.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NONE,75-100K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.634
STATE ONLY,12.0,9.0,35.0,SECOND CALL,45-49,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,STATE,HONOLULU,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.651
STATE ONLY,12.0,9.0,36.0,SECOND CALL,30-39,ASIAN,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.5680000000000001
STATE ONLY,12.0,9.0,37.0,SECOND CALL,50-59,ASIAN,FEMALE,GORE,AKAKA,APPROVE,OMITS,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,CATHOLIC,OVER100K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.634
STATE ONLY,12.0,9.0,38.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,REPUBLCN,PROTESTANT,30-50K,LIBERAL,65+,STATE,HONOLULU,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.888
STATE ONLY,12.0,9.0,39.0,SECOND CALL,30-39,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,ELSE,50-75K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.651
STATE ONLY,12.0,9.0,40.0,SECOND CALL,65-74,ASIAN,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,INDEPEND,ELSE,75-100K,CONSERV,65+,STATE,HONOLULU,60+,60+,IND/OTHER,65+,OTHER,,,0.764
STATE ONLY,12.0,9.0,41.0,SECOND CALL,75+,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.888
STATE ONLY,12.0,9.0,42.0,SECOND CALL,40-44,WHITE,MALE,NADER,OTHER,DISAPPR,UNFAVORABLE,BUSH,OTHER,SAME,DIS/UNFAV,ELSE,ELSE,30-50K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,IND/OTHER,40-49,OTHER,,,1.155
STATE ONLY,12.0,9.0,43.0,SECOND CALL,30-39,WHITE,MALE,GORE,CARROLL,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,ELSE,NONE,15-30K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,NONE,,,0.705
STATE ONLY,12.0,9.0,44.0,SECOND CALL,50-59,OTHER,FEMALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,75-100K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.476
STATE ONLY,12.0,9.0,45.0,SECOND CALL,65-74,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.888
STATE ONLY,12.0,9.0,46.0,SECOND CALL,45-49,ASIAN,FEMALE,GORE,AKAKA,DISAPPR,UNFAVORABLE,GORE,OMITS,OMITS,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,HONOLULU,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.634
STATE ONLY,12.0,9.0,47.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,OMITS,BETTER,APP/FAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.634
STATE ONLY,12.0,9.0,48.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,JEWISH,50-75K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,JEWISH,,,0.634
STATE ONLY,12.0,9.0,49.0,SECOND CALL,50-59,ASIAN,MALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,CLINTON,BETTER,APP/FAV,REPUBLCN,OTHERCHRIST,OVER100K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.527
STATE ONLY,12.0,9.0,50.0,SECOND CALL,50-59,WHITE,MALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,OVER100K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.651
STATE ONLY,12.0,9.0,51.0,THIRD CALL,50-59,OTHER,FEMALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.512
STATE ONLY,12.0,10.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.08
STATE ONLY,12.0,10.0,2.0,FIRST CALL,40-44,ASIAN,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.112
STATE ONLY,12.0,10.0,3.0,FIRST CALL,50-59,ASIAN,MALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,CLINTON,SAME,APP/FAV,INDEPEND,PROTESTANT,75-100K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.031
STATE ONLY,12.0,10.0,4.0,FIRST CALL,50-59,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,NONE,OVER100K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.276
STATE ONLY,12.0,10.0,5.0,FIRST CALL,65-74,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,ELSE,PROTESTANT,OVER100K,MODERATE,65+,STATE,HONOLULU,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.782
STATE ONLY,12.0,10.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CARROLL,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.338
STATE ONLY,12.0,10.0,7.0,FIRST CALL,75+,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,LESS15K,LIBERAL,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,OTHER,,,1.782
STATE ONLY,12.0,10.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,CARROLL,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,CATHOLIC,75-100K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.08
STATE ONLY,12.0,10.0,9.0,FIRST CALL,50-59,ASIAN,MALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,ELSE,75-100K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.276
STATE ONLY,12.0,10.0,10.0,FIRST CALL,25-29,ASIAN,FEMALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,NOVOTE,SAME,APP/FAV,REPUBLCN,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,1.085
STATE ONLY,12.0,10.0,11.0,FIRST CALL,75+,ASIAN,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,65+,STATE,HONOLULU,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.442
STATE ONLY,12.0,10.0,12.0,FIRST CALL,65-74,ASIAN,FEMALE,GORE,AKAKA,DISAPPR,UNFAVORABLE,GORE,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,PROTESTANT,50-75K,CONSERV,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.733
STATE ONLY,12.0,10.0,13.0,FIRST CALL,30-39,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,NONE,50-75K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.276
STATE ONLY,12.0,10.0,14.0,FIRST CALL,25-29,WHITE,MALE,BUSH,AKAKA,DISAPPR,FAVORABLE,GORE,PEROT,SAME,DIS/FAV,DEMOCRAT,ELSE,OVER100K,LIBERAL,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,OTHER,,,1.116
STATE ONLY,12.0,10.0,15.0,FIRST CALL,60-64,WHITE,FEMALE,NADER,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,75-100K,LIBERAL,18-64,STATE,HONOLULU,60+,60+,DEMOCRAT,50-64,OTHER,,,1.321
STATE ONLY,12.0,10.0,16.0,SECOND CALL,65-74,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.782
STATE ONLY,12.0,10.0,17.0,SECOND CALL,,ASIAN,MALE,BUSH,,OMITS,OMITS,BUSH,OMITS,BETTER,OMITS,,PROTESTANT,,MODERATE,,STATE,HONOLULU,,,,,PROT/CHRIST,,,1.068
STATE ONLY,12.0,10.0,18.0,SECOND CALL,65-74,,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,NONE,50-75K,CONSERV,65+,STATE,HONOLULU,60+,60+,REPUBLICAN,65+,NONE,,,1.512
STATE ONLY,12.0,10.0,19.0,SECOND CALL,30-39,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,ELSE,NONE,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,NONE,,,1.276
STATE ONLY,12.0,10.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.241
STATE ONLY,12.0,10.0,21.0,SECOND CALL,75+,WHITE,,BUSH,CARROLL,DISAPPR,OMITS,BUSH,DOLE,SAME,OMITS,REPUBLCN,PROTESTANT,,MODERATE,65+,STATE,HONOLULU,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.512
STATE ONLY,12.0,10.0,22.0,SECOND CALL,60-64,WHITE,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,LESS15K,CONSERV,18-64,STATE,HONOLULU,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,1.442
STATE ONLY,12.0,10.0,23.0,SECOND CALL,65-74,OTHER,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.733
STATE ONLY,12.0,10.0,24.0,SECOND CALL,60-64,,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,HONOLULU,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.782
STATE ONLY,12.0,10.0,25.0,SECOND CALL,18-24,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,NOVOTE,SAME,APP/FAV,DEMOCRAT,NONE,50-75K,MODERATE,18-64,STATE,HONOLULU,18-29,18-24,DEMOCRAT,18-24,NONE,,,1.344
STATE ONLY,12.0,10.0,26.0,SECOND CALL,75+,ASIAN,MALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,CLINTON,BETTER,APP/FAV,REPUBLCN,OTHERCHRIST,30-50K,MODERATE,65+,STATE,HONOLULU,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.442
STATE ONLY,12.0,10.0,27.0,SECOND CALL,18-24,OTHER,MALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,STATE,HONOLULU,18-29,18-24,DEMOCRAT,18-24,OTHER,,,1.383
STATE ONLY,12.0,10.0,28.0,SECOND CALL,25-29,OTHER,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NONE,15-30K,LIBERAL,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,NONE,,,1.383
STATE ONLY,12.0,10.0,29.0,SECOND CALL,40-44,OTHER,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.241
STATE ONLY,12.0,10.0,30.0,SECOND CALL,50-59,ASIAN,FEMALE,GORE,OTHER,APPROVE,UNFAVORABLE,GORE,DOLE,BETTER,APP/UNFAV,INDEPEND,NONE,OVER100K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,NONE,,,2.879
STATE ONLY,12.0,10.0,31.0,SECOND CALL,50-59,ASIAN,MALE,GORE,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NONE,OVER100K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,NONE,,,1.375
STATE ONLY,12.0,10.0,32.0,SECOND CALL,30-39,ASIAN,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.08
STATE ONLY,12.0,10.0,33.0,SECOND CALL,40-44,OTHER,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.112
STATE ONLY,12.0,10.0,34.0,SECOND CALL,30-39,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,ELSE,NONE,30-50K,,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,NONE,,,1.276
STATE ONLY,12.0,10.0,35.0,SECOND CALL,65-74,ASIAN,MALE,GORE,,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,75-100K,LIBERAL,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,OTHER,,,1.847
STATE ONLY,12.0,10.0,36.0,SECOND CALL,50-59,ASIAN,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.08
