VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,TRACK,PRESKNOW,THOMPSON,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,50.0,3.0,11.0,SECOND CALL,18-24,WHITE,MALE,GORE,KOHL,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,ONLYGORE,APPROVE,ONLYBUSH,ISSUES,,,0.982
STATE ONLY,50.0,3.0,12.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,SOMEONEELSE,NEITHERDID,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,ONLYGORE,APPROVE,BOTH,ISSUES,,,0.8310000000000001
STATE ONLY,50.0,3.0,13.0,SECOND CALL,65-74,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,CARES,NO,CLINTON,NONE,NEITHERDID,SAME,APP/FAV,NO,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,LIBERAL,65+,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,60+,60+,IND/OTHER,65+,PROT/CHRIST,,ONLYGORE,DISAPPR,BOTH,ISSUES,,,0.99
STATE ONLY,50.0,3.0,14.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,YES,CLINTON,SOMEONEELSE,BUSHDID,SAME,APP/UNFAV,NO,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,ONLYGORE,DISAPPR,ONLYBUSH,ISSUES,,,0.8310000000000001
STATE ONLY,50.0,3.0,15.0,SECOND CALL,30-39,WHITE,MALE,BUSH,KOHL,BEFORE,OMITS,OMITS,OMITS,MORE,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,NO,OMITS,ME,GOREDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,FOXRIVERSW,30-44,30-39,,30-39,,,OMITS,APPROVE,OMITS,OMITS,,,0.852
STATE ONLY,50.0,3.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,YES,DOLE,NONE,OMITS,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,OMITS,APPROVE,NEITHER,ISSUES,,,0.766
STATE ONLY,50.0,3.0,17.0,SECOND CALL,25-29,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,YES,CLINTON,NONE,NEITHERDID,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,15-30K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,ONLYGORE,DISAPPR,ONLYBUSH,ISSUES,,,0.982
STATE ONLY,50.0,3.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,NO,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,NEITHER,APPROVE,ONLYGORE,PERSONALQUAL,,,0.766
STATE ONLY,50.0,3.0,19.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,EDUCATION,EXPERIENCE,NO,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,ONLYGORE,DISAPPR,ONLYBUSH,ISSUES,,,0.8310000000000001
STATE ONLY,50.0,3.0,20.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KOHL,LAST.MONTH,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,BOTH,APPROVE,BOTH,ISSUES,,,0.8310000000000001
STATE ONLY,50.0,3.0,21.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,KOHL,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,NONE,NEITHERDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,BOTH,APPROVE,BOTH,ISSUES,,,0.8310000000000001
STATE ONLY,50.0,3.0,22.0,THIRD CALL,40-44,WHITE,MALE,BUSH,GILLESPIE,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,YES,DOLE,NONE,NEITHERDID,SAME,APP/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,MORETHAN1AWK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,BOTH,APPROVE,NEITHER,ISSUES,,,0.781
STATE ONLY,50.0,3.0,23.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KOHL,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,OMITS,COMPLEXISSUE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,BOTH,APPROVE,BOTH,ISSUES,,,0.8310000000000001
STATE ONLY,50.0,3.0,24.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,KOHL,LAST.MONTH,DISAPPR,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,NONE,BOTHDID,BETTER,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,50-75K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,BOTH,APPROVE,BOTH,ISSUES,,,0.964
STATE ONLY,50.0,4.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,GILLESPIE,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,GOODJUDGMENT,NO,PEROT,NONE,NEITHERDID,WORSE,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,NEITHER,DISAPPR,ONLYGORE,PERSONALQUAL,,,0.605
STATE ONLY,50.0,4.0,2.0,FIRST CALL,25-29,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,EXPERIENCE,YES,NOVOTE,ME,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,50-75K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,ONLYBUSH,APPROVE,ONLYGORE,PERSONALQUAL,,,0.716
STATE ONLY,50.0,4.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,GILLESPIE,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,TAXES,HONEST,NO,DOLE,NONE,GOREDID,BETTER,APP/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,ONLYBUSH,APPROVE,ONLYGORE,ISSUES,,,0.605
STATE ONLY,50.0,4.0,4.0,FIRST CALL,40-44,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,NO,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,MORETHAN1AWK,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,ONLYBUSH,APPROVE,ONLYGORE,ISSUES,,,0.616
STATE ONLY,50.0,4.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,NONE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,50-75K,NO,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,ONLYGORE,APPROVE,ONLYBUSH,ISSUES,,,0.656
STATE ONLY,50.0,4.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,KOHL,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,MEDICARE/RX,STRONGLEADER,NO,DOLE,NONE,BOTHDID,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAMONTH,OVER100K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,BOTH,APPROVE,ONLYGORE,PERSONALQUAL,,,0.66
STATE ONLY,50.0,4.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,KOHL,LASTWEEK,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,NONE,GOREDID,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,BOTH,APPROVE,ONLYGORE,PERSONALQUAL,,,0.673
STATE ONLY,50.0,4.0,8.0,FIRST CALL,30-39,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,BOTH,APPROVE,ONLYGORE,PERSONALQUAL,,,0.616
STATE ONLY,50.0,4.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,GILLESPIE,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,OMITS,EXPERIENCE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/UNFAV,NO,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,BOTH,APPROVE,NEITHER,PERSONALQUAL,,,0.601
STATE ONLY,50.0,4.0,10.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,OMITS,NO,CLINTON,NONE,BOTHDID,SAME,APP/FAV,NO,INDEPEND,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,60+,60+,IND/OTHER,50-64,CATHOLIC,,ONLYGORE,APPROVE,BOTH,OMITS,,,0.768
STATE ONLY,50.0,4.0,11.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,KOHL,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,NO,CLINTON,SOMEONEELSE,NEITHERDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,BOTH,APPROVE,NEITHER,ISSUES,,,0.656
STATE ONLY,50.0,4.0,12.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,CARES,NO,CLINTON,NONE,NEITHERDID,BETTER,APP/UNFAV,,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,BOTH,APPROVE,BOTH,ISSUES,,,0.605
STATE ONLY,50.0,4.0,13.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,KOHL,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,NO,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,BOTH,APPROVE,BOTH,PERSONALQUAL,,,0.656
STATE ONLY,50.0,4.0,14.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,OMITS,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,OMITS,STATE,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,50-64,CATHOLIC,,OMITS,OMITS,ONLYGORE,OMITS,,,0.707
STATE ONLY,50.0,4.0,15.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,KOHL,BEFORE,DISAPPR,UNFAVORABLE,OMITS,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,NO,CLINTON,NONE,NEITHERDID,SAME,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,ONLYGORE,DISAPPR,ONLYBUSH,ISSUES,,,0.656
STATE ONLY,50.0,4.0,16.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,,LASTWEEK,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,GOODJUDGMENT,NO,CLINTON,NONE,BOTHDID,BETTER,APP/UNFAV,NO,ELSE,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,BOTH,DISAPPR,BOTH,PERSONALQUAL,,,0.64
STATE ONLY,50.0,4.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,PERSONALQUAL,,,0.605
STATE ONLY,50.0,4.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,YES,DOLE,SOMEONEELSE,GOREDID,SAME,APP/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,PERSONALQUAL,,,0.605
STATE ONLY,50.0,4.0,19.0,SECOND CALL,50-59,WHITE,MALE,NADER,KOHL,LAST.MONTH,DISAPPR,UNFAVORABLE,GORE,LESS,SUBURBS,MEDICARE/RX,STRONGLEADER,NO,CLINTON,NONE,BOTHDID,BETTER,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,75-100K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,ONLYGORE,DISAPPR,BOTH,ISSUES,,,0.673
STATE ONLY,50.0,4.0,20.0,SECOND CALL,65-74,WHITE,MALE,GORE,KOHL,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,OMITS,DOLE,NONE,NEITHERDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,CONSERV,65+,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,65+,CATHOLIC,,NEITHER,APPROVE,ONLYGORE,ISSUES,,,0.784
STATE ONLY,50.0,4.0,21.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,MORETHAN1AWK,OVER100K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,ONLYGORE,APPROVE,BOTH,PERSONALQUAL,,,0.656
STATE ONLY,50.0,4.0,22.0,THIRD CALL,30-39,WHITE,MALE,BUSH,KOHL,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,EDUCATION,EXPERIENCE,NO,DOLE,NONE,NEITHERDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,BOTH,APPROVE,NEITHER,ISSUES,,,0.673
STATE ONLY,50.0,4.0,23.0,THIRD CALL,50-59,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,NONE,BOTHDID,WORSE,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,BOTH,APPROVE,ONLYGORE,PERSONALQUAL,,,0.616
STATE ONLY,50.0,4.0,24.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,CARES,NO,CLINTON,,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,BOTH,APPROVE,BOTH,PERSONALQUAL,,,0.656
STATE ONLY,50.0,4.0,25.0,THIRD CALL,18-24,WHITE,MALE,GORE,GILLESPIE,LAST.MONTH,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,EDUCATION,EXPERIENCE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,ELSE,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,ONLYGORE,APPROVE,BOTH,PERSONALQUAL,,,0.711
STATE ONLY,50.0,4.0,26.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KOHL,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,CARES,NO,CLINTON,NONE,BUSHDID,WORSE,APP/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,ONLYGORE,APPROVE,BOTH,ISSUES,,,0.656
STATE ONLY,50.0,4.0,27.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,KOHL,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,YES,NOVOTE,NONE,BOTHDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,ELSE,ONCEAWEEK,15-30K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,18-29,18-24,REPUBLICAN,18-24,OTHER,,ONLYBUSH,APPROVE,BOTH,ISSUES,,,0.766
STATE ONLY,50.0,4.0,28.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,KOHL,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,NO,CLINTON,SOMEONEELSE,GOREDID,BETTER,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,JEWISH,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,45-59,40-49,IND/OTHER,40-49,JEWISH,,BOTH,DISAPPR,BOTH,PERSONALQUAL,,,0.66
STATE ONLY,50.0,4.0,29.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,KOHL,BEFORE,DISAPPR,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,NONE,BOTHDID,BETTER,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,ONLYGORE,DISAPPR,BOTH,ISSUES,,,0.762
STATE ONLY,50.0,4.0,30.0,THIRD CALL,40-44,,FEMALE,BUSH,KOHL,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,OMITS,SUBURBS,OMITS,HONEST,NO,PEROT,NONE,OMITS,SAME,APP/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,BOTH,APPROVE,ONLYGORE,ISSUES,,,0.66
STATE ONLY,50.0,4.0,31.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,NO,NOVOTE,NONE,NEITHERDID,SAME,APP/UNFAV,YES,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,ONLYGORE,APPROVE,ONLYBUSH,ISSUES,,,0.762
