VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,MIGRATNC,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,UNFAIRNC,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,34.0,5.0,21.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,NO,CLINTON,WORSE,APP/FAV,NO,DEMOCRAT,HSGRAD,NONE,LESS15K,CONSERV,18-64,BOTH,STATE,COMPLETE,RALEIGH,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.1
STATE ONLY,34.0,5.0,22.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,OMITS,EDUCATION,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,NONE,15-30K,CONSERV,18-64,EASLEY,STATE,COMPLETE,RALEIGH,30-44,40-49,DEMOCRAT,40-49,NONE,,,1.1
STATE ONLY,34.0,5.0,23.0,THIRD CALL,25-29,WHITE,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,HSGRAD,NONE,LESS15K,CONSERV,18-64,BOTH,STATE,COMPLETE,RALEIGH,18-29,25-29,DEMOCRAT,25-29,NONE,,,1.405
STATE ONLY,34.0,5.0,24.0,THIRD CALL,18-24,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,WORSE,APP/FAV,YES,DEMOCRAT,HSGRAD,NONE,LESS15K,CONSERV,18-64,NEITHER,STATE,COMPLETE,RALEIGH,18-29,18-24,DEMOCRAT,18-24,NONE,,,1.111
STATE ONLY,34.0,5.0,25.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,NONE,LESS15K,CONSERV,18-64,VINROOT,STATE,COMPLETE,RALEIGH,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.1
STATE ONLY,34.0,5.0,26.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,NO,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,NONE,LESS15K,CONSERV,65+,VINROOT,STATE,COMPLETE,RALEIGH,60+,60+,DEMOCRAT,65+,NONE,,,1.59
STATE ONLY,34.0,5.0,27.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NO,DOLE,SAME,DIS/UNFAV,,REPUBLCN,HSGRAD,NONE,30-50K,LIBERAL,18-64,BOTH,STATE,COMPLETE,RALEIGH,45-59,50-59,REPUBLICAN,50-64,NONE,,,2.1510000000000002
STATE ONLY,34.0,5.0,28.0,THIRD CALL,30-39,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,BOTH,STATE,COMPLETE,RALEIGH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,2.048
STATE ONLY,34.0,5.0,29.0,THIRD CALL,25-29,WHITE,MALE,BUCHANAN,,APPROVE,FAVORABLE,BUSH,LESS,TAXES,NO,OMITS,OMITS,APP/FAV,NO,ELSE,HSGRAD,NONE,15-30K,MODERATE,18-64,NEITHER,STATE,COMPLETE,RALEIGH,18-29,25-29,IND/OTHER,25-29,NONE,,,0.291
STATE ONLY,34.0,5.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,EDUCATION,NO,CLINTON,WORSE,APP/FAV,NO,DEMOCRAT,HSGRAD,NONE,30-50K,MODERATE,18-64,BOTH,STATE,COMPLETE,RALEIGH,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.391
NATIONAL WHITE,34.0,9.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,NO,DOLE,WORSE,DIS/UNFAV,,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.307
NATIONAL WHITE,34.0,9.0,2.0,FIRST CALL,30-39,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,,INDEPEND,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.261
NATIONAL WHITE,34.0,9.0,3.0,FIRST CALL,30-39,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,SAME,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.261
NATIONAL WHITE,34.0,9.0,4.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,YES,CLINTON,SAME,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.226
NATIONAL YELLOW,34.0,9.0,5.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,VINROOT,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,YES,DOLE,SAME,APP/FAV,,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,SOCIALSECUR,HONEST,0.23
NATIONAL YELLOW,34.0,9.0,6.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,BETTER,APP/FAV,,DEMOCRAT,HSGRAD,NONE,15-30K,CONSERV,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,18-29,18-24,DEMOCRAT,18-24,NONE,EDUCATION,GOODJUDGMENT,0.258
NATIONAL YELLOW,34.0,9.0,7.0,FIRST CALL,50-59,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,BETTER,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,EDUCATION,CARES,0.261
NATIONAL YELLOW,34.0,9.0,8.0,FIRST CALL,50-59,WHITE,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,OMITS,NO,CLINTON,SAME,APP/FAV,,DEMOCRAT,POSTGRAD,NONE,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,50-59,DEMOCRAT,50-64,NONE,OMITS,OMITS,0.318
NATIONAL GREY,34.0,9.0,9.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,POSTGRAD,,30-50K,LIBERAL,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,40-49,DEMOCRAT,40-49,,,,0.276
NATIONAL GREY,34.0,9.0,10.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,EASLEY,,,,,,,,,,,ELSE,HSGRAD,,LESS15K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,50-59,IND/OTHER,50-64,,,,0.226
NATIONAL GREY,34.0,9.0,11.0,FIRST CALL,30-39,BLACK,MALE,GORE,,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,30-39,DEMOCRAT,30-39,,,,0.261
NATIONAL GREY,34.0,9.0,12.0,FIRST CALL,40-44,BLACK,MALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,40-49,DEMOCRAT,40-49,,,,0.261
NATIONAL PINK,34.0,9.0,13.0,FIRST CALL,30-39,BLACK,MALE,GORE,EASLEY,,,,,,NO,,,,,DEMOCRAT,,OTHERCHRIST,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.261
NATIONAL PINK,34.0,9.0,14.0,FIRST CALL,45-49,BLACK,MALE,GORE,EASLEY,,,,,,NO,,,,,INDEPEND,,NONE,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,40-49,IND/OTHER,40-49,NONE,,,0.261
NATIONAL PINK,34.0,9.0,15.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,EASLEY,,,,,,NO,,,,,INDEPEND,,ELSE,75-100K,MODERATE,65+,,NATIONAL,COMPLETE,MOUNTAINWEST,60+,60+,IND/OTHER,65+,OTHER,,,0.311
NATIONAL PINK,34.0,9.0,16.0,FIRST CALL,45-49,BLACK,MALE,GORE,EASLEY,,,,,,NO,,,,,DEMOCRAT,,PROTESTANT,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.261
NATIONAL WHITE,34.0,9.0,17.0,SECOND CALL,75+,WHITE,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,,NATIONAL,COMPLETE,MOUNTAINWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.311
NATIONAL WHITE,34.0,9.0,18.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,LIBERAL,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.258
NATIONAL WHITE,34.0,9.0,19.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,,DEMOCRAT,COLGRAD,ELSE,LESS15K,LIBERAL,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,40-49,DEMOCRAT,40-49,OTHER,,,0.226
NATIONAL WHITE,34.0,9.0,20.0,SECOND CALL,45-49,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.261
NATIONAL WHITE,34.0,9.0,21.0,SECOND CALL,25-29,OTHER,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,NOVOTE,SAME,APP/FAV,,INDEPEND,SOMCOL/ASSOC,NONE,LESS15K,LIBERAL,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,18-29,25-29,IND/OTHER,25-29,NONE,,,0.314
NATIONAL YELLOW,34.0,9.0,22.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,SAME,DIS/UNFAV,,REPUBLCN,COLGRAD,JEWISH,,CONSERV,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,60+,60+,REPUBLICAN,50-64,JEWISH,TAXES,HONEST,0.34700000000000003
NATIONAL YELLOW,34.0,9.0,23.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,OMITS,NO,CLINTON,BETTER,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,LIBERAL,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,18-29,18-24,DEMOCRAT,18-24,OTHER,OMITS,COMPLEXISSUE,0.258
NATIONAL YELLOW,34.0,9.0,24.0,SECOND CALL,25-29,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,,ELSE,COLGRAD,PROTESTANT,15-30K,LIBERAL,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,ECON/JOBS,CARES,0.298
NATIONAL YELLOW,34.0,9.0,25.0,SECOND CALL,60-64,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,DOLE,SAME,DIS/UNFAV,,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,60+,60+,REPUBLICAN,50-64,CATHOLIC,OMITS,STRONGLEADER,0.4
NATIONAL YELLOW,34.0,9.0,26.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,YES,NOVOTE,SAME,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,ELSE,LESS15K,LIBERAL,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,18-29,18-24,DEMOCRAT,18-24,OTHER,EDUCATION,STRONGLEADER,0.258
NATIONAL GREY,34.0,9.0,27.0,SECOND CALL,50-59,BLACK,MALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,NOHS,,15-30K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,50-59,DEMOCRAT,50-64,,,,0.261
NATIONAL GREY,34.0,9.0,28.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,15-30K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,30-39,DEMOCRAT,30-39,,,,0.226
NATIONAL GREY,34.0,9.0,29.0,SECOND CALL,25-29,,FEMALE,GORE,EASLEY,,,,,,,,,,,INDEPEND,SOMCOL/ASSOC,,50-75K,LIBERAL,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,18-29,25-29,IND/OTHER,25-29,,,,0.314
NATIONAL GREY,34.0,9.0,30.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,15-30K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,30-39,DEMOCRAT,30-39,,,,0.226
NATIONAL GREY,34.0,9.0,31.0,SECOND CALL,50-59,WHITE,MALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,POSTGRAD,,30-50K,CONSERV,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,50-59,DEMOCRAT,50-64,,,,0.318
NATIONAL PINK,34.0,9.0,32.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,EASLEY,,,,,,NO,,,,,DEMOCRAT,,CATHOLIC,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.341
NATIONAL PINK,34.0,9.0,33.0,SECOND CALL,30-39,WHITE,MALE,GORE,EASLEY,,,,,,NO,,,,,INDEPEND,,ELSE,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.318
NATIONAL PINK,34.0,9.0,34.0,SECOND CALL,40-44,WHITE,MALE,GORE,EASLEY,,,,,,NO,,,,,DEMOCRAT,,PROTESTANT,15-30K,LIBERAL,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.318
NATIONAL PINK,34.0,9.0,35.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,VINROOT,,,,,,NO,,,,,REPUBLCN,,PROTESTANT,30-50K,CONSERV,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.307
NATIONAL PINK,34.0,9.0,36.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,EASLEY,,,,,,NO,,,,,DEMOCRAT,,OTHERCHRIST,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.226
NATIONAL WHITE,34.0,9.0,37.0,THIRD CALL,30-39,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,WOULDNOTVOTE,MORE,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,,INDEPEND,SOMCOL/ASSOC,PROTESTANT,75-100K,,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.261
NATIONAL WHITE,34.0,9.0,38.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,YES,CLINTON,SAME,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,CONSERV,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.226
NATIONAL WHITE,34.0,9.0,39.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,YES,CLINTON,SAME,APP/FAV,,INDEPEND,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.226
NATIONAL WHITE,34.0,9.0,40.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.226
NATIONAL YELLOW,34.0,9.0,41.0,THIRD CALL,40-44,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,NO,CLINTON,SAME,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,SOCIALSECUR,EXPERIENCE,0.261
NATIONAL YELLOW,34.0,9.0,42.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,OMITS,NO,CLINTON,SAME,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,OMITS,OMITS,0.226
NATIONAL YELLOW,34.0,9.0,43.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,EASLEY,OMITS,OMITS,OMITS,MORE,ECON/JOBS,NO,OMITS,OMITS,,,,,,,,18-64,,NATIONAL,NOTCOMPLETE,MOUNTAINWEST,30-44,40-49,,40-49,,ECON/JOBS,OMITS,0.226
NATIONAL YELLOW,34.0,9.0,44.0,THIRD CALL,50-59,BLACK,FEMALE,OTHER,EASLEY,APPROVE,FAVORABLE,WOULDNOTVOTE,LESS,EDUCATION,YES,CLINTON,BETTER,APP/FAV,,DEMOCRAT,,ELSE,LESS15K,CONSERV,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,50-59,DEMOCRAT,50-64,OTHER,EDUCATION,LIKEABLE,0.258
NATIONAL GREY,34.0,9.0,45.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,HSGRAD,,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,40-49,DEMOCRAT,40-49,,,,0.226
NATIONAL GREY,34.0,9.0,46.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,HSGRAD,,15-30K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,30-39,DEMOCRAT,30-39,,,,0.226
NATIONAL GREY,34.0,9.0,47.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,HSGRAD,,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,60+,60+,DEMOCRAT,50-64,,,,0.255
NATIONAL GREY,34.0,9.0,48.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,50-59,DEMOCRAT,50-64,,,,0.226
NATIONAL PINK,34.0,9.0,49.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,EASLEY,,,,,,NO,,,,,DEMOCRAT,,OTHERCHRIST,15-30K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.226
NATIONAL PINK,34.0,9.0,50.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,EASLEY,,,,,,YES,,,,,DEMOCRAT,,OTHERCHRIST,30-50K,CONSERV,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.226
NATIONAL PINK,34.0,9.0,51.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,EASLEY,,,,,,YES,,,,,DEMOCRAT,,OTHERCHRIST,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.226
NATIONAL PINK,34.0,9.0,52.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,EASLEY,,,,,,OMITS,,,,,DEMOCRAT,,OTHERCHRIST,30-50K,,18-64,,NATIONAL,COMPLETE,MOUNTAINWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.226
STATE ONLY,34.0,20.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,TAXES,YES,DOLE,BETTER,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,CONSERV,18-64,EASLEY,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.532
STATE ONLY,34.0,20.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,EASLEY,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.532
STATE ONLY,34.0,20.0,3.0,FIRST CALL,30-39,ASIAN,FEMALE,,EASLEY,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,NO,NOVOTE,BETTER,APP/UNFAV,NO,INDEPEND,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,VINROOT,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.434
STATE ONLY,34.0,20.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,VINROOT,OMITS,OMITS,OMITS,LESS,OMITS,NO,OMITS,OMITS,,YES,,,,,,18-64,EASLEY,STATE,NOTCOMPLETE,CENTRALCTYS,30-44,30-39,,30-39,,,,0.532
STATE ONLY,34.0,20.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,LESS,MEDICARE/RX,NO,CLINTON,BETTER,APP/UNFAV,,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.394
STATE ONLY,34.0,20.0,6.0,FIRST CALL,40-44,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,DOLE,BETTER,DIS/UNFAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,,CONSERV,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.532
STATE ONLY,34.0,20.0,7.0,FIRST CALL,30-39,WHITE,MALE,GORE,VINROOT,APPROVE,UNFAVORABLE,GORE,LESS,HEALTHCARE,NO,CLINTON,BETTER,APP/UNFAV,,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,18-64,EASLEY,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.44
STATE ONLY,34.0,20.0,8.0,FIRST CALL,45-49,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,EASLEY,STATE,COMPLETE,CENTRALCTYS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.532
STATE ONLY,34.0,20.0,9.0,FIRST CALL,50-59,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,ELSE,30-50K,MODERATE,18-64,VINROOT,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.343
STATE ONLY,34.0,20.0,10.0,FIRST CALL,40-44,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,YES,DOLE,SAME,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,PROTESTANT,75-100K,CONSERV,18-64,EASLEY,STATE,COMPLETE,CENTRALCTYS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.532
