VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPCA,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,IMMIG,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,TELEPOLL,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,MEXICAN,QRACE,REL5,PRESKNOW,FTVOTER,SAYANY,ISSVQUAL,BORNUSA,VNS1,VNS2,WEIGHT
STATE ONLY,5.0,1.0,47.0,THIRD CALL,30-39,WHITE,MALE,NADER,OTHER,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,ECON/JOBS,CARES,NOVOTE,NONE,BETTER,APP/FAV,YES,STAYSAME,DEMOCRAT,50-500K,COLGRAD,NONE,NEVER,30-50K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,BAYAREA,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,NONE,ONLYGORE,NO,BOTH,ISSUES,YES,,,0.404
STATE ONLY,5.0,1.0,48.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,LESS,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,ME,SAME,APP/FAV,YES,STAYSAME,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,BAYAREA,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,CATHOLIC,ONLYGORE,NO,BOTH,ISSUES,YES,,,0.314
STATE ONLY,5.0,1.0,49.0,THIRD CALL,18-24,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,OMITS,CITYOVER50K,OMITS,COMPLEXISSUE,CLINTON,NONE,WORSE,APP/FAV,NO,INCREASE,DEMOCRAT,50-500K,POSTGRAD,NONE,NEVER,LESS15K,NO,NO,MODERATE,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,BAYAREA,18-29,18-24,DEMOCRAT,18-24,YES,HISP,NONE,NEITHER,NO,BOTH,OMITS,YES,,,0.318
STATE ONLY,5.0,1.0,50.0,THIRD CALL,30-39,HISP,FEMALE,NADER,OTHER,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NO,MORE,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,NOVOTE,NONE,BETTER,APP/UNFAV,NO,STAYSAME,DEMOCRAT,50-500K,COLGRAD,NONE,NEVER,15-30K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,BAYAREA,30-44,30-39,DEMOCRAT,30-39,YES,HISP,NONE,ONLYGORE,NO,ONLYBUSH,ISSUES,YES,,,0.312
STATE ONLY,5.0,1.0,51.0,THIRD CALL,25-29,WHITE,MALE,GORE,OTHER,DISAPPR,FAVORABLE,GORE,NO,LESS,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,NONE,BETTER,DIS/FAV,YES,INCREASE,ELSE,50-500K,COLGRAD,ELSE,MORETHAN1AWK,15-30K,NO,NO,LIBERAL,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,BAYAREA,18-29,25-29,IND/OTHER,25-29,NO,WHITE,OTHER,ONLYGORE,NO,BOTH,ISSUES,YES,,,0.799
STATE ONLY,5.0,1.0,52.0,THIRD CALL,30-39,WHITE,FEMALE,NADER,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,MORE,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,OTHER,NONE,SAME,DIS/UNFAV,NO,INCREASE,INDEPEND,50-500K,POSTGRAD,ELSE,ONCEAWEEK,15-30K,NO,NO,LIBERAL,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,BAYAREA,30-44,30-39,IND/OTHER,30-39,NO,WHITE,OTHER,NEITHER,NO,BOTH,ISSUES,YES,,,0.40800000000000003
NATIONAL WHITE,5.0,2.0,1.0,FIRST CALL,45-49,OTHER,FEMALE,GORE,FEINSTEIN,APPROVE,UNFAVORABLE,GORE,,MORE,CITYOVER50K,HEALTHCARE,HONEST,CLINTON,NONE,SAME,APP/UNFAV,YES,,DEMOCRAT,50-500K,,ELSE,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,45-59,40-49,DEMOCRAT,40-49,NO,OTHER,OTHER,,NO,,PERSONALQUAL,,,,1.235
NATIONAL WHITE,5.0,2.0,2.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,FEINSTEIN,APPROVE,UNFAVORABLE,GORE,,MORE,CITYOVER50K,ECON/JOBS,HONEST,CLINTON,NONE,SAME,APP/UNFAV,YES,,DEMOCRAT,50-500K,,OTHERCHRIST,AFEWAMONTH,15-30K,NO,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,,NO,,ISSUES,,,,0.9450000000000001
NATIONAL WHITE,5.0,2.0,3.0,FIRST CALL,,BLACK,MALE,GORE,,OMITS,OMITS,OMITS,,MORE,CITYOVER50K,MEDICARE/RX,OMITS,OMITS,,OMITS,,YES,,,50-500K,,,OMITS,,,,,,,EXITPOLL,NATIONAL,NOTCOMPLETE,BAYAREA,,,,,,BLACK,,,NO,,OMITS,,,,1.01
NATIONAL YELLOW,5.0,2.0,4.0,FIRST CALL,30-39,ASIAN,MALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,,OMITS,CITYOVER50K,TAXES,LIKEABLE,DOLE,NONE,BETTER,APP/UNFAV,YES,,REPUBLCN,50-500K,SOMCOL/ASSOC,NONE,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,30-44,30-39,REPUBLICAN,30-39,NO,ASIAN,NONE,,NO,,PERSONALQUAL,,TAXES,LIKEABLE,1.2750000000000001
NATIONAL YELLOW,5.0,2.0,5.0,FIRST CALL,30-39,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,UNFAVORABLE,GORE,,OMITS,CITYOVER50K,WORLDAFFAIRS,CARES,CLINTON,ME,BETTER,APP/UNFAV,YES,,DEMOCRAT,50-500K,POSTGRAD,ELSE,AFEWAMONTH,30-50K,NO,YES,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,30-44,30-39,DEMOCRAT,30-39,YES,,OTHER,,NO,,ISSUES,,WORLDAFFAIRS,CARES,0.9450000000000001
NATIONAL YELLOW,5.0,2.0,6.0,FIRST CALL,50-59,BLACK,,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,CITYOVER50K,EDUCATION,STRONGLEADER,CLINTON,ME,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,NO,YES,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,,NO,,ISSUES,,EDUCATION,STRONGLEADER,0.9390000000000001
NATIONAL GREY,5.0,2.0,7.0,FIRST CALL,30-39,BLACK,,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,COLGRAD,,,50-75K,,,MODERATE,18-64,CUTFEDINCTAX,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,,ONLYGORE,,BOTH,,,,,0.9450000000000001
NATIONAL GREY,5.0,2.0,8.0,FIRST CALL,30-39,ASIAN,FEMALE,GORE,,,,,,,CITYOVER50K,,,,,,,,,,50-500K,,,,,,,,18-64,OMITS,EXITPOLL,NATIONAL,NOTCOMPLETE,BAYAREA,30-44,30-39,,30-39,,ASIAN,,OMITS,,OMITS,,,,,1.329
NATIONAL GREY,5.0,2.0,9.0,FIRST CALL,30-39,ASIAN,FEMALE,GORE,,,,,,,CITYOVER50K,,,,,,,,,,50-500K,,,,,,,,18-64,OMITS,EXITPOLL,NATIONAL,NOTCOMPLETE,BAYAREA,30-44,30-39,,30-39,,ASIAN,,OMITS,,OMITS,,,,,1.329
NATIONAL PINK,5.0,2.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,NADER,OTHER,,,,,,CITYOVER50K,,,,ME,,,YES,,,50-500K,,,,,,,,18-64,,EXITPOLL,NATIONAL,NOTCOMPLETE,BAYAREA,30-44,30-39,,30-39,NO,WHITE,,,NO,,,,,,1.23
NATIONAL PINK,5.0,2.0,11.0,FIRST CALL,30-39,ASIAN,MALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,NONE,,,YES,,,50-500K,,,,,,,,18-64,,EXITPOLL,NATIONAL,NOTCOMPLETE,BAYAREA,30-44,30-39,,30-39,NO,ASIAN,,,YES,,,,,,1.226
NATIONAL PINK,5.0,2.0,12.0,FIRST CALL,50-59,BLACK,MALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,ME,,,YES,,,50-500K,,,,,,,,18-64,,EXITPOLL,NATIONAL,NOTCOMPLETE,BAYAREA,45-59,50-59,,50-64,NO,BLACK,,,NO,,,,,,0.9390000000000001
NATIONAL WHITE,5.0,2.0,13.0,SECOND CALL,25-29,ASIAN,MALE,GORE,FEINSTEIN,APPROVE,UNFAVORABLE,GORE,,MORE,CITYOVER50K,SOCIALSECUR,OMITS,NOVOTE,NONE,WORSE,APP/UNFAV,YES,,DEMOCRAT,50-500K,SOMCOL/ASSOC,NONE,NEVER,15-30K,YES,YES,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,18-29,25-29,DEMOCRAT,25-29,NO,ASIAN,NONE,,YES,,OMITS,,,,1.237
NATIONAL WHITE,5.0,2.0,14.0,SECOND CALL,65-74,ASIAN,FEMALE,GORE,FEINSTEIN,DISAPPR,UNFAVORABLE,GORE,,LESS,CITYOVER50K,SOCIALSECUR,HONEST,CLINTON,,SAME,DIS/UNFAV,NO,,DEMOCRAT,50-500K,NOHS,CATHOLIC,ONCEAWEEK,LESS15K,NO,NO,LIBERAL,65+,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,60+,60+,DEMOCRAT,65+,NO,ASIAN,CATHOLIC,,NO,,ISSUES,,,,1.6380000000000001
NATIONAL WHITE,5.0,2.0,15.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,CITYOVER50K,OMITS,OMITS,CLINTON,,BETTER,APP/FAV,NO,,DEMOCRAT,50-500K,,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,LIBERAL,65+,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,,NO,,PERSONALQUAL,,,,1.254
NATIONAL WHITE,5.0,2.0,16.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,FEINSTEIN,OMITS,OMITS,OMITS,,MORE,CITYOVER50K,EDUCATION,HONEST,OMITS,NONE,OMITS,,YES,,,50-500K,,,OMITS,,,,,18-64,,EXITPOLL,NATIONAL,NOTCOMPLETE,BAYAREA,30-44,30-39,,30-39,NO,BLACK,,,YES,,OMITS,,,,0.9450000000000001
NATIONAL WHITE,5.0,2.0,17.0,SECOND CALL,50-59,BLACK,MALE,GORE,FEINSTEIN,OMITS,OMITS,OMITS,,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,OMITS,NONE,OMITS,,NO,,,50-500K,,,OMITS,,,,,18-64,,EXITPOLL,NATIONAL,NOTCOMPLETE,BAYAREA,45-59,50-59,,50-64,NO,BLACK,,,NO,,OMITS,,,,0.9390000000000001
NATIONAL YELLOW,5.0,2.0,18.0,SECOND CALL,30-39,BLACK,MALE,GORE,FEINSTEIN,APPROVE,UNFAVORABLE,GORE,,LESS,CITYOVER50K,SOCIALSECUR,CARES,DOLE,NONE,BETTER,APP/UNFAV,YES,,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,YES,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,30-44,30-39,DEMOCRAT,30-39,,BLACK,PROT/CHRIST,,NO,,ISSUES,,SOCIALSECUR,CARES,0.9390000000000001
NATIONAL YELLOW,5.0,2.0,19.0,SECOND CALL,45-49,HISP,MALE,GORE,FEINSTEIN,OMITS,OMITS,OMITS,,LESS,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,OMITS,SOMEONEELSE,OMITS,,YES,,,50-500K,,,OMITS,,,,,18-64,,EXITPOLL,NATIONAL,NOTCOMPLETE,BAYAREA,45-59,40-49,,40-49,YES,HISP,,,YES,,OMITS,,ECON/JOBS,GOODJUDGMENT,0.9390000000000001
NATIONAL YELLOW,5.0,2.0,20.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,CITYOVER50K,TAXES,CARES,CLINTON,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,,NO,,ISSUES,,TAXES,CARES,0.9450000000000001
NATIONAL YELLOW,5.0,2.0,21.0,SECOND CALL,65-74,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,CITYOVER50K,SOCIALSECUR,STRONGLEADER,CLINTON,NONE,BETTER,APP/FAV,NO,,DEMOCRAT,50-500K,NOHS,PROTESTANT,MORETHAN1AWK,,YES,NO,MODERATE,65+,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,60+,60+,DEMOCRAT,65+,NO,HISP,PROT/CHRIST,,NO,,ISSUES,,SOCIALSECUR,STRONGLEADER,1.254
NATIONAL YELLOW,5.0,2.0,22.0,SECOND CALL,40-44,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,CLINTON,NONE,SAME,APP/FAV,NO,,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,AFEWAMONTH,15-30K,YES,YES,,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,NO,,ISSUES,,SOCIALSECUR,COMPLEXISSUE,0.9450000000000001
NATIONAL GREY,5.0,2.0,23.0,SECOND CALL,30-39,ASIAN,MALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,,,,,,,50-500K,,,,,,,,18-64,OMITS,EXITPOLL,NATIONAL,NOTCOMPLETE,BAYAREA,30-44,30-39,,30-39,,ASIAN,,OMITS,,OMITS,,,,,1.226
NATIONAL GREY,5.0,2.0,24.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,COLGRAD,,,15-30K,,,MODERATE,18-64,SOCIALSECURI,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,,ONLYGORE,,ONLYBUSH,,,,,0.9450000000000001
NATIONAL GREY,5.0,2.0,25.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,SOMCOL/ASSOC,,,30-50K,,,LIBERAL,18-64,SOCIALSECURI,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,,ONLYGORE,,BOTH,,,,,1.235
NATIONAL GREY,5.0,2.0,26.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,HSGRAD,,,15-30K,,,MODERATE,65+,CUTFEDINCTAX,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,60+,60+,DEMOCRAT,65+,NO,BLACK,,ONLYGORE,,ONLYGORE,,,,,1.254
NATIONAL GREY,5.0,2.0,27.0,SECOND CALL,25-29,,FEMALE,NADER,FEINSTEIN,,,,,,CITYOVER50K,,,,,,,,,INDEPEND,50-500K,COLGRAD,,,15-30K,,,LIBERAL,18-64,OTHRPROGRAMS,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,18-29,25-29,IND/OTHER,25-29,NO,,,BOTH,,BOTH,,,,,0.641
NATIONAL PINK,5.0,2.0,28.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,ME,,,NO,,DEMOCRAT,50-500K,,OTHERCHRIST,,,NO,YES,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,,NO,,,,,,1.254
NATIONAL PINK,5.0,2.0,29.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,ME,,,NO,,DEMOCRAT,50-500K,,PROTESTANT,,LESS15K,NO,NO,LIBERAL,65+,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,,NO,,,,,,1.254
NATIONAL PINK,5.0,2.0,30.0,SECOND CALL,60-64,HISP,FEMALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,NONE,,,NO,,DEMOCRAT,50-500K,,ELSE,,LESS15K,NO,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,60+,60+,DEMOCRAT,50-64,YES,WHITE,OTHER,,NO,,,,,,1.254
NATIONAL PINK,5.0,2.0,31.0,SECOND CALL,,ASIAN,MALE,GORE,,,,,,,CITYOVER50K,,,,,,,,,,50-500K,,,,,,,,,,EXITPOLL,NATIONAL,NOTCOMPLETE,BAYAREA,,,,,,ASIAN,,,,,,,,,1.318
NATIONAL PINK,5.0,2.0,32.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,NONE,,,YES,,DEMOCRAT,50-500K,,ELSE,,75-100K,YES,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,OTHER,,NO,,,,,,1.235
NATIONAL WHITE,5.0,2.0,33.0,THIRD CALL,30-39,ASIAN,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,CITYOVER50K,OMITS,OMITS,CLINTON,ME,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,NO,YES,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,30-44,30-39,DEMOCRAT,30-39,NO,ASIAN,PROT/CHRIST,,NO,,PERSONALQUAL,,,,1.235
NATIONAL WHITE,5.0,2.0,34.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,CITYOVER50K,OMITS,CARES,CLINTON,ME,WORSE,APP/FAV,YES,,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,YES,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,,NO,,ISSUES,,,,0.9450000000000001
NATIONAL WHITE,5.0,2.0,35.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,LESS,CITYOVER50K,HEALTHCARE,EXPERIENCE,CLINTON,ME,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,YES,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,,NO,,PERSONALQUAL,,,,0.9450000000000001
NATIONAL YELLOW,5.0,2.0,36.0,THIRD CALL,60-64,BLACK,,GORE,FEINSTEIN,OMITS,OMITS,OMITS,,MORE,CITYOVER50K,WORLDAFFAIRS,STRONGLEADER,OMITS,ME,OMITS,,YES,,,50-500K,,,OMITS,,,,,18-64,,EXITPOLL,NATIONAL,NOTCOMPLETE,BAYAREA,60+,60+,,50-64,NO,BLACK,,,NO,,OMITS,,WORLDAFFAIRS,STRONGLEADER,1.244
NATIONAL YELLOW,5.0,2.0,37.0,THIRD CALL,18-24,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,NOVOTE,NONE,BETTER,APP/FAV,YES,,INDEPEND,50-500K,HSGRAD,CATHOLIC,MORETHAN1AWK,50-75K,NO,YES,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,18-29,18-24,IND/OTHER,18-24,YES,HISP,CATHOLIC,,YES,,ISSUES,,ECON/JOBS,GOODJUDGMENT,0.9550000000000001
NATIONAL YELLOW,5.0,2.0,38.0,THIRD CALL,40-44,BLACK,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,15-30K,NO,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,,NO,,ISSUES,,ECON/JOBS,COMPLEXISSUE,0.9390000000000001
NATIONAL YELLOW,5.0,2.0,39.0,THIRD CALL,45-49,HISP,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,CITYOVER50K,SOCIALSECUR,EXPERIENCE,NOVOTE,NONE,SAME,APP/FAV,YES,,DEMOCRAT,50-500K,NOHS,CATHOLIC,AFEWAMONTH,15-30K,,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,45-59,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,YES,,ISSUES,,SOCIALSECUR,EXPERIENCE,0.9390000000000001
NATIONAL YELLOW,5.0,2.0,40.0,THIRD CALL,30-39,ASIAN,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,CITYOVER50K,ECON/JOBS,CARES,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,30-44,30-39,DEMOCRAT,30-39,NO,ASIAN,CATHOLIC,,NO,,PERSONALQUAL,,ECON/JOBS,CARES,1.235
NATIONAL YELLOW,5.0,2.0,41.0,THIRD CALL,50-59,BLACK,MALE,GORE,FEINSTEIN,OMITS,OMITS,OMITS,,MORE,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,OMITS,ME,OMITS,,YES,,,50-500K,,,OMITS,,,,,18-64,,EXITPOLL,NATIONAL,NOTCOMPLETE,BAYAREA,45-59,50-59,,50-64,NO,BLACK,,,NO,,OMITS,,HEALTHCARE,COMPLEXISSUE,0.9390000000000001
NATIONAL GREY,5.0,2.0,42.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,COLGRAD,,,15-30K,,,CONSERV,18-64,REDUCNATDEBT,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,,ONLYGORE,,ONLYGORE,,,,,0.9450000000000001
NATIONAL GREY,5.0,2.0,43.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,SOMCOL/ASSOC,,,15-30K,,,MODERATE,18-64,SOCIALSECURI,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,,ONLYGORE,,ONLYBUSH,,,,,0.9450000000000001
NATIONAL GREY,5.0,2.0,44.0,THIRD CALL,60-64,HISP,FEMALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,HSGRAD,,,15-30K,,,LIBERAL,18-64,SOCIALSECURI,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,60+,60+,DEMOCRAT,50-64,YES,HISP,,ONLYGORE,,ONLYGORE,,,,,1.254
NATIONAL GREY,5.0,2.0,45.0,THIRD CALL,25-29,ASIAN,MALE,BUSH,CAMPBELL,,,,,,CITYOVER50K,,,,,,,,,REPUBLCN,50-500K,COLGRAD,,,50-75K,,,CONSERV,18-64,CUTFEDINCTAX,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,18-29,25-29,REPUBLICAN,25-29,NO,ASIAN,,ONLYBUSH,,ONLYGORE,,,,,1.303
NATIONAL GREY,5.0,2.0,46.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,SOMCOL/ASSOC,,,15-30K,,,MODERATE,65+,OMITS,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,60+,60+,DEMOCRAT,65+,NO,BLACK,,ONLYGORE,,ONLYBUSH,,,,,1.254
NATIONAL PINK,5.0,2.0,47.0,THIRD CALL,18-24,HISP,FEMALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,NONE,,,YES,,DEMOCRAT,50-500K,,NONE,,15-30K,NO,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,18-29,18-24,DEMOCRAT,18-24,YES,HISP,NONE,,NO,,,,,,0.9550000000000001
NATIONAL PINK,5.0,2.0,48.0,THIRD CALL,50-59,BLACK,MALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,ME,,,YES,,DEMOCRAT,50-500K,,OTHERCHRIST,,50-75K,YES,YES,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,,NO,,,,,,0.9390000000000001
NATIONAL PINK,5.0,2.0,49.0,THIRD CALL,45-49,HISP,FEMALE,BUCHANAN,FEINSTEIN,,,,,,CITYOVER50K,,,,SOMEONEELSE,,,YES,,DEMOCRAT,50-500K,,OTHERCHRIST,,LESS15K,YES,YES,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,45-59,40-49,DEMOCRAT,40-49,YES,HISP,PROT/CHRIST,,NO,,,,,,0.6880000000000001
NATIONAL PINK,5.0,2.0,50.0,THIRD CALL,60-64,HISP,FEMALE,GORE,FEINSTEIN,,,,,,CITYOVER50K,,,,ME,,,NO,,DEMOCRAT,50-500K,,CATHOLIC,,LESS15K,YES,YES,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,BAYAREA,60+,60+,DEMOCRAT,50-64,YES,HISP,CATHOLIC,,NO,,,,,,1.254
