VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,37.0,38.0,28.0,SECOND CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,SAME,DIS/UNFAV,ELSE,OTHERCHRIST,15-30K,CONSERV,18-64,,STATE,OKLAHOMACITY,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.112
STATE ONLY,37.0,38.0,29.0,SECOND CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,,STATE,OKLAHOMACITY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.112
STATE ONLY,37.0,38.0,30.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,LESS15K,CONSERV,65+,,STATE,OKLAHOMACITY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.311
STATE ONLY,37.0,38.0,31.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,CONSERV,18-64,,STATE,OKLAHOMACITY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.474
STATE ONLY,37.0,38.0,32.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,LESS15K,CONSERV,65+,,STATE,OKLAHOMACITY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.311
STATE ONLY,37.0,38.0,33.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,NOVOTE,BETTER,APP/UNFAV,INDEPEND,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.227
STATE ONLY,37.0,38.0,34.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,NOVOTE,WORSE,DIS/UNFAV,ELSE,PROTESTANT,15-30K,,65+,YES,STATE,OKLAHOMACITY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.311
STATE ONLY,37.0,38.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.266
STATE ONLY,37.0,38.0,36.0,THIRD CALL,50-59,OTHER,FEMALE,BUSH,DISAPPR,UNFAVORABLE,OMITS,NO,NOVOTE,SAME,DIS/UNFAV,ELSE,PROTESTANT,15-30K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.125
STATE ONLY,37.0,38.0,37.0,THIRD CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,PEROT,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,YES,STATE,OKLAHOMACITY,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,1.112
STATE ONLY,37.0,38.0,38.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,LESS15K,,18-64,NO,STATE,OKLAHOMACITY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.125
STATE ONLY,37.0,38.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,15-30K,CONSERV,18-64,YES,STATE,OKLAHOMACITY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.125
STATE ONLY,37.0,38.0,40.0,THIRD CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.112
STATE ONLY,37.0,38.0,41.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,YES,STATE,OKLAHOMACITY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.125
STATE ONLY,37.0,38.0,42.0,THIRD CALL,50-59,OTHER,MALE,BUCHANAN,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.603
STATE ONLY,37.0,38.0,43.0,THIRD CALL,60-64,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.504
STATE ONLY,37.0,38.0,44.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,18-64,YES,STATE,OKLAHOMACITY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.125
STATE ONLY,37.0,38.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,,MODERATE,18-64,NO,STATE,OKLAHOMACITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.125
STATE ONLY,37.0,38.0,46.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.091
STATE ONLY,37.0,38.0,47.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,ELSE,15-30K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,18-29,25-29,REPUBLICAN,25-29,OTHER,,,1.091
STATE ONLY,37.0,38.0,48.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,18-64,NO,STATE,OKLAHOMACITY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.112
STATE ONLY,37.0,38.0,49.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.266
STATE ONLY,37.0,38.0,50.0,THIRD CALL,50-59,OTHER,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.125
STATE ONLY,37.0,40.0,1.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,65+,NO,STATE,OKLAHOMACITY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.734
STATE ONLY,37.0,40.0,2.0,FIRST CALL,50-59,OTHER,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,DOLE,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.617
STATE ONLY,37.0,40.0,3.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.629
STATE ONLY,37.0,40.0,4.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.617
STATE ONLY,37.0,40.0,5.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,LESS15K,CONSERV,18-64,YES,STATE,OKLAHOMACITY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.598
STATE ONLY,37.0,40.0,6.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,YES,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.629
STATE ONLY,37.0,40.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,CONSERV,18-64,YES,STATE,OKLAHOMACITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.629
STATE ONLY,37.0,40.0,8.0,FIRST CALL,50-59,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,DOLE,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,YES,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.629
STATE ONLY,37.0,40.0,9.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,0.72
STATE ONLY,37.0,40.0,10.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.72
STATE ONLY,37.0,40.0,11.0,FIRST CALL,65-74,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,MODERATE,65+,NO,STATE,OKLAHOMACITY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.8260000000000001
STATE ONLY,37.0,40.0,12.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.598
STATE ONLY,37.0,40.0,13.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,ELSE,50-75K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,OTHER,,,0.629
STATE ONLY,37.0,40.0,14.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,LIBERAL,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.617
STATE ONLY,37.0,40.0,15.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.617
STATE ONLY,37.0,40.0,16.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.6940000000000001
STATE ONLY,37.0,40.0,17.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.629
STATE ONLY,37.0,40.0,18.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.617
STATE ONLY,37.0,40.0,19.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,YES,STATE,OKLAHOMACITY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.629
STATE ONLY,37.0,40.0,20.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,YES,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.629
STATE ONLY,37.0,40.0,21.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.629
STATE ONLY,37.0,40.0,22.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,YES,STATE,OKLAHOMACITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.617
STATE ONLY,37.0,40.0,23.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,NONE,50-75K,LIBERAL,18-64,YES,STATE,OKLAHOMACITY,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.673
STATE ONLY,37.0,40.0,24.0,SECOND CALL,65-74,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,MODERATE,65+,NO,STATE,OKLAHOMACITY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.8260000000000001
STATE ONLY,37.0,40.0,25.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,0.72
STATE ONLY,37.0,40.0,26.0,SECOND CALL,40-44,,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.629
STATE ONLY,37.0,40.0,27.0,SECOND CALL,50-59,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,DOLE,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.629
STATE ONLY,37.0,40.0,28.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,YES,STATE,OKLAHOMACITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.629
STATE ONLY,37.0,40.0,29.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,YES,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.629
STATE ONLY,37.0,40.0,30.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.598
STATE ONLY,37.0,40.0,31.0,SECOND CALL,18-24,WHITE,MALE,BUSH,DISAPPR,FAVORABLE,BUSH,NO,NOVOTE,BETTER,DIS/FAV,REPUBLCN,CATHOLIC,15-30K,CONSERV,18-64,YES,STATE,OKLAHOMACITY,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.61
STATE ONLY,37.0,40.0,32.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,GORE,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.629
STATE ONLY,37.0,40.0,33.0,SECOND CALL,50-59,OTHER,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,DOLE,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.617
STATE ONLY,37.0,40.0,34.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,OMITS,BUSH,NO,DOLE,BETTER,OMITS,DEMOCRAT,CATHOLIC,15-30K,LIBERAL,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.629
STATE ONLY,37.0,40.0,35.0,SECOND CALL,45-49,WHITE,MALE,OTHER,APPROVE,UNFAVORABLE,BUSH,NO,OTHER,BETTER,APP/UNFAV,INDEPEND,NONE,OVER100K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,45-59,40-49,IND/OTHER,40-49,NONE,,,1.5130000000000001
STATE ONLY,37.0,40.0,36.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,75-100K,,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.629
STATE ONLY,37.0,40.0,37.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,OMITS,OMITS,WOULDNOTVOTE,NO,CLINTON,BETTER,OMITS,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.6940000000000001
STATE ONLY,37.0,40.0,38.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,BUSH,NO,CLINTON,WORSE,APP/FAV,REPUBLCN,PROTESTANT,30-50K,LIBERAL,18-64,YES,STATE,OKLAHOMACITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.6940000000000001
STATE ONLY,37.0,40.0,39.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,18-64,NO,STATE,OKLAHOMACITY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.617
STATE ONLY,37.0,40.0,40.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.708
STATE ONLY,37.0,40.0,41.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,CONSERV,18-64,YES,STATE,OKLAHOMACITY,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.629
STATE ONLY,37.0,40.0,42.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.629
STATE ONLY,37.0,40.0,43.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.598
STATE ONLY,37.0,40.0,44.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,JEWISH,30-50K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,45-59,40-49,REPUBLICAN,40-49,JEWISH,,,0.708
STATE ONLY,37.0,40.0,45.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,OVER100K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.617
STATE ONLY,37.0,40.0,46.0,THIRD CALL,,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,OMITS,OMITS,DOLE,BETTER,DIS/UNFAV,,PROTESTANT,,,,YES,STATE,OKLAHOMACITY,,,,,PROT/CHRIST,,,0.617
STATE ONLY,37.0,40.0,47.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.617
STATE ONLY,37.0,40.0,48.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.617
STATE ONLY,37.0,40.0,49.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,INDEPEND,OTHERCHRIST,15-30K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.617
STATE ONLY,37.0,40.0,50.0,THIRD CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,WOULDNOTVOTE,NO,NOVOTE,BETTER,APP/FAV,REPUBLCN,OTHERCHRIST,OVER100K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.686
STATE ONLY,37.0,44.0,1.0,FIRST CALL,65-74,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,,MODERATE,65+,,STATE,OKLAHOMACITY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.301
STATE ONLY,37.0,44.0,2.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,CLINTON,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.992
STATE ONLY,37.0,44.0,3.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,,STATE,OKLAHOMACITY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.972
STATE ONLY,37.0,44.0,4.0,FIRST CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,,STATE,OKLAHOMACITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.116
STATE ONLY,37.0,44.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,,STATE,OKLAHOMACITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.992
