VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,MCINTAX,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
NATIONAL PINK,15.0,16.0,33.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,,OBANNON,,,,,,,NO,,,,REPUBLCN,,OTHERCHRIST,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EASTCENTRAL,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.232
NATIONAL PINK,15.0,16.0,34.0,SECOND CALL,75+,WHITE,FEMALE,GORE,,,,,,,,,NO,,,,DEMOCRAT,,PROTESTANT,,LIBERAL,65+,NATIONAL,COMPLETE,EASTCENTRAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.369
NATIONAL PINK,15.0,16.0,35.0,SECOND CALL,18-24,WHITE,MALE,BUSH,,MCINTOSH,,,,,,,NO,,,,INDEPEND,,NONE,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,EASTCENTRAL,18-29,18-24,IND/OTHER,18-24,NONE,,,1.445
NATIONAL WHITE,15.0,16.0,36.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,MEDICARE/RX,,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,NOHS,OTHERCHRIST,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,EASTCENTRAL,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.35
NATIONAL WHITE,15.0,16.0,37.0,THIRD CALL,40-44,WHITE,MALE,BUSH,,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,,YES,OTHER,WORSE,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,EASTCENTRAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.58
NATIONAL WHITE,15.0,16.0,38.0,THIRD CALL,30-39,OTHER,FEMALE,BUSH,,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,,NO,NOVOTE,BETTER,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EASTCENTRAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.508
NATIONAL WHITE,15.0,16.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,OBANNON,APPROVE,UNFAVORABLE,BUSH,OMITS,MEDICARE/RX,,OMITS,CLINTON,SAME,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,,MODERATE,18-64,NATIONAL,COMPLETE,EASTCENTRAL,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.6620000000000001
NATIONAL WHITE,15.0,16.0,40.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,MEDICARE/RX,,OMITS,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,MODERATE,65+,NATIONAL,COMPLETE,EASTCENTRAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.408
NATIONAL YELLOW,15.0,16.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EASTCENTRAL,30-44,30-39,DEMOCRAT,30-39,NONE,ECON/JOBS,EXPERIENCE,1.35
NATIONAL YELLOW,15.0,16.0,42.0,THIRD CALL,30-39,WHITE,MALE,GORE,,OBANNON,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,NONE,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,EASTCENTRAL,30-44,30-39,DEMOCRAT,30-39,NONE,ECON/JOBS,COMPLEXISSUE,1.414
NATIONAL YELLOW,15.0,16.0,43.0,THIRD CALL,40-44,WHITE,MALE,GORE,,OBANNON,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,EASTCENTRAL,30-44,40-49,DEMOCRAT,40-49,,SOCIALSECUR,LIKEABLE,1.414
NATIONAL YELLOW,15.0,16.0,44.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,,OBANNON,APPROVE,FAVORABLE,GORE,LESS,SOCIALSECUR,,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,EASTCENTRAL,18-29,25-29,DEMOCRAT,25-29,NONE,SOCIALSECUR,EXPERIENCE,1.232
NATIONAL YELLOW,15.0,16.0,45.0,THIRD CALL,45-49,WHITE,MALE,GORE,,OBANNON,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,50-75K,,18-64,NATIONAL,COMPLETE,EASTCENTRAL,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,EDUCATION,HONEST,1.414
NATIONAL YELLOW,15.0,16.0,46.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,,MCINTOSH,DISAPPR,FAVORABLE,BUSH,LESS,OMITS,,YES,DOLE,BETTER,DIS/FAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,EASTCENTRAL,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,OMITS,EXPERIENCE,1.508
NATIONAL GREY,15.0,16.0,47.0,THIRD CALL,25-29,WHITE,MALE,GORE,,OBANNON,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,EASTCENTRAL,18-29,25-29,DEMOCRAT,25-29,,,,1.291
NATIONAL GREY,15.0,16.0,48.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,,OBANNON,,,,,,,,,,,DEMOCRAT,HSGRAD,,30-50K,LIBERAL,65+,NATIONAL,COMPLETE,EASTCENTRAL,60+,60+,DEMOCRAT,65+,,,,1.408
NATIONAL GREY,15.0,16.0,49.0,THIRD CALL,18-24,WHITE,MALE,BUSH,,OBANNON,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,EASTCENTRAL,18-29,18-24,DEMOCRAT,18-24,,,,1.592
NATIONAL GREY,15.0,16.0,50.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,OBANNON,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,EASTCENTRAL,45-59,40-49,DEMOCRAT,40-49,,,,1.741
NATIONAL GREY,15.0,16.0,51.0,THIRD CALL,45-49,WHITE,MALE,GORE,,OBANNON,,,,,,,,,,,DEMOCRAT,HSGRAD,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EASTCENTRAL,45-59,40-49,DEMOCRAT,40-49,,,,1.414
NATIONAL GREY,15.0,16.0,52.0,THIRD CALL,25-29,WHITE,MALE,GORE,,OBANNON,,,,,,,,,,,INDEPEND,NOHS,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EASTCENTRAL,18-29,25-29,IND/OTHER,25-29,,,,1.291
NATIONAL PINK,15.0,16.0,53.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,,OBANNON,,,,,,,YES,,,,REPUBLCN,,PROTESTANT,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,EASTCENTRAL,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.5210000000000001
NATIONAL PINK,15.0,16.0,54.0,THIRD CALL,25-29,BLACK,MALE,BUSH,,,,,,,,,NO,,,,INDEPEND,,NONE,30-50K,,18-64,NATIONAL,COMPLETE,EASTCENTRAL,18-29,25-29,IND/OTHER,25-29,NONE,,,1.417
NATIONAL PINK,15.0,16.0,55.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,OBANNON,,,,,,,NO,,,,DEMOCRAT,,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EASTCENTRAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.35
NATIONAL PINK,15.0,16.0,56.0,THIRD CALL,50-59,WHITE,MALE,GORE,,OBANNON,,,,,,,NO,,,,DEMOCRAT,,CATHOLIC,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,EASTCENTRAL,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.414
NATIONAL PINK,15.0,16.0,57.0,THIRD CALL,25-29,WHITE,MALE,BUSH,,MCINTOSH,,,,,,,YES,,,,REPUBLCN,,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,EASTCENTRAL,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.445
NATIONAL PINK,15.0,16.0,58.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,,OBANNON,,,,,,,YES,,,,DEMOCRAT,,PROTESTANT,15-30K,CONSERV,65+,NATIONAL,COMPLETE,EASTCENTRAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.732
NATIONAL WHITE,15.0,18.0,1.0,FIRST CALL,40-44,WHITE,MALE,BUSH,,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,CONSERV,18-64,NATIONAL,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.379
NATIONAL WHITE,15.0,18.0,2.0,FIRST CALL,30-39,,FEMALE,GORE,,OBANNON,DISAPPR,UNFAVORABLE,GORE,MORE,EDUCATION,,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,,,,1.573
NATIONAL WHITE,15.0,18.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.26
NATIONAL WHITE,15.0,18.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,NOHS,,,CONSERV,18-64,NATIONAL,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,,,,1.379
NATIONAL WHITE,15.0,18.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,,OBANNON,APPROVE,UNFAVORABLE,GORE,MORE,HEALTHCARE,,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.573
NATIONAL YELLOW,15.0,18.0,6.0,FIRST CALL,60-64,WHITE,MALE,BUSH,,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,NORTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,TAXES,HONEST,1.522
NATIONAL YELLOW,15.0,18.0,7.0,FIRST CALL,75+,WHITE,MALE,BUSH,,MCINTOSH,OMITS,OMITS,OMITS,LESS,WORLDAFFAIRS,,NO,OMITS,OMITS,,,,,,,65+,NATIONAL,NOTCOMPLETE,NORTH,60+,60+,,65+,,WORLDAFFAIRS,CARES,1.522
NATIONAL YELLOW,15.0,18.0,8.0,FIRST CALL,50-59,WHITE,MALE,BUSH,,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,,YES,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,WORLDAFFAIRS,COMPLEXISSUE,1.522
NATIONAL YELLOW,15.0,18.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUSH,,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,TAXES,HONEST,1.379
NATIONAL YELLOW,15.0,18.0,10.0,FIRST CALL,45-49,WHITE,MALE,BUSH,,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,,NO,OTHER,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,NORTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,TAXES,LIKEABLE,1.522
NATIONAL GREY,15.0,18.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,,OBANNON,,,,,,,,,,,,SOMCOL/ASSOC,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,30-44,30-39,,30-39,,,,1.3900000000000001
NATIONAL GREY,15.0,18.0,12.0,FIRST CALL,75+,WHITE,MALE,BUSH,,MCINTOSH,,,,,,,,,,,REPUBLCN,NOHS,,15-30K,CONSERV,65+,NATIONAL,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,,,,1.522
NATIONAL GREY,15.0,18.0,13.0,FIRST CALL,30-39,WHITE,MALE,BUSH,,MCINTOSH,,,,,,,,,,,INDEPEND,HSGRAD,,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,,,,1.379
NATIONAL GREY,15.0,18.0,14.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,,MCINTOSH,,,,,,,,,,,REPUBLCN,POSTGRAD,,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,,,,1.26
NATIONAL GREY,15.0,18.0,15.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,,OBANNON,,,,,,,,,,,INDEPEND,POSTGRAD,,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,45-59,40-49,IND/OTHER,40-49,,,,1.3900000000000001
NATIONAL PINK,15.0,18.0,16.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,,MCINTOSH,,,,,,,NO,,,,INDEPEND,,OTHERCHRIST,,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.26
NATIONAL PINK,15.0,18.0,17.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,,MCINTOSH,,,,,,,YES,,,,REPUBLCN,,,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,,,,1.26
NATIONAL PINK,15.0,18.0,18.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,,MCINTOSH,,,,,,,YES,,,,REPUBLCN,,PROTESTANT,15-30K,CONSERV,65+,NATIONAL,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.3920000000000001
NATIONAL PINK,15.0,18.0,19.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,,OBANNON,,,,,,,NO,,,,DEMOCRAT,,OTHERCHRIST,LESS15K,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.573
NATIONAL WHITE,15.0,18.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.26
NATIONAL WHITE,15.0,18.0,21.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,OMITS,,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,HSGRAD,NONE,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,NONE,,,1.573
NATIONAL YELLOW,15.0,18.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,MEDICARE/RX,HONEST,1.26
NATIONAL YELLOW,15.0,18.0,23.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,,MCINTOSH,APPROVE,UNFAVORABLE,BUSH,LESS,ECON/JOBS,,OMITS,DOLE,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,,CONSERV,18-64,NATIONAL,COMPLETE,NORTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,ECON/JOBS,HONEST,1.3920000000000001
NATIONAL GREY,15.0,18.0,24.0,SECOND CALL,40-44,WHITE,MALE,BUSH,,MCINTOSH,,,,,,,,,,,REPUBLCN,HSGRAD,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,,,,1.379
NATIONAL GREY,15.0,18.0,25.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,,MCINTOSH,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,60+,60+,REPUBLICAN,50-64,,,,1.3920000000000001
NATIONAL PINK,15.0,18.0,26.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,,MCINTOSH,,,,,,,YES,,,,REPUBLCN,,PROTESTANT,,CONSERV,65+,NATIONAL,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.3920000000000001
NATIONAL PINK,15.0,18.0,27.0,SECOND CALL,30-39,WHITE,MALE,BUSH,,MCINTOSH,,,,,,,NO,,,,REPUBLCN,,PROTESTANT,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.379
NATIONAL WHITE,15.0,18.0,28.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,30-50K,CONSERV,65+,NATIONAL,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.3920000000000001
NATIONAL WHITE,15.0,18.0,29.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,OBANNON,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,LIBERAL,18-64,NATIONAL,COMPLETE,NORTH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.573
NATIONAL WHITE,15.0,18.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,OBANNON,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,NONE,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.573
NATIONAL YELLOW,15.0,18.0,31.0,THIRD CALL,30-39,WHITE,MALE,BUSH,,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,OMITS,HONEST,1.379
NATIONAL YELLOW,15.0,18.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,SOCIALSECUR,HONEST,1.26
NATIONAL YELLOW,15.0,18.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,OMITS,HONEST,1.26
NATIONAL GREY,15.0,18.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,MCINTOSH,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,,,,1.26
NATIONAL GREY,15.0,18.0,35.0,THIRD CALL,18-24,WHITE,MALE,BUSH,,MCINTOSH,,,,,,,,,,,REPUBLCN,NOHS,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,,,,1.3
NATIONAL GREY,15.0,18.0,36.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,OBANNON,,,,,,,,,,,DEMOCRAT,HSGRAD,,30-50K,,18-64,NATIONAL,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,,,,1.573
NATIONAL PINK,15.0,18.0,37.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,,MCINTOSH,,,,,,,YES,,,,REPUBLCN,,PROTESTANT,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.26
NATIONAL PINK,15.0,18.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,MCINTOSH,,,,,,,OMITS,,,,REPUBLCN,,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.26
STATE ONLY,15.0,35.0,1.0,FIRST CALL,40-44,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,OMITS,NO,OMITS,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.931
STATE ONLY,15.0,35.0,2.0,FIRST CALL,60-64,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.9460000000000001
STATE ONLY,15.0,35.0,3.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,OMITS,ECON/JOBS,YES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.9460000000000001
STATE ONLY,15.0,35.0,4.0,FIRST CALL,50-59,BLACK,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.808
STATE ONLY,15.0,35.0,5.0,FIRST CALL,30-39,WHITE,MALE,GORE,LUGAR,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,ECON/JOBS,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.069
STATE ONLY,15.0,35.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,OMITS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.782
STATE ONLY,15.0,35.0,7.0,FIRST CALL,25-29,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.807
STATE ONLY,15.0,35.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,BUCHANAN,JOHNSON,OBANNON,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,NO,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.459
STATE ONLY,15.0,35.0,9.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.857
STATE ONLY,15.0,35.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,LUGAR,OBANNON,APPROVE,UNFAVORABLE,BUSH,MORE,EDUCATION,NO,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.864
