VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,WARWEST,INCOME,REL7,PHIL3,OVER65,RELG6,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,13.0,1.0,78.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,NOTAFFECT,OVER100K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.482
STATE ONLY,13.0,1.0,79.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,PEROT,BETTER,APP/UNFAV,INDEPEND,NOTAFFECT,50-75K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,ADACOUNTY,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.23
STATE ONLY,13.0,1.0,80.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,ADACOUNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.598
STATE ONLY,13.0,1.0,81.0,THIRD CALL,30-39,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,CLINTON,BETTER,APP/FAV,INDEPEND,HELPSTATE,50-75K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.553
STATE ONLY,13.0,1.0,82.0,THIRD CALL,18-24,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,DOLE,SAME,APP/UNFAV,REPUBLCN,HURTSTATE,15-30K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,ADACOUNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.482
STATE ONLY,13.0,1.0,83.0,THIRD CALL,25-29,WHITE,MALE,OTHER,OMITS,OMITS,GORE,CLINTON,WORSE,OMITS,ELSE,HELPSTATE,LESS15K,OTHER,,18-64,OTHER,STATE,ADACOUNTY,18-29,25-29,IND/OTHER,25-29,OTHER,,,0.07
STATE ONLY,13.0,1.0,84.0,THIRD CALL,18-24,WHITE,FEMALE,OTHER,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,LESS15K,OTHERCHRIST,LIBERAL,18-64,PROT/CHRIST,STATE,ADACOUNTY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.075
STATE ONLY,13.0,1.0,85.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,BETTER,DIS/UNFAV,REPUBLCN,NOTAFFECT,15-30K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.523
STATE ONLY,13.0,1.0,86.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,30-50K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,ADACOUNTY,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.244
STATE ONLY,13.0,1.0,87.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,OMITS,15-30K,NONE,MODERATE,18-64,NONE,STATE,ADACOUNTY,30-44,30-39,IND/OTHER,30-39,NONE,,,0.244
STATE ONLY,13.0,1.0,88.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.482
STATE ONLY,13.0,1.0,89.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,NOTAFFECT,15-30K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.523
STATE ONLY,13.0,1.0,90.0,THIRD CALL,60-64,WHITE,FEMALE,OTHER,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,HELPSTATE,30-50K,NONE,LIBERAL,18-64,NONE,STATE,ADACOUNTY,60+,60+,DEMOCRAT,50-64,NONE,,,0.13
STATE ONLY,13.0,1.0,91.0,THIRD CALL,30-39,WHITE,MALE,OTHER,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,HELPSTATE,15-30K,OTHER,MODERATE,18-64,OTHER,STATE,ADACOUNTY,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.08
STATE ONLY,13.0,1.0,92.0,THIRD CALL,18-24,WHITE,MALE,OTHER,APPROVE,FAVORABLE,WOULDNOTVOTE,NOVOTE,BETTER,APP/FAV,ELSE,NOTAFFECT,LESS15K,NONE,MODERATE,18-64,NONE,STATE,ADACOUNTY,18-29,18-24,IND/OTHER,18-24,NONE,,,0.07
STATE ONLY,13.0,1.0,93.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,OMITS,LESS15K,OTHERCHRIST,LIBERAL,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.264
STATE ONLY,13.0,1.0,94.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,30-50K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.244
STATE ONLY,13.0,1.0,95.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,ADACOUNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.482
STATE ONLY,13.0,1.0,96.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,ADACOUNTY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.598
STATE ONLY,13.0,1.0,97.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,WORSE,DIS/UNFAV,REPUBLCN,OMITS,50-75K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,ADACOUNTY,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,0.523
STATE ONLY,13.0,7.0,1.0,FIRST CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NOTAFFECT,30-50K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.193
STATE ONLY,13.0,7.0,2.0,SECOND CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,NOTAFFECT,30-50K,OTHER,CONSERV,18-64,OTHER,STATE,ADACOUNTY,45-59,40-49,IND/OTHER,40-49,OTHER,,,1.193
STATE ONLY,13.0,7.0,3.0,SECOND CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,NOTAFFECT,30-50K,OTHER,CONSERV,18-64,OTHER,STATE,ADACOUNTY,45-59,40-49,IND/OTHER,40-49,OTHER,,,1.193
STATE ONLY,13.0,7.0,4.0,SECOND CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,SAME,APP/FAV,DEMOCRAT,NOTAFFECT,50-75K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.6600000000000001
STATE ONLY,13.0,7.0,5.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,PEROT,SAME,DIS/UNFAV,ELSE,NOTAFFECT,50-75K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,3.77
STATE ONLY,13.0,7.0,6.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NOTAFFECT,50-75K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.798
STATE ONLY,13.0,7.0,7.0,SECOND CALL,25-29,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NOTAFFECT,15-30K,OTHER,CONSERV,18-64,OTHER,STATE,ADACOUNTY,18-29,25-29,DEMOCRAT,25-29,OTHER,,,1.1280000000000001
STATE ONLY,13.0,7.0,8.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,SAME,APP/FAV,ELSE,NOTAFFECT,LESS15K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,ADACOUNTY,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.571
STATE ONLY,13.0,7.0,9.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,WORSE,APP/FAV,ELSE,NOTAFFECT,15-30K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,ADACOUNTY,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.798
STATE ONLY,13.0,7.0,10.0,SECOND CALL,25-29,HISP,MALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,SAME,APP/FAV,ELSE,NOTAFFECT,15-30K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,ADACOUNTY,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.042
STATE ONLY,13.0,7.0,11.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,NOTAFFECT,30-50K,OTHER,CONSERV,18-64,OTHER,STATE,ADACOUNTY,45-59,40-49,IND/OTHER,40-49,OTHER,,,1.293
STATE ONLY,13.0,7.0,12.0,SECOND CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,WORSE,APP/FAV,INDEPEND,NOTAFFECT,75-100K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,ADACOUNTY,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.6600000000000001
STATE ONLY,13.0,7.0,13.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,GORE,OTHER,SAME,APP/FAV,DEMOCRAT,NOTAFFECT,50-75K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,4.0840000000000005
STATE ONLY,13.0,7.0,14.0,SECOND CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,DOLE,WORSE,DIS/UNFAV,ELSE,NOTAFFECT,50-75K,OTHER,CONSERV,18-64,OTHER,STATE,ADACOUNTY,18-29,18-24,IND/OTHER,18-24,OTHER,,,3.291
STATE ONLY,13.0,7.0,15.0,SECOND CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,SAME,APP/FAV,INDEPEND,NOTAFFECT,30-50K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,ADACOUNTY,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.6600000000000001
STATE ONLY,13.0,7.0,16.0,SECOND CALL,65-74,WHITE,MALE,BUSH,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,50-75K,CATHOLIC,CONSERV,65+,CATHOLIC,STATE,ADACOUNTY,60+,60+,DEMOCRAT,65+,CATHOLIC,,,5.134
STATE ONLY,13.0,7.0,17.0,SECOND CALL,18-24,HISP,MALE,BUCHANAN,APPROVE,FAVORABLE,WOULDNOTVOTE,OTHER,BETTER,APP/FAV,INDEPEND,HELPSTATE,30-50K,OTHER,MODERATE,18-64,OTHER,STATE,ADACOUNTY,18-29,18-24,IND/OTHER,18-24,OTHER,,,0.854
STATE ONLY,13.0,7.0,18.0,SECOND CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,WOULDNOTVOTE,CLINTON,SAME,APP/FAV,INDEPEND,NOTAFFECT,15-30K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.6600000000000001
STATE ONLY,13.0,7.0,19.0,SECOND CALL,60-64,HISP,MALE,GORE,APPROVE,FAVORABLE,WOULDNOTVOTE,NOVOTE,BETTER,APP/FAV,INDEPEND,HELPSTATE,30-50K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,ADACOUNTY,60+,60+,IND/OTHER,50-64,CATHOLIC,,,1.7830000000000001
STATE ONLY,13.0,7.0,20.0,SECOND CALL,40-44,HISP,FEMALE,BUCHANAN,APPROVE,FAVORABLE,WOULDNOTVOTE,OTHER,SAME,APP/FAV,INDEPEND,NOTAFFECT,15-30K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,ADACOUNTY,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.06
STATE ONLY,13.0,7.0,21.0,THIRD CALL,25-29,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,DOLE,WORSE,APP/FAV,INDEPEND,NOTAFFECT,15-30K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,ADACOUNTY,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,3.291
STATE ONLY,13.0,7.0,22.0,THIRD CALL,25-29,HISP,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NOVOTE,WORSE,APP/FAV,INDEPEND,NOTAFFECT,15-30K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,ADACOUNTY,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,2.367
STATE ONLY,13.0,7.0,23.0,THIRD CALL,18-24,HISP,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NOVOTE,WORSE,APP/UNFAV,INDEPEND,NOTAFFECT,LESS15K,NONE,CONSERV,18-64,NONE,STATE,ADACOUNTY,18-29,18-24,IND/OTHER,18-24,NONE,,,2.564
STATE ONLY,13.0,7.0,24.0,THIRD CALL,25-29,HISP,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,DOLE,WORSE,APP/UNFAV,INDEPEND,NOTAFFECT,15-30K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,ADACOUNTY,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,2.564
STATE ONLY,13.0,7.0,25.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,WORSE,APP/FAV,DEMOCRAT,NOTAFFECT,LESS15K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.6600000000000001
STATE ONLY,13.0,7.0,26.0,THIRD CALL,30-39,HISP,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,NOTAFFECT,15-30K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.193
STATE ONLY,13.0,7.0,27.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NOTAFFECT,30-50K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.6600000000000001
STATE ONLY,13.0,7.0,28.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,NOTAFFECT,30-50K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.798
STATE ONLY,13.0,7.0,29.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,NOTAFFECT,15-30K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,ADACOUNTY,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.571
STATE ONLY,13.0,7.0,30.0,THIRD CALL,25-29,HISP,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NOVOTE,WORSE,APP/UNFAV,INDEPEND,NOTAFFECT,15-30K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,ADACOUNTY,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.042
STATE ONLY,13.0,12.0,1.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,OVER100K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.82
STATE ONLY,13.0,12.0,2.0,FIRST CALL,75+,OTHER,MALE,BUSH,APPROVE,FAVORABLE,BUSH,DOLE,BETTER,APP/FAV,INDEPEND,HELPSTATE,15-30K,PROTESTANT,LIBERAL,65+,PROT/CHRIST,STATE,ADACOUNTY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,2.512
STATE ONLY,13.0,12.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,NONE,,18-64,NONE,STATE,ADACOUNTY,30-44,40-49,REPUBLICAN,40-49,NONE,,,1.82
STATE ONLY,13.0,12.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,INDEPEND,HURTSTATE,OVER100K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.68
STATE ONLY,13.0,12.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,75-100K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.68
STATE ONLY,13.0,12.0,6.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,OVER100K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.68
STATE ONLY,13.0,12.0,7.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,ADACOUNTY,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,2.721
STATE ONLY,13.0,12.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,INDEPEND,HURTSTATE,OVER100K,OTHER,MODERATE,18-64,OTHER,STATE,ADACOUNTY,45-59,40-49,IND/OTHER,40-49,OTHER,,,1.82
STATE ONLY,13.0,12.0,9.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,15-30K,PROTESTANT,CONSERV,65+,PROT/CHRIST,STATE,ADACOUNTY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,2.512
STATE ONLY,13.0,12.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,75-100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,ADACOUNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.68
STATE ONLY,13.0,12.0,11.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.68
STATE ONLY,13.0,12.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,OTHER,APPROVE,UNFAVORABLE,WOULDNOTVOTE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,OMITS,50-75K,PROTESTANT,LIBERAL,18-64,PROT/CHRIST,STATE,ADACOUNTY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.263
STATE ONLY,13.0,12.0,13.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HURTSTATE,,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,ADACOUNTY,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.198
STATE ONLY,13.0,12.0,14.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,FAVORABLE,BUSH,NOVOTE,BETTER,DIS/FAV,REPUBLCN,HELPSTATE,75-100K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.59
STATE ONLY,13.0,12.0,15.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,HURTSTATE,OVER100K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.82
STATE ONLY,13.0,12.0,16.0,FIRST CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,HELPSTATE,OVER100K,NONE,MODERATE,18-64,NONE,STATE,ADACOUNTY,45-59,40-49,IND/OTHER,40-49,NONE,,,0.74
STATE ONLY,13.0,12.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOTAFFECT,OVER100K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.801
STATE ONLY,13.0,12.0,18.0,SECOND CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,50-75K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,ADACOUNTY,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,2.512
STATE ONLY,13.0,12.0,19.0,SECOND CALL,60-64,WHITE,MALE,BUSH,OMITS,OMITS,BUSH,DOLE,SAME,OMITS,REPUBLCN,HURTSTATE,50-75K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,2.512
STATE ONLY,13.0,12.0,20.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,OVER100K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.68
STATE ONLY,13.0,12.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,PEROT,SAME,APP/UNFAV,REPUBLCN,OMITS,75-100K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.801
STATE ONLY,13.0,12.0,22.0,SECOND CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,NOTAFFECT,50-75K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,ADACOUNTY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.74
STATE ONLY,13.0,12.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HELPSTATE,30-50K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,ADACOUNTY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.801
STATE ONLY,13.0,12.0,24.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,NOTAFFECT,50-75K,NONE,MODERATE,18-64,NONE,STATE,ADACOUNTY,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.7000000000000001
STATE ONLY,13.0,12.0,25.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,HELPSTATE,15-30K,NONE,MODERATE,18-64,NONE,STATE,ADACOUNTY,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.74
STATE ONLY,13.0,12.0,26.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,ADACOUNTY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.68
