VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPMA4,GOVTDO,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
NATIONAL YELLOW,22.0,14.0,31.0,THIRD CALL,60-64,WHITE,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,MORE,SOCIALSECUR,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,LIBERAL,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,60+,60+,DEMOCRAT,50-64,CATHOLIC,SOCIALSECUR,EXPERIENCE,0.741
NATIONAL YELLOW,22.0,14.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,NO,MORE,SOCIALSECUR,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,SOCIALSECUR,GOODJUDGMENT,0.436
NATIONAL YELLOW,22.0,14.0,33.0,THIRD CALL,40-44,WHITE,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,NO,LESS,EDUCATION,PEROT,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,30-44,40-49,IND/OTHER,40-49,CATHOLIC,EDUCATION,COMPLEXISSUE,0.455
NATIONAL YELLOW,22.0,14.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,MORE,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,HEALTHCARE,COMPLEXISSUE,0.434
NATIONAL GREY,22.0,14.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,,,,NO,,,,,,INDEPEND,HSGRAD,,15-30K,MODERATE,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,45-59,50-59,IND/OTHER,50-64,,,,0.436
NATIONAL GREY,22.0,14.0,36.0,THIRD CALL,45-49,WHITE,MALE,GORE,,,,,YES,,,,,,DEMOCRAT,COLGRAD,,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,45-59,40-49,DEMOCRAT,40-49,,,,0.453
NATIONAL GREY,22.0,14.0,37.0,THIRD CALL,40-44,WHITE,MALE,GORE,,,,,NO,,,,,,DEMOCRAT,SOMCOL/ASSOC,,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,30-44,40-49,DEMOCRAT,40-49,,,,0.455
NATIONAL GREY,22.0,14.0,38.0,THIRD CALL,30-39,OTHER,FEMALE,GORE,,,,,NO,,,,,,DEMOCRAT,COLGRAD,,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,30-44,30-39,DEMOCRAT,30-39,,,,0.436
NATIONAL GREY,22.0,14.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,,,,NO,,,,,,DEMOCRAT,SOMCOL/ASSOC,,,MODERATE,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,45-59,50-59,DEMOCRAT,50-64,,,,0.436
NATIONAL GREY,22.0,14.0,40.0,THIRD CALL,50-59,WHITE,MALE,GORE,,,,,NO,,,,,,DEMOCRAT,POSTGRAD,,30-50K,LIBERAL,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,45-59,50-59,DEMOCRAT,50-64,,,,0.455
NATIONAL GREY,22.0,14.0,41.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,,,,,NO,,,,,,INDEPEND,HSGRAD,,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,60+,60+,IND/OTHER,50-64,,,,0.714
NATIONAL PINK,22.0,14.0,42.0,THIRD CALL,60-64,WHITE,MALE,GORE,,,,,NO,,,,,,DEMOCRAT,,OTHERCHRIST,15-30K,MODERATE,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.745
NATIONAL PINK,22.0,14.0,43.0,THIRD CALL,30-39,WHITE,MALE,GORE,,,,,YES,,,,,,INDEPEND,,ELSE,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.453
NATIONAL PINK,22.0,14.0,44.0,THIRD CALL,40-44,,MALE,GORE,,,,,NO,,,,,,INDEPEND,,PROTESTANT,15-30K,LIBERAL,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.455
NATIONAL PINK,22.0,14.0,45.0,THIRD CALL,50-59,WHITE,MALE,GORE,,,,,NO,,,,,,DEMOCRAT,,CATHOLIC,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.455
NATIONAL PINK,22.0,14.0,46.0,THIRD CALL,50-59,WHITE,MALE,BUSH,,,,,YES,,,,,,INDEPEND,,CATHOLIC,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.597
NATIONAL PINK,22.0,14.0,47.0,THIRD CALL,50-59,WHITE,MALE,GORE,,,,,YES,,,,,,DEMOCRAT,,PROTESTANT,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.453
NATIONAL PINK,22.0,14.0,48.0,THIRD CALL,60-64,WHITE,MALE,GORE,,,,,YES,,,,,,DEMOCRAT,,CATHOLIC,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,OTHLRGCITIES,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.741
STATE ONLY,22.0,18.0,1.0,FIRST CALL,40-44,WHITE,MALE,BUSH,,OMITS,UNFAVORABLE,BUSH,NO,MORE,ECON/JOBS,CLINTON,SAME,OMITS,INDEPEND,COLGRAD,OTHERCHRIST,,MODERATE,18-64,NO,STATE,COMPLETE,NO/SOSHORES,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.164
STATE ONLY,22.0,18.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,NO,OMITS,OMITS,OMITS,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,,18-64,NO,STATE,COMPLETE,NO/SOSHORES,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.349
STATE ONLY,22.0,18.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,YES,MORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,NO,STATE,COMPLETE,NO/SOSHORES,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.339
STATE ONLY,22.0,18.0,4.0,FIRST CALL,25-29,OTHER,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,ELSE,OVER100K,MODERATE,18-64,YES,STATE,COMPLETE,NO/SOSHORES,18-29,25-29,DEMOCRAT,25-29,OTHER,,,1.2750000000000001
STATE ONLY,22.0,18.0,5.0,FIRST CALL,18-24,WHITE,MALE,GORE,HOWELL,APPROVE,FAVORABLE,GORE,YES,LESS,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,NO,STATE,COMPLETE,NO/SOSHORES,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.1
STATE ONLY,22.0,18.0,6.0,FIRST CALL,25-29,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,EDUCATION,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,NO,STATE,COMPLETE,NO/SOSHORES,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.2750000000000001
STATE ONLY,22.0,18.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,KENNEDY,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,NO,STATE,COMPLETE,NO/SOSHORES,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.154
STATE ONLY,22.0,18.0,8.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,YES,STATE,COMPLETE,NO/SOSHORES,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.356
STATE ONLY,22.0,18.0,9.0,FIRST CALL,45-49,WHITE,MALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,ECON/JOBS,CLINTON,SAME,APP/UNFAV,INDEPEND,POSTGRAD,JEWISH,75-100K,LIBERAL,18-64,YES,STATE,COMPLETE,NO/SOSHORES,45-59,40-49,IND/OTHER,40-49,JEWISH,,,1.302
STATE ONLY,22.0,18.0,10.0,FIRST CALL,25-29,WHITE,MALE,NADER,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,JEWISH,OVER100K,MODERATE,18-64,YES,STATE,COMPLETE,NO/SOSHORES,18-29,25-29,IND/OTHER,25-29,JEWISH,,,1.425
STATE ONLY,22.0,18.0,12.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,YES,MORE,MEDICARE/RX,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,NO,STATE,COMPLETE,NO/SOSHORES,60+,60+,IND/OTHER,50-64,CATHOLIC,,,1.301
STATE ONLY,22.0,18.0,13.0,FIRST CALL,40-44,WHITE,MALE,BUSH,KENNEDY,APPROVE,UNFAVORABLE,BUSH,YES,LESS,TAXES,DOLE,WORSE,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,YES,STATE,COMPLETE,NO/SOSHORES,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.154
STATE ONLY,22.0,18.0,14.0,FIRST CALL,50-59,WHITE,MALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,YES,LESS,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,YES,STATE,COMPLETE,NO/SOSHORES,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.294
STATE ONLY,22.0,18.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,YES,OMITS,ECON/JOBS,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,,MODERATE,18-64,YES,STATE,COMPLETE,NO/SOSHORES,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.37
STATE ONLY,22.0,18.0,16.0,SECOND CALL,75+,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,LESS,MEDICARE/RX,CLINTON,SAME,APP/FAV,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,NO,STATE,COMPLETE,NO/SOSHORES,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.264
STATE ONLY,22.0,18.0,17.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,YES,STATE,COMPLETE,NO/SOSHORES,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.038
STATE ONLY,22.0,18.0,18.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,HOWELL,APPROVE,UNFAVORABLE,BUSH,YES,LESS,SOCIALSECUR,DOLE,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,LESS15K,CONSERV,65+,YES,STATE,COMPLETE,NO/SOSHORES,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.0090000000000001
STATE ONLY,22.0,18.0,19.0,SECOND CALL,65-74,,MALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,LIBERAL,65+,YES,STATE,COMPLETE,NO/SOSHORES,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.256
STATE ONLY,22.0,18.0,20.0,SECOND CALL,45-49,WHITE,MALE,NADER,KENNEDY,APPROVE,UNFAVORABLE,GORE,YES,LESS,OMITS,PEROT,SAME,APP/UNFAV,INDEPEND,COLGRAD,NONE,30-50K,MODERATE,18-64,YES,STATE,COMPLETE,NO/SOSHORES,45-59,40-49,IND/OTHER,40-49,NONE,,,1.454
STATE ONLY,22.0,18.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,YES,STATE,COMPLETE,NO/SOSHORES,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.038
STATE ONLY,22.0,18.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,KENNEDY,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,EDUCATION,CLINTON,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,NO,STATE,COMPLETE,NO/SOSHORES,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.196
STATE ONLY,22.0,18.0,23.0,SECOND CALL,40-44,WHITE,MALE,BUSH,KENNEDY,APPROVE,FAVORABLE,BUSH,NO,MORE,OMITS,DOLE,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,OVER100K,LIBERAL,18-64,YES,STATE,COMPLETE,NO/SOSHORES,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.162
STATE ONLY,22.0,18.0,24.0,SECOND CALL,30-39,WHITE,MALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,HEALTHCARE,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,LESS15K,MODERATE,18-64,NO,STATE,COMPLETE,NO/SOSHORES,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.0030000000000001
STATE ONLY,22.0,18.0,25.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ROBINSON,APPROVE,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,DOLE,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,NO,STATE,COMPLETE,NO/SOSHORES,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.4040000000000001
STATE ONLY,22.0,18.0,26.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,,CONSERV,18-64,YES,STATE,COMPLETE,NO/SOSHORES,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.156
STATE ONLY,22.0,18.0,27.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,65+,NO,STATE,COMPLETE,NO/SOSHORES,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.309
STATE ONLY,22.0,18.0,28.0,THIRD CALL,30-39,WHITE,MALE,,KENNEDY,APPROVE,FAVORABLE,WOULDNOTVOTE,YES,OMITS,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,YES,STATE,COMPLETE,NO/SOSHORES,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.249
STATE ONLY,22.0,18.0,29.0,THIRD CALL,50-59,WHITE,MALE,GORE,HOWELL,APPROVE,FAVORABLE,GORE,YES,MORE,SOCIALSECUR,PEROT,SAME,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,CONSERV,18-64,YES,STATE,COMPLETE,NO/SOSHORES,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.123
STATE ONLY,22.0,18.0,30.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,TAXES,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,NO,STATE,COMPLETE,NO/SOSHORES,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.329
STATE ONLY,22.0,18.0,31.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,HOWELL,APPROVE,FAVORABLE,BUSH,YES,MORE,TAXES,NOVOTE,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,ELSE,15-30K,LIBERAL,18-64,NO,STATE,COMPLETE,NO/SOSHORES,18-29,18-24,IND/OTHER,18-24,OTHER,,,1.0170000000000001
STATE ONLY,22.0,18.0,32.0,THIRD CALL,45-49,WHITE,MALE,BUSH,HOWELL,APPROVE,FAVORABLE,BUSH,YES,LESS,TAXES,PEROT,SAME,APP/FAV,REPUBLCN,HSGRAD,CATHOLIC,30-50K,CONSERV,18-64,NO,STATE,COMPLETE,NO/SOSHORES,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.0030000000000001
STATE ONLY,22.0,18.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,YES,LESS,OMITS,DOLE,SAME,APP/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,YES,STATE,COMPLETE,NO/SOSHORES,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.198
STATE ONLY,22.0,18.0,34.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,WORLDAFFAIRS,CLINTON,SAME,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,LIBERAL,18-64,,STATE,COMPLETE,NO/SOSHORES,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.347
STATE ONLY,22.0,18.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,NO,STATE,COMPLETE,NO/SOSHORES,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.347
STATE ONLY,22.0,18.0,36.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,LESS,ECON/JOBS,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,OTHERCHRIST,OVER100K,LIBERAL,18-64,NO,STATE,COMPLETE,NO/SOSHORES,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.339
STATE ONLY,22.0,18.0,37.0,THIRD CALL,18-24,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,CONSERV,18-64,NO,STATE,COMPLETE,NO/SOSHORES,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,1.2670000000000001
STATE ONLY,22.0,18.0,38.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,KENNEDY,APPROVE,FAVORABLE,WOULDNOTVOTE,YES,MORE,OMITS,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,LIBERAL,18-64,YES,STATE,COMPLETE,NO/SOSHORES,60+,60+,IND/OTHER,50-64,CATHOLIC,,,1.16
STATE ONLY,22.0,18.0,39.0,THIRD CALL,50-59,WHITE,MALE,BUSH,KENNEDY,OMITS,OMITS,OMITS,YES,LESS,TAXES,OMITS,OMITS,,,,,,,18-64,,STATE,NOTCOMPLETE,NO/SOSHORES,45-59,50-59,,50-64,,,,1.154
STATE ONLY,22.0,18.0,40.0,THIRD CALL,45-49,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,LESS,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,NO,STATE,COMPLETE,NO/SOSHORES,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.302
STATE ONLY,22.0,18.0,41.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,,CONSERV,18-64,YES,STATE,COMPLETE,NO/SOSHORES,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.223
STATE ONLY,22.0,18.0,42.0,THIRD CALL,25-29,WHITE,MALE,,KENNEDY,OMITS,UNFAVORABLE,BUSH,YES,LESS,ECON/JOBS,PEROT,BETTER,OMITS,INDEPEND,COLGRAD,CATHOLIC,50-75K,LIBERAL,18-64,YES,STATE,COMPLETE,NO/SOSHORES,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.224
STATE ONLY,22.0,18.0,43.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,KENNEDY,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,OMITS,,,,,,,18-64,,STATE,NOTCOMPLETE,NO/SOSHORES,45-59,40-49,,40-49,,,,1.341
STATE ONLY,22.0,18.0,44.0,THIRD CALL,18-24,WHITE,FEMALE,NADER,HOWELL,APPROVE,FAVORABLE,GORE,YES,MORE,HEALTHCARE,PEROT,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,,LIBERAL,18-64,NO,STATE,COMPLETE,NO/SOSHORES,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.282
STATE ONLY,22.0,18.0,45.0,THIRD CALL,50-59,WHITE,MALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,YES,MORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,NO,STATE,COMPLETE,NO/SOSHORES,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.294
STATE ONLY,22.0,18.0,46.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,LESS15K,CONSERV,18-64,YES,STATE,COMPLETE,NO/SOSHORES,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,1.329
STATE ONLY,22.0,26.0,1.0,FIRST CALL,50-59,WHITE,MALE,OTHER,HOWELL,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,LESS,WORLDAFFAIRS,PEROT,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,NONE,OVER100K,CONSERV,18-64,,STATE,COMPLETE,NO/SOSHORES,45-59,50-59,IND/OTHER,50-64,NONE,,,1.1480000000000001
STATE ONLY,22.0,26.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,NO,STATE,COMPLETE,NO/SOSHORES,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.491
STATE ONLY,22.0,26.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,KENNEDY,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,NO,STATE,COMPLETE,NO/SOSHORES,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.325
STATE ONLY,22.0,26.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,YES,STATE,COMPLETE,NO/SOSHORES,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.112
STATE ONLY,22.0,26.0,5.0,FIRST CALL,75+,WHITE,MALE,BUSH,KENNEDY,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,EDUCATION,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,65+,YES,STATE,COMPLETE,NO/SOSHORES,60+,60+,REPUBLICAN,65+,CATHOLIC,,,1.242
STATE ONLY,22.0,26.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,YES,LESS,ECON/JOBS,NOVOTE,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,YES,STATE,COMPLETE,NO/SOSHORES,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.482
STATE ONLY,22.0,26.0,7.0,FIRST CALL,45-49,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,NO,STATE,COMPLETE,NO/SOSHORES,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.44
STATE ONLY,22.0,26.0,8.0,FIRST CALL,75+,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,JEWISH,75-100K,LIBERAL,65+,NO,STATE,COMPLETE,NO/SOSHORES,60+,60+,DEMOCRAT,65+,JEWISH,,,1.399
