VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,HOU,XWAY2000,PROPHEMP,PROPTAX,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,WEIGHT
STATE ONLY,2.0,10.0,32.0,SECOND CALL,18-24,ASIAN,MALE,NADER,OMITS,OMITS,YOUNG,OMITS,YES,NO,OMITS,SAME,,,,,,18-64,STATE,ANCHORAGE,18-29,18-24,,18-24,,0.445
STATE ONLY,2.0,10.0,33.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GREENE,GORE,NO,NO,CLINTON,WORSE,APP/UNFAV,INDEPEND,JEWISH,15-30K,MODERATE,18-64,STATE,ANCHORAGE,18-29,25-29,IND/OTHER,25-29,JEWISH,0.9430000000000001
STATE ONLY,2.0,10.0,34.0,SECOND CALL,75+,WHITE,MALE,BUSH,OMITS,OMITS,YOUNG,OMITS,NO,YES,OMITS,SAME,,,,,,65+,STATE,ANCHORAGE,60+,60+,,65+,,1.309
STATE ONLY,2.0,10.0,35.0,SECOND CALL,30-39,WHITE,MALE,BUCHANAN,DISAPPR,UNFAVORABLE,YOUNG,WOULDNOTVOTE,NO,NO,PEROT,BETTER,DIS/UNFAV,INDEPEND,NONE,15-30K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,NONE,0.58
STATE ONLY,2.0,10.0,36.0,SECOND CALL,25-29,WHITE,MALE,NADER,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,50-75K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,25-29,DEMOCRAT,25-29,OTHER,0.73
STATE ONLY,2.0,10.0,37.0,SECOND CALL,45-49,OTHER,MALE,GORE,OMITS,OMITS,GREENE,OMITS,NO,NO,OMITS,SAME,,,,,,18-64,STATE,ANCHORAGE,45-59,40-49,,40-49,,1.11
STATE ONLY,2.0,10.0,38.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,1.301
STATE ONLY,2.0,10.0,39.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,FAVORABLE,YOUNG,BUSH,YES,NO,NOVOTE,SAME,DIS/FAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.793
STATE ONLY,2.0,10.0,40.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,YOUNG,BUSH,NO,NO,NOVOTE,SAME,APP/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,ANCHORAGE,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,0.705
STATE ONLY,2.0,10.0,41.0,THIRD CALL,40-44,HISP,FEMALE,BUSH,APPROVE,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,75-100K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,0.811
STATE ONLY,2.0,10.0,42.0,THIRD CALL,18-24,OTHER,FEMALE,NADER,APPROVE,UNFAVORABLE,GREENE,BUSH,YES,YES,DOLE,SAME,APP/UNFAV,ELSE,NONE,LESS15K,,18-64,STATE,ANCHORAGE,18-29,18-24,IND/OTHER,18-24,NONE,0.919
STATE ONLY,2.0,10.0,43.0,THIRD CALL,25-29,OTHER,FEMALE,NADER,APPROVE,FAVORABLE,YOUNG,WOULDNOTVOTE,YES,NO,NOVOTE,BETTER,APP/FAV,INDEPEND,CATHOLIC,15-30K,CONSERV,18-64,STATE,ANCHORAGE,18-29,25-29,IND/OTHER,25-29,CATHOLIC,0.468
STATE ONLY,2.0,10.0,44.0,THIRD CALL,18-24,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,OTHER,GORE,NO,NO,DOLE,BETTER,APP/UNFAV,ELSE,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,ANCHORAGE,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,1.274
STATE ONLY,2.0,10.0,45.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.8290000000000001
STATE ONLY,2.0,10.0,46.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,CLINTON,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.756
STATE ONLY,2.0,10.0,47.0,THIRD CALL,25-29,,MALE,BUSH,APPROVE,FAVORABLE,YOUNG,BUSH,YES,NO,NOVOTE,SAME,APP/FAV,INDEPEND,ELSE,15-30K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,25-29,IND/OTHER,25-29,OTHER,0.611
STATE ONLY,2.0,10.0,48.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,ANCHORAGE,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,0.856
STATE ONLY,2.0,10.0,49.0,THIRD CALL,30-39,OTHER,FEMALE,NADER,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.636
STATE ONLY,2.0,10.0,50.0,THIRD CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,YOUNG,GORE,NO,NO,NOVOTE,BETTER,APP/FAV,INDEPEND,NONE,15-30K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,18-24,IND/OTHER,18-24,NONE,0.548
STATE ONLY,2.0,10.0,51.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,PEROT,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.872
STATE ONLY,2.0,10.0,52.0,THIRD CALL,25-29,OTHER,FEMALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,0.859
STATE ONLY,2.0,10.0,53.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,BETTER,DIS/UNFAV,INDEPEND,NONE,50-75K,,18-64,STATE,ANCHORAGE,18-29,18-24,IND/OTHER,18-24,NONE,0.845
STATE ONLY,2.0,10.0,54.0,THIRD CALL,25-29,WHITE,MALE,,DISAPPR,UNFAVORABLE,,OMITS,NO,NO,OMITS,BETTER,DIS/UNFAV,INDEPEND,NONE,,MODERATE,18-64,STATE,ANCHORAGE,18-29,25-29,IND/OTHER,25-29,NONE,0.731
STATE ONLY,2.0,10.0,55.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,YES,CLINTON,BETTER,APP/FAV,INDEPEND,,50-75K,MODERATE,18-64,STATE,ANCHORAGE,18-29,18-24,IND/OTHER,18-24,,1.029
STATE ONLY,2.0,10.0,56.0,THIRD CALL,18-24,BLACK,MALE,GORE,APPROVE,UNFAVORABLE,GREENE,GORE,YES,NO,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,0.758
STATE ONLY,2.0,10.0,57.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,1.085
STATE ONLY,2.0,10.0,58.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GREENE,GORE,NO,NO,NOVOTE,BETTER,DIS/UNFAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,1.167
STATE ONLY,2.0,10.0,59.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,FAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/FAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.8290000000000001
STATE ONLY,2.0,10.0,60.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,YOUNG,GORE,NO,YES,CLINTON,BETTER,DIS/UNFAV,INDEPEND,,OVER100K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,18-24,IND/OTHER,18-24,,0.6890000000000001
STATE ONLY,2.0,10.0,61.0,THIRD CALL,30-39,OTHER,FEMALE,GORE,APPROVE,UNFAVORABLE,YOUNG,GORE,NO,NO,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,15-30K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,0.712
STATE ONLY,2.0,10.0,62.0,THIRD CALL,25-29,OTHER,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,CATHOLIC,50-75K,MODERATE,18-64,STATE,ANCHORAGE,18-29,25-29,IND/OTHER,25-29,CATHOLIC,0.641
STATE ONLY,2.0,11.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,YES,DOLE,WORSE,DIS/UNFAV,ELSE,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.981
STATE ONLY,2.0,11.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,75-100K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.899
STATE ONLY,2.0,11.0,3.0,FIRST CALL,65-74,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,NO,NO,CLINTON,BETTER,APP/FAV,ELSE,PROTESTANT,75-100K,MODERATE,65+,STATE,ANCHORAGE,60+,60+,IND/OTHER,65+,PROT/CHRIST,1.548
STATE ONLY,2.0,11.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,APPROVE,FAVORABLE,YOUNG,BUSH,NO,NO,DOLE,WORSE,APP/FAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.899
STATE ONLY,2.0,11.0,5.0,FIRST CALL,25-29,WHITE,MALE,GORE,OMITS,OMITS,YOUNG,OMITS,YES,NO,OMITS,BETTER,,,,,,18-64,STATE,ANCHORAGE,18-29,25-29,,25-29,,0.539
STATE ONLY,2.0,11.0,6.0,FIRST CALL,40-44,WHITE,MALE,NADER,APPROVE,FAVORABLE,YOUNG,GORE,YES,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,ELSE,OVER100K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,OTHER,0.598
STATE ONLY,2.0,11.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.899
STATE ONLY,2.0,11.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.9430000000000001
STATE ONLY,2.0,11.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUCHANAN,DISAPPR,UNFAVORABLE,OTHER,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,1.458
STATE ONLY,2.0,11.0,10.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,GREENE,BUSH,YES,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,1.687
STATE ONLY,2.0,11.0,11.0,FIRST CALL,50-59,ASIAN,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,1.094
STATE ONLY,2.0,11.0,12.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,CLINTON,WORSE,DIS/UNFAV,ELSE,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,ANCHORAGE,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,0.763
STATE ONLY,2.0,11.0,13.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GREENE,GORE,NO,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,OVER100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,CATHOLIC,1.2670000000000001
STATE ONLY,2.0,11.0,14.0,FIRST CALL,65-74,BLACK,MALE,GORE,DISAPPR,UNFAVORABLE,YOUNG,GORE,YES,NO,OTHER,BETTER,DIS/UNFAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,65+,STATE,ANCHORAGE,60+,60+,DEMOCRAT,65+,PROT/CHRIST,0.8190000000000001
STATE ONLY,2.0,11.0,15.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,ANCHORAGE,60+,60+,IND/OTHER,50-64,PROT/CHRIST,1.357
STATE ONLY,2.0,11.0,16.0,SECOND CALL,18-24,WHITE,MALE,BUSH,APPROVE,FAVORABLE,YOUNG,BUSH,YES,NO,CLINTON,BETTER,APP/FAV,ELSE,CATHOLIC,50-75K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,18-24,IND/OTHER,18-24,CATHOLIC,0.662
STATE ONLY,2.0,11.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,OTHER,GORE,YES,NO,OTHER,SAME,DIS/UNFAV,INDEPEND,ELSE,15-30K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,OTHER,1.6340000000000001
STATE ONLY,2.0,11.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,OTHER,GORE,YES,NO,CLINTON,BETTER,APP/FAV,INDEPEND,NONE,OVER100K,LIBERAL,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,NONE,1.6340000000000001
STATE ONLY,2.0,11.0,19.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.899
STATE ONLY,2.0,11.0,20.0,SECOND CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,65+,STATE,ANCHORAGE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,1.181
STATE ONLY,2.0,11.0,21.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,YOUNG,GORE,YES,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,ELSE,30-50K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,18-24,DEMOCRAT,18-24,OTHER,0.5700000000000001
STATE ONLY,2.0,11.0,22.0,SECOND CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,YOUNG,GORE,YES,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,STATE,ANCHORAGE,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,0.539
STATE ONLY,2.0,11.0,23.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,CATHOLIC,75-100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,CATHOLIC,0.899
STATE ONLY,2.0,11.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,PEROT,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,75-100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.858
STATE ONLY,2.0,11.0,25.0,SECOND CALL,75+,WHITE,MALE,BUSH,APPROVE,FAVORABLE,GREENE,BUSH,NO,NO,DOLE,WORSE,APP/FAV,ELSE,NONE,75-100K,CONSERV,65+,STATE,ANCHORAGE,60+,60+,IND/OTHER,65+,NONE,1.937
STATE ONLY,2.0,11.0,26.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,YOUNG,GORE,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,0.772
STATE ONLY,2.0,11.0,27.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.899
STATE ONLY,2.0,11.0,28.0,SECOND CALL,18-24,WHITE,MALE,NADER,APPROVE,UNFAVORABLE,GREENE,GORE,YES,NO,NOVOTE,SAME,APP/UNFAV,DEMOCRAT,NONE,30-50K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,18-24,DEMOCRAT,18-24,NONE,0.791
STATE ONLY,2.0,11.0,29.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,YOUNG,GORE,YES,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,CATHOLIC,LESS15K,LIBERAL,65+,STATE,ANCHORAGE,60+,60+,DEMOCRAT,65+,CATHOLIC,0.925
STATE ONLY,2.0,11.0,30.0,SECOND CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,65+,STATE,ANCHORAGE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,1.181
STATE ONLY,2.0,11.0,31.0,SECOND CALL,30-39,WHITE,MALE,,DISAPPR,FAVORABLE,YOUNG,BUSH,YES,YES,DOLE,WORSE,DIS/FAV,REPUBLCN,CATHOLIC,15-30K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.88
STATE ONLY,2.0,11.0,32.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.8200000000000001
STATE ONLY,2.0,11.0,33.0,SECOND CALL,75+,WHITE,,GORE,APPROVE,UNFAVORABLE,,GORE,NO,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,OTHERCHRIST,15-30K,LIBERAL,65+,STATE,ANCHORAGE,60+,60+,IND/OTHER,65+,PROT/CHRIST,1.175
STATE ONLY,2.0,11.0,34.0,SECOND CALL,40-44,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,YOUNG,GORE,YES,NO,CLINTON,BETTER,DIS/UNFAV,INDEPEND,CATHOLIC,75-100K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,IND/OTHER,40-49,CATHOLIC,0.669
STATE ONLY,2.0,11.0,35.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,ANCHORAGE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.078
STATE ONLY,2.0,11.0,36.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,STATE,ANCHORAGE,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,0.801
STATE ONLY,2.0,11.0,37.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.078
STATE ONLY,2.0,11.0,38.0,SECOND CALL,65-74,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,75-100K,MODERATE,65+,STATE,ANCHORAGE,60+,60+,IND/OTHER,65+,PROT/CHRIST,1.181
STATE ONLY,2.0,11.0,39.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,ANCHORAGE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.899
STATE ONLY,2.0,11.0,40.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,,YES,OMITS,WORSE,DIS/UNFAV,REPUBLCN,,,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,,1.092
STATE ONLY,2.0,11.0,41.0,SECOND CALL,45-49,WHITE,MALE,NADER,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,PEROT,SAME,DIS/UNFAV,INDEPEND,NONE,30-50K,LIBERAL,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,NONE,0.598
STATE ONLY,2.0,11.0,42.0,SECOND CALL,40-44,OTHER,FEMALE,,APPROVE,UNFAVORABLE,,WOULDNOTVOTE,NO,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,OVER100K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,IND/OTHER,40-49,CATHOLIC,1.03
STATE ONLY,2.0,11.0,43.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,YOUNG,BUSH,YES,YES,PEROT,BETTER,APP/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,1.032
STATE ONLY,2.0,11.0,44.0,SECOND CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,,,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,MODERATE,65+,STATE,ANCHORAGE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,1.194
STATE ONLY,2.0,11.0,45.0,SECOND CALL,60-64,WHITE,,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,STATE,ANCHORAGE,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,1.242
STATE ONLY,2.0,11.0,46.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.858
STATE ONLY,2.0,11.0,47.0,SECOND CALL,25-29,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GREENE,GORE,NO,NO,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,NONE,30-50K,MODERATE,18-64,STATE,ANCHORAGE,18-29,25-29,DEMOCRAT,25-29,NONE,0.972
STATE ONLY,2.0,11.0,48.0,SECOND CALL,30-39,BLACK,MALE,,APPROVE,FAVORABLE,,WOULDNOTVOTE,YES,NO,CLINTON,BETTER,APP/FAV,ELSE,OTHERCHRIST,30-50K,,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.8280000000000001
STATE ONLY,2.0,11.0,49.0,SECOND CALL,50-59,OTHER,MALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,1.313
