VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,DROPOUT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,7.0,4.0,25.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,TAXES,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,JEWISH,OVER100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,IND/OTHER,30-39,JEWISH,,,1.099
STATE ONLY,7.0,4.0,26.0,SECOND CALL,30-39,HISP,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,OMITS,MEDICARE/RX,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.143
STATE ONLY,7.0,4.0,27.0,SECOND CALL,40-44,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.1520000000000001
STATE ONLY,7.0,4.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,TAXES,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.099
STATE ONLY,7.0,4.0,29.0,THIRD CALL,30-39,HISP,MALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,OMITS,WORLDAFFAIRS,YES,PEROT,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.237
STATE ONLY,7.0,4.0,30.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LIEBERMAN,DISAPPR,UNFAVORABLE,BUSH,MORE,ECON/JOBS,YES,CLINTON,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.347
STATE ONLY,7.0,4.0,31.0,THIRD CALL,40-44,WHITE,MALE,OTHER,,DISAPPR,FAVORABLE,WOULDNOTVOTE,MORE,HEALTHCARE,OMITS,CLINTON,WORSE,DIS/FAV,INDEPEND,NOHS,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,40-49,IND/OTHER,40-49,OTHER,,,5.476
STATE ONLY,7.0,4.0,32.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,MORE,ECON/JOBS,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.067
STATE ONLY,7.0,4.0,33.0,THIRD CALL,60-64,WHITE,MALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,YES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.295
STATE ONLY,7.0,4.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LIEBERMAN,OMITS,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,DOLE,BETTER,OMITS,INDEPEND,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.248
STATE ONLY,7.0,4.0,35.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,JEWISH,,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,40-49,DEMOCRAT,40-49,JEWISH,,,1.099
STATE ONLY,7.0,4.0,36.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,LIEBERMAN,DISAPPR,UNFAVORABLE,OMITS,OMITS,OMITS,NO,DOLE,BETTER,DIS/UNFAV,ELSE,COLGRAD,CATHOLIC,,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.099
STATE ONLY,7.0,4.0,37.0,THIRD CALL,40-44,BLACK,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.237
STATE ONLY,7.0,4.0,38.0,THIRD CALL,30-39,WHITE,MALE,BUSH,GIORDANO,APPROVE,UNFAVORABLE,BUSH,MORE,TAXES,NO,PEROT,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.1520000000000001
STATE ONLY,7.0,4.0,39.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LIEBERMAN,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.347
STATE ONLY,7.0,4.0,40.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,LIEBERMAN,OMITS,OMITS,OMITS,MORE,EDUCATION,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,COAST/NYSUBS,18-29,18-24,,18-24,,,,0.97
STATE ONLY,7.0,4.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.099
STATE ONLY,7.0,4.0,42.0,THIRD CALL,40-44,OTHER,FEMALE,NADER,OTHER,DISAPPR,UNFAVORABLE,GORE,LESS,WORLDAFFAIRS,NO,OTHER,SAME,DIS/UNFAV,,SOMCOL/ASSOC,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,40-49,,40-49,NONE,,,1.973
STATE ONLY,7.0,4.0,43.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,GIORDANO,OMITS,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,OMITS,DOLE,SAME,OMITS,REPUBLCN,COLGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.067
STATE ONLY,7.0,4.0,44.0,THIRD CALL,40-44,WHITE,MALE,BUSH,LIEBERMAN,APPROVE,OMITS,BUSH,LESS,OMITS,NO,CLINTON,BETTER,OMITS,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.347
STATE ONLY,7.0,5.0,1.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,LIEBERMAN,APPROVE,UNFAVORABLE,BUSH,MORE,OMITS,NO,CLINTON,SAME,APP/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,0.68
STATE ONLY,7.0,5.0,2.0,FIRST CALL,30-39,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.578
STATE ONLY,7.0,5.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,LESS,OMITS,YES,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,DEMOCRAT,50-64,JEWISH,,,0.552
STATE ONLY,7.0,5.0,4.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,OMITS,GORE,MORE,OMITS,YES,CLINTON,BETTER,OMITS,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.552
STATE ONLY,7.0,5.0,5.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,LIEBERMAN,APPROVE,FAVORABLE,BUSH,MORE,OMITS,NO,DOLE,SAME,APP/FAV,INDEPEND,NOHS,CATHOLIC,LESS15K,MODERATE,65+,STATE,COMPLETE,COAST/NYSUBS,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.68
STATE ONLY,7.0,5.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,MORE,OMITS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.534
STATE ONLY,7.0,5.0,7.0,FIRST CALL,75+,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,COAST/NYSUBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.629
STATE ONLY,7.0,5.0,8.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,LESS15K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.583
STATE ONLY,7.0,5.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,MORE,SOCIALSECUR,YES,PEROT,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.578
STATE ONLY,7.0,5.0,10.0,FIRST CALL,40-44,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,40-49,REPUBLICAN,40-49,OTHER,,,0.578
STATE ONLY,7.0,5.0,11.0,FIRST CALL,18-24,WHITE,MALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,OMITS,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.525
STATE ONLY,7.0,5.0,12.0,SECOND CALL,18-24,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,NOVOTE,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.525
STATE ONLY,7.0,5.0,13.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.552
STATE ONLY,7.0,5.0,14.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,GIORDANO,APPROVE,UNFAVORABLE,BUSH,LESS,EDUCATION,YES,DOLE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.534
STATE ONLY,7.0,5.0,15.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.534
STATE ONLY,7.0,5.0,16.0,SECOND CALL,18-24,BLACK,MALE,NADER,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,OMITS,NO,CLINTON,WORSE,APP/UNFAV,ELSE,NOHS,NONE,,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,18-24,IND/OTHER,18-24,NONE,,,0.56
STATE ONLY,7.0,5.0,17.0,THIRD CALL,40-44,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,TAXES,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.595
STATE ONLY,7.0,5.0,18.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,LESS,TAXES,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.552
STATE ONLY,7.0,5.0,19.0,THIRD CALL,75+,WHITE,MALE,BUSH,GIORDANO,DISAPPR,FAVORABLE,BUSH,MORE,MEDICARE/RX,YES,DOLE,BETTER,DIS/FAV,ELSE,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,65+,STATE,COMPLETE,COAST/NYSUBS,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.629
STATE ONLY,7.0,5.0,20.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,OMITS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.534
STATE ONLY,7.0,5.0,21.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LIEBERMAN,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.623
STATE ONLY,7.0,5.0,22.0,THIRD CALL,65-74,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,LIBERAL,65+,STATE,COMPLETE,COAST/NYSUBS,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.65
STATE ONLY,7.0,5.0,23.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,GIORDANO,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,WORSE,APP/FAV,REPUBLCN,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.47100000000000003
STATE ONLY,7.0,5.0,24.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,DOLE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.468
STATE ONLY,7.0,5.0,25.0,THIRD CALL,65-74,WHITE,MALE,GORE,GIORDANO,APPROVE,UNFAVORABLE,GORE,MORE,MEDICARE/RX,YES,OTHER,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,JEWISH,OVER100K,LIBERAL,65+,STATE,COMPLETE,COAST/NYSUBS,60+,60+,IND/OTHER,65+,JEWISH,,,0.555
STATE ONLY,7.0,5.0,26.0,THIRD CALL,50-59,WHITE,MALE,GORE,LIEBERMAN,DISAPPR,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,DEMOCRAT,50-64,JEWISH,,,0.595
STATE ONLY,7.0,5.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,NADER,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.5660000000000001
STATE ONLY,7.0,5.0,28.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.485
STATE ONLY,7.0,5.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,LESS,MEDICARE/RX,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.552
STATE ONLY,7.0,5.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,GIORDANO,APPROVE,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.534
STATE ONLY,7.0,5.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LIEBERMAN,APPROVE,UNFAVORABLE,BUSH,MORE,ECON/JOBS,YES,CLINTON,WORSE,APP/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.623
STATE ONLY,7.0,5.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.534
STATE ONLY,7.0,5.0,33.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,LIEBERMAN,DISAPPR,UNFAVORABLE,GORE,LESS,MEDICARE/RX,YES,CLINTON,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.552
STATE ONLY,7.0,5.0,34.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,LESS,TAXES,NO,CLINTON,WORSE,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,JEWISH,75-100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,40-49,IND/OTHER,40-49,JEWISH,,,0.552
STATE ONLY,7.0,5.0,35.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,NOHS,CATHOLIC,LESS15K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.485
STATE ONLY,7.0,5.0,36.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,OMITS,SOCIALSECUR,NO,CLINTON,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,65+,STATE,COMPLETE,COAST/NYSUBS,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.601
STATE ONLY,7.0,5.0,37.0,THIRD CALL,30-39,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.595
STATE ONLY,7.0,5.0,38.0,THIRD CALL,40-44,WHITE,MALE,GORE,GIORDANO,APPROVE,UNFAVORABLE,GORE,LESS,EDUCATION,YES,CLINTON,SAME,APP/UNFAV,INDEPEND,POSTGRAD,JEWISH,75-100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,40-49,IND/OTHER,40-49,JEWISH,,,0.508
STATE ONLY,7.0,5.0,39.0,THIRD CALL,30-39,WHITE,MALE,NADER,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,CLINTON,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.522
STATE ONLY,7.0,5.0,40.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,MORE,ECON/JOBS,YES,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.534
STATE ONLY,7.0,5.0,41.0,THIRD CALL,45-49,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.578
STATE ONLY,7.0,5.0,42.0,THIRD CALL,50-59,ASIAN,FEMALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,OMITS,DOLE,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.598
STATE ONLY,7.0,5.0,43.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,OMITS,OMITS,YES,NOVOTE,SAME,APP/UNFAV,,SOMCOL/ASSOC,PROTESTANT,50-75K,,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,25-29,,25-29,PROT/CHRIST,,,0.528
STATE ONLY,7.0,5.0,44.0,THIRD CALL,30-39,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.595
STATE ONLY,7.0,5.0,45.0,THIRD CALL,25-29,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,NOVOTE,BETTER,APP/FAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,0.525
STATE ONLY,7.0,5.0,46.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,OMITS,MEDICARE/RX,NO,PEROT,SAME,APP/UNFAV,INDEPEND,COLGRAD,NONE,OVER100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,IND/OTHER,50-64,NONE,,,0.552
STATE ONLY,7.0,5.0,47.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LIEBERMAN,APPROVE,FAVORABLE,BUSH,MORE,OMITS,NO,CLINTON,BETTER,APP/FAV,ELSE,COLGRAD,JEWISH,OVER100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,IND/OTHER,30-39,JEWISH,,,0.675
