VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,SSEXFEEL,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,46.0,12.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,JEFFORDS,DEAN,DISAPPR,UNFAVORABLE,SANDERS,BUSH,WORLDAFFAIRS,PEROT,SAME,DIS/UNFAV,SUPPORTIVE,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.864
STATE ONLY,46.0,12.0,8.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,JEFFORDS,POLLINA,APPROVE,UNFAVORABLE,SANDERS,BUSH,HEALTHCARE,NOVOTE,BETTER,APP/UNFAV,ANGRY,INDEPEND,HSGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,2.124
STATE ONLY,46.0,12.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,JEFFORDS,DEAN,DISAPPR,UNFAVORABLE,DIAMOND,BUSH,WORLDAFFAIRS,CLINTON,BETTER,DIS/UNFAV,SUPPORTIVE,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.285
STATE ONLY,46.0,12.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,FLANAGAN,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,MEDICARE/RX,DOLE,BETTER,DIS/UNFAV,OPPOSED,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.37
STATE ONLY,46.0,12.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,TAXES,CLINTON,BETTER,APP/FAV,ENTHUSIASTIC,DEMOCRAT,POSTGRAD,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.556
STATE ONLY,46.0,12.0,12.0,FIRST CALL,40-44,WHITE,MALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,SUPPORTIVE,INDEPEND,COLGRAD,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.629
STATE ONLY,46.0,12.0,13.0,FIRST CALL,65-74,WHITE,FEMALE,,,,OMITS,FAVORABLE,SANDERS,WOULDNOTVOTE,MEDICARE/RX,NOVOTE,SAME,OMITS,ANGRY,ELSE,HSGRAD,PROTESTANT,,,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.631
STATE ONLY,46.0,12.0,14.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,DIAMOND,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,ENTHUSIASTIC,INDEPEND,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.074
STATE ONLY,46.0,12.0,15.0,FIRST CALL,30-39,OTHER,FEMALE,BUSH,OTHER,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,SOCIALSECUR,PEROT,WORSE,DIS/UNFAV,OPPOSED,ELSE,HSGRAD,JEWISH,LESS15K,,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,IND/OTHER,30-39,JEWISH,,,1.978
STATE ONLY,46.0,12.0,16.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,DIAMOND,GORE,WORLDAFFAIRS,CLINTON,SAME,APP/FAV,ENTHUSIASTIC,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,18-24,DEMOCRAT,18-24,OTHER,,,1.193
STATE ONLY,46.0,12.0,17.0,FIRST CALL,75+,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,MEDICARE/RX,CLINTON,SAME,APP/UNFAV,OPPOSED,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,LIBERAL,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.784
STATE ONLY,46.0,12.0,18.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,FLANAGAN,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,OPPOSED,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.307
STATE ONLY,46.0,12.0,19.0,FIRST CALL,45-49,WHITE,MALE,GORE,JEFFORDS,DWYER,APPROVE,FAVORABLE,DIAMOND,GORE,OMITS,NOVOTE,SAME,APP/FAV,ANGRY,DEMOCRAT,NOHS,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.5010000000000001
STATE ONLY,46.0,12.0,20.0,FIRST CALL,60-64,WHITE,MALE,BUSH,HUBBARD,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,EDUCATION,DOLE,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.037
STATE ONLY,46.0,12.0,21.0,FIRST CALL,45-49,WHITE,MALE,GORE,FLANAGAN,DEAN,APPROVE,UNFAVORABLE,DIAMOND,GORE,ECON/JOBS,CLINTON,SAME,APP/UNFAV,SUPPORTIVE,DEMOCRAT,COLGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,DEMOCRAT,40-49,NONE,,,1.124
STATE ONLY,46.0,12.0,22.0,FIRST CALL,60-64,WHITE,MALE,GORE,FLANAGAN,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,WORLDAFFAIRS,CLINTON,SAME,APP/UNFAV,ENTHUSIASTIC,DEMOCRAT,POSTGRAD,NONE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,DEMOCRAT,50-64,NONE,,,1.414
STATE ONLY,46.0,12.0,23.0,FIRST CALL,65-74,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,FAVORABLE,SANDERS,BUSH,MEDICARE/RX,DOLE,WORSE,DIS/FAV,SUPPORTIVE,REPUBLCN,HSGRAD,PROTESTANT,LESS15K,CONSERV,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.722
STATE ONLY,46.0,12.0,24.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,HEALTHCARE,CLINTON,SAME,APP/FAV,SUPPORTIVE,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.784
STATE ONLY,46.0,12.0,25.0,FIRST CALL,60-64,WHITE,MALE,BUSH,JEFFORDS,POLLINA,DISAPPR,UNFAVORABLE,SANDERS,BUSH,HEALTHCARE,DOLE,WORSE,DIS/UNFAV,OPPOSED,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.741
STATE ONLY,46.0,12.0,26.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,JEFFORDS,POLLINA,APPROVE,UNFAVORABLE,SANDERS,BUSH,OMITS,CLINTON,SAME,APP/UNFAV,SUPPORTIVE,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.6600000000000001
STATE ONLY,46.0,12.0,27.0,FIRST CALL,60-64,WHITE,MALE,BUSH,FLANAGAN,DWYER,DISAPPR,UNFAVORABLE,SANDERS,BUSH,TAXES,PEROT,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,HSGRAD,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.304
STATE ONLY,46.0,12.0,28.0,FIRST CALL,50-59,WHITE,MALE,GORE,FLANAGAN,POLLINA,APPROVE,FAVORABLE,SANDERS,GORE,WORLDAFFAIRS,CLINTON,SAME,APP/FAV,ENTHUSIASTIC,INDEPEND,COLGRAD,JEWISH,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,IND/OTHER,50-64,JEWISH,,,1.668
STATE ONLY,46.0,12.0,29.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,,DWYER,APPROVE,UNFAVORABLE,,BUSH,OMITS,CLINTON,BETTER,APP/UNFAV,ANGRY,,HSGRAD,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,,65+,PROT/CHRIST,,,1.472
STATE ONLY,46.0,12.0,30.0,FIRST CALL,40-44,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,OTHER,BETTER,APP/FAV,SUPPORTIVE,INDEPEND,COLGRAD,JEWISH,75-100K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,IND/OTHER,40-49,JEWISH,,,2.148
STATE ONLY,46.0,12.0,31.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,JEFFORDS,POLLINA,DISAPPR,UNFAVORABLE,KERIN,BUSH,SOCIALSECUR,DOLE,WORSE,DIS/UNFAV,OPPOSED,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.742
STATE ONLY,46.0,12.0,32.0,SECOND CALL,45-49,WHITE,MALE,BUSH,OTHER,DWYER,APPROVE,FAVORABLE,SANDERS,BUSH,SOCIALSECUR,PEROT,SAME,APP/FAV,OPPOSED,INDEPEND,HSGRAD,,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,IND/OTHER,40-49,,,,2.273
STATE ONLY,46.0,12.0,33.0,SECOND CALL,50-59,WHITE,,GORE,FLANAGAN,DWYER,APPROVE,FAVORABLE,SANDERS,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,ENTHUSIASTIC,DEMOCRAT,POSTGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.574
STATE ONLY,46.0,12.0,34.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,OMITS,NOVOTE,BETTER,DIS/UNFAV,OPPOSED,REPUBLCN,HSGRAD,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.725
STATE ONLY,46.0,12.0,35.0,SECOND CALL,18-24,WHITE,MALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,EDUCATION,DOLE,BETTER,APP/FAV,ENTHUSIASTIC,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.813
STATE ONLY,46.0,12.0,36.0,SECOND CALL,60-64,WHITE,MALE,BUSH,JEFFORDS,DWYER,OMITS,UNFAVORABLE,OTHER,BUSH,OMITS,DOLE,BETTER,OMITS,OPPOSED,REPUBLCN,COLGRAD,PROTESTANT,15-30K,,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,2.144
STATE ONLY,46.0,12.0,37.0,SECOND CALL,18-24,WHITE,MALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,ENTHUSIASTIC,ELSE,POSTGRAD,PROTESTANT,,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.813
STATE ONLY,46.0,12.0,38.0,THIRD CALL,50-59,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,OPPOSED,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.807
STATE ONLY,46.0,12.0,39.0,THIRD CALL,60-64,WHITE,MALE,BUSH,OTHER,POLLINA,APPROVE,UNFAVORABLE,SANDERS,WOULDNOTVOTE,WORLDAFFAIRS,CLINTON,SAME,APP/UNFAV,OPPOSED,INDEPEND,HSGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.995
STATE ONLY,46.0,12.0,40.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,KERIN,BUSH,HEALTHCARE,DOLE,SAME,APP/UNFAV,OMITS,REPUBLCN,HSGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.725
STATE ONLY,46.0,12.0,41.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,EDUCATION,DOLE,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,1.9180000000000001
STATE ONLY,46.0,12.0,42.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,HEALTHCARE,NOVOTE,BETTER,APP/UNFAV,ENTHUSIASTIC,DEMOCRAT,COLGRAD,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,25-29,DEMOCRAT,25-29,NONE,,,2.281
STATE ONLY,46.0,12.0,43.0,THIRD CALL,18-24,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,EDUCATION,NOVOTE,BETTER,APP/FAV,ENTHUSIASTIC,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,2.3930000000000002
STATE ONLY,46.0,12.0,44.0,THIRD CALL,75+,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,SANDERS,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,ANGRY,REPUBLCN,,CATHOLIC,15-30K,CONSERV,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,REPUBLICAN,65+,CATHOLIC,,,1.722
STATE ONLY,46.0,12.0,45.0,THIRD CALL,18-24,WHITE,MALE,GORE,FLANAGAN,POLLINA,APPROVE,UNFAVORABLE,DIAMOND,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,SUPPORTIVE,ELSE,SOMCOL/ASSOC,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,18-24,IND/OTHER,18-24,NONE,,,1.281
STATE ONLY,46.0,16.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,SOCIALSECUR,CLINTON,SAME,APP/UNFAV,SUPPORTIVE,DEMOCRAT,HSGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.9380000000000001
STATE ONLY,46.0,16.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,ENTHUSIASTIC,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,45-59,40-49,DEMOCRAT,40-49,NONE,,,1.234
STATE ONLY,46.0,16.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,ENTHUSIASTIC,INDEPEND,POSTGRAD,NONE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,IND/OTHER,50-64,NONE,,,1.234
STATE ONLY,46.0,16.0,4.0,FIRST CALL,65-74,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,SANDERS,BUSH,OMITS,DOLE,BETTER,DIS/UNFAV,OPPOSED,REPUBLCN,POSTGRAD,CATHOLIC,75-100K,MODERATE,65+,STATE,COMPLETE,BURLINGTON,60+,60+,REPUBLICAN,65+,CATHOLIC,,,1.709
STATE ONLY,46.0,16.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,JEFFORDS,DWYER,APPROVE,FAVORABLE,SANDERS,GORE,OMITS,CLINTON,SAME,APP/FAV,OPPOSED,DEMOCRAT,SOMCOL/ASSOC,JEWISH,15-30K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,45-59,40-49,DEMOCRAT,40-49,JEWISH,,,1.252
STATE ONLY,46.0,16.0,6.0,FIRST CALL,45-49,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,BUSH,WORLDAFFAIRS,CLINTON,SAME,APP/FAV,SUPPORTIVE,ELSE,POSTGRAD,JEWISH,50-75K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,45-59,40-49,IND/OTHER,40-49,JEWISH,,,1.399
STATE ONLY,46.0,16.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,SANDERS,BUSH,OMITS,DOLE,BETTER,APP/UNFAV,ANGRY,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.252
STATE ONLY,46.0,16.0,8.0,FIRST CALL,50-59,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,SANDERS,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.252
STATE ONLY,46.0,16.0,9.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,ENTHUSIASTIC,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.234
STATE ONLY,46.0,16.0,10.0,FIRST CALL,50-59,WHITE,MALE,NADER,JEFFORDS,POLLINA,APPROVE,UNFAVORABLE,SANDERS,WOULDNOTVOTE,MEDICARE/RX,OTHER,BETTER,APP/UNFAV,ENTHUSIASTIC,INDEPEND,POSTGRAD,ELSE,75-100K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,IND/OTHER,50-64,OTHER,,,1.278
STATE ONLY,46.0,16.0,11.0,FIRST CALL,45-49,WHITE,MALE,NADER,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,SUPPORTIVE,DEMOCRAT,POSTGRAD,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,45-59,40-49,DEMOCRAT,40-49,OTHER,,,1.25
STATE ONLY,46.0,16.0,12.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,DIAMOND,GORE,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,SUPPORTIVE,DEMOCRAT,POSTGRAD,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.853
STATE ONLY,46.0,16.0,13.0,FIRST CALL,30-39,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,OMITS,CLINTON,BETTER,APP/UNFAV,ENTHUSIASTIC,DEMOCRAT,COLGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.399
STATE ONLY,46.0,16.0,14.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,HUBBARD,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,OMITS,CLINTON,SAME,APP/UNFAV,ENTHUSIASTIC,INDEPEND,POSTGRAD,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,IND/OTHER,30-39,NONE,,,0.8160000000000001
STATE ONLY,46.0,16.0,15.0,FIRST CALL,60-64,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,HEALTHCARE,DOLE,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,POSTGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,1.559
STATE ONLY,46.0,16.0,16.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,SUPPORTIVE,INDEPEND,COLGRAD,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,30-44,40-49,IND/OTHER,40-49,NONE,,,0.9380000000000001
STATE ONLY,46.0,16.0,17.0,FIRST CALL,30-39,HISP,MALE,BUSH,JEFFORDS,DEAN,DISAPPR,UNFAVORABLE,SANDERS,BUSH,EDUCATION,CLINTON,SAME,DIS/UNFAV,SUPPORTIVE,INDEPEND,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.854
STATE ONLY,46.0,16.0,18.0,FIRST CALL,65-74,WHITE,MALE,GORE,FLANAGAN,POLLINA,APPROVE,OMITS,SANDERS,GORE,WORLDAFFAIRS,CLINTON,SAME,OMITS,ENTHUSIASTIC,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,65+,STATE,COMPLETE,BURLINGTON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.481
STATE ONLY,46.0,16.0,19.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,SANDERS,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,65+,STATE,COMPLETE,BURLINGTON,60+,60+,REPUBLICAN,65+,CATHOLIC,,,1.5070000000000001
STATE ONLY,46.0,16.0,20.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,MEDICARE/RX,DOLE,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,NOHS,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.0070000000000001
STATE ONLY,46.0,16.0,21.0,FIRST CALL,40-44,WHITE,MALE,BUSH,JEFFORDS,DEAN,DISAPPR,UNFAVORABLE,KERIN,BUSH,ECON/JOBS,CLINTON,SAME,DIS/UNFAV,SUPPORTIVE,INDEPEND,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.127
STATE ONLY,46.0,16.0,22.0,FIRST CALL,40-44,BLACK,MALE,BUSH,OTHER,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,EDUCATION,DOLE,BETTER,DIS/UNFAV,OPPOSED,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.907
STATE ONLY,46.0,16.0,23.0,FIRST CALL,50-59,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,OMITS,DOLE,WORSE,DIS/UNFAV,OPPOSED,INDEPEND,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.141
STATE ONLY,46.0,16.0,24.0,FIRST CALL,40-44,WHITE,MALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,SUPPORTIVE,INDEPEND,POSTGRAD,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,BURLINGTON,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.061
STATE ONLY,46.0,16.0,25.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,SAME,APP/UNFAV,ENTHUSIASTIC,DEMOCRAT,POSTGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,BURLINGTON,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.234
