VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,JEANCARN,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,GUN,WEIGHT
STATE ONLY,26.0,4.0,11.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,SOCIALSECUR,HONEST,YES,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,RURAL,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.317
STATE ONLY,26.0,4.0,12.0,SECOND CALL,40-44,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,TAXES,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,OPPOSE,1.317
STATE ONLY,26.0,4.0,13.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,OMITS,HONEST,YES,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,NO,REPUBLCN,RURAL,HSGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,1.346
STATE ONLY,26.0,4.0,14.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,OMITS,HONEST,YES,NOVOTE,NONE,ALWYSILL,WORSE,DIS/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,1.566
STATE ONLY,26.0,4.0,15.0,SECOND CALL,40-44,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,TAXES,HONEST,NO,CLINTON,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,REPUBLCN,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,BOTH,BOTH,ISSUES,,,OPPOSE,1.317
STATE ONLY,26.0,4.0,16.0,SECOND CALL,30-39,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,ECON/JOBS,HONEST,NO,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,YES,REPUBLCN,RURAL,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,CONSERV,18-64,OTHRPROGRAMS,STATE,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.317
STATE ONLY,26.0,4.0,17.0,SECOND CALL,50-59,WHITE,MALE,BUSH,ASHCROFT,HOLDEN,APPROVE,FAVORABLE,BUSH,OMITS,ASHCROFT,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,YES,INDEPEND,RURAL,POSTGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,SUPPORT,1.1500000000000001
STATE ONLY,26.0,4.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,NADER,OTHER,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,WOULDNOTVOTE,SMCITY/RURAL,WORLDAFFAIRS,HONEST,NO,CLINTON,NONE,MOSTILL,WORSE,DIS/UNFAV,YES,INDEPEND,RURAL,POSTGRAD,PROTESTANT,MORETHAN1AWK,15-30K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,NEITHER,BOTH,PERSONALQUAL,,,SUPPORT,1.603
STATE ONLY,26.0,4.0,19.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,MORE,ASHCROFT,SMCITY/RURAL,HEALTHCARE,CARES,YES,NOVOTE,NONE,ALWYSILL,SAME,DIS/UNFAV,YES,REPUBLCN,RURAL,,ELSE,AFEWAYEAR,LESS15K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,18-29,18-24,REPUBLICAN,18-24,OTHER,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,SUPPORT,1.566
STATE ONLY,26.0,4.0,20.0,SECOND CALL,30-39,HISP,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,OMITS,OMITS,YES,NOVOTE,NONE,ALWYSILL,SAME,DIS/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,LESS15K,YES,YES,CONSERV,18-64,OMITS,STATE,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYBUSH,PERSONALQUAL,,,SUPPORT,0.997
STATE ONLY,26.0,4.0,21.0,SECOND CALL,25-29,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,TAXES,HONEST,NO,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,ELSE,RURAL,SOMCOL/ASSOC,ELSE,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,18-29,25-29,IND/OTHER,25-29,OTHER,BOTH,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.5290000000000001
STATE ONLY,26.0,4.0,22.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,TAXES,GOODJUDGMENT,YES,DOLE,NONE,ALWYSILL,WORSE,DIS/UNFAV,NO,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.346
STATE ONLY,26.0,4.0,23.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,OTHER,HOLDEN,DISAPPR,UNFAVORABLE,GORE,LESS,WOULDNOTVOTE,SMCITY/RURAL,OMITS,COMPLEXISSUE,NO,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,DEMOCRAT,RURAL,COLGRAD,PROTESTANT,AFEWAYEAR,50-75K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,SUPPORT,0.741
STATE ONLY,26.0,4.0,24.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SMCITY/RURAL,EDUCATION,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,COLGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,SUPPORT,1.357
STATE ONLY,26.0,4.0,25.0,THIRD CALL,50-59,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,ECON/JOBS,HONEST,NO,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,INDEPEND,RURAL,POSTGRAD,NONE,NEVER,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,NONE,BOTH,ONLYGORE,PERSONALQUAL,,,SUPPORT,1.317
STATE ONLY,26.0,4.0,26.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,GORE,LESS,ASHCROFT,SMCITY/RURAL,MEDICARE/RX,EXPERIENCE,YES,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,NO,REPUBLCN,RURAL,NOHS,OTHERCHRIST,ONCEAWEEK,LESS15K,NO,NO,LIBERAL,65+,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,ONLYGORE,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.931
STATE ONLY,26.0,4.0,27.0,THIRD CALL,18-24,WHITE,FEMALE,BUCHANAN,CARNAHAN,HOLDEN,APPROVE,UNFAVORABLE,BUSH,LESS,OMITS,SMCITY/RURAL,EDUCATION,STRONGLEADER,NO,NOVOTE,NONE,ALWYSILL,SAME,APP/UNFAV,NO,REPUBLCN,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,NO,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,BOTH,OMITS,ISSUES,,,SUPPORT,0.71
STATE ONLY,26.0,4.0,28.0,THIRD CALL,30-39,WHITE,MALE,GORE,CARNAHAN,HOLDEN,DISAPPR,UNFAVORABLE,GORE,MORE,JEANCARNAHAN,SMCITY/RURAL,OMITS,GOODJUDGMENT,NO,DOLE,SOMEONEELSE,MOSTILL,BETTER,DIS/UNFAV,YES,REPUBLCN,RURAL,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,OPPOSE,1.325
STATE ONLY,26.0,4.0,29.0,THIRD CALL,25-29,WHITE,,BUSH,ASHCROFT,TALENT,APPROVE,UNFAVORABLE,BUSH,LESS,ASHCROFT,SMCITY/RURAL,OMITS,HONEST,NO,DOLE,NONE,ALWYSILL,BETTER,APP/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,NO,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.5290000000000001
STATE ONLY,26.0,4.0,30.0,THIRD CALL,18-24,WHITE,MALE,BUSH,CARNAHAN,HOLDEN,DISAPPR,UNFAVORABLE,BUSH,MORE,WOULDNOTVOTE,SMCITY/RURAL,WORLDAFFAIRS,STRONGLEADER,NO,NOVOTE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,15-30K,YES,YES,,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,1.321
STATE ONLY,26.0,5.0,1.0,FIRST CALL,18-24,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,OMITS,NOVOTE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH/SOEAST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.078
STATE ONLY,26.0,5.0,2.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,TAXES,HONEST,NO,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH/SOEAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.978
STATE ONLY,26.0,5.0,3.0,FIRST CALL,40-44,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,EDUCATION,STRONGLEADER,NO,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,INDEPEND,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOEAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,SUPPORT,0.978
STATE ONLY,26.0,5.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,TAXES,GOODJUDGMENT,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,COLGRAD,PROTESTANT,AFEWAMONTH,30-50K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH/SOEAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,SUPPORT,0.796
STATE ONLY,26.0,5.0,5.0,FIRST CALL,18-24,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,UNFAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,NOVOTE,ME,MOSTLGL,SAME,APP/UNFAV,NO,DEMOCRAT,50-500K,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,NO,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOEAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,ONLYGORE,OMITS,ISSUES,,,OMITS,0.89
STATE ONLY,26.0,5.0,6.0,FIRST CALL,45-49,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,AFEWAMONTH,50-75K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTH/SOEAST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,SUPPORT,0.809
STATE ONLY,26.0,5.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,NO,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,INDEPEND,50-500K,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH/SOEAST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,SUPPORT,0.978
STATE ONLY,26.0,5.0,8.0,FIRST CALL,45-49,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,UNFAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,EDUCATION,OMITS,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,INDEPEND,50-500K,POSTGRAD,ELSE,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOEAST,45-59,40-49,IND/OTHER,40-49,OTHER,BOTH,ONLYGORE,ISSUES,,,SUPPORT,0.809
STATE ONLY,26.0,5.0,9.0,FIRST CALL,50-59,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,UNFAVORABLE,GORE,OMITS,JEANCARNAHAN,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,YES,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,OPPOSE,0.809
STATE ONLY,26.0,5.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,POSTGRAD,OTHERCHRIST,AFEWAYEAR,OVER100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.978
STATE ONLY,26.0,5.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,EDUCATION,HONEST,YES,DOLE,SOMEONEELSE,MOSTILL,SAME,DIS/UNFAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH/SOEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,OPPOSE,0.963
STATE ONLY,26.0,5.0,13.0,FIRST CALL,18-24,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,ASHCROFT,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,NO,NOVOTE,NONE,MOSTLGL,SAME,APP/FAV,NO,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,AFEWAMONTH,OVER100K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH/SOEAST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,BOTH,BOTH,ISSUES,,,SUPPORT,0.89
STATE ONLY,26.0,5.0,14.0,SECOND CALL,18-24,OTHER,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,NO,NOVOTE,NONE,ALWYSILL,BETTER,APP/FAV,NO,INDEPEND,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH/SOEAST,18-29,18-24,IND/OTHER,18-24,CATHOLIC,NEITHER,BOTH,ISSUES,,,SUPPORT,0.876
STATE ONLY,26.0,5.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,ECON/JOBS,CARES,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOEAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,OPPOSE,0.796
STATE ONLY,26.0,5.0,16.0,SECOND CALL,40-44,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,MOSTLGL,WORSE,DIS/UNFAV,YES,REPUBLCN,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOEAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,NEITHER,PERSONALQUAL,,,OPPOSE,0.978
STATE ONLY,26.0,5.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,EDUCATION,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,POSTGRAD,ELSE,AFEWAYEAR,50-75K,YES,NO,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTH/SOEAST,30-44,30-39,DEMOCRAT,30-39,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,0.796
STATE ONLY,26.0,5.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,TAXES,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,INDEPEND,50-500K,COLGRAD,OTHERCHRIST,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH/SOEAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,SUPPORT,0.963
STATE ONLY,26.0,5.0,19.0,SECOND CALL,60-64,WHITE,MALE,BUSH,ASHCROFT,TALENT,APPROVE,UNFAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,TAXES,HONEST,NO,DOLE,NONE,ALWYSILL,SAME,APP/UNFAV,NO,REPUBLCN,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH/SOEAST,60+,60+,REPUBLICAN,50-64,CATHOLIC,BOTH,ONLYGORE,PERSONALQUAL,,,SUPPORT,1.232
STATE ONLY,26.0,5.0,20.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,OMITS,OMITS,JEANCARNAHAN,CITYOVER50K,WORLDAFFAIRS,STRONGLEADER,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,,YES,YES,,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOEAST,18-29,18-24,DEMOCRAT,18-24,OTHER,ONLYGORE,BOTH,ISSUES,,,SUPPORT,0.876
STATE ONLY,26.0,5.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,OMITS,HONEST,NO,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,NO,REPUBLCN,50-500K,COLGRAD,PROTESTANT,OMITS,75-100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH/SOEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.963
STATE ONLY,26.0,5.0,22.0,SECOND CALL,30-39,HISP,FEMALE,BUSH,ASHCROFT,TALENT,APPROVE,UNFAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,OMITS,EXPERIENCE,NO,DOLE,NONE,MOSTLGL,BETTER,APP/UNFAV,NO,ELSE,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH/SOEAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,SUPPORT,1.365
STATE ONLY,26.0,5.0,23.0,THIRD CALL,30-39,BLACK,MALE,BUSH,CARNAHAN,HOLDEN,APPROVE,OMITS,BUSH,LESS,ASHCROFT,CITYOVER50K,MEDICARE/RX,STRONGLEADER,NO,CLINTON,SOMEONEELSE,ALWYSLGL,WORSE,OMITS,YES,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOEAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,ONLYGORE,NEITHER,ISSUES,,,SUPPORT,1.2
STATE ONLY,26.0,5.0,24.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,CARNAHAN,HOLDEN,APPROVE,OMITS,BUSH,LESS,JEANCARNAHAN,CITYOVER50K,WORLDAFFAIRS,OMITS,YES,DOLE,MEANDSOMEONE,OMITS,WORSE,OMITS,NO,REPUBLCN,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOEAST,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,BOTH,NEITHER,PERSONALQUAL,,,SUPPORT,0.914
