VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,RIDGEVP,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,39.0,8.0,6.0,FIRST CALL,323.0,60-64,WHITE,MALE,NADER,KLINK,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,SUBURBS,OMITS,CARES,DOLE,ME,BOTHDID,SAME,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.323
STATE ONLY,39.0,8.0,7.0,FIRST CALL,461.0,30-39,WHITE,MALE,BUSH,,LAST.3DAYS,OMITS,OMITS,BUSH,MORE,SUBURBS,TAXES,COMPLEXISSUE,CLINTON,NONE,BUSHDID,SAME,OMITS,NO,DEMOCRAT,SUBURBS,HSGRAD,NONE,ONCEAWEEK,,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,30-44,30-39,DEMOCRAT,30-39,NONE,ONLYBUSH,ONLYBUSH,ISSUES,,,0.461
STATE ONLY,39.0,8.0,8.0,SECOND CALL,421.0,50-59,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,BOTHDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,JEWISH,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,45-59,50-59,REPUBLICAN,50-64,JEWISH,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.421
STATE ONLY,39.0,8.0,9.0,SECOND CALL,421.0,40-44,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,HONEST,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,ONLYBUSH,NEITHER,PERSONALQUAL,,,0.421
STATE ONLY,39.0,8.0,10.0,SECOND CALL,421.0,45-49,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,OMITS,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,DOLE,NONE,BOTHDID,BETTER,OMITS,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,OVER100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,0.421
STATE ONLY,39.0,8.0,11.0,SECOND CALL,812.0,75+,WHITE,MALE,GORE,KLINK,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,OMITS,CLINTON,ME,OMITS,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,MORETHAN1AWK,30-50K,NO,NO,MODERATE,65+,OMITS,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,60+,60+,DEMOCRAT,65+,CATHOLIC,BOTH,ONLYBUSH,PERSONALQUAL,,,0.812
STATE ONLY,39.0,8.0,12.0,SECOND CALL,532.0,25-29,WHITE,MALE,BUSH,KLINK,LAST.MONTH,OMITS,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,DOLE,ME,GOREDID,SAME,OMITS,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,OTHERCANDS,STATE,COMPLETE,PITTBURGH,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,BOTH,ONLYGORE,PERSONALQUAL,,,0.532
STATE ONLY,39.0,8.0,13.0,SECOND CALL,776.0,60-64,WHITE,FEMALE,GORE,KLINK,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,SOCIALSECUR,EXPERIENCE,CLINTON,NONE,BOTHDID,SAME,APP/UNFAV,NO,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,60+,60+,IND/OTHER,50-64,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.776
STATE ONLY,39.0,8.0,14.0,SECOND CALL,776.0,75+,WHITE,FEMALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,SUBURBS,SOCIALSECUR,CARES,CLINTON,,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,AFEWAMONTH,50-75K,NO,NO,LIBERAL,65+,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,60+,60+,DEMOCRAT,65+,CATHOLIC,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.776
STATE ONLY,39.0,8.0,15.0,SECOND CALL,421.0,30-39,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.421
STATE ONLY,39.0,8.0,16.0,SECOND CALL,776.0,65-74,WHITE,FEMALE,GORE,KLINK,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,EXPERIENCE,CLINTON,NONE,BUSHDID,SAME,APP/UNFAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,LIBERAL,65+,REDUCNATDEBT,OMITS,STATE,COMPLETE,PITTBURGH,60+,60+,DEMOCRAT,65+,CATHOLIC,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.776
STATE ONLY,39.0,8.0,17.0,SECOND CALL,910.0,75+,WHITE,,GORE,OTHER,LAST.3DAYS,DISAPPR,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,HONEST,CLINTON,NONE,BOTHDID,BETTER,DIS/FAV,,REPUBLCN,SUBURBS,NOHS,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,MODERATE,65+,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,BOTH,NEITHER,ISSUES,,,0.91
STATE ONLY,39.0,8.0,18.0,SECOND CALL,682.0,65-74,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,BUSHDID,SAME,DIS/UNFAV,NO,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,AFEWAMONTH,30-50K,YES,NO,MODERATE,65+,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.682
STATE ONLY,39.0,8.0,19.0,SECOND CALL,441.0,45-49,WHITE,MALE,BUSH,SANTORUM,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,ME,GOREDID,BETTER,DIS/UNFAV,NO,INDEPEND,SUBURBS,POSTGRAD,OTHERCHRIST,AFEWAYEAR,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,0.441
STATE ONLY,39.0,8.0,20.0,SECOND CALL,441.0,45-49,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,PEROT,NONE,GOREDID,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.441
STATE ONLY,39.0,8.0,21.0,THIRD CALL,469.0,25-29,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,CLINTON,SOMEONEELSE,BOTHDID,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,NO,YES,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,0.46900000000000003
STATE ONLY,39.0,8.0,22.0,THIRD CALL,455.0,45-49,WHITE,FEMALE,BUSH,KLINK,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,DOLE,NONE,NEITHERDID,SAME,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.455
STATE ONLY,39.0,8.0,23.0,THIRD CALL,488.0,50-59,WHITE,MALE,GORE,SANTORUM,LAST.3DAYS,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,EDUCATION,OMITS,CLINTON,ME,NEITHERDID,BETTER,APP/FAV,YES,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,NEITHER,ONLYGORE,ISSUES,,,0.488
STATE ONLY,39.0,8.0,24.0,THIRD CALL,421.0,50-59,WHITE,FEMALE,BUSH,SANTORUM,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,PEROT,SOMEONEELSE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,0.421
STATE ONLY,39.0,8.0,25.0,THIRD CALL,441.0,30-39,WHITE,MALE,BUSH,SANTORUM,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,BOTH,ONLYBUSH,ISSUES,,,0.441
STATE ONLY,39.0,8.0,26.0,THIRD CALL,465.0,30-39,WHITE,FEMALE,GORE,SANTORUM,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,CLINTON,NONE,BUSHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,ONLYGORE,NEITHER,PERSONALQUAL,,,0.465
STATE ONLY,39.0,8.0,27.0,THIRD CALL,421.0,30-39,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,GOODJUDGMENT,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,ELSE,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,LESS15K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,30-44,30-39,IND/OTHER,30-39,NONE,BOTH,ONLYGORE,ISSUES,,,0.421
STATE ONLY,39.0,8.0,28.0,THIRD CALL,503.0,30-39,WHITE,FEMALE,GORE,KLINK,BEFORE,OMITS,UNFAVORABLE,GORE,OMITS,SUBURBS,OMITS,OMITS,CLINTON,,NEITHERDID,SAME,OMITS,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,OMITS,30-50K,NO,YES,CONSERV,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,0.503
STATE ONLY,39.0,8.0,29.0,THIRD CALL,492.0,18-24,WHITE,MALE,BUSH,SANTORUM,BEFORE,APPROVE,FAVORABLE,WOULDNOTVOTE,OMITS,SUBURBS,OMITS,EXPERIENCE,DOLE,SOMEONEELSE,NEITHERDID,SAME,APP/FAV,YES,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,BOTH,NEITHER,PERSONALQUAL,,,0.492
STATE ONLY,39.0,8.0,30.0,THIRD CALL,586.0,18-24,WHITE,MALE,GORE,KLINK,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,STRONGLEADER,CLINTON,NONE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,ELSE,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,18-29,18-24,DEMOCRAT,18-24,OTHER,BOTH,NEITHER,ISSUES,,,0.586
STATE ONLY,39.0,8.0,31.0,THIRD CALL,441.0,45-49,WHITE,MALE,BUSH,SANTORUM,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,OMITS,CLINTON,ME,GOREDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,50-75K,YES,YES,CONSERV,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,ONLYBUSH,ONLYGORE,OMITS,,,0.441
STATE ONLY,39.0,8.0,32.0,THIRD CALL,503.0,30-39,WHITE,FEMALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,CARES,CLINTON,ME,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,,YES,YES,MODERATE,18-64,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,0.503
STATE ONLY,39.0,8.0,33.0,THIRD CALL,682.0,60-64,WHITE,MALE,BUSH,SANTORUM,BEFORE,OMITS,OMITS,OMITS,LESS,SUBURBS,HEALTHCARE,COMPLEXISSUE,OMITS,NONE,BOTHDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,OTHERCANDS,STATE,NOTCOMPLETE,PITTBURGH,60+,60+,,50-64,,OMITS,OMITS,OMITS,,,0.682
STATE ONLY,39.0,8.0,34.0,THIRD CALL,421.0,50-59,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,CLINTON,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,NO,CONSERV,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.421
STATE ONLY,39.0,8.0,35.0,THIRD CALL,455.0,45-49,WHITE,FEMALE,BUSH,KLINK,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,OMITS,PEROT,NONE,OMITS,WORSE,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,YES,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.455
STATE ONLY,39.0,8.0,36.0,THIRD CALL,503.0,50-59,WHITE,FEMALE,GORE,KLINK,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,NOVOTE,ME,BOTHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,NONE,AFEWAYEAR,OVER100K,YES,NO,LIBERAL,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,45-59,50-59,DEMOCRAT,50-64,NONE,ONLYGORE,BOTH,ISSUES,,,0.503
STATE ONLY,39.0,8.0,37.0,THIRD CALL,503.0,40-44,WHITE,FEMALE,GORE,KLINK,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,CLINTON,SOMEONEELSE,BUSHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,LIBERAL,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,0.503
STATE ONLY,39.0,8.0,38.0,THIRD CALL,441.0,40-44,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.441
STATE ONLY,39.0,8.0,39.0,THIRD CALL,492.0,25-29,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,OMITS,DOLE,NONE,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.492
STATE ONLY,39.0,8.0,40.0,THIRD CALL,421.0,40-44,WHITE,FEMALE,BUSH,SANTORUM,OMITS,DISAPPR,UNFAVORABLE,BUSH,OMITS,SUBURBS,OMITS,OMITS,NOVOTE,NONE,GOREDID,OMITS,DIS/UNFAV,NO,INDEPEND,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,,,,CONSERV,18-64,OMITS,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,0.421
STATE ONLY,39.0,9.0,1.0,FIRST CALL,1061.0,40-44,WHITE,MALE,GORE,SANTORUM,LASTWEEK,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,HONEST,CLINTON,NONE,BOTHDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,NONE,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,30-44,40-49,DEMOCRAT,40-49,NONE,BOTH,BOTH,PERSONALQUAL,,,1.061
STATE ONLY,39.0,9.0,2.0,FIRST CALL,963.0,40-44,WHITE,MALE,BUSH,SANTORUM,BEFORE,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,TAXES,EXPERIENCE,NOVOTE,NONE,BOTHDID,BETTER,APP/FAV,YES,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,AFEWAMONTH,30-50K,YES,NO,CONSERV,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,NEITHER,PERSONALQUAL,,,0.963
STATE ONLY,39.0,9.0,3.0,FIRST CALL,917.0,50-59,WHITE,FEMALE,BUSH,SANTORUM,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,TAXES,EXPERIENCE,CLINTON,NONE,BOTHDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,45-59,50-59,REPUBLICAN,50-64,,BOTH,BOTH,PERSONALQUAL,,,0.917
STATE ONLY,39.0,9.0,4.0,FIRST CALL,994.0,50-59,WHITE,FEMALE,BUSH,KLINK,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,CARES,CLINTON,NONE,NEITHERDID,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,NEITHER,BOTH,ISSUES,,,0.994
STATE ONLY,39.0,9.0,5.0,FIRST CALL,994.0,45-49,WHITE,FEMALE,BUSH,KLINK,LASTWEEK,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,ECON/JOBS,CARES,CLINTON,NONE,NEITHERDID,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,NEITHER,ONLYBUSH,OMITS,,,0.994
STATE ONLY,39.0,9.0,6.0,FIRST CALL,994.0,45-49,WHITE,FEMALE,BUSH,KLINK,LASTWEEK,DISAPPR,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,GOODJUDGMENT,OMITS,ME,BOTHDID,WORSE,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,45-59,40-49,IND/OTHER,40-49,CATHOLIC,NEITHER,BOTH,OMITS,,,0.994
STATE ONLY,39.0,9.0,7.0,SECOND CALL,1012.0,50-59,WHITE,FEMALE,GORE,SANTORUM,LAST.3DAYS,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,EDUCATION,STRONGLEADER,CLINTON,NONE,NEITHERDID,WORSE,APP/FAV,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,LIBERAL,18-64,OTHRPROGRAMS,OTHERCANDS,STATE,COMPLETE,PITTBURGH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,1.012
STATE ONLY,39.0,9.0,8.0,SECOND CALL,1041.0,40-44,WHITE,MALE,BUSH,KLINK,LASTWEEK,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,CLINTON,NONE,BOTHDID,SAME,APP/FAV,YES,INDEPEND,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,1.041
STATE ONLY,39.0,9.0,9.0,SECOND CALL,1012.0,50-59,WHITE,FEMALE,GORE,SANTORUM,LAST.3DAYS,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,EDUCATION,STRONGLEADER,CLINTON,NONE,NEITHERDID,WORSE,APP/FAV,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,CONSERV,18-64,OTHRPROGRAMS,OTHERCANDS,STATE,COMPLETE,PITTBURGH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,1.012
STATE ONLY,39.0,9.0,10.0,SECOND CALL,1041.0,45-49,WHITE,MALE,BUSH,KLINK,LASTWEEK,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,MEDICARE/RX,CARES,CLINTON,NONE,BOTHDID,SAME,APP/FAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,1.041
