VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,TIME,CLINTON,BCPERSON,XWAY2000,ISSUE,QUAL,RELRIGHT,X6VOTE,FINSIT,JOBPERS,BCRUN,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
NATIONAL GREY,4.0,3.0,37.0,THIRD CALL,45-49,BLACK,MALE,GORE,BEFORE,,,,,,,,,,,DEMOCRAT,NOHS,,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,,,,0.533
NATIONAL GREY,4.0,3.0,38.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BEFORE,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,,,,0.602
NATIONAL GREY,4.0,3.0,39.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BEFORE,,,,,,,,,,,REPUBLCN,COLGRAD,,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,SOUTH,45-59,50-59,REPUBLICAN,50-64,,,,0.602
NATIONAL GREY,4.0,3.0,40.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,LAST.3DAYS,,,,,,,,,,,DEMOCRAT,COLGRAD,,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,SOUTH,60+,60+,DEMOCRAT,50-64,,,,0.712
NATIONAL GREY,4.0,3.0,41.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,LAST.3DAYS,,,,,,,,,,,DEMOCRAT,COLGRAD,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,SOUTH,18-29,25-29,DEMOCRAT,25-29,,,,0.999
NATIONAL GREY,4.0,3.0,42.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,LAST.3DAYS,,,,,,,,,,,DEMOCRAT,HSGRAD,,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,,,,0.664
NATIONAL GREY,4.0,3.0,43.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,LAST.3DAYS,,,,,,,,,,,DEMOCRAT,COLGRAD,,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,SOUTH,60+,60+,DEMOCRAT,50-64,,,,0.712
NATIONAL PINK,4.0,3.0,44.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,,,,,,,NO,,,,,INDEPEND,,OTHERCHRIST,LESS15K,MODERATE,18-64,NATIONAL,COMPLETE,SOUTH,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.857
NATIONAL PINK,4.0,3.0,45.0,THIRD CALL,40-44,WHITE,MALE,BUSH,,,,,,,NO,,,,,DEMOCRAT,,ELSE,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,SOUTH,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.602
NATIONAL PINK,4.0,3.0,46.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,,,,,,YES,,,,,INDEPEND,,OTHERCHRIST,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.664
NATIONAL PINK,4.0,3.0,47.0,THIRD CALL,25-29,WHITE,MALE,GORE,,,,,,,NO,,,,,ELSE,,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,SOUTH,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.778
NATIONAL PINK,4.0,3.0,48.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,,,,,,,YES,,,,,DEMOCRAT,,PROTESTANT,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.664
NATIONAL PINK,4.0,3.0,49.0,THIRD CALL,50-59,WHITE,MALE,GORE,,,,,,,NO,,,,,INDEPEND,,PROTESTANT,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.517
STATE ONLY,4.0,6.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,EXPERIENCE,YES,DOLE,WORSE,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.894
STATE ONLY,4.0,6.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,COMPLEXISSUE,NO,CLINTON,WORSE,APP/UNFAV,YES,INDEPEND,POSTGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,IND/OTHER,50-64,NONE,,,1.27
STATE ONLY,4.0,6.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,TAXES,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.27
STATE ONLY,4.0,6.0,4.0,FIRST CALL,30-39,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,YES,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.301
STATE ONLY,4.0,6.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,YES,NOVOTE,SAME,DIS/UNFAV,NO,INDEPEND,NOHS,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.916
STATE ONLY,4.0,6.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,BUCHANAN,BEFORE,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,GOODJUDGMENT,NO,PEROT,WORSE,APP/UNFAV,YES,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.41600000000000004
STATE ONLY,4.0,6.0,7.0,FIRST CALL,65-74,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,65+,STATE,COMPLETE,NORTHWEST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.846
STATE ONLY,4.0,6.0,8.0,FIRST CALL,65-74,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,NORTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.3
STATE ONLY,4.0,6.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,STRONGLEADER,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,NORTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.268
STATE ONLY,4.0,6.0,10.0,FIRST CALL,75+,WHITE,FEMALE,GORE,OMITS,OMITS,UNFAVORABLE,GORE,ECON/JOBS,OMITS,OMITS,OMITS,BETTER,OMITS,NO,DEMOCRAT,HSGRAD,PROTESTANT,,CONSERV,65+,STATE,COMPLETE,NORTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.801
STATE ONLY,4.0,6.0,11.0,FIRST CALL,65-74,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,OMITS,HONEST,NO,CLINTON,SAME,APP/UNFAV,NO,ELSE,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.3
STATE ONLY,4.0,6.0,12.0,FIRST CALL,45-49,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,YES,CLINTON,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.916
STATE ONLY,4.0,6.0,13.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,OMITS,YES,DOLE,WORSE,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.268
STATE ONLY,4.0,6.0,14.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,HONEST,NO,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.268
STATE ONLY,4.0,6.0,15.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.801
STATE ONLY,4.0,6.0,16.0,FIRST CALL,75+,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,NO,CLINTON,WORSE,DIS/UNFAV,NO,INDEPEND,POSTGRAD,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.3
STATE ONLY,4.0,6.0,17.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,COMPLEXISSUE,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,NORTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.268
STATE ONLY,4.0,6.0,18.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,OMITS,COMPLEXISSUE,YES,DOLE,WORSE,DIS/UNFAV,YES,INDEPEND,HSGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.0030000000000001
STATE ONLY,4.0,6.0,19.0,FIRST CALL,65-74,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,NO,PEROT,WORSE,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,65+,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.3
STATE ONLY,4.0,6.0,20.0,SECOND CALL,75+,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,STRONGLEADER,NO,DOLE,SAME,DIS/UNFAV,NO,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,CONSERV,65+,STATE,COMPLETE,NORTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.3
STATE ONLY,4.0,6.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,CARES,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,NORTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.268
STATE ONLY,4.0,6.0,22.0,SECOND CALL,60-64,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,STRONGLEADER,NO,CLINTON,BETTER,DIS/UNFAV,NO,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.3
STATE ONLY,4.0,6.0,23.0,SECOND CALL,60-64,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,LIKEABLE,NO,PEROT,BETTER,DIS/UNFAV,NO,INDEPEND,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.3
STATE ONLY,4.0,6.0,24.0,SECOND CALL,75+,WHITE,MALE,NADER,BEFORE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,COMPLEXISSUE,OMITS,CLINTON,BETTER,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,NONE,15-30K,LIBERAL,65+,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,65+,NONE,,,1.7810000000000001
STATE ONLY,4.0,6.0,25.0,SECOND CALL,65-74,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.3
STATE ONLY,4.0,6.0,26.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,NOHS,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.268
STATE ONLY,4.0,6.0,27.0,SECOND CALL,50-59,WHITE,MALE,GORE,BEFORE,DISAPPR,FAVORABLE,GORE,MEDICARE/RX,OMITS,NO,CLINTON,BETTER,DIS/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,,LIBERAL,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.301
STATE ONLY,4.0,6.0,28.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,STRONGLEADER,OMITS,NOVOTE,WORSE,DIS/UNFAV,NO,ELSE,SOMCOL/ASSOC,CATHOLIC,LESS15K,,18-64,STATE,COMPLETE,NORTHWEST,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.0030000000000001
STATE ONLY,4.0,6.0,29.0,THIRD CALL,60-64,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,COMPLEXISSUE,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.3
STATE ONLY,4.0,6.0,30.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,EDUCATION,GOODJUDGMENT,NO,CLINTON,WORSE,APP/UNFAV,NO,INDEPEND,COLGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,NORTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.27
STATE ONLY,4.0,6.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LAST.MONTH,OMITS,UNFAVORABLE,BUSH,OMITS,HONEST,YES,OMITS,SAME,OMITS,NO,INDEPEND,HSGRAD,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,IND/OTHER,50-64,OTHER,,,0.894
STATE ONLY,4.0,6.0,32.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,COMPLEXISSUE,OMITS,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.894
STATE ONLY,4.0,6.0,33.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,SAME,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,NORTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.27
STATE ONLY,4.0,6.0,34.0,THIRD CALL,25-29,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,NO,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.028
STATE ONLY,4.0,6.0,35.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,OMITS,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,LESS15K,CONSERV,65+,STATE,COMPLETE,NORTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.268
STATE ONLY,4.0,6.0,36.0,THIRD CALL,50-59,WHITE,MALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,SAME,APP/UNFAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.301
STATE ONLY,4.0,6.0,37.0,THIRD CALL,50-59,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.301
STATE ONLY,4.0,6.0,38.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.894
STATE ONLY,4.0,6.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.27
STATE ONLY,4.0,6.0,40.0,THIRD CALL,75+,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,OMITS,GORE,OMITS,OMITS,NO,CLINTON,SAME,OMITS,NO,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,NORTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.801
STATE ONLY,4.0,6.0,41.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,HONEST,NO,DOLE,BETTER,DIS/UNFAV,NO,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.916
STATE ONLY,4.0,6.0,42.0,THIRD CALL,25-29,WHITE,MALE,GORE,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,HONEST,NO,PEROT,SAME,APP/UNFAV,NO,ELSE,NOHS,CATHOLIC,LESS15K,,18-64,STATE,COMPLETE,NORTHWEST,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.461
STATE ONLY,4.0,6.0,43.0,THIRD CALL,50-59,WHITE,MALE,NADER,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,MEDICARE/RX,HONEST,NO,CLINTON,WORSE,APP/FAV,YES,INDEPEND,HSGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,IND/OTHER,50-64,NONE,,,1.254
STATE ONLY,4.0,6.0,44.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.916
NATIONAL WHITE,4.0,16.0,1.0,FIRST CALL,25-29,WHITE,MALE,BUSH,,DISAPPR,FAVORABLE,BUSH,ECON/JOBS,CARES,NO,NOVOTE,BETTER,DIS/FAV,,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,NORTHWEST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.679
NATIONAL WHITE,4.0,16.0,2.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,TAXES,EXPERIENCE,YES,NOVOTE,SAME,DIS/UNFAV,,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,CONSERV,18-64,NATIONAL,COMPLETE,NORTHWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.6380000000000001
NATIONAL WHITE,4.0,16.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,,INDEPEND,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,NORTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,2.072
NATIONAL WHITE,4.0,16.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,OMITS,HONEST,OMITS,DOLE,WORSE,DIS/UNFAV,,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.459
NATIONAL YELLOW,4.0,16.0,5.0,FIRST CALL,50-59,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,GOODJUDGMENT,NO,DOLE,SAME,DIS/UNFAV,,REPUBLCN,SOMCOL/ASSOC,,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,,WORLDAFFAIRS,GOODJUDGMENT,1.496
NATIONAL YELLOW,4.0,16.0,6.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,STRONGLEADER,NO,DOLE,WORSE,DIS/UNFAV,,INDEPEND,HSGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,NATIONAL,COMPLETE,NORTHWEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,MEDICARE/RX,STRONGLEADER,1.6380000000000001
NATIONAL YELLOW,4.0,16.0,7.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,YES,DOLE,OMITS,DIS/UNFAV,,INDEPEND,HSGRAD,PROTESTANT,15-30K,CONSERV,65+,NATIONAL,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,TAXES,HONEST,2.07
NATIONAL YELLOW,4.0,16.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,GOODJUDGMENT,NO,DOLE,SAME,DIS/UNFAV,,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,NORTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,ECON/JOBS,GOODJUDGMENT,1.459
NATIONAL GREY,4.0,16.0,9.0,FIRST CALL,75+,WHITE,MALE,BUSH,BEFORE,,,,,,,,,,,ELSE,NOHS,,15-30K,CONSERV,65+,NATIONAL,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,65+,,,,2.122
NATIONAL GREY,4.0,16.0,10.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,BEFORE,,,,,,,,,,,REPUBLCN,NOHS,,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,NORTHWEST,18-29,25-29,REPUBLICAN,25-29,,,,1.6380000000000001
NATIONAL GREY,4.0,16.0,11.0,FIRST CALL,50-59,WHITE,MALE,BUSH,BEFORE,,,,,,,,,,,INDEPEND,HSGRAD,,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,NORTHWEST,45-59,50-59,IND/OTHER,50-64,,,,1.496
NATIONAL GREY,4.0,16.0,12.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,BEFORE,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,NORTHWEST,30-44,40-49,REPUBLICAN,40-49,,,,1.459
NATIONAL PINK,4.0,16.0,13.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,,,,,,,YES,,,,,REPUBLCN,,OTHERCHRIST,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,NORTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.459
NATIONAL PINK,4.0,16.0,14.0,FIRST CALL,30-39,WHITE,MALE,BUSH,,,,,,,NO,,,,,REPUBLCN,,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,NORTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.496
