VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,RACPRO,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,CORZMONY,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,LATINO,QRACE,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,31.0,6.0,2.0,FIRST CALL,733.0,30-39,WHITE,FEMALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,DOLE,NONE,WORSE,DIS/UNFAV,NO,NOTTOOSERIO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,BERGEN,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.733
STATE ONLY,31.0,6.0,3.0,FIRST CALL,781.0,30-39,ASIAN,MALE,BUSH,FRANKS,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,GOODJUDGMENT,CLINTON,NONE,SAME,APP/FAV,YES,NOTATALLSERI,REPUBLCN,SUBURBS,COLGRAD,ELSE,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,BERGEN,30-44,30-39,REPUBLICAN,30-39,NO,ASIAN,OTHER,BOTH,BOTH,PERSONALQUAL,,,0.781
STATE ONLY,31.0,6.0,4.0,FIRST CALL,733.0,30-39,ASIAN,FEMALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,EDUCATION,HONEST,NOVOTE,NONE,BETTER,DIS/UNFAV,NO,NOTTOOSERIO,REPUBLCN,SUBURBS,COLGRAD,ELSE,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,SOCIALSECURI,SOMEWHATCONC,STATE,COMPLETE,BERGEN,30-44,30-39,REPUBLICAN,30-39,NO,ASIAN,OTHER,BOTH,BOTH,ISSUES,,,0.733
STATE ONLY,31.0,6.0,5.0,FIRST CALL,1214.0,75+,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,DOLE,NONE,BETTER,DIS/UNFAV,YES,NOTTOOSERIO,REPUBLCN,SUBURBS,NOHS,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,CONSERV,65+,SOCIALSECURI,VERYCONC,STATE,COMPLETE,BERGEN,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,1.214
STATE ONLY,31.0,6.0,6.0,FIRST CALL,1214.0,65-74,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,GOODJUDGMENT,DOLE,ME,SAME,DIS/UNFAV,NO,NOTTOOSERIO,INDEPEND,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,NO,CONSERV,65+,CUTFEDINCTAX,SOMEWHATCONC,STATE,COMPLETE,BERGEN,60+,60+,IND/OTHER,65+,NO,WHITE,CATHOLIC,BOTH,BOTH,ISSUES,,,1.214
STATE ONLY,31.0,6.0,7.0,FIRST CALL,528.0,30-39,HISP,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,DOLE,NONE,SAME,DIS/UNFAV,YES,SOMEWHTSERI,REPUBLCN,SUBURBS,POSTGRAD,OTHERCHRIST,MORETHAN1AWK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,BERGEN,30-44,30-39,REPUBLICAN,30-39,YES,OTHER,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.528
STATE ONLY,31.0,6.0,8.0,FIRST CALL,1242.0,40-44,ASIAN,FEMALE,GORE,FRANKS,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,DOLE,NONE,BETTER,APP/FAV,YES,SOMEWHTSERI,INDEPEND,SUBURBS,COLGRAD,NONE,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,BERGEN,30-44,40-49,IND/OTHER,40-49,NO,ASIAN,NONE,BOTH,BOTH,ISSUES,,,1.242
STATE ONLY,31.0,6.0,9.0,FIRST CALL,1126.0,40-44,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,HONEST,CLINTON,NONE,BETTER,APP/FAV,NO,SOMEWHTSERI,DEMOCRAT,SUBURBS,COLGRAD,JEWISH,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,BERGEN,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,BOTH,ONLYGORE,ISSUES,,,1.1260000000000001
STATE ONLY,31.0,6.0,10.0,FIRST CALL,861.0,18-24,HISP,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,HONEST,CLINTON,ME,BETTER,APP/FAV,NO,NOTTOOSERIO,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,MORETHAN1AWK,75-100K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,BERGEN,18-29,18-24,DEMOCRAT,18-24,YES,WHITE,CATHOLIC,ONLYBUSH,ONLYBUSH,ISSUES,,,0.861
STATE ONLY,31.0,6.0,11.0,FIRST CALL,1214.0,65-74,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,MEDICARE/RX,CARES,DOLE,NONE,SAME,DIS/UNFAV,NO,SOMEWHTSERI,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,CONSERV,65+,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,BERGEN,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,ONLYBUSH,BOTH,PERSONALQUAL,,,1.214
STATE ONLY,31.0,6.0,12.0,FIRST CALL,666.0,50-59,WHITE,FEMALE,BUSH,CORZINE,DISAPPR,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,CARES,CLINTON,SOMEONEELSE,WORSE,DIS/FAV,NO,SOMEWHTSERI,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,MORETHAN1AWK,30-50K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,NOTTOOCONC,STATE,COMPLETE,BERGEN,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,0.666
STATE ONLY,31.0,6.0,13.0,FIRST CALL,452.0,30-39,HISP,FEMALE,BUSH,CORZINE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,HONEST,DOLE,NONE,WORSE,DIS/UNFAV,YES,SOMEWHTSERI,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,MORETHAN1AWK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,BERGEN,30-44,30-39,REPUBLICAN,30-39,YES,ASIAN,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,0.452
STATE ONLY,31.0,6.0,14.0,FIRST CALL,1379.0,75+,WHITE,MALE,NADER,FRANKS,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,GOODJUDGMENT,DOLE,MEANDSOMEONE,SAME,DIS/UNFAV,NO,NOTTOOSERIO,INDEPEND,SUBURBS,HSGRAD,ELSE,AFEWAYEAR,50-75K,NO,YES,LIBERAL,65+,REDUCNATDEBT,VERYCONC,STATE,COMPLETE,BERGEN,60+,60+,IND/OTHER,65+,NO,WHITE,OTHER,BOTH,BOTH,ISSUES,,,1.379
STATE ONLY,31.0,6.0,15.0,SECOND CALL,666.0,30-39,WHITE,FEMALE,BUSH,CORZINE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,CLINTON,NONE,SAME,DIS/UNFAV,NO,NOTTOOSERIO,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,SOCIALSECURI,SOMEWHATCONC,STATE,COMPLETE,BERGEN,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,ONLYBUSH,BOTH,ISSUES,,,0.666
STATE ONLY,31.0,6.0,16.0,SECOND CALL,1197.0,45-49,WHITE,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,NONE,SAME,APP/FAV,YES,SOMEWHTSERI,DEMOCRAT,SUBURBS,POSTGRAD,NONE,NEVER,75-100K,YES,NO,MODERATE,18-64,OTHRPROGRAMS,SOMEWHATCONC,STATE,COMPLETE,BERGEN,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,NONE,BOTH,NEITHER,ISSUES,,,1.197
STATE ONLY,31.0,6.0,17.0,SECOND CALL,528.0,30-39,HISP,MALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,DOLE,NONE,SAME,APP/UNFAV,YES,SOMEWHTSERI,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,BERGEN,30-44,30-39,REPUBLICAN,30-39,YES,HISP,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,0.528
STATE ONLY,31.0,6.0,18.0,SECOND CALL,1751.0,75+,WHITE,FEMALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,OMITS,OMITS,CLINTON,NONE,SAME,APP/UNFAV,NO,SOMEWHTSERI,,SUBURBS,NOHS,NONE,OMITS,30-50K,YES,NO,LIBERAL,65+,OMITS,VERYCONC,STATE,COMPLETE,BERGEN,60+,60+,,65+,NO,WHITE,NONE,BOTH,BOTH,ISSUES,,,1.7510000000000001
STATE ONLY,31.0,6.0,19.0,SECOND CALL,781.0,50-59,WHITE,MALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,DOLE,NONE,SAME,APP/UNFAV,YES,SOMEWHTSERI,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,VERYCONC,STATE,COMPLETE,BERGEN,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,BOTH,NEITHER,PERSONALQUAL,,,0.781
STATE ONLY,31.0,6.0,20.0,SECOND CALL,733.0,50-59,WHITE,FEMALE,BUSH,FRANKS,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,SOCIALSECUR,STRONGLEADER,OTHER,NONE,BETTER,APP/FAV,YES,SOMEWHTSERI,INDEPEND,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,,18-64,OMITS,NOTATALLCONC,STATE,COMPLETE,BERGEN,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,BOTH,NEITHER,PERSONALQUAL,,,0.733
STATE ONLY,31.0,6.0,21.0,SECOND CALL,1467.0,50-59,WHITE,MALE,OTHER,OTHER,APPROVE,FAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,OMITS,CARES,CLINTON,NONE,BETTER,APP/FAV,YES,SOMEWHTSERI,INDEPEND,SUBURBS,POSTGRAD,JEWISH,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,BERGEN,45-59,50-59,IND/OTHER,50-64,NO,WHITE,JEWISH,NEITHER,BOTH,PERSONALQUAL,,,1.467
STATE ONLY,31.0,6.0,22.0,SECOND CALL,1126.0,50-59,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,OMITS,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/FAV,YES,VERYSERIOUS,INDEPEND,SUBURBS,POSTGRAD,ELSE,ONCEAWEEK,50-75K,NO,YES,MODERATE,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,BERGEN,45-59,50-59,IND/OTHER,50-64,NO,WHITE,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,1.1260000000000001
STATE ONLY,31.0,6.0,23.0,SECOND CALL,1751.0,65-74,OTHER,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,GOODJUDGMENT,CLINTON,NONE,SAME,APP/FAV,NO,VERYSERIOUS,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,NO,LIBERAL,65+,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,BERGEN,60+,60+,DEMOCRAT,65+,NO,OTHER,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,1.7510000000000001
STATE ONLY,31.0,6.0,24.0,SECOND CALL,1126.0,30-39,WHITE,FEMALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,EXPERIENCE,CLINTON,NONE,BETTER,APP/UNFAV,NO,VERYSERIOUS,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,VERYCONC,STATE,COMPLETE,BERGEN,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,1.1260000000000001
STATE ONLY,31.0,6.0,25.0,SECOND CALL,1126.0,45-49,WHITE,FEMALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,TAXES,EXPERIENCE,CLINTON,NONE,BETTER,APP/UNFAV,YES,SOMEWHTSERI,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,NO,NO,MODERATE,18-64,REDUCNATDEBT,SOMEWHATCONC,STATE,COMPLETE,BERGEN,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,BOTH,NEITHER,ISSUES,,,1.1260000000000001
STATE ONLY,31.0,6.0,26.0,SECOND CALL,781.0,50-59,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,CARES,DOLE,NONE,WORSE,DIS/UNFAV,YES,NOTATALLSERI,INDEPEND,SUBURBS,POSTGRAD,ELSE,NEVER,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,NOTTOOCONC,STATE,COMPLETE,BERGEN,45-59,50-59,IND/OTHER,50-64,NO,WHITE,OTHER,BOTH,ONLYGORE,PERSONALQUAL,,,0.781
STATE ONLY,31.0,6.0,27.0,SECOND CALL,1126.0,50-59,WHITE,FEMALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,PEROT,NONE,BETTER,APP/UNFAV,NO,VERYSERIOUS,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,NEVER,OVER100K,NO,NO,LIBERAL,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,BERGEN,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,JEWISH,ONLYGORE,BOTH,ISSUES,,,1.1260000000000001
STATE ONLY,31.0,6.0,28.0,SECOND CALL,1126.0,50-59,WHITE,FEMALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/UNFAV,NO,VERYSERIOUS,INDEPEND,SUBURBS,COLGRAD,JEWISH,AFEWAYEAR,75-100K,NO,NO,MODERATE,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,BERGEN,45-59,50-59,IND/OTHER,50-64,NO,WHITE,JEWISH,ONLYGORE,BOTH,ISSUES,,,1.1260000000000001
STATE ONLY,31.0,6.0,29.0,THIRD CALL,803.0,30-39,WHITE,MALE,NADER,CORZINE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,EDUCATION,CARES,CLINTON,NONE,SAME,APP/UNFAV,YES,VERYSERIOUS,DEMOCRAT,SUBURBS,POSTGRAD,ELSE,ONCEAWEEK,75-100K,YES,YES,LIBERAL,18-64,OTHRPROGRAMS,SOMEWHATCONC,STATE,COMPLETE,BERGEN,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,OTHER,ONLYGORE,BOTH,ISSUES,,,0.803
STATE ONLY,31.0,6.0,30.0,THIRD CALL,1036.0,65-74,WHITE,FEMALE,BUSH,CORZINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,CARES,DOLE,NONE,SAME,DIS/UNFAV,NO,SOMEWHTSERI,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,65+,SOCIALSECURI,SOMEWHATCONC,STATE,COMPLETE,BERGEN,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,1.036
STATE ONLY,31.0,6.0,31.0,THIRD CALL,781.0,40-44,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,STRONGLEADER,DOLE,ME,BETTER,DIS/UNFAV,YES,NOTATALLSERI,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,BERGEN,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.781
STATE ONLY,31.0,6.0,32.0,THIRD CALL,1860.0,60-64,WHITE,MALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,CLINTON,ME,BETTER,APP/UNFAV,YES,NOTTOOSERIO,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,SOMEWHATCONC,STATE,COMPLETE,BERGEN,60+,60+,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,1.86
STATE ONLY,31.0,6.0,33.0,THIRD CALL,733.0,50-59,WHITE,FEMALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,SOCIALSECUR,HONEST,NOVOTE,SOMEONEELSE,SAME,DIS/UNFAV,YES,NOTATALLSERI,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,,YES,NO,MODERATE,18-64,SOCIALSECURI,NOTTOOCONC,STATE,COMPLETE,BERGEN,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.733
STATE ONLY,31.0,11.0,1.0,SECOND CALL,1717.0,25-29,WHITE,FEMALE,GORE,CORZINE,DISAPPR,UNFAVORABLE,OMITS,OMITS,SUBURBS,MEDICARE/RX,EXPERIENCE,OMITS,SOMEONEELSE,WORSE,DIS/UNFAV,NO,SOMEWHTSERI,REPUBLCN,SUBURBS,,CATHOLIC,AFEWAMONTH,,NO,NO,,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,BERGEN,18-29,25-29,REPUBLICAN,25-29,,WHITE,CATHOLIC,ONLYBUSH,BOTH,PERSONALQUAL,,,1.717
STATE ONLY,31.0,11.0,2.0,SECOND CALL,1641.0,65-74,WHITE,MALE,BUSH,FRANKS,DISAPPR,OMITS,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,BETTER,OMITS,NO,NOTTOOSERIO,REPUBLCN,SUBURBS,NOHS,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,,65+,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,BERGEN,60+,60+,REPUBLICAN,65+,NO,WHITE,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.641
STATE ONLY,31.0,11.0,3.0,SECOND CALL,1188.0,18-24,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,STRONGLEADER,DOLE,SOMEONEELSE,SAME,DIS/UNFAV,NO,VERYSERIOUS,ELSE,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,NO,NO,MODERATE,18-64,REDUCNATDEBT,SOMEWHATCONC,STATE,COMPLETE,BERGEN,18-29,18-24,IND/OTHER,18-24,NO,WHITE,CATHOLIC,BOTH,ONLYGORE,ISSUES,,,1.188
STATE ONLY,31.0,11.0,4.0,SECOND CALL,1056.0,30-39,WHITE,MALE,BUSH,FRANKS,OMITS,OMITS,OMITS,LESS,SUBURBS,EDUCATION,COMPLEXISSUE,OMITS,SOMEONEELSE,OMITS,,,NOTTOOSERIO,,SUBURBS,,,OMITS,,,,,18-64,OMITS,VERYCONC,STATE,NOTCOMPLETE,BERGEN,30-44,30-39,,30-39,NO,WHITE,,OMITS,OMITS,OMITS,,,1.056
STATE ONLY,31.0,11.0,5.0,SECOND CALL,993.0,30-39,WHITE,FEMALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,NOVOTE,NONE,BETTER,DIS/UNFAV,NO,VERYSERIOUS,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,NO,YES,MODERATE,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,BERGEN,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,BOTH,ONLYGORE,ISSUES,,,0.993
STATE ONLY,31.0,11.0,6.0,SECOND CALL,1120.0,25-29,WHITE,FEMALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,HONEST,DOLE,NONE,SAME,APP/UNFAV,YES,NOTTOOSERIO,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,MORETHAN1AWK,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,SOMEWHATCONC,STATE,COMPLETE,BERGEN,18-29,25-29,IND/OTHER,25-29,NO,WHITE,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,1.12
STATE ONLY,31.0,11.0,7.0,SECOND CALL,1641.0,60-64,WHITE,MALE,BUSH,FRANKS,OMITS,OMITS,OMITS,LESS,SUBURBS,MEDICARE/RX,HONEST,OMITS,NONE,OMITS,,,SOMEWHTSERI,,SUBURBS,,,OMITS,,,,,18-64,OMITS,SOMEWHATCONC,STATE,NOTCOMPLETE,BERGEN,60+,60+,,50-64,NO,WHITE,,OMITS,OMITS,OMITS,,,1.641
STATE ONLY,31.0,11.0,8.0,SECOND CALL,993.0,40-44,WHITE,FEMALE,BUSH,FRANKS,DISAPPR,OMITS,BUSH,LESS,SUBURBS,OMITS,CARES,OMITS,ME,WORSE,OMITS,NO,SOMEWHTSERI,,SUBURBS,,,OMITS,LESS15K,NO,YES,,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,BERGEN,30-44,40-49,,40-49,NO,WHITE,,ONLYBUSH,ONLYBUSH,PERSONALQUAL,,,0.993
STATE ONLY,31.0,11.0,9.0,SECOND CALL,1188.0,18-24,WHITE,MALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,NOVOTE,NONE,SAME,APP/UNFAV,NO,NOTTOOSERIO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,50-75K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,SOMEWHATCONC,STATE,COMPLETE,BERGEN,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,CATHOLIC,BOTH,BOTH,ISSUES,,,1.188
STATE ONLY,31.0,11.0,10.0,SECOND CALL,993.0,50-59,OTHER,FEMALE,BUSH,FRANKS,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,EXPERIENCE,DOLE,NONE,SAME,APP/FAV,YES,NOTTOOSERIO,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,OTHRPROGRAMS,NOTTOOCONC,STATE,COMPLETE,BERGEN,45-59,50-59,IND/OTHER,50-64,NO,OTHER,CATHOLIC,BOTH,BOTH,PERSONALQUAL,,,0.993
STATE ONLY,31.0,11.0,11.0,SECOND CALL,1717.0,18-24,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,EXPERIENCE,NOVOTE,NONE,BETTER,APP/FAV,NO,VERYSERIOUS,DEMOCRAT,SUBURBS,POSTGRAD,ELSE,MORETHAN1AWK,LESS15K,NO,NO,MODERATE,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,BERGEN,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,1.717
STATE ONLY,31.0,11.0,12.0,SECOND CALL,1138.0,40-44,HISP,FEMALE,GORE,FRANKS,OMITS,OMITS,OMITS,OMITS,SUBURBS,HEALTHCARE,STRONGLEADER,OMITS,ME,OMITS,,,NOTTOOSERIO,,SUBURBS,,,OMITS,,,,,18-64,OMITS,NOTATALLCONC,STATE,NOTCOMPLETE,BERGEN,30-44,40-49,,40-49,YES,WHITE,,OMITS,OMITS,OMITS,,,1.1380000000000001
STATE ONLY,31.0,11.0,13.0,SECOND CALL,1523.0,45-49,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,CLINTON,MEANDSOMEONE,SAME,APP/FAV,YES,VERYSERIOUS,,SUBURBS,NOHS,CATHOLIC,AFEWAMONTH,75-100K,YES,YES,,18-64,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,BERGEN,45-59,40-49,,40-49,NO,WHITE,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,1.5230000000000001
STATE ONLY,31.0,11.0,14.0,SECOND CALL,1825.0,25-29,ASIAN,MALE,GORE,CORZINE,OMITS,OMITS,OMITS,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,OMITS,NONE,OMITS,,,SOMEWHTSERI,,SUBURBS,,,OMITS,,,,,18-64,OMITS,NOTTOOCONC,STATE,NOTCOMPLETE,BERGEN,18-29,25-29,,25-29,NO,ASIAN,,OMITS,OMITS,OMITS,,,1.825
