VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,HOU,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,TELEPOLL,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,TRACK,PRESKNOW,FTVOTER,SAYANY,ISSVQUAL,VNS1,VNS2,GAY,CLINPRES,NEC,FEC,CLINECON,WEIGHT
STATE ONLY,38.0,1.0,44.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,,GORE,MORE,,EDUCATION,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,BETTER,DIS/UNFAV,YES,DEMOCRAT,,SOMCOL/ASSOC,ELSE,AFEWAMONTH,30-50K,NO,YES,MODERATE,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,45-59,40-49,DEMOCRAT,40-49,NO,,OTHER,RIGHTDIR,ONLYGORE,NO,ONLYBUSH,PERSONALQUAL,,,NO,NEITHER,NOTGOOD,SAME,SOMEWHATRESP,0.657
STATE ONLY,38.0,1.0,45.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,WORLDAFFAIRS,GOODJUDGMENT,YES,DOLE,ME,ALWYSILL,BETTER,DIS/UNFAV,YES,REPUBLCN,,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,30-44,40-49,REPUBLICAN,40-49,NO,,PROT/CHRIST,WRONGTRACK,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,,,NO,NEITHER,GOOD,WORSE,NOTTOORESPON,1.042
STATE ONLY,38.0,1.0,46.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,LESS,,EDUCATION,EXPERIENCE,NO,CLINTON,SOMEONEELSE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,,SOMCOL/ASSOC,NONE,NEVER,50-75K,YES,YES,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,30-44,30-39,DEMOCRAT,30-39,NO,,NONE,RIGHTDIR,ONLYGORE,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.449
STATE ONLY,38.0,1.0,47.0,FIRST CALL,65-74,OTHER,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,,COLGRAD,PROTESTANT,AFEWAYEAR,50-75K,NO,NO,LIBERAL,65+,PHONESVY,STATE,COMPLETE,MULTNOMAH,60+,60+,DEMOCRAT,65+,NO,,PROT/CHRIST,RIGHTDIR,ONLYGORE,NO,NEITHER,ISSUES,,,NO,NEITHER,EXCEL,SAME,VERYRESPONSI,0.724
STATE ONLY,38.0,1.0,48.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,MEDICARE/RX,STRONGLEADER,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,45-59,40-49,DEMOCRAT,40-49,NO,,PROT/CHRIST,RIGHTDIR,ONLYGORE,NO,ONLYBUSH,ISSUES,,,NO,SUPPORTCLIN,GOOD,OMITS,VERYRESPONSI,0.657
STATE ONLY,38.0,1.0,49.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,OMITS,OMITS,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,NO,DEMOCRAT,,POSTGRAD,NONE,NEVER,30-50K,NO,NO,LIBERAL,65+,PHONESVY,STATE,COMPLETE,MULTNOMAH,60+,60+,DEMOCRAT,65+,NO,,NONE,RIGHTDIR,ONLYGORE,NO,ONLYBUSH,PERSONALQUAL,,,NO,SUPPORTCLIN,EXCEL,OMITS,VERYRESPONSI,0.724
STATE ONLY,38.0,1.0,50.0,FIRST CALL,18-24,BLACK,MALE,GORE,APPROVE,FAVORABLE,,GORE,OMITS,,TAXES,EXPERIENCE,NO,NOVOTE,NONE,ALWYSILL,BETTER,APP/FAV,YES,DEMOCRAT,,HSGRAD,ELSE,AFEWAYEAR,OVER100K,NO,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,18-29,18-24,DEMOCRAT,18-24,NO,,OTHER,WRONGTRACK,NEITHER,YES,NEITHER,ISSUES,,,NO,NEITHER,POOR,WORSE,SOMEWHATRESP,1.0230000000000001
STATE ONLY,38.0,1.0,51.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,MORE,,EDUCATION,EXPERIENCE,NO,CLINTON,SOMEONEELSE,ALWYSLGL,BETTER,APP/UNFAV,YES,DEMOCRAT,,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,NO,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,18-29,25-29,DEMOCRAT,25-29,NO,,PROT/CHRIST,RIGHTDIR,ONLYGORE,NO,BOTH,ISSUES,,,NO,NEITHER,NOTGOOD,SAME,SOMEWHATRESP,1.449
STATE ONLY,38.0,1.0,52.0,FIRST CALL,30-39,WHITE,MALE,OTHER,DISAPPR,UNFAVORABLE,,WOULDNOTVOTE,MORE,,OMITS,OMITS,NO,PEROT,NONE,ALWYSLGL,WORSE,DIS/UNFAV,YES,ELSE,,COLGRAD,NONE,NEVER,30-50K,NO,YES,MODERATE,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,30-44,30-39,IND/OTHER,30-39,NO,,NONE,WRONGTRACK,NEITHER,NO,BOTH,ISSUES,,,NO,NEITHER,POOR,WORSE,NOTTOORESPON,0.293
STATE ONLY,38.0,1.0,53.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,,GORE,MORE,,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,WORSE,APP/UNFAV,YES,ELSE,,SOMCOL/ASSOC,JEWISH,ONCEAWEEK,,NO,YES,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,45-59,50-59,IND/OTHER,50-64,NO,,JEWISH,WRONGTRACK,BOTH,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.297
STATE ONLY,38.0,1.0,54.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,SAME,APP/FAV,YES,DEMOCRAT,,COLGRAD,NONE,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,45-59,50-59,DEMOCRAT,50-64,NO,,NONE,RIGHTDIR,ONLYGORE,NO,ONLYBUSH,PERSONALQUAL,,,YES,SUPPORTCLIN,GOOD,OMITS,VERYRESPONSI,0.79
STATE ONLY,38.0,1.0,55.0,FIRST CALL,40-44,WHITE,MALE,NADER,OMITS,OMITS,,GORE,MORE,,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,SAME,OMITS,NO,DEMOCRAT,,POSTGRAD,PROTESTANT,NEVER,30-50K,NO,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,30-44,40-49,DEMOCRAT,40-49,NO,,PROT/CHRIST,WRONGTRACK,NEITHER,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,NOTTOORESPON,1.48
STATE ONLY,38.0,1.0,56.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,,GORE,LESS,,MEDICARE/RX,GOODJUDGMENT,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,,POSTGRAD,PROTESTANT,AFEWAMONTH,75-100K,YES,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,45-59,50-59,DEMOCRAT,50-64,NO,,PROT/CHRIST,RIGHTDIR,ONLYGORE,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,OMITS,SOMEWHATRESP,0.527
STATE ONLY,38.0,1.0,57.0,FIRST CALL,60-64,WHITE,MALE,BUSH,APPROVE,FAVORABLE,,BUSH,LESS,,HEALTHCARE,EXPERIENCE,YES,DOLE,NONE,ALWYSILL,WORSE,APP/FAV,YES,DEMOCRAT,,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,60+,60+,DEMOCRAT,50-64,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,NEITHER,PERSONALQUAL,,,NO,NEITHER,NOTGOOD,WORSE,SOMEWHATRESP,1.435
STATE ONLY,38.0,1.0,58.0,FIRST CALL,65-74,BLACK,MALE,GORE,APPROVE,OMITS,,GORE,MORE,,SOCIALSECUR,EXPERIENCE,NO,CLINTON,NONE,MOSTLGL,SAME,OMITS,YES,DEMOCRAT,,NOHS,PROTESTANT,MORETHAN1AWK,15-30K,NO,NO,MODERATE,65+,PHONESVY,STATE,COMPLETE,MULTNOMAH,60+,60+,DEMOCRAT,65+,NO,,PROT/CHRIST,OMITS,OMITS,NO,OMITS,PERSONALQUAL,,,NO,NEITHER,GOOD,OMITS,VERYRESPONSI,0.87
STATE ONLY,38.0,1.0,59.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,TAXES,HONEST,NO,CLINTON,SOMEONEELSE,MOSTLGL,SAME,DIS/UNFAV,NO,INDEPEND,,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,45-59,50-59,IND/OTHER,50-64,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,BOTH,ISSUES,,,YES,NEITHER,GOOD,SAME,SOMEWHATRESP,0.81
STATE ONLY,38.0,1.0,60.0,FIRST CALL,18-24,BLACK,FEMALE,BUSH,APPROVE,UNFAVORABLE,,BUSH,MORE,,WORLDAFFAIRS,HONEST,NO,NOVOTE,NONE,MOSTILL,BETTER,APP/UNFAV,NO,REPUBLCN,,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,NO,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,18-29,18-24,REPUBLICAN,18-24,NO,,PROT/CHRIST,WRONGTRACK,ONLYGORE,YES,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,NOTTOORESPON,0.305
STATE ONLY,38.0,1.0,61.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,OMITS,,SOCIALSECUR,HONEST,YES,NOVOTE,NONE,ALWYSILL,SAME,DIS/UNFAV,NO,REPUBLCN,,COLGRAD,PROTESTANT,MORETHAN1AWK,LESS15K,NO,NO,CONSERV,65+,PHONESVY,STATE,COMPLETE,MULTNOMAH,60+,60+,REPUBLICAN,65+,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,ONLYGORE,PERSONALQUAL,,,NO,NEITHER,EXCEL,SAME,VERYRESPONSI,0.52
STATE ONLY,38.0,1.0,62.0,FIRST CALL,30-39,WHITE,FEMALE,NADER,DISAPPR,UNFAVORABLE,,WOULDNOTVOTE,MORE,,OMITS,HONEST,NO,OTHER,SOMEONEELSE,ALWYSLGL,BETTER,DIS/UNFAV,YES,ELSE,,COLGRAD,,AFEWAYEAR,30-50K,NO,YES,,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,30-44,30-39,IND/OTHER,30-39,NO,,,WRONGTRACK,NEITHER,NO,BOTH,ISSUES,,,YES,NEITHER,POOR,WORSE,SOMEWHATRESP,0.926
STATE ONLY,38.0,1.0,63.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,OMITS,,TAXES,CARES,NO,CLINTON,NONE,MOSTILL,SAME,DIS/UNFAV,NO,DEMOCRAT,,COLGRAD,CATHOLIC,AFEWAMONTH,,YES,YES,MODERATE,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,30-44,30-39,DEMOCRAT,30-39,NO,,CATHOLIC,OMITS,BOTH,NO,NEITHER,ISSUES,,,NO,NEITHER,GOOD,SAME,NOTTOORESPON,1.316
STATE ONLY,38.0,1.0,64.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,OMITS,HONEST,YES,DOLE,NONE,ALWYSILL,SAME,DIS/UNFAV,NO,REPUBLCN,,POSTGRAD,CATHOLIC,ONCEAWEEK,15-30K,NO,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,30-44,30-39,REPUBLICAN,30-39,NO,,CATHOLIC,WRONGTRACK,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,NOTTOORESPON,0.521
STATE ONLY,38.0,1.0,65.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,,BUSH,LESS,,TAXES,STRONGLEADER,YES,DOLE,NONE,MOSTILL,WORSE,APP/UNFAV,NO,REPUBLCN,,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,30-44,30-39,REPUBLICAN,30-39,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,ONLYGORE,ISSUES,,,NO,NEITHER,GOOD,SAME,NOTTOORESPON,1.042
STATE ONLY,38.0,1.0,66.0,FIRST CALL,65-74,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,OMITS,,MEDICARE/RX,STRONGLEADER,NO,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,NO,DEMOCRAT,,POSTGRAD,PROTESTANT,ONCEAWEEK,,NO,NO,MODERATE,65+,PHONESVY,STATE,COMPLETE,MULTNOMAH,60+,60+,DEMOCRAT,65+,NO,,PROT/CHRIST,RIGHTDIR,ONLYGORE,NO,ONLYBUSH,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,VERYRESPONSI,0.724
STATE ONLY,38.0,1.0,67.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,LESS,,ECON/JOBS,STRONGLEADER,NO,CLINTON,SOMEONEELSE,MOSTILL,SAME,APP/UNFAV,YES,DEMOCRAT,,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,45-59,40-49,DEMOCRAT,40-49,NO,,PROT/CHRIST,RIGHTDIR,ONLYGORE,NO,BOTH,PERSONALQUAL,,,NO,NEITHER,GOOD,WORSE,VERYRESPONSI,1.313
STATE ONLY,38.0,1.0,68.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,REPUBLCN,,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,45-59,50-59,REPUBLICAN,50-64,NO,,PROT/CHRIST,RIGHTDIR,ONLYGORE,NO,BOTH,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.519
STATE ONLY,38.0,1.0,69.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,OMITS,UNFAVORABLE,,GORE,LESS,,EDUCATION,COMPLEXISSUE,NO,CLINTON,NONE,MOSTLGL,BETTER,OMITS,YES,DEMOCRAT,,SOMCOL/ASSOC,NONE,AFEWAYEAR,30-50K,YES,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,18-29,25-29,DEMOCRAT,25-29,NO,,NONE,OMITS,ONLYGORE,NO,BOTH,ISSUES,,,,NEITHER,GOOD,SAME,SOMEWHATRESP,0.725
STATE ONLY,38.0,1.0,70.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,MORE,,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,ME,MOSTLGL,BETTER,APP/UNFAV,YES,ELSE,,POSTGRAD,OTHERCHRIST,NEVER,50-75K,YES,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,30-44,40-49,IND/OTHER,40-49,NO,,PROT/CHRIST,RIGHTDIR,ONLYGORE,NO,ONLYBUSH,ISSUES,,,NO,NEITHER,EXCEL,OMITS,VERYRESPONSI,1.091
STATE ONLY,38.0,1.0,71.0,FIRST CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,ECON/JOBS,HONEST,NO,NOVOTE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,REPUBLCN,,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,18-29,25-29,REPUBLICAN,25-29,NO,,PROT/CHRIST,RIGHTDIR,BOTH,YES,ONLYGORE,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,BETTER,NOTTOORESPON,1.254
STATE ONLY,38.0,1.0,72.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,,GORE,MORE,,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,DEMOCRAT,,POSTGRAD,NONE,NEVER,75-100K,YES,YES,MODERATE,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,30-44,30-39,DEMOCRAT,30-39,NO,,NONE,WRONGTRACK,ONLYGORE,NO,NEITHER,ISSUES,,,NO,NEITHER,GOOD,WORSE,SOMEWHATRESP,1.744
STATE ONLY,38.0,1.0,73.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,MORE,,EDUCATION,STRONGLEADER,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,YES,DEMOCRAT,,SOMCOL/ASSOC,NONE,NEVER,75-100K,YES,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,45-59,50-59,DEMOCRAT,50-64,NO,,NONE,RIGHTDIR,ONLYGORE,NO,NEITHER,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.313
STATE ONLY,38.0,1.0,74.0,FIRST CALL,30-39,OTHER,FEMALE,NADER,DISAPPR,OMITS,,WOULDNOTVOTE,LESS,,OMITS,EXPERIENCE,NO,NOVOTE,NONE,ALWYSLGL,BETTER,OMITS,YES,INDEPEND,,COLGRAD,NONE,NEVER,15-30K,NO,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,30-44,30-39,IND/OTHER,30-39,NO,,NONE,WRONGTRACK,NEITHER,NO,BOTH,ISSUES,,,YES,NEITHER,GOOD,OMITS,SOMEWHATRESP,0.462
STATE ONLY,38.0,1.0,75.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,MORE,,EDUCATION,EXPERIENCE,NO,CLINTON,ME,ALWYSLGL,BETTER,APP/UNFAV,YES,DEMOCRAT,,POSTGRAD,NONE,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,30-44,40-49,DEMOCRAT,40-49,NO,,NONE,RIGHTDIR,ONLYGORE,NO,NEITHER,ISSUES,,,YES,NEITHER,GOOD,SAME,VERYRESPONSI,0.725
STATE ONLY,38.0,1.0,76.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,LESS,,ECON/JOBS,HONEST,NO,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,YES,INDEPEND,,COLGRAD,NONE,NEVER,15-30K,NO,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,18-29,25-29,IND/OTHER,25-29,NO,,NONE,RIGHTDIR,NEITHER,NO,BOTH,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.091
STATE ONLY,38.0,1.0,77.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,,BUSH,LESS,,ECON/JOBS,STRONGLEADER,NO,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,YES,INDEPEND,,COLGRAD,CATHOLIC,AFEWAMONTH,75-100K,YES,YES,MODERATE,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,30-44,30-39,IND/OTHER,30-39,NO,,CATHOLIC,RIGHTDIR,BOTH,NO,ONLYGORE,ISSUES,,,NO,NEITHER,GOOD,WORSE,SOMEWHATRESP,0.495
STATE ONLY,38.0,1.0,78.0,FIRST CALL,75+,WHITE,MALE,NADER,DISAPPR,UNFAVORABLE,,GORE,LESS,,OMITS,OMITS,NO,CLINTON,NONE,OMITS,SAME,DIS/UNFAV,NO,DEMOCRAT,,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,LESS15K,YES,NO,CONSERV,65+,PHONESVY,STATE,COMPLETE,MULTNOMAH,60+,60+,DEMOCRAT,65+,NO,,CATHOLIC,OMITS,ONLYGORE,NO,BOTH,ISSUES,,,,NEITHER,GOOD,BETTER,SOMEWHATRESP,1.478
STATE ONLY,38.0,1.0,79.0,FIRST CALL,60-64,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,,GORE,MORE,,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,MOSTILL,BETTER,APP/UNFAV,YES,DEMOCRAT,,COLGRAD,NONE,AFEWAYEAR,OVER100K,YES,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,60+,60+,DEMOCRAT,50-64,NO,,NONE,OMITS,ONLYGORE,NO,NEITHER,ISSUES,,,NO,SUPPORTCLIN,GOOD,OMITS,SOMEWHATRESP,0.527
STATE ONLY,38.0,1.0,80.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,LESS,,EDUCATION,GOODJUDGMENT,NO,CLINTON,NONE,ALWYSLGL,SAME,APP/FAV,NO,DEMOCRAT,,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,MODERATE,65+,PHONESVY,STATE,COMPLETE,MULTNOMAH,60+,60+,DEMOCRAT,65+,NO,,PROT/CHRIST,WRONGTRACK,ONLYGORE,NO,BOTH,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,VERYRESPONSI,1.447
STATE ONLY,38.0,1.0,81.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,DISAPPR,FAVORABLE,,GORE,MORE,,OMITS,COMPLEXISSUE,NO,CLINTON,ME,MOSTLGL,SAME,DIS/FAV,YES,INDEPEND,,POSTGRAD,OTHERCHRIST,AFEWAMONTH,50-75K,NO,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,45-59,50-59,IND/OTHER,50-64,NO,,PROT/CHRIST,RIGHTDIR,ONLYGORE,NO,BOTH,PERSONALQUAL,,,NO,NEITHER,EXCEL,SAME,NOTATALLRESP,0.494
STATE ONLY,38.0,1.0,82.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,,COLGRAD,PROTESTANT,AFEWAMONTH,50-75K,YES,YES,MODERATE,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,30-44,30-39,DEMOCRAT,30-39,NO,,PROT/CHRIST,RIGHTDIR,ONLYGORE,NO,NEITHER,ISSUES,,,NO,SUPPORTCLIN,GOOD,SAME,SOMEWHATRESP,1.449
STATE ONLY,38.0,1.0,83.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,OMITS,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,,POSTGRAD,NONE,NEVER,OVER100K,NO,YES,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,30-44,30-39,DEMOCRAT,30-39,NO,,NONE,RIGHTDIR,ONLYGORE,NO,BOTH,ISSUES,,,NO,NEITHER,EXCEL,SAME,SOMEWHATRESP,0.362
STATE ONLY,38.0,1.0,84.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,MORE,,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,YES,DEMOCRAT,,COLGRAD,PROTESTANT,AFEWAMONTH,75-100K,YES,YES,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,45-59,40-49,DEMOCRAT,40-49,NO,,PROT/CHRIST,RIGHTDIR,ONLYGORE,NO,BOTH,ISSUES,,,NO,SUPPORTCLIN,GOOD,SAME,VERYRESPONSI,0.437
STATE ONLY,38.0,1.0,85.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,EDUCATION,COMPLEXISSUE,NO,OTHER,NONE,ALWYSLGL,BETTER,APP/FAV,YES,ELSE,,COLGRAD,NONE,NEVER,15-30K,NO,YES,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,18-29,25-29,IND/OTHER,25-29,NO,,NONE,WRONGTRACK,ONLYGORE,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,NOTTOORESPON,0.545
STATE ONLY,38.0,1.0,86.0,FIRST CALL,25-29,WHITE,MALE,NADER,APPROVE,FAVORABLE,,GORE,MORE,,OMITS,HONEST,NO,OTHER,NONE,ALWYSLGL,SAME,APP/FAV,YES,INDEPEND,,COLGRAD,NONE,NEVER,15-30K,NO,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,18-29,25-29,IND/OTHER,25-29,NO,,NONE,WRONGTRACK,NEITHER,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.114
STATE ONLY,38.0,1.0,87.0,FIRST CALL,45-49,OTHER,FEMALE,NADER,DISAPPR,OMITS,,GORE,OMITS,,OMITS,OMITS,NO,CLINTON,NONE,ALWYSLGL,SAME,OMITS,NO,ELSE,,POSTGRAD,ELSE,AFEWAYEAR,LESS15K,YES,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,MULTNOMAH,45-59,40-49,IND/OTHER,40-49,NO,,OTHER,WRONGTRACK,NEITHER,NO,BOTH,OMITS,,,NO,NEITHER,POOR,SAME,NOTTOORESPON,0.838
