VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,EVOLCREA,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,17.0,39.0,41.0,THIRD CALL,1709.0,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,ELSE,30-50K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,45-59,40-49,DEMOCRAT,40-49,OTHER,,,1.709
STATE ONLY,17.0,39.0,42.0,THIRD CALL,1770.0,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,CREATIONISM,STATE,KCSUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.77
STATE ONLY,17.0,39.0,43.0,THIRD CALL,2075.0,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,PEROT,SAME,APP/UNFAV,INDEPEND,CATHOLIC,50-75K,CONSERV,18-64,BOTH,STATE,KCSUBURBS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,2.075
STATE ONLY,17.0,39.0,44.0,THIRD CALL,1912.0,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.9120000000000001
STATE ONLY,17.0,39.0,45.0,THIRD CALL,2212.0,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,65+,BOTH,STATE,KCSUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.212
STATE ONLY,17.0,39.0,46.0,THIRD CALL,1770.0,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,CONSERV,18-64,CREATIONISM,STATE,KCSUBURBS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.77
STATE ONLY,17.0,39.0,47.0,THIRD CALL,448.0,18-24,WHITE,MALE,BUCHANAN,DISAPPR,UNFAVORABLE,GORE,YES,PEROT,WORSE,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.448
STATE ONLY,17.0,39.0,48.0,THIRD CALL,2148.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,BOTH,STATE,KCSUBURBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,2.148
STATE ONLY,17.0,43.0,1.0,FIRST CALL,580.0,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,OMITS,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,15-30K,MODERATE,18-64,CREATIONISM,STATE,RURAL,60+,60+,IND/OTHER,50-64,CATHOLIC,,,0.58
STATE ONLY,17.0,43.0,2.0,FIRST CALL,580.0,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,CREATIONISM,STATE,RURAL,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.58
STATE ONLY,17.0,43.0,3.0,FIRST CALL,625.0,50-59,BLACK,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,CREATIONISM,STATE,RURAL,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.625
STATE ONLY,17.0,43.0,4.0,FIRST CALL,540.0,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,18-64,CREATIONISM,STATE,RURAL,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.54
STATE ONLY,17.0,43.0,5.0,FIRST CALL,577.0,75+,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,CONSERV,65+,BOTH,STATE,RURAL,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.577
STATE ONLY,17.0,43.0,6.0,FIRST CALL,606.0,65-74,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,BUSH,YES,DOLE,SAME,APP/UNFAV,REPUBLCN,CATHOLIC,LESS15K,,65+,BOTH,STATE,RURAL,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.606
STATE ONLY,17.0,43.0,7.0,FIRST CALL,552.0,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,RURAL,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.552
STATE ONLY,17.0,43.0,8.0,FIRST CALL,565.0,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,LIBERAL,18-64,BOTH,STATE,RURAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.5650000000000001
STATE ONLY,17.0,43.0,9.0,FIRST CALL,311.0,60-64,WHITE,FEMALE,BUCHANAN,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,INDEPEND,PROTESTANT,15-30K,LIBERAL,18-64,EVOLUTION,STATE,RURAL,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.311
STATE ONLY,17.0,43.0,10.0,FIRST CALL,515.0,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,BOTH,STATE,RURAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.515
STATE ONLY,17.0,43.0,11.0,FIRST CALL,702.0,75+,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,OMITS,APP/FAV,DEMOCRAT,PROTESTANT,,,65+,BOTH,STATE,RURAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.7020000000000001
STATE ONLY,17.0,43.0,12.0,FIRST CALL,538.0,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,75-100K,MODERATE,18-64,OMITS,STATE,RURAL,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.538
STATE ONLY,17.0,43.0,13.0,FIRST CALL,540.0,40-44,WHITE,FEMALE,BUSH,OMITS,UNFAVORABLE,BUSH,OMITS,CLINTON,BETTER,OMITS,REPUBLCN,CATHOLIC,75-100K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.54
STATE ONLY,17.0,43.0,14.0,FIRST CALL,515.0,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,OMITS,BETTER,DIS/UNFAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,BOTH,STATE,RURAL,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.515
STATE ONLY,17.0,43.0,15.0,FIRST CALL,552.0,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,RURAL,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.552
STATE ONLY,17.0,43.0,16.0,FIRST CALL,515.0,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,EVOLUTION,STATE,RURAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.515
STATE ONLY,17.0,43.0,17.0,FIRST CALL,515.0,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,BOTH,STATE,RURAL,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.515
STATE ONLY,17.0,43.0,18.0,FIRST CALL,565.0,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,EVOLUTION,STATE,RURAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.5650000000000001
STATE ONLY,17.0,43.0,19.0,FIRST CALL,577.0,60-64,WHITE,MALE,GORE,APPROVE,OMITS,GORE,NO,CLINTON,BETTER,OMITS,DEMOCRAT,PROTESTANT,15-30K,CONSERV,18-64,BOTH,STATE,RURAL,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.577
STATE ONLY,17.0,43.0,20.0,FIRST CALL,538.0,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,WORSE,APP/UNFAV,INDEPEND,CATHOLIC,50-75K,MODERATE,18-64,CREATIONISM,STATE,RURAL,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.538
STATE ONLY,17.0,43.0,21.0,FIRST CALL,538.0,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,BOTH,STATE,RURAL,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.538
STATE ONLY,17.0,43.0,22.0,FIRST CALL,435.0,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,NOVOTE,WORSE,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,BOTH,STATE,RURAL,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.435
STATE ONLY,17.0,43.0,23.0,FIRST CALL,538.0,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,CONSERV,18-64,BOTH,STATE,RURAL,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.538
STATE ONLY,17.0,43.0,24.0,SECOND CALL,565.0,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,DOLE,SAME,APP/FAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,BOTH,STATE,RURAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.5650000000000001
STATE ONLY,17.0,43.0,25.0,SECOND CALL,515.0,50-59,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,18-64,BOTH,STATE,RURAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.515
STATE ONLY,17.0,43.0,26.0,SECOND CALL,538.0,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,18-64,BOTH,STATE,RURAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.538
STATE ONLY,17.0,43.0,27.0,SECOND CALL,606.0,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,65+,CREATIONISM,STATE,RURAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.606
STATE ONLY,17.0,43.0,28.0,SECOND CALL,515.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,BOTH,STATE,RURAL,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.515
STATE ONLY,17.0,43.0,29.0,SECOND CALL,580.0,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,OMITS,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,65+,BOTH,STATE,RURAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.58
STATE ONLY,17.0,43.0,30.0,SECOND CALL,540.0,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,OTHER,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.54
STATE ONLY,17.0,43.0,31.0,SECOND CALL,515.0,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,OMITS,NO,CLINTON,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,LIBERAL,18-64,BOTH,STATE,RURAL,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.515
STATE ONLY,17.0,43.0,32.0,SECOND CALL,436.0,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,MODERATE,18-64,BOTH,STATE,RURAL,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.436
STATE ONLY,17.0,43.0,33.0,SECOND CALL,565.0,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.5650000000000001
STATE ONLY,17.0,43.0,34.0,SECOND CALL,538.0,45-49,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,BOTH,STATE,RURAL,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.538
STATE ONLY,17.0,43.0,35.0,SECOND CALL,565.0,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,PEROT,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,CONSERV,18-64,CREATIONISM,STATE,RURAL,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.5650000000000001
STATE ONLY,17.0,43.0,36.0,THIRD CALL,515.0,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,CATHOLIC,50-75K,CONSERV,18-64,CREATIONISM,STATE,RURAL,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.515
STATE ONLY,17.0,43.0,37.0,THIRD CALL,515.0,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,GORE,OMITS,OMITS,OMITS,DIS/UNFAV,DEMOCRAT,CATHOLIC,30-50K,,18-64,CREATIONISM,STATE,RURAL,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.515
STATE ONLY,17.0,43.0,38.0,THIRD CALL,515.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.515
STATE ONLY,17.0,43.0,39.0,THIRD CALL,540.0,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,EVOLUTION,STATE,RURAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.54
STATE ONLY,17.0,43.0,40.0,THIRD CALL,538.0,40-44,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,CLINTON,WORSE,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,CONSERV,18-64,BOTH,STATE,RURAL,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.538
STATE ONLY,17.0,43.0,41.0,THIRD CALL,515.0,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,RURAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.515
STATE ONLY,17.0,43.0,42.0,THIRD CALL,639.0,60-64,BLACK,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,BOTH,STATE,RURAL,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.639
STATE ONLY,17.0,43.0,43.0,THIRD CALL,540.0,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,CATHOLIC,50-75K,CONSERV,18-64,CREATIONISM,STATE,RURAL,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.54
STATE ONLY,17.0,43.0,44.0,THIRD CALL,552.0,60-64,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,SAME,APP/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,RURAL,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.552
STATE ONLY,17.0,43.0,45.0,THIRD CALL,515.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,CONSERV,18-64,BOTH,STATE,RURAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.515
STATE ONLY,17.0,43.0,46.0,THIRD CALL,606.0,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,65+,CREATIONISM,STATE,RURAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.606
STATE ONLY,17.0,43.0,47.0,THIRD CALL,1177.0,25-29,WHITE,FEMALE,NADER,APPROVE,FAVORABLE,GORE,NO,PEROT,BETTER,APP/FAV,ELSE,ELSE,30-50K,LIBERAL,18-64,BOTH,STATE,RURAL,18-29,25-29,IND/OTHER,25-29,OTHER,,,1.177
STATE ONLY,17.0,43.0,48.0,THIRD CALL,540.0,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,CLINTON,SAME,DIS/UNFAV,,CATHOLIC,15-30K,MODERATE,18-64,BOTH,STATE,RURAL,45-59,40-49,,40-49,CATHOLIC,,,0.54
STATE ONLY,17.0,43.0,49.0,THIRD CALL,416.0,18-24,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,NOVOTE,BETTER,APP/FAV,REPUBLCN,CATHOLIC,LESS15K,CONSERV,18-64,BOTH,STATE,RURAL,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.41600000000000004
STATE ONLY,17.0,43.0,50.0,THIRD CALL,622.0,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.622
STATE ONLY,17.0,43.0,51.0,THIRD CALL,565.0,30-39,WHITE,FEMALE,GORE,APPROVE,OMITS,GORE,NO,CLINTON,SAME,OMITS,DEMOCRAT,NONE,50-75K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.5650000000000001
STATE ONLY,17.0,43.0,52.0,THIRD CALL,1389.0,50-59,WHITE,MALE,NADER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,OTHER,WORSE,DIS/UNFAV,INDEPEND,OTHERCHRIST,LESS15K,MODERATE,18-64,BOTH,STATE,RURAL,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.389
STATE ONLY,17.0,43.0,53.0,THIRD CALL,515.0,40-44,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,DOLE,WORSE,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.515
STATE ONLY,17.0,43.0,54.0,THIRD CALL,515.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.515
STATE ONLY,17.0,43.0,55.0,THIRD CALL,540.0,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,WORSE,DIS/UNFAV,INDEPEND,OTHERCHRIST,LESS15K,CONSERV,18-64,BOTH,STATE,RURAL,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.54
STATE ONLY,17.0,43.0,56.0,THIRD CALL,538.0,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,INDEPEND,PROTESTANT,15-30K,MODERATE,18-64,EVOLUTION,STATE,RURAL,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.538
STATE ONLY,17.0,48.0,1.0,FIRST CALL,179.0,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,CREATIONISM,STATE,WICHITA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.179
STATE ONLY,17.0,48.0,2.0,FIRST CALL,267.0,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,15-30K,LIBERAL,18-64,BOTH,STATE,WICHITA,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.267
STATE ONLY,17.0,48.0,3.0,FIRST CALL,248.0,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,CREATIONISM,STATE,WICHITA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.248
STATE ONLY,17.0,48.0,4.0,FIRST CALL,370.0,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,BOTH,STATE,WICHITA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.37
STATE ONLY,17.0,48.0,5.0,FIRST CALL,370.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,CREATIONISM,STATE,WICHITA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.37
STATE ONLY,17.0,48.0,6.0,FIRST CALL,751.0,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,BOTH,STATE,WICHITA,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.751
STATE ONLY,17.0,48.0,7.0,FIRST CALL,370.0,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,WICHITA,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.37
STATE ONLY,17.0,48.0,8.0,FIRST CALL,267.0,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,75-100K,MODERATE,18-64,BOTH,STATE,WICHITA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.267
STATE ONLY,17.0,48.0,9.0,FIRST CALL,370.0,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,BOTH,STATE,WICHITA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.37
STATE ONLY,17.0,48.0,10.0,FIRST CALL,751.0,65-74,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,65+,BOTH,STATE,WICHITA,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.751
STATE ONLY,17.0,48.0,11.0,FIRST CALL,179.0,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,DOLE,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,BOTH,STATE,WICHITA,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.179
STATE ONLY,17.0,48.0,12.0,FIRST CALL,503.0,75+,WHITE,,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,65+,CREATIONISM,STATE,WICHITA,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.503
STATE ONLY,17.0,48.0,13.0,FIRST CALL,267.0,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,50-75K,MODERATE,18-64,BOTH,STATE,WICHITA,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.267
STATE ONLY,17.0,48.0,14.0,FIRST CALL,370.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,50-75K,MODERATE,18-64,EVOLUTION,STATE,WICHITA,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.37
