VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,RYAN,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,DEATHPEN,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,TRACK,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL WHITE,14.0,2.0,21.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,CARES,CLINTON,NONE,ALWYSILL,SAME,DIS/UNFAV,NO,,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,MORETHAN1AWK,LESS15K,NO,NO,MODERATE,65+,,,NATIONAL,COMPLETE,NORTH,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,WRONGTRACK,,,PERSONALQUAL,,,1.558
NATIONAL WHITE,14.0,2.0,22.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,YES,,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,AFEWAMONTH,75-100K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NORTH,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,,,ISSUES,,,1.603
NATIONAL WHITE,14.0,2.0,23.0,THIRD CALL,40-44,WHITE,FEMALE,NADER,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,CARES,NOVOTE,SOMEONEELSE,MOSTILL,SAME,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,WRONGTRACK,,,PERSONALQUAL,,,0.597
NATIONAL WHITE,14.0,2.0,24.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,APPROVE,OMITS,BUSH,MORE,SUBURBS,TAXES,CARES,NOVOTE,SOMEONEELSE,MOSTLGL,SAME,OMITS,NO,,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,,,ISSUES,,,1.528
NATIONAL WHITE,14.0,2.0,25.0,THIRD CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,NO,,ELSE,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,NORTH,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,RIGHTDIR,,,ISSUES,,,1.438
NATIONAL WHITE,14.0,2.0,26.0,THIRD CALL,65-74,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,CARES,DOLE,NONE,MOSTILL,SAME,APP/UNFAV,NO,,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,LESS15K,NO,NO,LIBERAL,65+,,,NATIONAL,COMPLETE,NORTH,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,RIGHTDIR,,,ISSUES,,,1.5090000000000001
NATIONAL YELLOW,14.0,2.0,27.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,CARES,CLINTON,MEANDSOMEONE,MOSTILL,BETTER,APP/FAV,YES,,INDEPEND,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,,,ISSUES,HEALTHCARE,CARES,1.48
NATIONAL YELLOW,14.0,2.0,28.0,THIRD CALL,30-39,HISP,MALE,GORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,EDUCATION,STRONGLEADER,OMITS,NONE,MOSTLGL,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,NOHS,CATHOLIC,AFEWAMONTH,15-30K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,RIGHTDIR,,,ISSUES,EDUCATION,STRONGLEADER,1.002
NATIONAL YELLOW,14.0,2.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,GOODJUDGMENT,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,,MODERATE,18-64,,,NATIONAL,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,,,PERSONALQUAL,TAXES,GOODJUDGMENT,1.528
NATIONAL YELLOW,14.0,2.0,30.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,LIKEABLE,DOLE,NONE,MOSTILL,WORSE,DIS/UNFAV,NO,,DEMOCRAT,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,LESS15K,NO,NO,MODERATE,65+,,,NATIONAL,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,WRONGTRACK,,,PERSONALQUAL,TAXES,LIKEABLE,1.558
NATIONAL YELLOW,14.0,2.0,31.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,DOLE,NONE,ALWYSILL,SAME,DIS/UNFAV,YES,,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,WRONGTRACK,,,PERSONALQUAL,WORLDAFFAIRS,COMPLEXISSUE,1.41
NATIONAL YELLOW,14.0,2.0,32.0,THIRD CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,GOODJUDGMENT,NOVOTE,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,,INDEPEND,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,NORTH,18-29,25-29,IND/OTHER,25-29,NO,WHITE,CATHOLIC,WRONGTRACK,,,ISSUES,TAXES,GOODJUDGMENT,1.355
NATIONAL YELLOW,14.0,2.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUCHANAN,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,CARES,NOVOTE,ME,MOSTLGL,BETTER,DIS/UNFAV,YES,,INDEPEND,SUBURBS,HSGRAD,NONE,NEVER,50-75K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,RIGHTDIR,,,ISSUES,TAXES,CARES,0.6880000000000001
NATIONAL GREY,14.0,2.0,34.0,THIRD CALL,30-39,WHITE,MALE,GORE,,,,LESS,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,50-75K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,,BOTH,NEITHER,,,,1.48
NATIONAL GREY,14.0,2.0,35.0,THIRD CALL,45-49,WHITE,MALE,GORE,,,,LESS,SUBURBS,,,,,,,,,,INDEPEND,SUBURBS,SOMCOL/ASSOC,,,OVER100K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,NORTH,45-59,40-49,IND/OTHER,40-49,NO,WHITE,,,BOTH,BOTH,,,,1.48
NATIONAL GREY,14.0,2.0,36.0,THIRD CALL,40-44,WHITE,MALE,GORE,,,,MORE,SUBURBS,,,,,,,,,,INDEPEND,SUBURBS,HSGRAD,,,50-75K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,NO,WHITE,,,BOTH,BOTH,,,,1.48
NATIONAL GREY,14.0,2.0,37.0,THIRD CALL,65-74,WHITE,MALE,BUSH,,,,LESS,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,COLGRAD,,,50-75K,,,CONSERV,65+,OTHRPROGRAMS,,NATIONAL,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,NO,WHITE,,,BOTH,BOTH,,,,1.438
NATIONAL GREY,14.0,2.0,38.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,,,,LESS,SUBURBS,,,,,,,,,,INDEPEND,SUBURBS,SOMCOL/ASSOC,,,50-75K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,NO,WHITE,,,ONLYBUSH,ONLYGORE,,,,1.528
NATIONAL GREY,14.0,2.0,39.0,THIRD CALL,40-44,WHITE,MALE,BUSH,,,,LESS,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,HSGRAD,,,50-75K,,,,18-64,OTHRPROGRAMS,,NATIONAL,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,,,BOTH,BOTH,,,,1.41
NATIONAL GREY,14.0,2.0,40.0,THIRD CALL,,WHITE,MALE,BUSH,,,,MORE,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,HSGRAD,,,30-50K,,,,,SOCIALSECURI,,NATIONAL,COMPLETE,NORTH,,,REPUBLICAN,,NO,WHITE,,,ONLYBUSH,ONLYGORE,,,,1.41
NATIONAL PINK,14.0,2.0,41.0,THIRD CALL,50-59,WHITE,MALE,BUSH,,,,,SUBURBS,,,,ME,,,,YES,,REPUBLCN,SUBURBS,,PROTESTANT,,50-75K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,,WHITE,PROT/CHRIST,,,,,,,1.41
NATIONAL PINK,14.0,2.0,42.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,,,,SUBURBS,,,,NONE,,,,YES,,REPUBLCN,SUBURBS,,PROTESTANT,,75-100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,,,,,1.528
NATIONAL PINK,14.0,2.0,43.0,THIRD CALL,60-64,WHITE,,BUSH,,,,,SUBURBS,,,,NONE,,,,NO,,REPUBLCN,SUBURBS,,PROTESTANT,,50-75K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,NORTH,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,,,,,1.558
NATIONAL PINK,14.0,2.0,44.0,THIRD CALL,45-49,WHITE,MALE,GORE,,,,,SUBURBS,,,,ME,,,,NO,,DEMOCRAT,SUBURBS,,ELSE,,30-50K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,NORTH,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,OTHER,,,,,,,1.48
NATIONAL PINK,14.0,2.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,,,,SUBURBS,,,,SOMEONEELSE,,,,YES,,DEMOCRAT,SUBURBS,,,,50-75K,YES,YES,,18-64,,,NATIONAL,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,,,,,,,,1.603
NATIONAL PINK,14.0,2.0,46.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,,,,,SUBURBS,,,,SOMEONEELSE,,,,NO,,REPUBLCN,SUBURBS,,PROTESTANT,,,NO,NO,MODERATE,65+,,,NATIONAL,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,,,,,,,1.558
STATE ONLY,14.0,6.0,1.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,LIKEABLE,CLINTON,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,DISAPPR,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,CONSERV,65+,REDUCNATDEBT,FAVOR,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.025
STATE ONLY,14.0,6.0,2.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,CLINTON,ME,ALWYSILL,SAME,DIS/UNFAV,YES,DISAPPR,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,NEVER,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,OPPOSE,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYBUSH,BOTH,ISSUES,,,1.0050000000000001
STATE ONLY,14.0,6.0,3.0,FIRST CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,GOODJUDGMENT,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,NO,DISAPPR,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,NEVER,LESS15K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,OPPOSE,STATE,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,CATHOLIC,RIGHTDIR,BOTH,ONLYBUSH,ISSUES,,,1.0130000000000001
STATE ONLY,14.0,6.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,COMPLEXISSUE,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,DISAPPR,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,MODERATE,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYBUSH,BOTH,ISSUES,,,1.0050000000000001
STATE ONLY,14.0,6.0,5.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,OTHER,ME,MOSTILL,SAME,DIS/UNFAV,YES,DISAPPR,INDEPEND,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,,YES,YES,CONSERV,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,ISSUES,,,1.0050000000000001
STATE ONLY,14.0,6.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,OMITS,BUSH,MORE,SUBURBS,EDUCATION,HONEST,DOLE,NONE,MOSTLGL,BETTER,OMITS,NO,DISAPPR,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYBUSH,ONLYGORE,ISSUES,,,1.089
STATE ONLY,14.0,6.0,7.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,LIKEABLE,CLINTON,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,DISAPPR,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,CONSERV,65+,REDUCNATDEBT,FAVOR,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.025
STATE ONLY,14.0,6.0,8.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,CLINTON,ME,ALWYSILL,SAME,DIS/UNFAV,YES,DISAPPR,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,NEVER,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,OPPOSE,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYBUSH,BOTH,ISSUES,,,1.0050000000000001
STATE ONLY,14.0,6.0,9.0,FIRST CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,TAXES,GOODJUDGMENT,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,NO,DISAPPR,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,NEVER,LESS15K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,OPPOSE,STATE,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,CATHOLIC,RIGHTDIR,BOTH,ONLYBUSH,ISSUES,,,1.0130000000000001
STATE ONLY,14.0,6.0,10.0,FIRST CALL,50-59,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,DISAPPR,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,OPPOSE,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYBUSH,BOTH,ISSUES,,,1.055
STATE ONLY,14.0,6.0,11.0,FIRST CALL,45-49,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,HEALTHCARE,HONEST,OTHER,ME,ALWYSILL,SAME,DIS/UNFAV,YES,DISAPPR,INDEPEND,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,,YES,NO,CONSERV,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,ISSUES,,,1.055
STATE ONLY,14.0,6.0,12.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,ME,ALWYSLGL,BETTER,APP/UNFAV,YES,DISAPPR,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,BOTH,BOTH,PERSONALQUAL,,,1.089
STATE ONLY,14.0,6.0,13.0,SECOND CALL,18-24,HISP,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,SUBURBS,OMITS,HONEST,OMITS,NONE,MOSTILL,SAME,DIS/UNFAV,NO,DISAPPR,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,YES,CONSERV,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,YES,WHITE,PROT/CHRIST,WRONGTRACK,ONLYBUSH,NEITHER,ISSUES,,,0.655
STATE ONLY,14.0,6.0,14.0,SECOND CALL,18-24,HISP,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,STRONGLEADER,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,DISAPPR,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,YES,HISP,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYGORE,ISSUES,,,0.655
STATE ONLY,14.0,6.0,15.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,PEROT,NONE,MOSTILL,WORSE,DIS/UNFAV,YES,DISAPPR,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,15-30K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,RIGHTDIR,BOTH,ONLYGORE,ISSUES,,,1.089
STATE ONLY,14.0,6.0,16.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,DOLE,ME,ALWYSILL,SAME,DIS/UNFAV,YES,DISAPPR,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,WRONGTRACK,ONLYBUSH,NEITHER,ISSUES,,,1.0050000000000001
STATE ONLY,14.0,6.0,17.0,SECOND CALL,25-29,BLACK,MALE,NADER,OMITS,OMITS,OMITS,LESS,SUBURBS,WORLDAFFAIRS,CARES,OMITS,SOMEONEELSE,MOSTLGL,OMITS,,,DISAPPR,,SUBURBS,,,OMITS,,,,,18-64,OMITS,FAVOR,STATE,NOTCOMPLETE,NORTH,18-29,25-29,,25-29,NO,BLACK,,RIGHTDIR,OMITS,OMITS,OMITS,,,0.255
STATE ONLY,14.0,6.0,18.0,THIRD CALL,25-29,WHITE,MALE,BUSH,OMITS,OMITS,OMITS,MORE,SUBURBS,ECON/JOBS,CARES,OMITS,SOMEONEELSE,MOSTILL,OMITS,,,DISAPPR,,SUBURBS,,,OMITS,,,,,18-64,OMITS,FAVOR,STATE,NOTCOMPLETE,NORTH,18-29,25-29,,25-29,NO,WHITE,,RIGHTDIR,OMITS,OMITS,OMITS,,,0.966
STATE ONLY,14.0,6.0,19.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,HEALTHCARE,HONEST,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,APPROVE,INDEPEND,SUBURBS,COLGRAD,ELSE,MORETHAN1AWK,75-100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,NORTH,45-59,40-49,IND/OTHER,40-49,NO,WHITE,OTHER,RIGHTDIR,BOTH,ONLYGORE,PERSONALQUAL,,,1.089
STATE ONLY,14.0,6.0,20.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,OTHER,ME,ALWYSLGL,SAME,DIS/UNFAV,YES,DISAPPR,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,MODERATE,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYGORE,ISSUES,,,1.0050000000000001
STATE ONLY,14.0,6.0,21.0,THIRD CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,OMITS,NOVOTE,ME,MOSTILL,BETTER,APP/FAV,YES,APPROVE,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,OPPOSE,STATE,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,CATHOLIC,RIGHTDIR,BOTH,BOTH,ISSUES,,,1.0130000000000001
STATE ONLY,14.0,6.0,22.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,DOLE,ME,MOSTILL,BETTER,DIS/UNFAV,YES,DISAPPR,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,NORTH,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,BOTH,NEITHER,ISSUES,,,1.0050000000000001
STATE ONLY,14.0,6.0,23.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,COMPLEXISSUE,DOLE,SOMEONEELSE,MOSTLGL,SAME,DIS/UNFAV,YES,DISAPPR,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,OTHRPROGRAMS,FAVOR,STATE,COMPLETE,NORTH,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.089
STATE ONLY,14.0,6.0,24.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,LIKEABLE,NOVOTE,NONE,MOSTILL,WORSE,DIS/UNFAV,YES,APPROVE,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,LESS15K,NO,YES,LIBERAL,18-64,OMITS,FAVOR,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,WRONGTRACK,BOTH,BOTH,ISSUES,,,1.089
STATE ONLY,14.0,6.0,25.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,OMITS,LESS,SUBURBS,OMITS,GOODJUDGMENT,CLINTON,NONE,ALWYSLGL,SAME,APP/FAV,YES,DISAPPR,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,15-30K,NO,YES,CONSERV,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,NEITHER,PERSONALQUAL,,,1.11
