VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPMI,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,MCSUPP,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,GUN,WEIGHT
STATE ONLY,23.0,1.0,46.0,THIRD CALL,50-59,WHITE,FEMALE,NADER,OTHER,APPROVE,FAVORABLE,GORE,NO,MORE,SMCITY/RURAL,HEALTHCARE,HONEST,NO,CLINTON,NONE,NEITHERDID,SAME,APP/FAV,YES,DEMOCRAT,RURAL,COLGRAD,PROTESTANT,AFEWAMONTH,50-75K,YES,NO,LIBERAL,18-64,OMITS,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,YES,NEITHER,BOTH,ISSUES,,,SUPPORT,0.606
STATE ONLY,23.0,1.0,47.0,THIRD CALL,25-29,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,YES,DOLE,ME,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,,NO,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,NO,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.62
STATE ONLY,23.0,1.0,48.0,THIRD CALL,18-24,WHITE,FEMALE,,STABENOW,OMITS,FAVORABLE,GORE,NO,OMITS,SMCITY/RURAL,OMITS,STRONGLEADER,NO,CLINTON,SOMEONEELSE,BOTHDID,BETTER,OMITS,YES,DEMOCRAT,RURAL,HSGRAD,NONE,NEVER,,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,18-29,18-24,DEMOCRAT,18-24,NONE,NO,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,0.884
NATIONAL WHITE,23.0,8.0,1.0,FIRST CALL,65-74,WHITE,MALE,GORE,STABENOW,APPROVE,OMITS,GORE,,MORE,SUBURBS,HEALTHCARE,OMITS,NO,CLINTON,ME,,BETTER,OMITS,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,LESS15K,NO,YES,MODERATE,65+,,NATIONAL,COMPLETE,SOUTHWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,,OMITS,,,,1.54
NATIONAL WHITE,23.0,8.0,2.0,FIRST CALL,40-44,WHITE,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,NONE,,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,NONE,NEVER,OVER100K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,NONE,,,,ISSUES,,,,1.042
NATIONAL WHITE,23.0,8.0,3.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,ABRAHAM,APPROVE,FAVORABLE,GORE,,LESS,SUBURBS,TAXES,EXPERIENCE,NO,CLINTON,NONE,,BETTER,APP/FAV,YES,REPUBLCN,SUBURBS,HSGRAD,NONE,NEVER,15-30K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,NONE,,,,ISSUES,,,,0.973
NATIONAL YELLOW,23.0,8.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,HEALTHCARE,LIKEABLE,NO,CLINTON,NONE,,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,COLGRAD,NONE,NEVER,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,NONE,,,,ISSUES,HEALTHCARE,LIKEABLE,,1.044
NATIONAL YELLOW,23.0,8.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ABRAHAM,APPROVE,UNFAVORABLE,BUSH,,LESS,SUBURBS,SOCIALSECUR,STRONGLEADER,NO,DOLE,NONE,,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,,ISSUES,SOCIALSECUR,STRONGLEADER,,1.094
NATIONAL YELLOW,23.0,8.0,6.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,OMITS,STRONGLEADER,NO,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,75-100K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,,ISSUES,OMITS,STRONGLEADER,,1.094
NATIONAL GREY,23.0,8.0,7.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,STABENOW,,,,,,SUBURBS,,,,,,OMITS,,,,,SUBURBS,,,,,,,,65+,OMITS,NATIONAL,NOTCOMPLETE,SOUTHWEST,60+,60+,,65+,,,OMITS,OMITS,,,,OMITS,1.47
NATIONAL GREY,23.0,8.0,8.0,FIRST CALL,18-24,WHITE,MALE,BUSH,ABRAHAM,,,,,,SUBURBS,,,,,,NEITHERDID,,,,REPUBLCN,SUBURBS,HSGRAD,,,15-30K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,SOUTHWEST,18-29,18-24,REPUBLICAN,18-24,,,BOTH,NEITHER,,,,SUPPORT,1.038
NATIONAL GREY,23.0,8.0,9.0,FIRST CALL,65-74,WHITE,MALE,GORE,STABENOW,,,,,,SUBURBS,,,,,,BUSHDID,,,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,,,50-75K,,,LIBERAL,65+,SOCIALSECURI,NATIONAL,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,65+,,,ONLYGORE,ONLYBUSH,,,,SUPPORT,1.54
NATIONAL PINK,23.0,8.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,STABENOW,,,,,,SUBURBS,,,NO,,NONE,,,,YES,INDEPEND,SUBURBS,,CATHOLIC,,50-75K,,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,YES,,,,,,,0.995
NATIONAL PINK,23.0,8.0,11.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,ABRAHAM,,,,,,SUBURBS,,,NO,,NONE,,,,NO,REPUBLCN,SUBURBS,,OTHERCHRIST,,,NO,NO,CONSERV,65+,,NATIONAL,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,YES,,,,,,,1.548
NATIONAL PINK,23.0,8.0,12.0,FIRST CALL,60-64,WHITE,MALE,GORE,STABENOW,,,,,,SUBURBS,,,NO,,ME,,,,NO,INDEPEND,SUBURBS,,PROTESTANT,,30-50K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTHWEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,NO,,,,,,,1.54
NATIONAL WHITE,23.0,8.0,13.0,SECOND CALL,45-49,WHITE,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,ME,,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,NEVER,30-50K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,ISSUES,,,,1.042
NATIONAL WHITE,23.0,8.0,14.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,,OMITS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,YES,NOVOTE,NONE,,SAME,DIS/UNFAV,NO,ELSE,SUBURBS,HSGRAD,,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTHWEST,18-29,18-24,IND/OTHER,18-24,,,,,ISSUES,,,,0.99
NATIONAL WHITE,23.0,8.0,15.0,SECOND CALL,40-44,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,EDUCATION,HONEST,YES,DOLE,NONE,,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,OVER100K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,,ISSUES,,,,1.094
NATIONAL WHITE,23.0,8.0,16.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,STABENOW,APPROVE,UNFAVORABLE,GORE,,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,NO,DOLE,NONE,,SAME,APP/UNFAV,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,NONE,AFEWAYEAR,OVER100K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTHWEST,18-29,18-24,IND/OTHER,18-24,NONE,,,,ISSUES,,,,0.9420000000000001
NATIONAL YELLOW,23.0,8.0,17.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,ABRAHAM,APPROVE,UNFAVORABLE,BUSH,,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,NO,DOLE,NONE,,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,75-100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHWEST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,,PERSONALQUAL,ECON/JOBS,STRONGLEADER,,1.044
NATIONAL YELLOW,23.0,8.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,,MORE,SUBURBS,TAXES,HONEST,YES,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,MORETHAN1AWK,15-30K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,,OMITS,TAXES,HONEST,,1.044
NATIONAL YELLOW,23.0,8.0,19.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,,LESS,SUBURBS,OMITS,COMPLEXISSUE,YES,CLINTON,ME,,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,PERSONALQUAL,OMITS,COMPLEXISSUE,,0.995
NATIONAL YELLOW,23.0,8.0,20.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,ABRAHAM,APPROVE,UNFAVORABLE,GORE,,MORE,SUBURBS,OMITS,GOODJUDGMENT,NO,OTHER,SOMEONEELSE,,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,,ISSUES,OMITS,GOODJUDGMENT,,1.028
NATIONAL GREY,23.0,8.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,ABRAHAM,,,,,,SUBURBS,,,,,,GOREDID,,,,DEMOCRAT,SUBURBS,HSGRAD,,,15-30K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,,,BOTH,ONLYGORE,,,,OPPOSE,1.044
NATIONAL GREY,23.0,8.0,22.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,ABRAHAM,,,,,,SUBURBS,,,,,,GOREDID,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,50-75K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,,,ONLYBUSH,BOTH,,,,SUPPORT,0.99
NATIONAL GREY,23.0,8.0,23.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,ABRAHAM,,,,,,SUBURBS,,,,,,GOREDID,,,,INDEPEND,SUBURBS,SOMCOL/ASSOC,,,75-100K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,SOUTHWEST,18-29,18-24,IND/OTHER,18-24,,,BOTH,BOTH,,,,SUPPORT,0.99
NATIONAL GREY,23.0,8.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,STABENOW,,,,,,SUBURBS,,,,,,NEITHERDID,,,,REPUBLCN,SUBURBS,HSGRAD,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,,,ONLYGORE,NEITHER,,,,SUPPORT,0.995
NATIONAL PINK,23.0,8.0,25.0,SECOND CALL,50-59,WHITE,MALE,BUSH,ABRAHAM,,,,,,SUBURBS,,,NO,,NONE,,,,YES,INDEPEND,SUBURBS,,PROTESTANT,,15-30K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,YES,,,,,,,1.094
NATIONAL PINK,23.0,8.0,26.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,ABRAHAM,,,,,,SUBURBS,,,NO,,SOMEONEELSE,,,,YES,REPUBLCN,SUBURBS,,PROTESTANT,,50-75K,YES,NO,,18-64,,NATIONAL,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,YES,,,,,,,1.548
NATIONAL PINK,23.0,8.0,27.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,STABENOW,,,,,,SUBURBS,,,YES,,MEANDSOMEONE,,,,YES,REPUBLCN,SUBURBS,,OTHERCHRIST,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,NO,,,,,,,0.9580000000000001
NATIONAL PINK,23.0,8.0,28.0,SECOND CALL,40-44,WHITE,MALE,BUSH,ABRAHAM,,,,,,SUBURBS,,,NO,,NONE,,,,YES,REPUBLCN,SUBURBS,,CATHOLIC,,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,NO,,,,,,,1.094
NATIONAL WHITE,23.0,8.0,29.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,MEDICARE/RX,COMPLEXISSUE,YES,NOVOTE,SOMEONEELSE,,BETTER,DIS/UNFAV,NO,INDEPEND,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTHWEST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,,ISSUES,,,,0.99
NATIONAL WHITE,23.0,8.0,30.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,OMITS,OMITS,YES,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,,ISSUES,,,,1.044
NATIONAL WHITE,23.0,8.0,31.0,THIRD CALL,45-49,WHITE,MALE,BUSH,ABRAHAM,APPROVE,UNFAVORABLE,BUSH,,LESS,SUBURBS,TAXES,STRONGLEADER,NO,DOLE,ME,,SAME,APP/UNFAV,YES,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,PERSONALQUAL,,,,1.094
NATIONAL WHITE,23.0,8.0,32.0,THIRD CALL,30-39,WHITE,MALE,BUSH,ABRAHAM,APPROVE,UNFAVORABLE,BUSH,,LESS,SUBURBS,SOCIALSECUR,HONEST,NO,PEROT,NONE,,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,,ISSUES,,,,1.094
NATIONAL YELLOW,23.0,8.0,33.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,STABENOW,APPROVE,FAVORABLE,BUSH,,LESS,SUBURBS,EDUCATION,EXPERIENCE,NO,CLINTON,NONE,,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,ISSUES,EDUCATION,EXPERIENCE,,1.0090000000000001
NATIONAL YELLOW,23.0,8.0,34.0,THIRD CALL,30-39,WHITE,MALE,BUSH,,APPROVE,FAVORABLE,BUSH,,LESS,SUBURBS,WORLDAFFAIRS,OMITS,NO,DOLE,NONE,,BETTER,APP/FAV,YES,REPUBLCN,SUBURBS,COLGRAD,NONE,AFEWAMONTH,50-75K,NO,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,NONE,,,,ISSUES,WORLDAFFAIRS,OMITS,,1.069
NATIONAL YELLOW,23.0,8.0,35.0,THIRD CALL,30-39,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,TAXES,HONEST,YES,NOVOTE,NONE,,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,OVER100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,,ISSUES,TAXES,HONEST,,1.094
NATIONAL YELLOW,23.0,8.0,36.0,THIRD CALL,45-49,ASIAN,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,,MORE,SUBURBS,OMITS,HONEST,NO,CLINTON,NONE,,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,POSTGRAD,ELSE,AFEWAYEAR,,YES,YES,,18-64,,NATIONAL,COMPLETE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,OTHER,,,,PERSONALQUAL,OMITS,HONEST,,1.044
NATIONAL GREY,23.0,8.0,37.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ABRAHAM,,,,,,SUBURBS,,,,,,NEITHERDID,,,,REPUBLCN,SUBURBS,,,,15-30K,,,LIBERAL,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,SOUTHWEST,18-29,18-24,REPUBLICAN,18-24,,,ONLYGORE,ONLYBUSH,,,,SUPPORT,1.038
NATIONAL GREY,23.0,8.0,38.0,THIRD CALL,40-44,WHITE,MALE,OTHER,ABRAHAM,,,,,,SUBURBS,,,,,,NEITHERDID,,,,INDEPEND,SUBURBS,COLGRAD,,,50-75K,,,CONSERV,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,SOUTHWEST,30-44,40-49,IND/OTHER,40-49,,,NEITHER,BOTH,,,,OPPOSE,1.077
NATIONAL GREY,23.0,8.0,39.0,THIRD CALL,40-44,WHITE,MALE,GORE,STABENOW,,,,,,SUBURBS,,,,,,BOTHDID,,,,INDEPEND,SUBURBS,HSGRAD,,,15-30K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,SOUTHWEST,30-44,40-49,IND/OTHER,40-49,,,ONLYGORE,BOTH,,,,OPPOSE,1.042
NATIONAL GREY,23.0,8.0,40.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,ABRAHAM,,,,,,SUBURBS,,,,,,OMITS,,,,,SUBURBS,,,,,,,,18-64,OMITS,NATIONAL,COMPLETE,SOUTHWEST,30-44,30-39,,30-39,,,OMITS,BOTH,,,,OMITS,1.028
NATIONAL PINK,23.0,8.0,41.0,THIRD CALL,50-59,WHITE,MALE,GORE,STABENOW,,,,,,SUBURBS,,,NO,,ME,,,,YES,DEMOCRAT,SUBURBS,,NONE,,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,NONE,YES,,,,,,,1.042
NATIONAL PINK,23.0,8.0,42.0,THIRD CALL,50-59,WHITE,MALE,BUSH,ABRAHAM,,,,,,SUBURBS,,,NO,,NONE,,,,YES,INDEPEND,SUBURBS,,PROTESTANT,,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,NO,,,,,,,1.094
NATIONAL PINK,23.0,8.0,43.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,STABENOW,,,,,,SUBURBS,,,NO,,SOMEONEELSE,,,,YES,INDEPEND,SUBURBS,,PROTESTANT,,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,NO,,,,,,,0.995
NATIONAL PINK,23.0,8.0,44.0,THIRD CALL,40-44,WHITE,MALE,BUSH,ABRAHAM,,,,,,SUBURBS,,,NO,,NONE,,,,YES,REPUBLCN,SUBURBS,,PROTESTANT,,,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,OMITS,,,,,,,1.094
STATE ONLY,23.0,9.0,1.0,FIRST CALL,45-49,WHITE,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,LESS,CITYOVER50K,SOCIALSECUR,HONEST,NO,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,OMITS,STATE,COMPLETE,UNIVERSITY,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,NO,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,OPPOSE,0.9520000000000001
STATE ONLY,23.0,9.0,2.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,ABRAHAM,APPROVE,FAVORABLE,BUSH,NO,MORE,CITYOVER50K,ECON/JOBS,OMITS,YES,PEROT,NONE,BOTHDID,BETTER,APP/FAV,NO,REPUBLCN,50-500K,COLGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,UNIVERSITY,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,NO,BOTH,BOTH,ISSUES,,,SUPPORT,1.573
STATE ONLY,23.0,9.0,3.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,STABENOW,DISAPPR,UNFAVORABLE,GORE,NO,MORE,CITYOVER50K,EDUCATION,GOODJUDGMENT,NO,CLINTON,NONE,NEITHERDID,BETTER,DIS/UNFAV,YES,INDEPEND,50-500K,POSTGRAD,ELSE,ONCEAWEEK,75-100K,NO,NO,CONSERV,18-64,OTHRPROGRAMS,STATE,COMPLETE,UNIVERSITY,45-59,40-49,IND/OTHER,40-49,OTHER,NO,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,0.926
STATE ONLY,23.0,9.0,4.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,ECON/JOBS,HONEST,NO,DOLE,ME,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,COLGRAD,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,CONSERV,18-64,OTHRPROGRAMS,STATE,COMPLETE,UNIVERSITY,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,NO,BOTH,BOTH,PERSONALQUAL,,,SUPPORT,1.573
STATE ONLY,23.0,9.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,TAXES,CARES,NO,DOLE,ME,GOREDID,SAME,DIS/UNFAV,YES,INDEPEND,50-500K,POSTGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,UNIVERSITY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,NO,BOTH,BOTH,PERSONALQUAL,,,OPPOSE,0.93
STATE ONLY,23.0,9.0,6.0,FIRST CALL,40-44,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,EDUCATION,EXPERIENCE,NO,DOLE,NONE,NEITHERDID,BETTER,DIS/UNFAV,YES,INDEPEND,50-500K,COLGRAD,CATHOLIC,AFEWAMONTH,50-75K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,UNIVERSITY,30-44,40-49,IND/OTHER,40-49,CATHOLIC,YES,BOTH,BOTH,ISSUES,,,OPPOSE,0.93
STATE ONLY,23.0,9.0,7.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,HEALTHCARE,CARES,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,POSTGRAD,CATHOLIC,NEVER,50-75K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,UNIVERSITY,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,NO,ONLYGORE,BOTH,ISSUES,,,SUPPORT,1.031
STATE ONLY,23.0,9.0,8.0,FIRST CALL,65-74,WHITE,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,SOCIALSECUR,EXPERIENCE,NO,DOLE,SOMEONEELSE,BOTHDID,BETTER,APP/FAV,NO,INDEPEND,50-500K,POSTGRAD,ELSE,NEVER,,NO,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,UNIVERSITY,60+,60+,IND/OTHER,65+,OTHER,NO,ONLYGORE,BOTH,PERSONALQUAL,,,SUPPORT,1.621
