VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,BUSHWIN,PRESKNOW,SAYANY,ISSVQUAL,GOREWIN,VNS1,VNS2,WEIGHT
STATE ONLY,18.0,7.0,18.0,THIRD CALL,1205.0,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,NO,DOLE,NEITHERDID,WORSE,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,EXCITED,ONLYBUSH,ONLYGORE,ISSUES,CONCERND,,,1.205
STATE ONLY,18.0,7.0,19.0,THIRD CALL,1227.0,18-24,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,YES,NOVOTE,NEITHERDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,LESS15K,NO,NO,CONSERV,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,EXCITED,ONLYBUSH,ONLYGORE,PERSONALQUAL,CONCERND,,,1.227
STATE ONLY,18.0,7.0,20.0,THIRD CALL,1205.0,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,NO,DOLE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,EXCITED,BOTH,ONLYGORE,ISSUES,SCARED,,,1.205
STATE ONLY,18.0,7.0,21.0,THIRD CALL,1215.0,25-29,WHITE,MALE,BUSH,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,NO,DOLE,NEITHERDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,OPTIMIST,BOTH,NEITHER,PERSONALQUAL,CONCERND,,,1.215
STATE ONLY,18.0,7.0,22.0,THIRD CALL,1205.0,40-44,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,GOODJUDGMENT,YES,CLINTON,GOREDID,BETTER,APP/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,CONCERND,ONLYBUSH,BOTH,PERSONALQUAL,CONCERND,,,1.205
STATE ONLY,18.0,7.0,23.0,THIRD CALL,1646.0,18-24,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,STRONGLEADER,NO,NOVOTE,BOTHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,SCARED,ONLYGORE,BOTH,ISSUES,OPTIMIST,,,1.6460000000000001
STATE ONLY,18.0,7.0,24.0,THIRD CALL,1646.0,25-29,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,WORLDAFFAIRS,STRONGLEADER,NO,CLINTON,NEITHERDID,SAME,APP/FAV,YES,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,15-30K,NO,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,CONCERND,ONLYGORE,BOTH,ISSUES,OPTIMIST,,,1.6460000000000001
STATE ONLY,18.0,7.0,25.0,THIRD CALL,1205.0,40-44,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,OMITS,SUBURBS,OMITS,STRONGLEADER,NO,DOLE,NEITHERDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,EXCITED,BOTH,ONLYGORE,PERSONALQUAL,CONCERND,,,1.205
STATE ONLY,18.0,7.0,26.0,THIRD CALL,1884.0,60-64,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,CARES,YES,CLINTON,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,NOHS,PROTESTANT,ONCEAWEEK,15-30K,YES,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,SCARED,ONLYGORE,ONLYBUSH,PERSONALQUAL,CONCERND,,,1.8840000000000001
STATE ONLY,18.0,7.0,27.0,THIRD CALL,1615.0,30-39,WHITE,MALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,NEITHERDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,CONCERND,BOTH,BOTH,ISSUES,EXCITED,,,1.615
STATE ONLY,18.0,7.0,28.0,THIRD CALL,1205.0,30-39,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,DOLE,GOREDID,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,75-100K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,CATHOLIC,OPTIMIST,BOTH,ONLYGORE,PERSONALQUAL,SCARED,,,1.205
STATE ONLY,18.0,8.0,1.0,FIRST CALL,2056.0,40-44,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,OMITS,CLINTON,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,CONCERND,BOTH,BOTH,ISSUES,OPTIMIST,,,2.056
STATE ONLY,18.0,8.0,2.0,FIRST CALL,1549.0,45-49,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,CARES,OMITS,OTHER,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,EXCITED,ONLYBUSH,ONLYGORE,ISSUES,OPTIMIST,,,1.549
STATE ONLY,18.0,8.0,3.0,FIRST CALL,1532.0,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,TAXES,LIKEABLE,NO,DOLE,BOTHDID,BETTER,DIS/UNFAV,YES,INDEPEND,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,OPTIMIST,BOTH,BOTH,PERSONALQUAL,CONCERND,,,1.532
STATE ONLY,18.0,8.0,4.0,FIRST CALL,1532.0,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,EXPERIENCE,NO,DOLE,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,EXCITED,BOTH,ONLYGORE,PERSONALQUAL,CONCERND,,,1.532
STATE ONLY,18.0,8.0,6.0,FIRST CALL,1532.0,45-49,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,50-75K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,EXCITED,BOTH,ONLYGORE,ISSUES,SCARED,,,1.532
STATE ONLY,18.0,8.0,7.0,FIRST CALL,1532.0,30-39,WHITE,MALE,BUSH,BEFORE,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,DOLE,GOREDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,EXCITED,ONLYBUSH,ONLYGORE,ISSUES,SCARED,,,1.532
STATE ONLY,18.0,8.0,8.0,FIRST CALL,2056.0,40-44,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,CONCERND,BOTH,BOTH,ISSUES,OPTIMIST,,,2.056
STATE ONLY,18.0,8.0,9.0,FIRST CALL,1532.0,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,TAXES,GOODJUDGMENT,NO,NOVOTE,BUSHDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,OPTIMIST,ONLYBUSH,BOTH,PERSONALQUAL,SCARED,,,1.532
STATE ONLY,18.0,8.0,10.0,FIRST CALL,1532.0,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,OMITS,HONEST,YES,NOVOTE,GOREDID,BETTER,DIS/UNFAV,YES,ELSE,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,OPTIMIST,ONLYBUSH,ONLYGORE,ISSUES,CONCERND,,,1.532
STATE ONLY,18.0,8.0,11.0,FIRST CALL,1549.0,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,GOODJUDGMENT,NO,DOLE,OMITS,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,OMITS,,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,EXCITED,ONLYBUSH,ONLYGORE,ISSUES,CONCERND,,,1.549
STATE ONLY,18.0,8.0,12.0,FIRST CALL,1532.0,30-39,WHITE,MALE,BUSH,BEFORE,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,DOLE,GOREDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,EXCITED,ONLYBUSH,ONLYGORE,ISSUES,SCARED,,,1.532
STATE ONLY,18.0,8.0,13.0,SECOND CALL,1806.0,75+,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,MEDICARE/RX,HONEST,OMITS,DOLE,NEITHERDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,NOHS,PROTESTANT,ONCEAWEEK,,NO,NO,CONSERV,65+,SOCIALSECURI,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,EXCITED,BOTH,ONLYGORE,PERSONALQUAL,CONCERND,,,1.806
STATE ONLY,18.0,8.0,14.0,SECOND CALL,1549.0,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,CARES,YES,DOLE,NEITHERDID,SAME,DIS/UNFAV,NO,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,EXCITED,ONLYBUSH,ONLYGORE,PERSONALQUAL,SCARED,,,1.549
STATE ONLY,18.0,8.0,15.0,SECOND CALL,1806.0,60-64,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,SOCIALSECUR,HONEST,YES,DOLE,NEITHERDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,EXCITED,BOTH,ONLYGORE,PERSONALQUAL,SCARED,,,1.806
STATE ONLY,18.0,8.0,16.0,THIRD CALL,1549.0,40-44,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,NO,DOLE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,EXCITED,ONLYBUSH,ONLYGORE,PERSONALQUAL,SCARED,,,1.549
STATE ONLY,18.0,8.0,17.0,THIRD CALL,1788.0,75+,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,,YES,NO,CONSERV,65+,CUTFEDINCTAX,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,EXCITED,ONLYBUSH,ONLYGORE,PERSONALQUAL,SCARED,,,1.788
STATE ONLY,18.0,8.0,18.0,THIRD CALL,1806.0,75+,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,,YES,NO,CONSERV,65+,CUTFEDINCTAX,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,EXCITED,ONLYBUSH,ONLYGORE,PERSONALQUAL,SCARED,,,1.806
STATE ONLY,18.0,8.0,19.0,THIRD CALL,1806.0,65-74,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,NO,DOLE,OMITS,SAME,DIS/UNFAV,NO,,SUBURBS,HSGRAD,,ONCEAWEEK,,NO,NO,,65+,OMITS,STATE,COMPLETE,NORTH,60+,60+,,65+,,EXCITED,BOTH,BOTH,ISSUES,CONCERND,,,1.806
STATE ONLY,18.0,8.0,20.0,THIRD CALL,1806.0,60-64,WHITE,FEMALE,BUSH,LASTWEEK,APPROVE,UNFAVORABLE,BUSH,OMITS,SUBURBS,OMITS,STRONGLEADER,YES,PEROT,GOREDID,WORSE,APP/UNFAV,YES,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,LESS15K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,EXCITED,ONLYBUSH,BOTH,ISSUES,SCARED,,,1.806
STATE ONLY,18.0,8.0,21.0,THIRD CALL,1788.0,65-74,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,MEDICARE/RX,STRONGLEADER,NO,DOLE,BOTHDID,SAME,DIS/UNFAV,NO,INDEPEND,SUBURBS,NOHS,PROTESTANT,AFEWAYEAR,,NO,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,NORTH,60+,60+,IND/OTHER,65+,PROT/CHRIST,OPTIMIST,ONLYBUSH,BOTH,ISSUES,CONCERND,,,1.788
STATE ONLY,18.0,8.0,22.0,THIRD CALL,1788.0,65-74,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,COMPLEXISSUE,NO,DOLE,BOTHDID,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,NEVER,75-100K,YES,NO,MODERATE,65+,OMITS,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,CONCERND,ONLYBUSH,BOTH,PERSONALQUAL,EXCITED,,,1.788
STATE ONLY,18.0,8.0,23.0,THIRD CALL,2077.0,50-59,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,CARES,NO,CLINTON,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,CONCERND,BOTH,BOTH,ISSUES,OPTIMIST,,,2.077
STATE ONLY,18.0,8.0,24.0,THIRD CALL,1546.0,25-29,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,LIKEABLE,NO,NOVOTE,BOTHDID,WORSE,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,ELSE,NEVER,15-30K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,18-29,25-29,IND/OTHER,25-29,OTHER,OPTIMIST,BOTH,BOTH,ISSUES,CONCERND,,,1.546
STATE ONLY,18.0,8.0,25.0,THIRD CALL,1806.0,65-74,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,MEDICARE/RX,CARES,YES,NOVOTE,BOTHDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,NOHS,PROTESTANT,ONCEAWEEK,,NO,NO,MODERATE,65+,REDUCNATDEBT,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,CONCERND,BOTH,BOTH,PERSONALQUAL,SCARED,,,1.806
STATE ONLY,18.0,8.0,26.0,THIRD CALL,2074.0,18-24,WHITE,MALE,GORE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,YES,NOVOTE,BOTHDID,BETTER,APP/UNFAV,NO,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,CATHOLIC,OPTIMIST,ONLYGORE,ONLYBUSH,ISSUES,EXCITED,,,2.074
STATE ONLY,18.0,16.0,1.0,FIRST CALL,1829.0,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,NO,DOLE,NEITHERDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,ELSE,AFEWAYEAR,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,OTHER,EXCITED,BOTH,ONLYGORE,PERSONALQUAL,CONCERND,,,1.829
STATE ONLY,18.0,16.0,2.0,FIRST CALL,2862.0,65-74,WHITE,MALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,OMITS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,BUSHDID,BETTER,APP/UNFAV,NO,DEMOCRAT,SUBURBS,NOHS,OTHERCHRIST,OMITS,30-50K,YES,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,OMITS,ONLYGORE,ONLYBUSH,PERSONALQUAL,OPTIMIST,,,2.862
STATE ONLY,18.0,16.0,3.0,FIRST CALL,2479.0,30-39,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,OMITS,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,ELSE,AFEWAYEAR,LESS15K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,OTHER,SCARED,ONLYGORE,BOTH,PERSONALQUAL,OPTIMIST,,,2.479
STATE ONLY,18.0,16.0,4.0,FIRST CALL,1864.0,18-24,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,LESS15K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,EXCITED,ONLYBUSH,ONLYGORE,ISSUES,SCARED,,,1.864
STATE ONLY,18.0,16.0,5.0,FIRST CALL,2474.0,18-24,WHITE,MALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,NO,NOVOTE,GOREDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,HSGRAD,NONE,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,NONE,SCARED,BOTH,BOTH,PERSONALQUAL,EXCITED,,,2.474
STATE ONLY,18.0,16.0,6.0,FIRST CALL,1829.0,40-44,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,EXCITED,ONLYBUSH,ONLYGORE,ISSUES,SCARED,,,1.829
STATE ONLY,18.0,16.0,7.0,FIRST CALL,2479.0,40-44,WHITE,FEMALE,GORE,LASTWEEK,DISAPPR,UNFAVORABLE,GORE,LESS,SUBURBS,HEALTHCARE,HONEST,NO,CLINTON,BOTHDID,WORSE,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,CONCERND,BOTH,BOTH,PERSONALQUAL,OPTIMIST,,,2.479
STATE ONLY,18.0,16.0,8.0,FIRST CALL,1829.0,45-49,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,GOREDID,WORSE,DIS/UNFAV,YES,INDEPEND,SUBURBS,HSGRAD,NONE,NEVER,50-75K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,45-59,40-49,IND/OTHER,40-49,NONE,OPTIMIST,ONLYBUSH,ONLYGORE,ISSUES,SCARED,,,1.829
STATE ONLY,18.0,16.0,9.0,FIRST CALL,2479.0,45-49,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,GOODJUDGMENT,NO,CLINTON,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,CONCERND,ONLYGORE,NEITHER,ISSUES,OPTIMIST,,,2.479
STATE ONLY,18.0,16.0,10.0,FIRST CALL,2454.0,45-49,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,BOTHDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,CONCERND,ONLYGORE,NEITHER,ISSUES,OPTIMIST,,,2.454
