VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,FINSIT,JOBPERS,WORK,ROTH,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,TIMEDES,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,8.0,4.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,CARPER,MINNER,APPROVE,UNFAVORABLE,CASTLE,BUSH,MORE,SUBURBS,OMITS,OMITS,DOLE,BETTER,APP/UNFAV,NO,NO,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,LIBERAL,18-64,OMITS,LAST.3DAYS,STATE,COMPLETE,KENTSUSS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,BOTH,ONLYGORE,ISSUES,,,1.1440000000000001
STATE ONLY,8.0,4.0,13.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,ROTH,BURRIS,DISAPPR,FAVORABLE,CASTLE,BUSH,LESS,SUBURBS,OMITS,CARES,DOLE,SAME,DIS/FAV,NO,NO,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,LESS15K,NO,NO,MODERATE,65+,CUTFEDINCTAX,LAST.MONTH,STATE,COMPLETE,KENTSUSS,60+,60+,IND/OTHER,65+,PROT/CHRIST,ONLYBUSH,ONLYBUSH,PERSONALQUAL,,,1.3940000000000001
STATE ONLY,8.0,4.0,14.0,FIRST CALL,40-44,,FEMALE,GORE,CARPER,MINNER,APPROVE,OMITS,CASTLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,PEROT,SAME,OMITS,YES,NO,INDEPEND,SUBURBS,HSGRAD,CATHOLIC,NEVER,30-50K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,LAST.MONTH,STATE,COMPLETE,KENTSUSS,30-44,40-49,IND/OTHER,40-49,CATHOLIC,ONLYGORE,ONLYBUSH,ISSUES,,,0.993
STATE ONLY,8.0,4.0,16.0,FIRST CALL,75+,WHITE,,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,SUBURBS,MEDICARE/RX,EXPERIENCE,CLINTON,BETTER,APP/FAV,NO,YES,DEMOCRAT,SUBURBS,NOHS,PROTESTANT,NEVER,LESS15K,NO,NO,MODERATE,65+,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,1.368
STATE ONLY,8.0,4.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CARPER,MINNER,APPROVE,UNFAVORABLE,MILLER,GORE,MORE,SUBURBS,TAXES,EXPERIENCE,CLINTON,BETTER,APP/UNFAV,NO,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,ELSE,AFEWAMONTH,15-30K,NO,YES,LIBERAL,18-64,REDUCNATDEBT,LASTWEEK,STATE,COMPLETE,KENTSUSS,30-44,30-39,DEMOCRAT,30-39,OTHER,ONLYGORE,BOTH,ISSUES,,,0.869
STATE ONLY,8.0,4.0,18.0,SECOND CALL,25-29,WHITE,MALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,OMITS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,NOVOTE,WORSE,DIS/UNFAV,YES,NO,ELSE,SUBURBS,HSGRAD,NONE,NEVER,15-30K,NO,NO,,18-64,SOCIALSECURI,LAST.3DAYS,STATE,COMPLETE,KENTSUSS,18-29,25-29,IND/OTHER,25-29,NONE,ONLYBUSH,BOTH,PERSONALQUAL,,,1.381
STATE ONLY,8.0,4.0,19.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,SUBURBS,OMITS,GOODJUDGMENT,CLINTON,WORSE,APP/FAV,NO,YES,INDEPEND,SUBURBS,HSGRAD,ELSE,NEVER,LESS15K,NO,YES,LIBERAL,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,50-59,IND/OTHER,50-64,OTHER,ONLYGORE,BOTH,ISSUES,,,0.781
STATE ONLY,8.0,4.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,LESS,SUBURBS,HEALTHCARE,STRONGLEADER,NOVOTE,WORSE,APP/FAV,YES,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,LAST.MONTH,STATE,COMPLETE,KENTSUSS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.993
STATE ONLY,8.0,4.0,21.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,ROTH,MINNER,APPROVE,UNFAVORABLE,CASTLE,GORE,MORE,SUBURBS,SOCIALSECUR,HONEST,CLINTON,BETTER,APP/UNFAV,YES,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,15-30K,NO,YES,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,NEITHER,ONLYBUSH,ISSUES,,,0.972
STATE ONLY,8.0,4.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,CARPER,BURRIS,APPROVE,UNFAVORABLE,CASTLE,BUSH,LESS,SUBURBS,HEALTHCARE,GOODJUDGMENT,CLINTON,WORSE,APP/UNFAV,YES,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,LIBERAL,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,BOTH,BOTH,ISSUES,,,1.117
STATE ONLY,8.0,4.0,23.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SUBURBS,HEALTHCARE,COMPLEXISSUE,PEROT,BETTER,DIS/UNFAV,NO,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,,NO,NO,CONSERV,18-64,REDUCNATDEBT,LAST.3DAYS,STATE,COMPLETE,KENTSUSS,60+,60+,IND/OTHER,50-64,PROT/CHRIST,ONLYBUSH,BOTH,ISSUES,,,1.3940000000000001
STATE ONLY,8.0,4.0,24.0,SECOND CALL,18-24,HISP,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,MORE,SUBURBS,SOCIALSECUR,STRONGLEADER,NOVOTE,WORSE,APP/FAV,YES,NO,ELSE,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,YES,CONSERV,18-64,SOCIALSECURI,LASTWEEK,STATE,COMPLETE,KENTSUSS,18-29,18-24,IND/OTHER,18-24,CATHOLIC,ONLYGORE,BOTH,PERSONALQUAL,,,1.1280000000000001
STATE ONLY,8.0,4.0,25.0,SECOND CALL,40-44,WHITE,MALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,DOLE,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,KENTSUSS,30-44,40-49,REPUBLICAN,40-49,NONE,BOTH,ONLYGORE,PERSONALQUAL,,,1.352
STATE ONLY,8.0,4.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,SUBURBS,MEDICARE/RX,OMITS,CLINTON,BETTER,APP/FAV,NO,NO,DEMOCRAT,SUBURBS,NOHS,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,NEITHER,PERSONALQUAL,,,0.869
STATE ONLY,8.0,4.0,27.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CARPER,BURRIS,APPROVE,FAVORABLE,CASTLE,GORE,LESS,SUBURBS,HEALTHCARE,HONEST,CLINTON,BETTER,APP/FAV,YES,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,50-75K,NO,NO,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,BOTH,ONLYBUSH,PERSONALQUAL,,,0.969
STATE ONLY,8.0,4.0,28.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,BUSH,LESS,SUBURBS,EDUCATION,CARES,PEROT,BETTER,APP/FAV,NO,NO,INDEPEND,SUBURBS,NOHS,OTHERCHRIST,AFEWAYEAR,LESS15K,NO,YES,LIBERAL,18-64,CUTFEDINCTAX,LAST.MONTH,STATE,COMPLETE,KENTSUSS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,BOTH,BOTH,ISSUES,,,1.1440000000000001
STATE ONLY,8.0,4.0,29.0,SECOND CALL,45-49,OTHER,FEMALE,GORE,,MINNER,OMITS,OMITS,,OMITS,MORE,SUBURBS,SOCIALSECUR,EXPERIENCE,CLINTON,BETTER,OMITS,YES,NO,,SUBURBS,,,OMITS,,YES,YES,,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,40-49,,40-49,,NEITHER,BOTH,ISSUES,,,0.9520000000000001
STATE ONLY,8.0,4.0,30.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,CARPER,MINNER,APPROVE,UNFAVORABLE,CASTLE,GORE,MORE,SUBURBS,OMITS,OMITS,NOVOTE,BETTER,APP/UNFAV,NO,NO,DEMOCRAT,SUBURBS,NOHS,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,OMITS,BEFORE,STATE,COMPLETE,KENTSUSS,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,1.2670000000000001
STATE ONLY,8.0,4.0,31.0,SECOND CALL,50-59,WHITE,MALE,GORE,CARPER,MINNER,OMITS,UNFAVORABLE,CASTLE,GORE,LESS,SUBURBS,ECON/JOBS,OMITS,OMITS,SAME,OMITS,YES,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,ELSE,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,50-59,REPUBLICAN,50-64,OTHER,NEITHER,BOTH,ISSUES,,,1.227
STATE ONLY,8.0,4.0,32.0,SECOND CALL,65-74,WHITE,MALE,BUSH,ROTH,BURRIS,OMITS,OMITS,,OMITS,LESS,SUBURBS,MEDICARE/RX,CARES,OMITS,OMITS,,,NO,,SUBURBS,,,OMITS,,,,,65+,OMITS,LAST.MONTH,STATE,NOTCOMPLETE,KENTSUSS,60+,60+,,65+,,OMITS,OMITS,OMITS,,,1.669
STATE ONLY,8.0,4.0,33.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,,,OMITS,OMITS,,OMITS,OMITS,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,OMITS,OMITS,,,OMITS,,SUBURBS,,,OMITS,,,,,18-64,OMITS,OMITS,STATE,NOTCOMPLETE,KENTSUSS,45-59,40-49,,40-49,,OMITS,OMITS,OMITS,,,0.9430000000000001
STATE ONLY,8.0,4.0,34.0,SECOND CALL,25-29,WHITE,MALE,GORE,ROTH,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,LESS,SUBURBS,ECON/JOBS,CARES,CLINTON,BETTER,APP/FAV,YES,NO,DEMOCRAT,SUBURBS,HSGRAD,ELSE,AFEWAMONTH,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,18-29,25-29,DEMOCRAT,25-29,OTHER,BOTH,ONLYBUSH,ISSUES,,,1.227
STATE ONLY,8.0,4.0,35.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SUBURBS,EDUCATION,EXPERIENCE,CLINTON,BETTER,DIS/UNFAV,YES,NO,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,CONSERV,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,1.092
STATE ONLY,8.0,4.0,36.0,THIRD CALL,40-44,HISP,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,SUBURBS,EDUCATION,EXPERIENCE,CLINTON,BETTER,APP/FAV,YES,YES,DEMOCRAT,SUBURBS,COLGRAD,ELSE,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,30-44,40-49,DEMOCRAT,40-49,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,0.962
STATE ONLY,8.0,4.0,37.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,SUBURBS,MEDICARE/RX,CARES,CLINTON,BETTER,APP/FAV,NO,YES,DEMOCRAT,SUBURBS,HSGRAD,ELSE,ONCEAWEEK,,YES,NO,,65+,SOCIALSECURI,OMITS,STATE,COMPLETE,KENTSUSS,60+,60+,DEMOCRAT,65+,OTHER,ONLYGORE,BOTH,OMITS,,,1.106
STATE ONLY,8.0,4.0,38.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,BUSH,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,OTHER,BETTER,APP/FAV,NO,NO,ELSE,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,SOCIALSECURI,LASTWEEK,STATE,COMPLETE,KENTSUSS,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,1.168
STATE ONLY,8.0,4.0,39.0,THIRD CALL,40-44,WHITE,MALE,BUSH,CARPER,MINNER,APPROVE,FAVORABLE,,GORE,LESS,SUBURBS,SOCIALSECUR,EXPERIENCE,OTHER,BETTER,APP/FAV,YES,NO,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,1.367
STATE ONLY,8.0,4.0,40.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SUBURBS,ECON/JOBS,LIKEABLE,PEROT,SAME,DIS/UNFAV,NO,NO,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,YES,YES,MODERATE,18-64,OMITS,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,BOTH,ISSUES,,,1.092
STATE ONLY,8.0,4.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,OTHER,MINNER,APPROVE,UNFAVORABLE,MILLER,GORE,LESS,SUBURBS,OMITS,HONEST,CLINTON,SAME,APP/UNFAV,YES,NO,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,NEVER,50-75K,NO,NO,MODERATE,18-64,SOCIALSECURI,LAST.MONTH,STATE,COMPLETE,KENTSUSS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.861
STATE ONLY,8.0,4.0,42.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,LESS,SUBURBS,HEALTHCARE,GOODJUDGMENT,CLINTON,BETTER,APP/FAV,YES,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,LAST.3DAYS,STATE,COMPLETE,KENTSUSS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.993
STATE ONLY,8.0,4.0,43.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,SUBURBS,EDUCATION,HONEST,CLINTON,BETTER,APP/FAV,YES,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,YES,YES,LIBERAL,18-64,OMITS,LAST.3DAYS,STATE,COMPLETE,KENTSUSS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,OMITS,OMITS,ISSUES,,,0.781
STATE ONLY,8.0,4.0,44.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,ROTH,MINNER,APPROVE,UNFAVORABLE,CASTLE,GORE,LESS,SUBURBS,HEALTHCARE,HONEST,NOVOTE,BETTER,APP/UNFAV,YES,NO,INDEPEND,SUBURBS,HSGRAD,ELSE,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,KENTSUSS,30-44,30-39,IND/OTHER,30-39,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,0.972
STATE ONLY,8.0,4.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,ROTH,BURRIS,APPROVE,UNFAVORABLE,CASTLE,GORE,MORE,SUBURBS,TAXES,STRONGLEADER,CLINTON,BETTER,APP/UNFAV,YES,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,LASTWEEK,STATE,COMPLETE,KENTSUSS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,BOTH,BOTH,PERSONALQUAL,,,0.9480000000000001
STATE ONLY,8.0,4.0,46.0,THIRD CALL,50-59,WHITE,MALE,NADER,OTHER,BURRIS,APPROVE,FAVORABLE,OTHER,WOULDNOTVOTE,LESS,SUBURBS,SOCIALSECUR,CARES,CLINTON,SAME,APP/FAV,YES,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,LAST.3DAYS,STATE,COMPLETE,KENTSUSS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,NEITHER,BOTH,PERSONALQUAL,,,1.697
STATE ONLY,8.0,4.0,47.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,STRONGLEADER,NOVOTE,SAME,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,KENTSUSS,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,1.381
STATE ONLY,8.0,4.0,48.0,THIRD CALL,30-39,WHITE,MALE,BUSH,ROTH,MINNER,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,DOLE,SAME,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,JEWISH,NEVER,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,LAST.MONTH,STATE,COMPLETE,KENTSUSS,30-44,30-39,REPUBLICAN,30-39,JEWISH,BOTH,ONLYGORE,PERSONALQUAL,,,1.3840000000000001
STATE ONLY,8.0,4.0,49.0,THIRD CALL,30-39,WHITE,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,CLINTON,SAME,APP/FAV,YES,NO,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,OTHRPROGRAMS,BEFORE,STATE,COMPLETE,KENTSUSS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,ONLYGORE,ONLYBUSH,ISSUES,,,1.07
STATE ONLY,8.0,4.0,50.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,SUBURBS,MEDICARE/RX,GOODJUDGMENT,CLINTON,SAME,APP/FAV,YES,NO,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,OMITS,OMITS,,,1.106
STATE ONLY,8.0,4.0,51.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SUBURBS,HEALTHCARE,GOODJUDGMENT,DOLE,SAME,DIS/UNFAV,YES,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,MORETHAN1AWK,30-50K,NO,NO,CONSERV,18-64,SOCIALSECURI,LAST.3DAYS,STATE,COMPLETE,KENTSUSS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,1.092
NATIONAL WHITE,8.0,5.0,1.0,FIRST CALL,60-64,WHITE,MALE,GORE,CARPER,,APPROVE,FAVORABLE,MILLER,GORE,LESS,SUBURBS,MEDICARE/RX,COMPLEXISSUE,CLINTON,BETTER,APP/FAV,NO,,DEMOCRAT,SUBURBS,HSGRAD,ELSE,NEVER,LESS15K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,KENTSUSS,60+,60+,DEMOCRAT,50-64,OTHER,,,ISSUES,,,0.834
NATIONAL WHITE,8.0,5.0,2.0,FIRST CALL,25-29,WHITE,MALE,BUSH,ROTH,,DISAPPR,FAVORABLE,CASTLE,BUSH,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,SAME,DIS/FAV,YES,,REPUBLCN,SUBURBS,HSGRAD,NONE,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,KENTSUSS,18-29,25-29,REPUBLICAN,25-29,NONE,,,ISSUES,,,0.863
NATIONAL WHITE,8.0,5.0,3.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,CARPER,,APPROVE,FAVORABLE,MILLER,GORE,MORE,SUBURBS,HEALTHCARE,CARES,CLINTON,BETTER,APP/FAV,NO,,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,NEVER,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,KENTSUSS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,ISSUES,,,0.531
NATIONAL WHITE,8.0,5.0,4.0,FIRST CALL,45-49,WHITE,MALE,BUSH,ROTH,,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,NOVOTE,SAME,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,KENTSUSS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,ISSUES,,,0.846
NATIONAL YELLOW,8.0,5.0,5.0,FIRST CALL,40-44,WHITE,MALE,BUSH,OTHER,,DISAPPR,UNFAVORABLE,OTHER,BUSH,LESS,SUBURBS,HEALTHCARE,EXPERIENCE,CLINTON,SAME,DIS/UNFAV,YES,,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,KENTSUSS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,ISSUES,HEALTHCARE,EXPERIENCE,1.723
NATIONAL YELLOW,8.0,5.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,ROTH,,OMITS,OMITS,CASTLE,OMITS,LESS,SUBURBS,MEDICARE/RX,STRONGLEADER,OMITS,OMITS,,YES,,,SUBURBS,,,OMITS,,,,,18-64,,,NATIONAL,NOTCOMPLETE,KENTSUSS,45-59,50-59,,50-64,,,,OMITS,MEDICARE/RX,STRONGLEADER,0.683
NATIONAL YELLOW,8.0,5.0,7.0,FIRST CALL,65-74,WHITE,,BUSH,ROTH,,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,SAME,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,COLGRAD,NONE,AFEWAYEAR,30-50K,YES,NO,CONSERV,65+,,,NATIONAL,COMPLETE,KENTSUSS,60+,60+,REPUBLICAN,65+,NONE,,,PERSONALQUAL,TAXES,HONEST,0.873
NATIONAL GREY,8.0,5.0,8.0,FIRST CALL,60-64,WHITE,,BUSH,ROTH,,,,CASTLE,,,SUBURBS,,,,,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,CONSERV,18-64,OMITS,,NATIONAL,COMPLETE,KENTSUSS,60+,60+,REPUBLICAN,50-64,,ONLYBUSH,ONLYGORE,,,,1.076
NATIONAL GREY,8.0,5.0,9.0,FIRST CALL,60-64,,FEMALE,BUSH,ROTH,,,,CASTLE,,,SUBURBS,,,,,,,,INDEPEND,SUBURBS,HSGRAD,,,,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,KENTSUSS,60+,60+,IND/OTHER,50-64,,BOTH,BOTH,,,,0.873
NATIONAL GREY,8.0,5.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ROTH,,,,CASTLE,,,SUBURBS,,,,,,,,,SUBURBS,,,,,,,,18-64,OMITS,,NATIONAL,COMPLETE,KENTSUSS,30-44,30-39,,30-39,,ONLYBUSH,ONLYGORE,,,,0.846
NATIONAL PINK,8.0,5.0,11.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,ROTH,,,,MILLER,,,SUBURBS,,,,,,NO,,DEMOCRAT,SUBURBS,,ELSE,,30-50K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,KENTSUSS,60+,60+,DEMOCRAT,50-64,OTHER,,,,,,0.661
NATIONAL PINK,8.0,5.0,12.0,FIRST CALL,18-24,WHITE,MALE,BUCHANAN,CARPER,,,,CASTLE,,,SUBURBS,,,,,,YES,,INDEPEND,SUBURBS,,NONE,,50-75K,NO,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,KENTSUSS,18-29,18-24,IND/OTHER,18-24,NONE,,,,,,1.02
