VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,TIME,CLINTON,BCPERSON,XWAY2000,ISSUE,QUAL,RELRIGHT,X6VOTE,UNFAIR,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,16.0,7.0,1.0,FIRST CALL,30-39,WHITE,MALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,ECON/JOBS,CARES,NO,CLINTON,BUSHDID,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.667
STATE ONLY,16.0,7.0,2.0,FIRST CALL,30-39,WHITE,MALE,GORE,BEFORE,OMITS,OMITS,OMITS,ECON/JOBS,EXPERIENCE,NO,OMITS,BUSHDID,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,EAST,30-44,30-39,,30-39,,,,1.667
STATE ONLY,16.0,7.0,3.0,FIRST CALL,25-29,WHITE,MALE,BUSH,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NEITHERDID,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.651
STATE ONLY,16.0,7.0,4.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,COMPLEXISSUE,NO,CLINTON,BOTHDID,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,2.074
STATE ONLY,16.0,7.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,LAST.3DAYS,APPROVE,FAVORABLE,GORE,HEALTHCARE,EXPERIENCE,NO,CLINTON,BOTHDID,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.2570000000000001
STATE ONLY,16.0,7.0,6.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,EDUCATION,CARES,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.999
STATE ONLY,16.0,7.0,7.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,EXPERIENCE,NO,CLINTON,BOTHDID,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,,,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.593
STATE ONLY,16.0,7.0,8.0,FIRST CALL,30-39,WHITE,MALE,BUSH,LAST.MONTH,APPROVE,FAVORABLE,BUSH,TAXES,EXPERIENCE,NO,CLINTON,BOTHDID,BETTER,APP/FAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.317
STATE ONLY,16.0,7.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,TAXES,HONEST,NO,DOLE,GOREDID,SAME,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.2570000000000001
STATE ONLY,16.0,7.0,10.0,FIRST CALL,40-44,WHITE,MALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,EXPERIENCE,NO,CLINTON,BOTHDID,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.667
STATE ONLY,16.0,7.0,11.0,FIRST CALL,25-29,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,SOCIALSECUR,HONEST,NO,NOVOTE,BOTHDID,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.651
STATE ONLY,16.0,7.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BOTHDID,BETTER,APP/FAV,INDEPEND,POSTGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.593
STATE ONLY,16.0,7.0,13.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,HEALTHCARE,CARES,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,INDEPEND,COLGRAD,ELSE,75-100K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,OTHER,,,1.593
STATE ONLY,16.0,7.0,14.0,FIRST CALL,30-39,WHITE,FEMALE,NADER,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,EDUCATION,STRONGLEADER,NO,CLINTON,BOTHDID,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.085
STATE ONLY,16.0,7.0,15.0,FIRST CALL,45-49,WHITE,MALE,BUSH,BEFORE,OMITS,OMITS,OMITS,EDUCATION,STRONGLEADER,NO,OMITS,GOREDID,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,EAST,45-59,40-49,,40-49,,,,1.317
STATE ONLY,16.0,7.0,16.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,BUSHDID,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.999
STATE ONLY,16.0,7.0,17.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,STRONGLEADER,NO,OTHER,GOREDID,WORSE,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,,,18-64,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.6380000000000001
STATE ONLY,16.0,7.0,18.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,GOODJUDGMENT,NO,DOLE,NEITHERDID,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.317
STATE ONLY,16.0,7.0,19.0,SECOND CALL,40-44,WHITE,MALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,MEDICARE/RX,OMITS,NO,CLINTON,BOTHDID,BETTER,APP/FAV,DEMOCRAT,HSGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,NONE,,,1.667
STATE ONLY,16.0,7.0,20.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,LAST.3DAYS,DISAPPR,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,BOTHDID,SAME,DIS/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.593
STATE ONLY,16.0,7.0,21.0,THIRD CALL,25-29,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,COMPLEXISSUE,NO,NOVOTE,NEITHERDID,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,OTHER,,,2.092
STATE ONLY,16.0,7.0,22.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,NO,DOLE,NEITHERDID,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.317
STATE ONLY,16.0,7.0,23.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,COMPLEXISSUE,NO,CLINTON,BUSHDID,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,ELSE,75-100K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,OTHER,,,1.999
STATE ONLY,16.0,7.0,24.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,TAXES,STRONGLEADER,NO,DOLE,OMITS,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.317
STATE ONLY,16.0,7.0,25.0,THIRD CALL,50-59,WHITE,MALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,EXPERIENCE,NO,CLINTON,BOTHDID,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.667
STATE ONLY,16.0,7.0,26.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,HONEST,NO,CLINTON,BOTHDID,BETTER,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.2570000000000001
STATE ONLY,16.0,7.0,27.0,THIRD CALL,45-49,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,HONEST,NO,DOLE,NEITHERDID,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.317
STATE ONLY,16.0,7.0,28.0,THIRD CALL,45-49,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BUSHDID,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.667
STATE ONLY,16.0,7.0,29.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,CARES,YES,DOLE,BOTHDID,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.2570000000000001
STATE ONLY,16.0,7.0,30.0,THIRD CALL,45-49,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,NO,DOLE,GOREDID,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.317
STATE ONLY,16.0,7.0,31.0,THIRD CALL,45-49,WHITE,MALE,GORE,BEFORE,DISAPPR,UNFAVORABLE,GORE,OMITS,EXPERIENCE,NO,CLINTON,BOTHDID,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.667
STATE ONLY,16.0,7.0,32.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,HONEST,NO,DOLE,GOREDID,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.6380000000000001
STATE ONLY,16.0,7.0,33.0,THIRD CALL,40-44,WHITE,MALE,BUSH,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,TAXES,OMITS,NO,CLINTON,BOTHDID,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.317
STATE ONLY,16.0,7.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,HONEST,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.593
STATE ONLY,16.0,7.0,35.0,THIRD CALL,40-44,WHITE,MALE,NADER,LAST.3DAYS,OMITS,OMITS,OMITS,ECON/JOBS,CARES,NO,OMITS,NEITHERDID,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,EAST,30-44,40-49,,40-49,,,,1.135
STATE ONLY,16.0,7.0,36.0,THIRD CALL,30-39,WHITE,MALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,TAXES,GOODJUDGMENT,NO,CLINTON,BOTHDID,SAME,APP/FAV,REPUBLCN,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.667
STATE ONLY,16.0,7.0,37.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,STRONGLEADER,OMITS,DOLE,BOTHDID,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.317
STATE ONLY,16.0,7.0,38.0,THIRD CALL,50-59,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,OMITS,CARES,YES,DOLE,BOTHDID,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.317
STATE ONLY,16.0,7.0,39.0,THIRD CALL,45-49,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,GOODJUDGMENT,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.667
STATE ONLY,16.0,16.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,OMITS,EXPERIENCE,OMITS,CLINTON,BOTHDID,SAME,APP/UNFAV,DEMOCRAT,NOHS,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.336
STATE ONLY,16.0,16.0,2.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LAST.3DAYS,APPROVE,FAVORABLE,GORE,HEALTHCARE,STRONGLEADER,YES,CLINTON,BOTHDID,WORSE,APP/FAV,ELSE,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,65+,STATE,COMPLETE,WEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.447
STATE ONLY,16.0,16.0,3.0,FIRST CALL,50-59,HISP,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,CARES,YES,CLINTON,BUSHDID,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,WEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.782
STATE ONLY,16.0,16.0,4.0,FIRST CALL,60-64,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,COMPLEXISSUE,NO,DOLE,BOTHDID,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.447
STATE ONLY,16.0,16.0,5.0,FIRST CALL,18-24,BLACK,MALE,GORE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,NO,DOLE,BUSHDID,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,WEST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,1.163
STATE ONLY,16.0,16.0,6.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,YES,DOLE,GOREDID,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.4040000000000001
STATE ONLY,16.0,16.0,7.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,OMITS,STRONGLEADER,NO,CLINTON,GOREDID,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.4040000000000001
STATE ONLY,16.0,16.0,8.0,FIRST CALL,45-49,WHITE,MALE,GORE,LASTWEEK,OMITS,OMITS,OMITS,EDUCATION,CARES,NO,OMITS,GOREDID,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,WEST,45-59,40-49,,40-49,,,,1.163
STATE ONLY,16.0,16.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,EXPERIENCE,OMITS,CLINTON,BOTHDID,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.186
STATE ONLY,16.0,16.0,10.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,LAST.MONTH,DISAPPR,FAVORABLE,BUSH,OMITS,CARES,YES,CLINTON,BOTHDID,OMITS,DIS/FAV,DEMOCRAT,COLGRAD,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,WEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.4040000000000001
STATE ONLY,16.0,16.0,11.0,FIRST CALL,45-49,WHITE,MALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BOTHDID,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.163
STATE ONLY,16.0,16.0,12.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,OMITS,DOLE,OMITS,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,WEST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.186
STATE ONLY,16.0,16.0,13.0,FIRST CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,NO,DOLE,BOTHDID,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,WEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.222
STATE ONLY,16.0,16.0,14.0,FIRST CALL,50-59,WHITE,MALE,GORE,LAST.3DAYS,DISAPPR,UNFAVORABLE,GORE,SOCIALSECUR,GOODJUDGMENT,NO,PEROT,BOTHDID,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.163
STATE ONLY,16.0,16.0,15.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,HONEST,NO,CLINTON,BOTHDID,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.4040000000000001
STATE ONLY,16.0,16.0,16.0,SECOND CALL,65-74,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,HONEST,NO,DOLE,NEITHERDID,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,CONSERV,65+,STATE,COMPLETE,WEST,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.447
STATE ONLY,16.0,16.0,17.0,SECOND CALL,40-44,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,YES,DOLE,NEITHERDID,WORSE,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,WEST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.222
STATE ONLY,16.0,16.0,18.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,EXPERIENCE,NO,CLINTON,BOTHDID,SAME,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,WEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.336
STATE ONLY,16.0,16.0,19.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,OMITS,OMITS,OMITS,OMITS,WORLDAFFAIRS,GOODJUDGMENT,OMITS,OMITS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,WEST,45-59,40-49,,40-49,,,,1.186
STATE ONLY,16.0,16.0,20.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,GOODJUDGMENT,OMITS,CLINTON,BOTHDID,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,LIBERAL,65+,STATE,COMPLETE,WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.336
STATE ONLY,16.0,16.0,21.0,SECOND CALL,50-59,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,NO,DOLE,BOTHDID,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.222
STATE ONLY,16.0,16.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,EXPERIENCE,NO,PEROT,GOREDID,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.186
STATE ONLY,16.0,16.0,23.0,SECOND CALL,30-39,WHITE,MALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,OMITS,COMPLEXISSUE,OMITS,NOVOTE,BOTHDID,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.163
STATE ONLY,16.0,16.0,24.0,SECOND CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,NO,DOLE,GOREDID,SAME,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,WEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.222
STATE ONLY,16.0,16.0,25.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,EDUCATION,HONEST,NO,OMITS,GOREDID,BETTER,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.186
STATE ONLY,16.0,16.0,26.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,COMPLEXISSUE,YES,DOLE,GOREDID,SAME,DIS/UNFAV,REPUBLCN,NOHS,OTHERCHRIST,LESS15K,MODERATE,65+,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.4040000000000001
STATE ONLY,16.0,16.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,YES,DOLE,OMITS,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,WEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.186
STATE ONLY,16.0,16.0,28.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,STRONGLEADER,NO,NOVOTE,BOTHDID,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,WEST,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.6280000000000001
