VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,TIME,CLINTON,BCPERSON,XWAY2000,ISSUE,RELRIGHT,X6VOTE,ENVIRON,UNION4,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,49.0,6.0,20.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,,WISE,LASTWEEK,APPROVE,FAVORABLE,GORE,MEDICARE/RX,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,,,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.274
STATE ONLY,49.0,6.0,21.0,SECOND CALL,30-39,BLACK,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,NO,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,,50-75K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,,,,0.992
STATE ONLY,49.0,6.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,YES,DOLE,OMITS,SOMEONEELSE,WORSE,APP/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.26
STATE ONLY,49.0,6.0,23.0,SECOND CALL,45-49,WHITE,,BUSH,GALLAHER,UNDERWOOD,LAST.MONTH,OMITS,OMITS,GORE,SOCIALSECUR,NO,DOLE,PROGRWTH,NONE,WORSE,OMITS,REPUBLCN,NOHS,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.188
STATE ONLY,49.0,6.0,24.0,SECOND CALL,18-24,WHITE,MALE,,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.292
STATE ONLY,49.0,6.0,25.0,SECOND CALL,,BLACK,FEMALE,GORE,,WISE,BEFORE,APPROVE,FAVORABLE,GORE,HEALTHCARE,YES,CLINTON,PROENVIR,SOMEONEELSE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,,STATE,COMPLETE,CHARLESTON,,,DEMOCRAT,,PROT/CHRIST,,,1.1320000000000001
STATE ONLY,49.0,6.0,26.0,SECOND CALL,40-44,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,LAST.MONTH,APPROVE,FAVORABLE,GORE,MEDICARE/RX,YES,CLINTON,PROENVIR,MEANDSOMEONE,SAME,APP/FAV,INDEPEND,HSGRAD,,15-30K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,IND/OTHER,40-49,,,,1.188
STATE ONLY,49.0,6.0,27.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,HEALTHCARE,NO,CLINTON,PROGRWTH,ME,BETTER,APP/FAV,REPUBLCN,NOHS,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.356
STATE ONLY,49.0,6.0,28.0,THIRD CALL,18-24,WHITE,MALE,GORE,BYRD,WISE,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,TAXES,NO,DOLE,PROGRWTH,,WORSE,APP/UNFAV,INDEPEND,NOHS,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.223
STATE ONLY,49.0,6.0,29.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,OTHER,OTHER,LAST.3DAYS,DISAPPR,UNFAVORABLE,GORE,WORLDAFFAIRS,YES,CLINTON,PROGRWTH,NONE,WORSE,DIS/UNFAV,INDEPEND,NOHS,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,3.1670000000000003
STATE ONLY,49.0,6.0,30.0,THIRD CALL,45-49,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,SOCIALSECUR,NO,NOVOTE,PROGRWTH,ME,WORSE,DIS/UNFAV,ELSE,HSGRAD,CATHOLIC,,,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.188
STATE ONLY,49.0,6.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,NO,DOLE,PROGRWTH,SOMEONEELSE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,,,18-64,STATE,COMPLETE,CHARLESTON,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.1400000000000001
STATE ONLY,49.0,6.0,32.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,GALLAHER,,LAST.3DAYS,DISAPPR,FAVORABLE,BUSH,EDUCATION,YES,CLINTON,PROGRWTH,,WORSE,DIS/FAV,DEMOCRAT,NOHS,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,18-29,25-29,DEMOCRAT,25-29,OTHER,,,1.0210000000000001
STATE ONLY,49.0,7.0,1.0,FIRST CALL,30-39,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.595
STATE ONLY,49.0,7.0,2.0,FIRST CALL,45-49,WHITE,,BUSH,BYRD,UNDERWOOD,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,NO,DOLE,PROGRWTH,ME,BETTER,DIS/UNFAV,INDEPEND,,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.356
STATE ONLY,49.0,7.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,NO,DOLE,PROGRWTH,ME,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.443
STATE ONLY,49.0,7.0,4.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,,UNDERWOOD,BEFORE,OMITS,UNFAVORABLE,BUSH,TAXES,OMITS,DOLE,PROGRWTH,NONE,SAME,OMITS,,NOHS,PROTESTANT,,CONSERV,65+,STATE,COMPLETE,CHARLESTON,60+,60+,,65+,PROT/CHRIST,,,1.6640000000000001
STATE ONLY,49.0,7.0,5.0,FIRST CALL,40-44,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,YES,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.443
STATE ONLY,49.0,7.0,6.0,SECOND CALL,60-64,WHITE,,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.75
STATE ONLY,49.0,7.0,7.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,BYRD,WISE,LASTWEEK,APPROVE,FAVORABLE,GORE,SOCIALSECUR,YES,CLINTON,PROENVIR,SOMEONEELSE,BETTER,APP/FAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.819
STATE ONLY,49.0,7.0,8.0,SECOND CALL,45-49,,FEMALE,BUSH,BYRD,WISE,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,NO,DOLE,PROGRWTH,ME,WORSE,DIS/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.627
STATE ONLY,49.0,7.0,9.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,BYRD,WISE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,SOCIALSECUR,YES,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.5010000000000001
STATE ONLY,49.0,7.0,10.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,,WISE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,YES,DOLE,OMITS,NONE,WORSE,DIS/UNFAV,ELSE,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.6460000000000001
STATE ONLY,49.0,7.0,11.0,SECOND CALL,25-29,WHITE,MALE,BUSH,GALLAHER,WISE,BEFORE,APPROVE,FAVORABLE,BUSH,EDUCATION,NO,CLINTON,PROGRWTH,MEANDSOMEONE,BETTER,APP/FAV,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.552
STATE ONLY,49.0,7.0,12.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BYRD,UNDERWOOD,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,NO,DOLE,PROGRWTH,SOMEONEELSE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.443
STATE ONLY,49.0,7.0,13.0,SECOND CALL,30-39,WHITE,MALE,BUSH,,,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.584
STATE ONLY,49.0,7.0,14.0,SECOND CALL,65-74,WHITE,,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROGRWTH,ME,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,CHARLESTON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.819
STATE ONLY,49.0,7.0,15.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,YES,DOLE,PROGRWTH,SOMEONEELSE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.356
STATE ONLY,49.0,7.0,16.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,EDUCATION,YES,NOVOTE,PROGRWTH,NONE,WORSE,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,18-29,25-29,DEMOCRAT,25-29,OTHER,,,1.369
STATE ONLY,49.0,7.0,17.0,SECOND CALL,25-29,WHITE,MALE,BUSH,GALLAHER,OTHER,BEFORE,DISAPPR,FAVORABLE,BUSH,TAXES,NO,PEROT,PROENVIR,ME,BETTER,DIS/FAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.457
STATE ONLY,49.0,7.0,18.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.356
STATE ONLY,49.0,7.0,19.0,THIRD CALL,45-49,WHITE,MALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,OMITS,CLINTON,PROENVIR,NONE,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.595
STATE ONLY,49.0,7.0,20.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,YES,PEROT,PROGRWTH,NONE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.6460000000000001
STATE ONLY,49.0,7.0,21.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,GALLAHER,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,NO,NOVOTE,PROGRWTH,NONE,WORSE,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.471
STATE ONLY,49.0,7.0,22.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,NO,NOVOTE,PROENVIR,SOMEONEELSE,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.5010000000000001
STATE ONLY,49.0,7.0,23.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,LAST.MONTH,APPROVE,FAVORABLE,BUSH,EDUCATION,YES,CLINTON,PROENVIR,NONE,WORSE,APP/FAV,REPUBLCN,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.238
STATE ONLY,49.0,7.0,24.0,THIRD CALL,25-29,WHITE,MALE,GORE,BYRD,UNDERWOOD,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.21
STATE ONLY,49.0,7.0,25.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,NO,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.6460000000000001
STATE ONLY,49.0,7.0,26.0,THIRD CALL,18-24,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,HEALTHCARE,YES,NOVOTE,PROENVIR,ME,BETTER,APP/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.292
STATE ONLY,49.0,7.0,27.0,THIRD CALL,40-44,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,YES,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.415
STATE ONLY,49.0,7.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.5010000000000001
STATE ONLY,49.0,7.0,29.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,NO,CLINTON,PROENVIR,NONE,SAME,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.5010000000000001
STATE ONLY,49.0,7.0,30.0,THIRD CALL,60-64,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.934
STATE ONLY,49.0,7.0,31.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,NO,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,1.216
STATE ONLY,49.0,7.0,32.0,THIRD CALL,50-59,WHITE,MALE,,BYRD,,OMITS,OMITS,FAVORABLE,WOULDNOTVOTE,OMITS,YES,CLINTON,OMITS,NONE,SAME,OMITS,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,,18-64,STATE,COMPLETE,CHARLESTON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.524
STATE ONLY,49.0,7.0,33.0,THIRD CALL,18-24,WHITE,MALE,BUSH,BYRD,UNDERWOOD,LAST.MONTH,APPROVE,FAVORABLE,BUSH,WORLDAFFAIRS,YES,NOVOTE,PROENVIR,NONE,BETTER,APP/FAV,REPUBLCN,HSGRAD,OTHERCHRIST,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.315
STATE ONLY,49.0,7.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,HEALTHCARE,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.5010000000000001
STATE ONLY,49.0,10.0,1.0,SECOND CALL,40-44,HISP,MALE,GORE,BYRD,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,NO,NOVOTE,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,APPALACHIAN,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.7030000000000001
STATE ONLY,49.0,10.0,2.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,,UNDERWOOD,LAST.3DAYS,DISAPPR,FAVORABLE,BUSH,SOCIALSECUR,YES,NOVOTE,PROENVIR,NONE,WORSE,DIS/FAV,REPUBLCN,NOHS,NONE,15-30K,CONSERV,18-64,STATE,COMPLETE,APPALACHIAN,60+,60+,REPUBLICAN,50-64,NONE,,,0.793
STATE ONLY,49.0,10.0,3.0,SECOND CALL,25-29,WHITE,FEMALE,OTHER,BYRD,WISE,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,NO,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.656
STATE ONLY,49.0,10.0,4.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,NO,CLINTON,PROGRWTH,NONE,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.56
STATE ONLY,49.0,10.0,5.0,SECOND CALL,75+,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,NO,PEROT,PROENVIR,NONE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,APPALACHIAN,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.862
STATE ONLY,49.0,10.0,6.0,SECOND CALL,40-44,WHITE,MALE,GORE,BYRD,UNDERWOOD,OMITS,DISAPPR,UNFAVORABLE,GORE,OMITS,YES,PEROT,PROENVIR,NONE,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.513
STATE ONLY,49.0,10.0,7.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,YES,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.547
STATE ONLY,49.0,10.0,8.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,NO,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.785
STATE ONLY,49.0,10.0,9.0,SECOND CALL,25-29,WHITE,MALE,BUSH,BYRD,UNDERWOOD,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,NO,NOVOTE,PROGRWTH,ME,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.652
STATE ONLY,49.0,10.0,10.0,SECOND CALL,18-24,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,YES,NOVOTE,PROENVIR,NONE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.652
STATE ONLY,49.0,10.0,11.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,BUSH,EDUCATION,NO,DOLE,PROENVIR,NONE,SAME,APP/FAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,APPALACHIAN,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.785
STATE ONLY,49.0,10.0,12.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,TAXES,YES,NOVOTE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,NONE,15-30K,CONSERV,18-64,STATE,COMPLETE,APPALACHIAN,18-29,25-29,REPUBLICAN,25-29,NONE,,,0.583
STATE ONLY,49.0,10.0,13.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,YES,DOLE,PROENVIR,NONE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,LESS15K,CONSERV,65+,STATE,COMPLETE,APPALACHIAN,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.785
STATE ONLY,49.0,10.0,14.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,BYRD,WISE,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,YES,CLINTON,PROGRWTH,SOMEONEELSE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.56
STATE ONLY,49.0,10.0,15.0,SECOND CALL,75+,WHITE,MALE,BUSH,,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,NO,DOLE,PROENVIR,NONE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,APPALACHIAN,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.872
