VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,WEIGHT
STATE ONLY,9.0,24.0,1.0,FIRST CALL,65-74,BLACK,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,,65+,NO,STATE,NESESW,60+,60+,IND/OTHER,65+,NO,BLACK,PROT/CHRIST,1.6
STATE ONLY,9.0,24.0,2.0,FIRST CALL,45-49,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,YES,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,YES,BLACK,PROT/CHRIST,1.316
STATE ONLY,9.0,24.0,3.0,FIRST CALL,,BLACK,,GORE,OMITS,FAVORABLE,OMITS,CLINTON,BETTER,OMITS,ELSE,,NONE,,,,,STATE,NESESW,,,IND/OTHER,,,BLACK,NONE,1.226
STATE ONLY,9.0,24.0,4.0,FIRST CALL,60-64,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,YES,STATE,NESESW,60+,60+,DEMOCRAT,50-64,YES,BLACK,PROT/CHRIST,1.793
STATE ONLY,9.0,24.0,5.0,FIRST CALL,50-59,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,15-30K,LIBERAL,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,YES,BLACK,PROT/CHRIST,1.316
STATE ONLY,9.0,24.0,6.0,FIRST CALL,65-74,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,LIBERAL,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,1.793
STATE ONLY,9.0,24.0,8.0,FIRST CALL,45-49,,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,YES,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,,PROT/CHRIST,0.986
STATE ONLY,9.0,24.0,9.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,ELSE,COLGRAD,OTHERCHRIST,,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,IND/OTHER,30-39,NO,BLACK,PROT/CHRIST,1.316
STATE ONLY,9.0,24.0,10.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,,30-50K,MODERATE,18-64,YES,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,,1.316
STATE ONLY,9.0,24.0,11.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NOVOTE,BETTER,APP/UNFAV,INDEPEND,NOHS,NONE,LESS15K,LIBERAL,18-64,YES,STATE,NESESW,30-44,40-49,IND/OTHER,40-49,NO,BLACK,NONE,1.316
STATE ONLY,9.0,24.0,12.0,FIRST CALL,50-59,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,OMITS,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,YES,BLACK,PROT/CHRIST,1.316
STATE ONLY,9.0,24.0,13.0,FIRST CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,YES,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.226
STATE ONLY,9.0,24.0,14.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,NO,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,PROT/CHRIST,1.403
STATE ONLY,9.0,24.0,15.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,15-30K,MODERATE,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,NONE,1.316
STATE ONLY,9.0,24.0,16.0,FIRST CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,ELSE,OVER100K,MODERATE,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,OTHER,1.226
STATE ONLY,9.0,24.0,17.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.226
STATE ONLY,9.0,24.0,18.0,SECOND CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,15-30K,LIBERAL,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,NONE,1.226
STATE ONLY,9.0,24.0,19.0,SECOND CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,75-100K,LIBERAL,18-64,YES,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.226
STATE ONLY,9.0,24.0,20.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,YES,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.226
STATE ONLY,9.0,24.0,21.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,NO,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,CATHOLIC,1.316
STATE ONLY,9.0,24.0,22.0,SECOND CALL,65-74,BLACK,,GORE,APPROVE,OMITS,OMITS,CLINTON,BETTER,OMITS,,NOHS,PROTESTANT,,,65+,,STATE,NESESW,60+,60+,,65+,,BLACK,PROT/CHRIST,1.793
STATE ONLY,9.0,24.0,23.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,NO,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.316
STATE ONLY,9.0,24.0,24.0,THIRD CALL,45-49,OTHER,MALE,BUSH,OMITS,OMITS,OMITS,NOVOTE,OMITS,OMITS,,,,,,18-64,,STATE,NESESW,45-59,40-49,,40-49,,OTHER,,0.88
STATE ONLY,9.0,24.0,25.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,ELSE,50-75K,MODERATE,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,OTHER,1.226
STATE ONLY,9.0,24.0,26.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,ELSE,50-75K,,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,OTHER,1.316
STATE ONLY,9.0,24.0,27.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,75-100K,LIBERAL,18-64,YES,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.316
STATE ONLY,9.0,24.0,28.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,NO,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,CATHOLIC,1.403
STATE ONLY,9.0,24.0,29.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,NO,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,CATHOLIC,1.403
STATE ONLY,9.0,24.0,30.0,THIRD CALL,30-39,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,LESS15K,LIBERAL,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,HISP,OTHER,1.316
STATE ONLY,9.0,24.0,31.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,LIBERAL,18-64,NO,STATE,NESESW,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.793
STATE ONLY,9.0,24.0,32.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,,BLACK,PROT/CHRIST,1.316
STATE ONLY,9.0,24.0,33.0,THIRD CALL,40-44,BLACK,MALE,GORE,OMITS,OMITS,GORE,CLINTON,SAME,OMITS,INDEPEND,COLGRAD,NONE,50-75K,CONSERV,18-64,NO,STATE,NESESW,30-44,40-49,IND/OTHER,40-49,NO,BLACK,NONE,1.226
STATE ONLY,9.0,24.0,34.0,THIRD CALL,40-44,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,NO,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,1.316
STATE ONLY,9.0,24.0,35.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,1.316
STATE ONLY,9.0,24.0,36.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,1.316
STATE ONLY,9.0,24.0,37.0,THIRD CALL,25-29,BLACK,MALE,GORE,APPROVE,FAVORABLE,BUSH,CLINTON,BETTER,APP/FAV,REPUBLCN,POSTGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,NESESW,18-29,25-29,REPUBLICAN,25-29,NO,BLACK,PROT/CHRIST,1.308
STATE ONLY,9.0,24.0,38.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,OMITS,CLINTON,BETTER,APP/FAV,,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,NO,STATE,NESESW,30-44,40-49,,40-49,,BLACK,CATHOLIC,1.226
STATE ONLY,9.0,24.0,39.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,ELSE,50-75K,CONSERV,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,OTHER,1.316
STATE ONLY,9.0,24.0,40.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,ELSE,30-50K,LIBERAL,18-64,YES,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,OTHER,1.403
STATE ONLY,9.0,24.0,41.0,THIRD CALL,65-74,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,65+,NO,STATE,NESESW,60+,60+,REPUBLICAN,65+,NO,BLACK,PROT/CHRIST,1.67
STATE ONLY,9.0,24.0,42.0,THIRD CALL,30-39,HISP,,GORE,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,YES,BLACK,PROT/CHRIST,1.226
STATE ONLY,9.0,24.0,43.0,THIRD CALL,25-29,BLACK,,GORE,APPROVE,FAVORABLE,BUSH,NOVOTE,WORSE,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,YES,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,PROT/CHRIST,1.403
STATE ONLY,9.0,24.0,44.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,OMITS,GORE,CLINTON,SAME,OMITS,INDEPEND,HSGRAD,ELSE,LESS15K,MODERATE,18-64,YES,STATE,NESESW,30-44,40-49,IND/OTHER,40-49,NO,BLACK,OTHER,1.226
STATE ONLY,9.0,24.0,45.0,THIRD CALL,30-39,BLACK,FEMALE,BUSH,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,30-50K,,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,1.2610000000000001
STATE ONLY,9.0,24.0,46.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,75-100K,LIBERAL,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,1.226
STATE ONLY,9.0,24.0,47.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,WOULDNOTVOTE,NOVOTE,SAME,APP/FAV,ELSE,HSGRAD,NONE,LESS15K,CONSERV,18-64,YES,STATE,NESESW,18-29,25-29,IND/OTHER,25-29,NO,BLACK,NONE,1.403
STATE ONLY,9.0,24.0,48.0,THIRD CALL,65-74,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,1.67
STATE ONLY,9.0,27.0,1.0,FIRST CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,OVER100K,MODERATE,18-64,NO,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,CATHOLIC,0.736
STATE ONLY,9.0,27.0,2.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,YES,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,0.79
STATE ONLY,9.0,27.0,3.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,OTHER,0.79
STATE ONLY,9.0,27.0,4.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,WORSE,APP/FAV,DEMOCRAT,HSGRAD,ELSE,15-30K,MODERATE,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,OTHER,0.79
STATE ONLY,9.0,27.0,5.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,OMITS,FAVORABLE,GORE,NOVOTE,BETTER,OMITS,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,,18-64,NO,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,0.79
STATE ONLY,9.0,27.0,6.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,15-30K,MODERATE,18-64,NO,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,NONE,0.842
STATE ONLY,9.0,27.0,7.0,FIRST CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,NESESW,30-44,30-39,IND/OTHER,30-39,NO,BLACK,PROT/CHRIST,0.736
STATE ONLY,9.0,27.0,8.0,FIRST CALL,40-44,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,NO,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,YES,,OTHER,0.79
STATE ONLY,9.0,27.0,9.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,MODERATE,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,0.79
STATE ONLY,9.0,27.0,10.0,FIRST CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,ELSE,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,YES,STATE,NESESW,30-44,30-39,IND/OTHER,30-39,NO,BLACK,PROT/CHRIST,0.736
STATE ONLY,9.0,27.0,11.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,NO,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,CATHOLIC,0.79
STATE ONLY,9.0,27.0,12.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,YES,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,0.79
STATE ONLY,9.0,27.0,13.0,FIRST CALL,65-74,BLACK,,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,MODERATE,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,,BLACK,PROT/CHRIST,1.0010000000000001
STATE ONLY,9.0,27.0,14.0,FIRST CALL,18-24,BLACK,MALE,GORE,DISAPPR,FAVORABLE,GORE,NOVOTE,SAME,DIS/FAV,ELSE,NOHS,NONE,LESS15K,CONSERV,18-64,NO,STATE,NESESW,18-29,18-24,IND/OTHER,18-24,NO,BLACK,NONE,0.785
STATE ONLY,9.0,27.0,15.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,LIBERAL,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,NONE,0.79
STATE ONLY,9.0,27.0,16.0,FIRST CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,YES,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,,BLACK,PROT/CHRIST,0.736
STATE ONLY,9.0,27.0,17.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,0.79
STATE ONLY,9.0,27.0,18.0,SECOND CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,0.736
STATE ONLY,9.0,27.0,19.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,APPROVE,OMITS,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,MODERATE,18-64,NO,STATE,NESESW,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.074
STATE ONLY,9.0,27.0,20.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,LIBERAL,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,1.074
STATE ONLY,9.0,27.0,21.0,SECOND CALL,65-74,BLACK,MALE,NADER,APPROVE,OMITS,GORE,CLINTON,BETTER,OMITS,INDEPEND,HSGRAD,OTHERCHRIST,15-30K,MODERATE,65+,YES,STATE,NESESW,60+,60+,IND/OTHER,65+,NO,BLACK,PROT/CHRIST,1.101
STATE ONLY,9.0,27.0,22.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,YES,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,PROT/CHRIST,0.842
STATE ONLY,9.0,27.0,23.0,SECOND CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,0.736
STATE ONLY,9.0,27.0,24.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,CONSERV,18-64,NO,STATE,NESESW,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.074
STATE ONLY,9.0,27.0,25.0,SECOND CALL,50-59,HISP,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,YES,BLACK,CATHOLIC,0.736
STATE ONLY,9.0,27.0,26.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,DISAPPR,FAVORABLE,GORE,CLINTON,SAME,DIS/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,NO,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,PROT/CHRIST,0.842
STATE ONLY,9.0,27.0,27.0,THIRD CALL,25-29,BLACK,,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,YES,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,PROT/CHRIST,0.842
STATE ONLY,9.0,27.0,28.0,THIRD CALL,25-29,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,HSGRAD,NONE,30-50K,MODERATE,18-64,YES,STATE,NESESW,18-29,25-29,IND/OTHER,25-29,NO,BLACK,NONE,0.785
STATE ONLY,9.0,27.0,29.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,0.79
STATE ONLY,9.0,27.0,30.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,ELSE,15-30K,LIBERAL,18-64,YES,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,OTHER,0.842
STATE ONLY,9.0,27.0,31.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,ELSE,15-30K,LIBERAL,18-64,NO,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,OTHER,0.79
STATE ONLY,9.0,27.0,32.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,NONE,LESS15K,LIBERAL,18-64,YES,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,NONE,0.842
STATE ONLY,9.0,27.0,33.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,,OTHERCHRIST,15-30K,MODERATE,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,0.79
