VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,INCOME,REL7,PHIL3,OVER65,RELG6,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,45.0,21.0,18.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,HOWELL,LEAVITT,APPROVE,UNFAVORABLE,GORE,DOLE,SAME,APP/UNFAV,REPUBLCN,30-50K,MORMON/LDS,CONSERV,65+,MORMON/LDS,,STATE,SALTLAKECNTY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.972
STATE ONLY,45.0,21.0,19.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,ELSE,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.556
STATE ONLY,45.0,21.0,20.0,FIRST CALL,40-44,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.604
STATE ONLY,45.0,21.0,21.0,FIRST CALL,18-24,WHITE,MALE,OTHER,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,,MORMON/LDS,CONSERV,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.504
STATE ONLY,45.0,21.0,22.0,SECOND CALL,30-39,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,50-75K,MORMON/LDS,,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.604
STATE ONLY,45.0,21.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,HATCH,LEAVITT,APPROVE,UNFAVORABLE,GORE,DOLE,BETTER,APP/UNFAV,REPUBLCN,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.634
STATE ONLY,45.0,21.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,50-75K,MORMON/LDS,MODERATE,65+,MORMON/LDS,,STATE,SALTLAKECNTY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.761
STATE ONLY,45.0,21.0,25.0,SECOND CALL,18-24,WHITE,FEMALE,NADER,HOWELL,ORTON,APPROVE,FAVORABLE,WOULDNOTVOTE,NOVOTE,SAME,APP/FAV,ELSE,30-50K,OTHER,LIBERAL,18-64,OTHER,,STATE,SALTLAKECNTY,18-29,18-24,IND/OTHER,18-24,OTHER,,,1.002
STATE ONLY,45.0,21.0,26.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,OVER100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.556
STATE ONLY,45.0,21.0,27.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,HOWELL,ORTON,APPROVE,UNFAVORABLE,BUSH,NOVOTE,SAME,APP/UNFAV,REPUBLCN,,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.685
STATE ONLY,45.0,21.0,28.0,SECOND CALL,50-59,WHITE,MALE,BUSH,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,PEROT,BETTER,APP/UNFAV,REPUBLCN,50-75K,NONE,MODERATE,18-64,NONE,,STATE,SALTLAKECNTY,45-59,50-59,REPUBLICAN,50-64,NONE,,,0.708
STATE ONLY,45.0,21.0,29.0,SECOND CALL,50-59,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OVER100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.604
STATE ONLY,45.0,21.0,30.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,,MORMON/LDS,CONSERV,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.761
STATE ONLY,45.0,21.0,31.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,30-50K,NONE,CONSERV,18-64,NONE,,STATE,SALTLAKECNTY,30-44,30-39,REPUBLICAN,30-39,NONE,,,0.604
STATE ONLY,45.0,21.0,32.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HATCH,LEAVITT,APPROVE,UNFAVORABLE,BUSH,NOVOTE,SAME,APP/UNFAV,INDEPEND,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.636
STATE ONLY,45.0,21.0,33.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OVER100K,CATHOLIC,MODERATE,18-64,CATHOLIC,,STATE,SALTLAKECNTY,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.628
STATE ONLY,45.0,21.0,34.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HATCH,LEAVITT,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,75-100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.636
STATE ONLY,45.0,21.0,35.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.556
STATE ONLY,45.0,21.0,36.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,OTHER,WORSE,DIS/UNFAV,REPUBLCN,LESS15K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.636
STATE ONLY,45.0,21.0,37.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.628
STATE ONLY,45.0,21.0,38.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,HATCH,LEAVITT,APPROVE,UNFAVORABLE,BUSH,PEROT,SAME,APP/UNFAV,REPUBLCN,,MORMON/LDS,CONSERV,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.761
STATE ONLY,45.0,21.0,39.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,75-100K,CATHOLIC,MODERATE,18-64,CATHOLIC,,STATE,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.609
STATE ONLY,45.0,21.0,40.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,HATCH,LEAVITT,OMITS,UNFAVORABLE,BUSH,NOVOTE,BETTER,OMITS,REPUBLCN,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.586
STATE ONLY,45.0,21.0,41.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,50-75K,CATHOLIC,CONSERV,18-64,CATHOLIC,,STATE,SALTLAKECNTY,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,0.586
STATE ONLY,45.0,21.0,42.0,THIRD CALL,50-59,WHITE,MALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,OVER100K,NONE,LIBERAL,18-64,NONE,,STATE,SALTLAKECNTY,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.805
STATE ONLY,45.0,21.0,43.0,THIRD CALL,25-29,WHITE,MALE,BUSH,HATCH,LEAVITT,APPROVE,UNFAVORABLE,BUSH,DOLE,SAME,APP/UNFAV,REPUBLCN,15-30K,MORMON/LDS,LIBERAL,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.636
STATE ONLY,45.0,21.0,44.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HOWELL,ORTON,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,75-100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.746
STATE ONLY,45.0,21.0,45.0,THIRD CALL,25-29,WHITE,MALE,GORE,HOWELL,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,OVER100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.8160000000000001
STATE ONLY,45.0,21.0,46.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,15-30K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.556
STATE ONLY,45.0,21.0,47.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,HATCH,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.898
STATE ONLY,45.0,21.0,48.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,HATCH,LEAVITT,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,INDEPEND,15-30K,MORMON/LDS,CONSERV,65+,MORMON/LDS,,STATE,SALTLAKECNTY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.761
STATE ONLY,45.0,21.0,49.0,THIRD CALL,40-44,WHITE,MALE,NADER,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,75-100K,CATHOLIC,LIBERAL,18-64,CATHOLIC,,STATE,SALTLAKECNTY,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.032
STATE ONLY,45.0,21.0,50.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,SALTLAKECNTY,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.79
STATE ONLY,45.0,22.0,1.0,FIRST CALL,18-24,HISP,FEMALE,GORE,HATCH,LEAVITT,APPROVE,UNFAVORABLE,GORE,NOVOTE,BETTER,APP/UNFAV,INDEPEND,,CATHOLIC,CONSERV,18-64,CATHOLIC,YES,STATE,SALTLAKECNTY,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.803
STATE ONLY,45.0,22.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,15-30K,CATHOLIC,LIBERAL,18-64,CATHOLIC,NO,STATE,SALTLAKECNTY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.33
STATE ONLY,45.0,22.0,3.0,FIRST CALL,40-44,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,PEROT,WORSE,DIS/UNFAV,INDEPEND,50-75K,MORMON/LDS,LIBERAL,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.998
STATE ONLY,45.0,22.0,4.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,15-30K,CATHOLIC,MODERATE,65+,CATHOLIC,YES,STATE,SALTLAKECNTY,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.672
STATE ONLY,45.0,22.0,5.0,FIRST CALL,75+,BLACK,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,DEMOCRAT,30-50K,MORMON/LDS,MODERATE,65+,MORMON/LDS,NO,STATE,SALTLAKECNTY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.991
STATE ONLY,45.0,22.0,6.0,FIRST CALL,50-59,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.998
STATE ONLY,45.0,22.0,7.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,LESS15K,MORMON/LDS,CONSERV,65+,MORMON/LDS,YES,STATE,SALTLAKECNTY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.254
STATE ONLY,45.0,22.0,8.0,FIRST CALL,65-74,ASIAN,FEMALE,GORE,OTHER,LEAVITT,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,15-30K,MORMON/LDS,CONSERV,65+,MORMON/LDS,NO,STATE,SALTLAKECNTY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,2.324
STATE ONLY,45.0,22.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,50-75K,NONE,MODERATE,18-64,NONE,NO,STATE,SALTLAKECNTY,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.223
STATE ONLY,45.0,22.0,10.0,FIRST CALL,30-39,WHITE,MALE,GORE,HATCH,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,ELSE,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.179
STATE ONLY,45.0,22.0,11.0,FIRST CALL,65-74,WHITE,MALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,50-75K,MORMON/LDS,MODERATE,65+,MORMON/LDS,YES,STATE,SALTLAKECNTY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.814
STATE ONLY,45.0,22.0,12.0,FIRST CALL,65-74,,FEMALE,BUSH,HATCH,LEAVITT,APPROVE,UNFAVORABLE,BUSH,DOLE,SAME,APP/UNFAV,DEMOCRAT,30-50K,MORMON/LDS,MODERATE,65+,MORMON/LDS,NO,STATE,SALTLAKECNTY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.254
STATE ONLY,45.0,22.0,13.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.92
STATE ONLY,45.0,22.0,14.0,FIRST CALL,50-59,HISP,FEMALE,GORE,HATCH,LEAVITT,APPROVE,FAVORABLE,GORE,PEROT,BETTER,APP/FAV,DEMOCRAT,30-50K,CATHOLIC,,18-64,CATHOLIC,NO,STATE,SALTLAKECNTY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.762
STATE ONLY,45.0,22.0,15.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,HATCH,LEAVITT,APPROVE,OMITS,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,30-50K,MORMON/LDS,LIBERAL,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.43
STATE ONLY,45.0,22.0,16.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,INDEPEND,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.92
STATE ONLY,45.0,22.0,17.0,FIRST CALL,65-74,WHITE,MALE,BUSH,HOWELL,LEAVITT,OMITS,UNFAVORABLE,BUSH,DOLE,WORSE,OMITS,INDEPEND,50-75K,MORMON/LDS,CONSERV,65+,MORMON/LDS,YES,STATE,SALTLAKECNTY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.53
STATE ONLY,45.0,22.0,18.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,HATCH,LEAVITT,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,REPUBLCN,LESS15K,MORMON/LDS,CONSERV,65+,MORMON/LDS,NO,STATE,SALTLAKECNTY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.254
STATE ONLY,45.0,22.0,19.0,SECOND CALL,50-59,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.998
STATE ONLY,45.0,22.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,HATCH,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.09
STATE ONLY,45.0,22.0,21.0,SECOND CALL,75+,,,BUSH,HATCH,LEAVITT,APPROVE,UNFAVORABLE,BUSH,OMITS,WORSE,APP/UNFAV,INDEPEND,15-30K,MORMON/LDS,MODERATE,65+,MORMON/LDS,YES,STATE,SALTLAKECNTY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.363
STATE ONLY,45.0,22.0,22.0,SECOND CALL,30-39,WHITE,MALE,GORE,HATCH,ORTON,DISAPPR,UNFAVORABLE,GORE,DOLE,WORSE,DIS/UNFAV,ELSE,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.179
STATE ONLY,45.0,22.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.92
STATE ONLY,45.0,22.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,OVER100K,OTHER,MODERATE,18-64,OTHER,YES,STATE,SALTLAKECNTY,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.223
STATE ONLY,45.0,22.0,25.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,15-30K,MORMON/LDS,MODERATE,65+,MORMON/LDS,YES,STATE,SALTLAKECNTY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.672
STATE ONLY,45.0,22.0,26.0,SECOND CALL,75+,WHITE,MALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,15-30K,MORMON/LDS,MODERATE,65+,MORMON/LDS,NO,STATE,SALTLAKECNTY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.814
STATE ONLY,45.0,22.0,27.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,OTHER,OTHER,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,INDEPEND,30-50K,NONE,LIBERAL,18-64,NONE,YES,STATE,SALTLAKECNTY,30-44,30-39,IND/OTHER,30-39,NONE,,,2.594
STATE ONLY,45.0,22.0,28.0,SECOND CALL,65-74,WHITE,MALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,30-50K,NONE,LIBERAL,65+,NONE,NO,STATE,SALTLAKECNTY,60+,60+,IND/OTHER,65+,NONE,,,1.814
STATE ONLY,45.0,22.0,29.0,SECOND CALL,30-39,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,30-50K,CATHOLIC,CONSERV,18-64,CATHOLIC,YES,STATE,SALTLAKECNTY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.998
STATE ONLY,45.0,22.0,30.0,THIRD CALL,45-49,WHITE,MALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,30-50K,NONE,LIBERAL,18-64,NONE,YES,STATE,SALTLAKECNTY,45-59,40-49,DEMOCRAT,40-49,NONE,,,1.33
STATE ONLY,45.0,22.0,31.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,ELSE,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.92
STATE ONLY,45.0,22.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,HOWELL,ORTON,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,INDEPEND,LESS15K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.077
STATE ONLY,45.0,22.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,INDEPEND,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.92
STATE ONLY,45.0,22.0,34.0,THIRD CALL,45-49,WHITE,MALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,50-75K,MORMON/LDS,LIBERAL,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.33
STATE ONLY,45.0,22.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,HATCH,LEAVITT,APPROVE,UNFAVORABLE,GORE,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.048
STATE ONLY,45.0,22.0,36.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,15-30K,NONE,LIBERAL,18-64,NONE,YES,STATE,SALTLAKECNTY,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.223
STATE ONLY,45.0,22.0,37.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,SALTLAKECNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.998
STATE ONLY,45.0,22.0,38.0,THIRD CALL,18-24,WHITE,MALE,GORE,HATCH,ORTON,APPROVE,FAVORABLE,GORE,PEROT,BETTER,APP/FAV,DEMOCRAT,75-100K,OTHERCHRIST,LIBERAL,18-64,PROT/CHRIST,YES,STATE,SALTLAKECNTY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.246
STATE ONLY,45.0,22.0,39.0,THIRD CALL,40-44,WHITE,MALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,PEROT,SAME,APP/UNFAV,INDEPEND,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.33
STATE ONLY,45.0,22.0,40.0,THIRD CALL,45-49,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,SALTLAKECNTY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.998
