VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,ISSUE,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,PARTYID,EDUC,RELIGION,INCOME,MARRIED,CHILD,PHIL3,OVER65,LOGO,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
NATIONAL YELLOW,21.0,8.0,31.0,THIRD CALL,30-39,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,CATHOLIC,75-100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,BALTSUBURBAN,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,TAXES,HONEST,0.652
NATIONAL YELLOW,21.0,8.0,32.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,WORSE,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,BALTSUBURBAN,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,TAXES,GOODJUDGMENT,0.681
NATIONAL YELLOW,21.0,8.0,33.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,RAPPAPORT,OMITS,OMITS,OMITS,WORLDAFFAIRS,OMITS,NONE,OMITS,,NO,,,,,,,,65+,,NATIONAL,NOTCOMPLETE,BALTSUBURBAN,60+,60+,,65+,,WORLDAFFAIRS,STRONGLEADER,0.787
NATIONAL YELLOW,21.0,8.0,34.0,THIRD CALL,60-64,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,DOLE,NONE,SAME,DIS/UNFAV,NO,INDEPEND,COLGRAD,PROTESTANT,OVER100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,BALTSUBURBAN,60+,60+,IND/OTHER,50-64,PROT/CHRIST,HEALTHCARE,HONEST,0.754
NATIONAL YELLOW,21.0,8.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,BETTER,APP/UNFAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,75-100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,BALTSUBURBAN,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,HEALTHCARE,GOODJUDGMENT,0.648
NATIONAL YELLOW,21.0,8.0,36.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,NOVOTE,NONE,BETTER,DIS/UNFAV,YES,INDEPEND,HSGRAD,PROTESTANT,50-75K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,BALTSUBURBAN,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ECON/JOBS,LIKEABLE,0.681
NATIONAL GREY,21.0,8.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,RAPPAPORT,,,,,,,,,,REPUBLCN,POSTGRAD,,OVER100K,,,CONSERV,18-64,,NATIONAL,COMPLETE,BALTSUBURBAN,45-59,50-59,REPUBLICAN,50-64,,,,0.681
NATIONAL GREY,21.0,8.0,38.0,THIRD CALL,40-44,WHITE,MALE,GORE,SARBANES,,,,,,,,,,,,,,,,,18-64,,NATIONAL,NOTCOMPLETE,BALTSUBURBAN,30-44,40-49,,40-49,,,,0.621
NATIONAL GREY,21.0,8.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,SARBANES,,,,,,,,,,REPUBLCN,POSTGRAD,,OVER100K,,,MODERATE,18-64,,NATIONAL,COMPLETE,BALTSUBURBAN,30-44,30-39,REPUBLICAN,30-39,,,,0.679
NATIONAL GREY,21.0,8.0,40.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,RAPPAPORT,,,,,,,,,,REPUBLCN,POSTGRAD,,,,,MODERATE,18-64,,NATIONAL,COMPLETE,BALTSUBURBAN,30-44,30-39,REPUBLICAN,30-39,,,,0.681
NATIONAL GREY,21.0,8.0,41.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,RAPPAPORT,,,,,,,,,,REPUBLCN,COLGRAD,,75-100K,,,MODERATE,18-64,,NATIONAL,COMPLETE,BALTSUBURBAN,60+,60+,REPUBLICAN,50-64,,,,0.787
NATIONAL GREY,21.0,8.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,RAPPAPORT,,,,,,,,,,INDEPEND,POSTGRAD,,OVER100K,,,CONSERV,18-64,,NATIONAL,COMPLETE,BALTSUBURBAN,45-59,50-59,IND/OTHER,50-64,,,,0.681
NATIONAL PINK,21.0,8.0,43.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SARBANES,,,,,,NONE,,,NO,INDEPEND,,CATHOLIC,OVER100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,BALTSUBURBAN,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.648
NATIONAL PINK,21.0,8.0,44.0,THIRD CALL,18-24,WHITE,MALE,BUSH,RAPPAPORT,,,,,,NONE,,,YES,REPUBLCN,,OTHERCHRIST,15-30K,NO,YES,CONSERV,18-64,,NATIONAL,COMPLETE,BALTSUBURBAN,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.629
NATIONAL PINK,21.0,8.0,45.0,THIRD CALL,75+,WHITE,,BUSH,RAPPAPORT,,,,,,NONE,,,NO,DEMOCRAT,,PROTESTANT,50-75K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,BALTSUBURBAN,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.787
NATIONAL PINK,21.0,8.0,46.0,THIRD CALL,45-49,WHITE,MALE,NADER,SARBANES,,,,,,NONE,,,YES,INDEPEND,,CATHOLIC,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,BALTSUBURBAN,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.482
NATIONAL PINK,21.0,8.0,47.0,THIRD CALL,45-49,WHITE,MALE,BUSH,RAPPAPORT,,,,,,NONE,,,YES,DEMOCRAT,,NONE,OVER100K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,BALTSUBURBAN,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.652
NATIONAL PINK,21.0,8.0,48.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SARBANES,,,,,,NONE,,,YES,DEMOCRAT,,PROTESTANT,75-100K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,BALTSUBURBAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.648
STATE ONLY,21.0,10.0,1.0,FIRST CALL,25-29,WHITE,MALE,BUSH,SARBANES,APPROVE,OMITS,WOULDNOTVOTE,WORLDAFFAIRS,PEROT,ME,BETTER,OMITS,NO,REPUBLCN,HSGRAD,CATHOLIC,LESS15K,YES,YES,LIBERAL,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,1.756
STATE ONLY,21.0,10.0,2.0,FIRST CALL,18-24,WHITE,FEMALE,BUCHANAN,RAPPAPORT,APPROVE,FAVORABLE,GORE,MEDICARE/RX,DOLE,ME,BETTER,APP/FAV,NO,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,YES,YES,MODERATE,18-64,,STATE,COMPLETE,BALTSUBURBAN,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.277
STATE ONLY,21.0,10.0,3.0,FIRST CALL,25-29,BLACK,MALE,BUCHANAN,SARBANES,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,CLINTON,ME,WORSE,APP/UNFAV,NO,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.228
STATE ONLY,21.0,10.0,4.0,FIRST CALL,18-24,BLACK,MALE,GORE,RAPPAPORT,APPROVE,FAVORABLE,BUSH,WORLDAFFAIRS,CLINTON,SOMEONEELSE,WORSE,APP/FAV,YES,DEMOCRAT,NOHS,OTHERCHRIST,30-50K,NO,YES,LIBERAL,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.441
STATE ONLY,21.0,10.0,5.0,FIRST CALL,30-39,HISP,MALE,GORE,,APPROVE,FAVORABLE,GORE,MEDICARE/RX,PEROT,ME,WORSE,APP/FAV,NO,DEMOCRAT,NOHS,CATHOLIC,30-50K,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.492
STATE ONLY,21.0,10.0,6.0,FIRST CALL,50-59,WHITE,MALE,BUSH,RAPPAPORT,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,BETTER,APP/UNFAV,YES,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,YES,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.823
STATE ONLY,21.0,10.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,NO,NO,CONSERV,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.9020000000000001
STATE ONLY,21.0,10.0,8.0,FIRST CALL,40-44,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,OTHER,NONE,BETTER,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.823
STATE ONLY,21.0,10.0,9.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,YES,NO,MODERATE,65+,YES,STATE,COMPLETE,BALTSUBURBAN,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.201
STATE ONLY,21.0,10.0,10.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,NONE,LESS15K,YES,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.813
STATE ONLY,21.0,10.0,11.0,SECOND CALL,50-59,WHITE,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,YES,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,DEMOCRAT,50-64,JEWISH,,,1.737
STATE ONLY,21.0,10.0,12.0,SECOND CALL,75+,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,SAME,APP/FAV,NO,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,NO,NO,MODERATE,65+,YES,STATE,COMPLETE,BALTSUBURBAN,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,2.097
STATE ONLY,21.0,10.0,13.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,TAXES,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,YES,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,2.097
STATE ONLY,21.0,10.0,14.0,SECOND CALL,75+,WHITE,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,SAME,APP/FAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,YES,NO,LIBERAL,65+,YES,STATE,COMPLETE,BALTSUBURBAN,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,2.0100000000000002
STATE ONLY,21.0,10.0,15.0,SECOND CALL,75+,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,NONE,SAME,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,YES,NO,MODERATE,65+,YES,STATE,COMPLETE,BALTSUBURBAN,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.109
STATE ONLY,21.0,10.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,ELSE,75-100K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.813
STATE ONLY,21.0,10.0,17.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,YES,NO,CONSERV,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.9020000000000001
STATE ONLY,21.0,10.0,18.0,SECOND CALL,65-74,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,DOLE,NONE,WORSE,DIS/UNFAV,NO,REPUBLCN,NOHS,PROTESTANT,,YES,NO,MODERATE,65+,,STATE,COMPLETE,BALTSUBURBAN,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.109
STATE ONLY,21.0,10.0,19.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,TAXES,CLINTON,NONE,BETTER,APP/FAV,YES,INDEPEND,COLGRAD,CATHOLIC,75-100K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.749
STATE ONLY,21.0,10.0,20.0,SECOND CALL,40-44,WHITE,FEMALE,NADER,SARBANES,DISAPPR,UNFAVORABLE,GORE,EDUCATION,OMITS,NONE,BETTER,DIS/UNFAV,YES,INDEPEND,COLGRAD,ELSE,OVER100K,YES,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,40-49,IND/OTHER,40-49,OTHER,,,1.408
STATE ONLY,21.0,10.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,JEWISH,,YES,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,REPUBLICAN,50-64,JEWISH,,,1.9020000000000001
STATE ONLY,21.0,10.0,22.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,BETTER,APP/UNFAV,NO,DEMOCRAT,COLGRAD,JEWISH,OVER100K,YES,YES,LIBERAL,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,40-49,DEMOCRAT,40-49,JEWISH,,,1.813
STATE ONLY,21.0,10.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,YES,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.813
STATE ONLY,21.0,10.0,24.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SARBANES,DISAPPR,UNFAVORABLE,GORE,TAXES,DOLE,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,NO,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.813
STATE ONLY,21.0,16.0,1.0,FIRST CALL,50-59,WHITE,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,75-100K,YES,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.909
STATE ONLY,21.0,16.0,2.0,FIRST CALL,45-49,HISP,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,CLINTON,NONE,SAME,DIS/UNFAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,YES,YES,CONSERV,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.856
STATE ONLY,21.0,16.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,HSGRAD,CATHOLIC,75-100K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.9540000000000001
STATE ONLY,21.0,16.0,4.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,ME,SAME,APP/FAV,YES,DEMOCRAT,POSTGRAD,OTHERCHRIST,OVER100K,YES,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.8150000000000001
STATE ONLY,21.0,16.0,5.0,FIRST CALL,40-44,WHITE,MALE,BUSH,RAPPAPORT,APPROVE,FAVORABLE,BUSH,ECON/JOBS,DOLE,SOMEONEELSE,BETTER,APP/FAV,YES,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,NO,NO,CONSERV,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.9540000000000001
STATE ONLY,21.0,16.0,6.0,FIRST CALL,65-74,ASIAN,MALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,TAXES,DOLE,NONE,BETTER,APP/UNFAV,YES,INDEPEND,POSTGRAD,CATHOLIC,75-100K,NO,NO,MODERATE,65+,YES,STATE,COMPLETE,BALTSUBURBAN,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.051
STATE ONLY,21.0,16.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,SARBANES,APPROVE,OMITS,BUSH,ECON/JOBS,PEROT,NONE,BETTER,OMITS,YES,INDEPEND,COLGRAD,CATHOLIC,30-50K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.9520000000000001
STATE ONLY,21.0,16.0,8.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,NOVOTE,NONE,BETTER,APP/FAV,YES,ELSE,COLGRAD,JEWISH,30-50K,NO,NO,,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,40-49,IND/OTHER,40-49,JEWISH,,,0.9490000000000001
STATE ONLY,21.0,16.0,9.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,SAME,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.098
STATE ONLY,21.0,16.0,10.0,SECOND CALL,18-24,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,OMITS,NOVOTE,NONE,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,NO,NO,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.753
STATE ONLY,21.0,16.0,11.0,SECOND CALL,,WHITE,FEMALE,BUSH,SARBANES,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,CLINTON,NONE,SAME,DIS/UNFAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,YES,YES,MODERATE,,NO,STATE,COMPLETE,BALTSUBURBAN,,,DEMOCRAT,,CATHOLIC,,,0.993
STATE ONLY,21.0,16.0,12.0,SECOND CALL,45-49,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,TAXES,NOVOTE,ME,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,50-75K,YES,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.78
STATE ONLY,21.0,16.0,13.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,SAME,APP/FAV,YES,DEMOCRAT,COLGRAD,ELSE,15-30K,NO,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.9490000000000001
STATE ONLY,21.0,16.0,14.0,SECOND CALL,50-59,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,MEANDSOMEONE,WORSE,DIS/UNFAV,NO,INDEPEND,COLGRAD,CATHOLIC,50-75K,NO,NO,CONSERV,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.9540000000000001
STATE ONLY,21.0,16.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,DOLE,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,75-100K,YES,NO,CONSERV,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.995
STATE ONLY,21.0,16.0,16.0,SECOND CALL,45-49,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,ME,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,NO,NO,CONSERV,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9540000000000001
STATE ONLY,21.0,16.0,17.0,SECOND CALL,25-29,OTHER,MALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,OMITS,PEROT,NONE,SAME,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,NONE,15-30K,NO,NO,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,18-29,25-29,IND/OTHER,25-29,NONE,,,0.877
STATE ONLY,21.0,16.0,18.0,SECOND CALL,45-49,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.78
STATE ONLY,21.0,16.0,19.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,SAME,APP/FAV,NO,DEMOCRAT,COLGRAD,NONE,15-30K,YES,YES,LIBERAL,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.914
STATE ONLY,21.0,16.0,20.0,SECOND CALL,45-49,WHITE,MALE,BUSH,SARBANES,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,DOLE,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,HSGRAD,OTHERCHRIST,75-100K,YES,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9520000000000001
STATE ONLY,21.0,16.0,21.0,SECOND CALL,45-49,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,YES,YES,LIBERAL,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.78
STATE ONLY,21.0,16.0,22.0,SECOND CALL,30-39,HISP,MALE,BUSH,RAPPAPORT,DISAPPR,FAVORABLE,BUSH,TAXES,NOVOTE,NONE,SAME,DIS/FAV,YES,REPUBLCN,COLGRAD,PROTESTANT,30-50K,NO,YES,CONSERV,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.8210000000000001
STATE ONLY,21.0,16.0,23.0,SECOND CALL,50-59,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,DOLE,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,YES,YES,CONSERV,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.9540000000000001
STATE ONLY,21.0,16.0,24.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,OTHERCHRIST,15-30K,NO,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.786
STATE ONLY,21.0,16.0,25.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,SARBANES,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,NOVOTE,NONE,SAME,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,NONE,30-50K,YES,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,40-49,IND/OTHER,40-49,NONE,,,0.993
