VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,ISSUE,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,ATTEND,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,WEIGHT
STATE ONLY,40.0,14.0,28.0,SECOND CALL,75+,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,MODERATE,65+,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,65+,CATHOLIC,0.646
STATE ONLY,40.0,14.0,29.0,SECOND CALL,65-74,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,CONSERV,65+,STATE,COMPLETE,SUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,0.582
STATE ONLY,40.0,14.0,30.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,WEYGAND,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,ALWYSLGL,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,ONCEAWEEK,75-100K,LIBERAL,65+,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,65+,CATHOLIC,0.877
STATE ONLY,40.0,14.0,31.0,SECOND CALL,75+,WHITE,MALE,NADER,CHAFEE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,MOSTILL,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,MODERATE,65+,STATE,COMPLETE,SUBURBS,60+,60+,IND/OTHER,65+,CATHOLIC,0.232
STATE ONLY,40.0,14.0,32.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,DOLE,NONE,ALWYSLGL,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,15-30K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,60+,60+,IND/OTHER,50-64,PROT/CHRIST,0.617
STATE ONLY,40.0,14.0,33.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,ME,ALWYSLGL,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,AFEWAMONTH,50-75K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,0.545
STATE ONLY,40.0,14.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,MOSTLGL,SAME,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,AFEWAMONTH,50-75K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,0.545
STATE ONLY,40.0,14.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,BUCHANAN,CHAFEE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,MOSTILL,BETTER,APP/UNFAV,,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,,30-39,CATHOLIC,0.021
STATE ONLY,40.0,14.0,36.0,THIRD CALL,60-64,WHITE,MALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,0.6920000000000001
STATE ONLY,40.0,14.0,37.0,THIRD CALL,30-39,WHITE,MALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,ME,MOSTILL,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,ONCEAWEEK,50-75K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,0.433
STATE ONLY,40.0,14.0,38.0,THIRD CALL,30-39,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,0.47800000000000004
STATE ONLY,40.0,14.0,39.0,THIRD CALL,50-59,WHITE,MALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,MOSTLGL,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.514
STATE ONLY,40.0,14.0,40.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,OMITS,NOVOTE,NONE,ALWYSLGL,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,0.623
STATE ONLY,40.0,14.0,41.0,THIRD CALL,45-49,HISP,MALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,INDEPEND,COLGRAD,ELSE,ONCEAWEEK,30-50K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,IND/OTHER,40-49,OTHER,0.657
STATE ONLY,40.0,14.0,42.0,THIRD CALL,30-39,BLACK,MALE,BUSH,WEYGAND,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,DOLE,NONE,ALWYSLGL,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,ONCEAWEEK,30-50K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.515
STATE ONLY,40.0,14.0,43.0,THIRD CALL,60-64,WHITE,MALE,BUCHANAN,WEYGAND,OMITS,OMITS,OMITS,ECON/JOBS,OMITS,ME,MOSTLGL,OMITS,,,,,OMITS,,,18-64,STATE,NOTCOMPLETE,SUBURBS,60+,60+,,50-64,,0.024
STATE ONLY,40.0,14.0,44.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,WEYGAND,APPROVE,FAVORABLE,BUSH,ECON/JOBS,PEROT,SOMEONEELSE,MOSTILL,SAME,APP/FAV,ELSE,HSGRAD,PROTESTANT,ONCEAWEEK,15-30K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,0.427
STATE ONLY,40.0,14.0,45.0,THIRD CALL,30-39,WHITE,MALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,0.514
STATE ONLY,40.0,15.0,1.0,FIRST CALL,18-24,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,NOVOTE,SOMEONEELSE,ALWYSLGL,SAME,DIS/UNFAV,REPUBLCN,NOHS,CATHOLIC,AFEWAMONTH,30-50K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,1.557
STATE ONLY,40.0,15.0,2.0,FIRST CALL,45-49,WHITE,MALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,SOMEONEELSE,MOSTILL,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,AFEWAMONTH,75-100K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,1.617
STATE ONLY,40.0,15.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CHAFEE,DISAPPR,UNFAVORABLE,GORE,MEDICARE/RX,NOVOTE,SOMEONEELSE,ALWYSLGL,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,75-100K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,1.715
STATE ONLY,40.0,15.0,4.0,FIRST CALL,30-39,WHITE,MALE,GORE,WEYGAND,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,OTHER,ME,ALWYSLGL,SAME,DIS/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,1.5090000000000001
STATE ONLY,40.0,15.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,AFEWAMONTH,50-75K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,IND/OTHER,40-49,CATHOLIC,1.598
STATE ONLY,40.0,15.0,6.0,FIRST CALL,30-39,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,SOMEONEELSE,MOSTILL,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,NEVER,15-30K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,NONE,1.5090000000000001
STATE ONLY,40.0,15.0,7.0,FIRST CALL,18-24,WHITE,MALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,EDUCATION,NOVOTE,SOMEONEELSE,MOSTILL,SAME,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,ONCEAWEEK,OVER100K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,18-29,18-24,IND/OTHER,18-24,CATHOLIC,1.853
STATE ONLY,40.0,15.0,8.0,FIRST CALL,30-39,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,MOSTLGL,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,MORETHAN1AWK,50-75K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,1.5090000000000001
STATE ONLY,40.0,15.0,9.0,FIRST CALL,75+,WHITE,FEMALE,GORE,WEYGAND,DISAPPR,UNFAVORABLE,GORE,MEDICARE/RX,CLINTON,ME,ALWYSILL,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,MORETHAN1AWK,15-30K,CONSERV,65+,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,65+,CATHOLIC,2.157
STATE ONLY,40.0,15.0,10.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,WEYGAND,OMITS,OMITS,OMITS,SOCIALSECUR,OMITS,ME,ALWYSLGL,OMITS,,,,,OMITS,,,18-64,STATE,NOTCOMPLETE,SUBURBS,60+,60+,,50-64,,1.812
STATE ONLY,40.0,15.0,11.0,FIRST CALL,30-39,WHITE,MALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,CLINTON,NONE,MOSTILL,BETTER,APP/UNFAV,INDEPEND,COLGRAD,NONE,NEVER,50-75K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,NONE,1.617
STATE ONLY,40.0,15.0,12.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,CHAFEE,APPROVE,FAVORABLE,BUSH,HEALTHCARE,CLINTON,SOMEONEELSE,MOSTLGL,WORSE,APP/FAV,INDEPEND,SOMCOL/ASSOC,ELSE,ONCEAWEEK,30-50K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,IND/OTHER,40-49,OTHER,1.441
STATE ONLY,40.0,15.0,13.0,FIRST CALL,50-59,WHITE,MALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,75-100K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,1.617
STATE ONLY,40.0,15.0,14.0,FIRST CALL,65-74,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,CLINTON,NONE,MOSTILL,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,AFEWAYEAR,15-30K,MODERATE,65+,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,65+,CATHOLIC,1.833
STATE ONLY,40.0,15.0,15.0,FIRST CALL,30-39,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,NEVER,75-100K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,1.359
STATE ONLY,40.0,15.0,16.0,FIRST CALL,40-44,WHITE,MALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,MOSTLGL,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,IND/OTHER,40-49,CATHOLIC,1.359
STATE ONLY,40.0,15.0,17.0,SECOND CALL,45-49,OTHER,MALE,GORE,WEYGAND,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,CLINTON,MEANDSOMEONE,MOSTILL,WORSE,DIS/UNFAV,DEMOCRAT,COLGRAD,NONE,AFEWAYEAR,15-30K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,DEMOCRAT,40-49,NONE,1.5090000000000001
STATE ONLY,40.0,15.0,18.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CHAFEE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,SOCIALSECUR,CLINTON,NONE,ALWYSILL,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,75-100K,LIBERAL,65+,STATE,COMPLETE,SUBURBS,60+,60+,IND/OTHER,65+,OTHER,2.315
STATE ONLY,40.0,15.0,19.0,SECOND CALL,65-74,OTHER,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,MEDICARE/RX,PEROT,MEANDSOMEONE,MOSTLGL,BETTER,APP/FAV,ELSE,HSGRAD,JEWISH,AFEWAYEAR,50-75K,MODERATE,65+,STATE,COMPLETE,SUBURBS,60+,60+,IND/OTHER,65+,JEWISH,2.036
STATE ONLY,40.0,15.0,20.0,SECOND CALL,45-49,WHITE,MALE,BUSH,WEYGAND,APPROVE,UNFAVORABLE,BUSH,SOCIALSECUR,DOLE,ME,MOSTILL,WORSE,APP/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.268
STATE ONLY,40.0,15.0,21.0,SECOND CALL,18-24,WHITE,MALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,OTHER,ME,MOSTLGL,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,OVER100K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,18-29,18-24,IND/OTHER,18-24,CATHOLIC,1.44
STATE ONLY,40.0,15.0,22.0,SECOND CALL,25-29,WHITE,MALE,GORE,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,NONE,ALWYSILL,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,75-100K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,1.853
STATE ONLY,40.0,15.0,23.0,SECOND CALL,45-49,ASIAN,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,CLINTON,NONE,MOSTLGL,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,MORETHAN1AWK,30-50K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.359
STATE ONLY,40.0,15.0,24.0,SECOND CALL,65-74,OTHER,MALE,GORE,WEYGAND,DISAPPR,FAVORABLE,BUSH,SOCIALSECUR,CLINTON,NONE,ALWYSILL,BETTER,DIS/FAV,INDEPEND,COLGRAD,JEWISH,AFEWAYEAR,50-75K,LIBERAL,65+,STATE,COMPLETE,SUBURBS,60+,60+,IND/OTHER,65+,JEWISH,2.036
STATE ONLY,40.0,15.0,25.0,SECOND CALL,30-39,HISP,MALE,GORE,WEYGAND,DISAPPR,UNFAVORABLE,GORE,TAXES,NOVOTE,SOMEONEELSE,MOSTILL,BETTER,DIS/UNFAV,DEMOCRAT,COLGRAD,ELSE,ONCEAWEEK,30-50K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,OTHER,1.931
STATE ONLY,40.0,15.0,26.0,THIRD CALL,65-74,WHITE,MALE,GORE,CHAFEE,DISAPPR,FAVORABLE,GORE,TAXES,CLINTON,NONE,MOSTILL,SAME,DIS/FAV,INDEPEND,NOHS,CATHOLIC,ONCEAWEEK,75-100K,MODERATE,65+,STATE,COMPLETE,SUBURBS,60+,60+,IND/OTHER,65+,CATHOLIC,2.184
STATE ONLY,40.0,15.0,27.0,THIRD CALL,50-59,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,1.5090000000000001
STATE ONLY,40.0,15.0,28.0,THIRD CALL,30-39,WHITE,MALE,GORE,WEYGAND,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,NOVOTE,SOMEONEELSE,ALWYSLGL,WORSE,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,NEVER,50-75K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,1.5090000000000001
STATE ONLY,40.0,15.0,29.0,THIRD CALL,40-44,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,ME,MOSTLGL,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,1.5090000000000001
STATE ONLY,40.0,15.0,30.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,SOMEONEELSE,MOSTILL,SAME,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,MORETHAN1AWK,30-50K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,1.832
STATE ONLY,40.0,15.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,MOSTLGL,SAME,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,AFEWAMONTH,75-100K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,1.715
STATE ONLY,40.0,15.0,32.0,THIRD CALL,30-39,WHITE,MALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,HEALTHCARE,PEROT,NONE,MOSTILL,SAME,APP/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,ONCEAWEEK,LESS15K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,1.359
STATE ONLY,40.0,15.0,33.0,THIRD CALL,60-64,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,SOMEONEELSE,MOSTLGL,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,ONCEAWEEK,15-30K,LIBERAL,18-64,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,2.036
STATE ONLY,40.0,15.0,34.0,THIRD CALL,40-44,WHITE,MALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,MOSTLGL,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,MODERATE,18-64,STATE,COMPLETE,SUBURBS,30-44,40-49,IND/OTHER,40-49,CATHOLIC,1.359
STATE ONLY,40.0,15.0,35.0,THIRD CALL,45-49,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,INDEPEND,COLGRAD,NONE,NEVER,50-75K,CONSERV,18-64,STATE,COMPLETE,SUBURBS,45-59,40-49,IND/OTHER,40-49,NONE,1.359
STATE ONLY,40.0,19.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,OMITS,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,NEVER,50-75K,LIBERAL,18-64,STATE,COMPLETE,RURAL,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,1.238
STATE ONLY,40.0,19.0,2.0,FIRST CALL,40-44,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,ME,MOSTLGL,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,JEWISH,AFEWAYEAR,75-100K,LIBERAL,18-64,STATE,COMPLETE,RURAL,30-44,40-49,DEMOCRAT,40-49,JEWISH,1.333
STATE ONLY,40.0,19.0,3.0,FIRST CALL,18-24,WHITE,MALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,NOVOTE,NONE,MOSTILL,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,NONE,NEVER,50-75K,CONSERV,18-64,STATE,COMPLETE,RURAL,18-29,18-24,REPUBLICAN,18-24,NONE,1.831
STATE ONLY,40.0,19.0,4.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,MOSTILL,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,LIBERAL,18-64,STATE,COMPLETE,RURAL,60+,60+,IND/OTHER,50-64,CATHOLIC,1.679
STATE ONLY,40.0,19.0,5.0,FIRST CALL,60-64,WHITE,MALE,BUSH,CHAFEE,APPROVE,FAVORABLE,BUSH,MEDICARE/RX,PEROT,SOMEONEELSE,ALWYSLGL,SAME,APP/FAV,INDEPEND,POSTGRAD,CATHOLIC,NEVER,OVER100K,CONSERV,18-64,STATE,COMPLETE,RURAL,60+,60+,IND/OTHER,50-64,CATHOLIC,1.831
STATE ONLY,40.0,19.0,6.0,FIRST CALL,50-59,WHITE,MALE,BUSH,WEYGAND,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,CONSERV,18-64,STATE,COMPLETE,RURAL,45-59,50-59,IND/OTHER,50-64,CATHOLIC,1.2610000000000001
STATE ONLY,40.0,19.0,7.0,FIRST CALL,18-24,WHITE,MALE,BUSH,WEYGAND,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,NOVOTE,SOMEONEELSE,ALWYSILL,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,ELSE,MORETHAN1AWK,,CONSERV,18-64,STATE,COMPLETE,RURAL,18-29,18-24,IND/OTHER,18-24,OTHER,1.707
STATE ONLY,40.0,19.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,WEYGAND,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,NONE,ALWYSILL,WORSE,DIS/UNFAV,ELSE,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,CONSERV,18-64,STATE,COMPLETE,RURAL,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,1.092
STATE ONLY,40.0,19.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,WEYGAND,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,ECON/JOBS,PEROT,NONE,MOSTLGL,SAME,DIS/UNFAV,INDEPEND,COLGRAD,NONE,NEVER,75-100K,CONSERV,18-64,STATE,COMPLETE,RURAL,45-59,50-59,IND/OTHER,50-64,NONE,0.665
STATE ONLY,40.0,19.0,10.0,FIRST CALL,40-44,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,OMITS,PEROT,NONE,OMITS,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,CONSERV,18-64,STATE,COMPLETE,RURAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.351
STATE ONLY,40.0,19.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,LIBERAL,18-64,STATE,COMPLETE,RURAL,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,1.238
STATE ONLY,40.0,19.0,12.0,FIRST CALL,60-64,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,MORETHAN1AWK,50-75K,CONSERV,18-64,STATE,COMPLETE,RURAL,60+,60+,REPUBLICAN,50-64,CATHOLIC,1.831
