VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPME6,GOVTDO,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
NATIONAL WHITE,20.0,3.0,30.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,HEALTHCARE,NO,OTHER,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,ELSE,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,45-59,40-49,REPUBLICAN,40-49,OTHER,,,0.604
NATIONAL WHITE,20.0,3.0,31.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,YES,MORE,HEALTHCARE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.673
NATIONAL WHITE,20.0,3.0,32.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,ECON/JOBS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,NONE,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,CD2,18-29,25-29,REPUBLICAN,25-29,NONE,,,0.6890000000000001
NATIONAL WHITE,20.0,3.0,33.0,SECOND CALL,40-44,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,YES,MORE,OMITS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,NONE,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.756
NATIONAL WHITE,20.0,3.0,34.0,SECOND CALL,30-39,WHITE,MALE,BUSH,,APPROVE,FAVORABLE,BUSH,YES,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.678
NATIONAL YELLOW,20.0,3.0,35.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,YES,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,HEALTHCARE,GOODJUDGMENT,0.673
NATIONAL YELLOW,20.0,3.0,36.0,SECOND CALL,25-29,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,NO,CLINTON,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,NONE,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,18-29,25-29,IND/OTHER,25-29,NONE,TAXES,HONEST,0.6900000000000001
NATIONAL YELLOW,20.0,3.0,37.0,SECOND CALL,18-24,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,YES,MORE,EDUCATION,NO,NOVOTE,SAME,APP/FAV,ELSE,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,EDUCATION,COMPLEXISSUE,0.77
NATIONAL YELLOW,20.0,3.0,38.0,SECOND CALL,45-49,WHITE,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,MORE,TAXES,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,45-59,40-49,DEMOCRAT,40-49,NONE,TAXES,GOODJUDGMENT,0.756
NATIONAL GREY,20.0,3.0,39.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,,,,,NO,,,,,,,REPUBLCN,HSGRAD,,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,45-59,40-49,REPUBLICAN,40-49,,,,0.676
NATIONAL GREY,20.0,3.0,40.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,,,,,,,,,,,,DEMOCRAT,HSGRAD,,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,30-44,40-49,DEMOCRAT,40-49,,,,0.713
NATIONAL GREY,20.0,3.0,41.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,,,,,YES,,,,,,,INDEPEND,SOMCOL/ASSOC,,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,IND/OTHER,30-39,,,,0.673
NATIONAL GREY,20.0,3.0,42.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,,,,,YES,,,,,,,INDEPEND,POSTGRAD,,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,45-59,40-49,IND/OTHER,40-49,,,,0.673
NATIONAL PINK,20.0,3.0,43.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,,,,,YES,,,NO,,,,DEMOCRAT,,CATHOLIC,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.616
NATIONAL PINK,20.0,3.0,44.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,,,,,YES,,,NO,,,,INDEPEND,,CATHOLIC,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.604
NATIONAL PINK,20.0,3.0,45.0,SECOND CALL,30-39,WHITE,MALE,GORE,,,,,YES,,,NO,,,,INDEPEND,,NONE,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,IND/OTHER,30-39,NONE,,,0.756
NATIONAL PINK,20.0,3.0,46.0,SECOND CALL,45-49,WHITE,MALE,GORE,,,,,YES,,,NO,,,,INDEPEND,,PROTESTANT,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.756
NATIONAL PINK,20.0,3.0,47.0,SECOND CALL,45-49,WHITE,MALE,BUSH,,,,,NO,,,NO,,,,INDEPEND,,ELSE,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,45-59,40-49,IND/OTHER,40-49,OTHER,,,0.762
STATE ONLY,20.0,10.0,1.0,FIRST CALL,40-44,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.558
STATE ONLY,20.0,10.0,2.0,FIRST CALL,45-49,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,OMITS,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD2,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.558
STATE ONLY,20.0,10.0,3.0,FIRST CALL,25-29,BLACK,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,GORE,NO,OMITS,TAXES,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,,18-64,STATE,COMPLETE,CD2,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.098
STATE ONLY,20.0,10.0,4.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MEDICARE/RX,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD2,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.412
STATE ONLY,20.0,10.0,5.0,FIRST CALL,65-74,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,NO,OMITS,OMITS,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,LIBERAL,65+,STATE,COMPLETE,CD2,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.007
STATE ONLY,20.0,10.0,6.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,BUSH,YES,LESS,ECON/JOBS,NO,CLINTON,WORSE,APP/UNFAV,ELSE,POSTGRAD,OTHERCHRIST,50-75K,MODERATE,65+,STATE,COMPLETE,CD2,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.754
STATE ONLY,20.0,10.0,7.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,NO,LESS,MEDICARE/RX,YES,DOLE,BETTER,APP/UNFAV,REPUBLCN,NOHS,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,CD2,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,1.412
STATE ONLY,20.0,10.0,8.0,FIRST CALL,25-29,HISP,MALE,GORE,LAWRENCE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,OMITS,YES,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.2770000000000001
STATE ONLY,20.0,10.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,GORE,NO,OMITS,OMITS,YES,CLINTON,WORSE,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.3860000000000001
STATE ONLY,20.0,10.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,LAWRENCE,APPROVE,FAVORABLE,GORE,NO,LESS,SOCIALSECUR,NO,DOLE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.443
STATE ONLY,20.0,10.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,,DISAPPR,UNFAVORABLE,BUSH,,LESS,WORLDAFFAIRS,YES,CLINTON,OMITS,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,CD2,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.238
STATE ONLY,20.0,10.0,12.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MEDICARE/RX,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,30-50K,,18-64,STATE,COMPLETE,CD2,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,1.412
STATE ONLY,20.0,10.0,13.0,FIRST CALL,75+,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,OMITS,NO,LESS,WORLDAFFAIRS,YES,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,CD2,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.007
STATE ONLY,20.0,10.0,14.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,FAVORABLE,BUSH,YES,LESS,SOCIALSECUR,NO,DOLE,WORSE,DIS/FAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CD2,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.571
STATE ONLY,20.0,10.0,15.0,FIRST CALL,60-64,WHITE,FEMALE,BUCHANAN,LAWRENCE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,SOCIALSECUR,NO,NOVOTE,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD2,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.066
STATE ONLY,20.0,10.0,16.0,FIRST CALL,30-39,WHITE,MALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,NO,MORE,ECON/JOBS,NO,CLINTON,SAME,APP/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.558
STATE ONLY,20.0,10.0,17.0,FIRST CALL,30-39,OTHER,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MEDICARE/RX,OMITS,CLINTON,SAME,DIS/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.3860000000000001
STATE ONLY,20.0,10.0,18.0,FIRST CALL,50-59,BLACK,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,EDUCATION,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CD2,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.972
STATE ONLY,20.0,10.0,19.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,NO,LESS,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,LIBERAL,65+,STATE,COMPLETE,CD2,60+,60+,DEMOCRAT,65+,CATHOLIC,,,2.051
STATE ONLY,20.0,10.0,20.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,ECON/JOBS,NO,NOVOTE,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.3880000000000001
STATE ONLY,20.0,10.0,21.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,NO,OMITS,OMITS,OMITS,CLINTON,SAME,APP/FAV,INDEPEND,HSGRAD,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CD2,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.548
STATE ONLY,20.0,10.0,22.0,FIRST CALL,18-24,WHITE,MALE,BUSH,LAWRENCE,APPROVE,UNFAVORABLE,BUSH,YES,MORE,ECON/JOBS,NO,NOVOTE,SAME,APP/UNFAV,REPUBLCN,HSGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD2,18-29,18-24,REPUBLICAN,18-24,NONE,,,1.47
STATE ONLY,20.0,10.0,23.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,YES,MORE,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.434
STATE ONLY,20.0,10.0,24.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,NO,LESS,SOCIALSECUR,YES,DOLE,SAME,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,CD2,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.7630000000000001
STATE ONLY,20.0,10.0,25.0,FIRST CALL,25-29,WHITE,MALE,BUSH,LAWRENCE,APPROVE,FAVORABLE,BUSH,NO,LESS,WORLDAFFAIRS,NO,NOVOTE,BETTER,APP/FAV,INDEPEND,HSGRAD,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,18-29,25-29,IND/OTHER,25-29,NONE,,,1.653
STATE ONLY,20.0,11.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,LAWRENCE,OMITS,OMITS,OMITS,NO,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD2,45-59,50-59,,50-64,,,,0.79
STATE ONLY,20.0,11.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SOCIALSECUR,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD2,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.676
STATE ONLY,20.0,11.0,3.0,FIRST CALL,60-64,WHITE,MALE,GORE,SNOWE,DISAPPR,UNFAVORABLE,GORE,NO,MORE,MEDICARE/RX,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CD2,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.084
STATE ONLY,20.0,11.0,4.0,FIRST CALL,65-74,,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SOCIALSECUR,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,CD2,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.983
STATE ONLY,20.0,11.0,5.0,FIRST CALL,50-59,WHITE,MALE,OTHER,SNOWE,APPROVE,FAVORABLE,WOULDNOTVOTE,NO,LESS,WORLDAFFAIRS,NO,CLINTON,SAME,APP/FAV,INDEPEND,HSGRAD,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.791
STATE ONLY,20.0,11.0,6.0,FIRST CALL,65-74,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,NO,PEROT,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,65+,STATE,COMPLETE,CD2,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.865
STATE ONLY,20.0,11.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,LAWRENCE,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,TAXES,YES,PEROT,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.662
STATE ONLY,20.0,11.0,8.0,FIRST CALL,75+,WHITE,MALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,NO,LESS,HEALTHCARE,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,NOHS,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,CD2,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.1280000000000001
STATE ONLY,20.0,11.0,9.0,FIRST CALL,75+,WHITE,MALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,YES,LESS,EDUCATION,YES,DOLE,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CD2,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.865
STATE ONLY,20.0,11.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,ELSE,75-100K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,OTHER,,,0.603
STATE ONLY,20.0,11.0,11.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,EDUCATION,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,CD2,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.865
STATE ONLY,20.0,11.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,EDUCATION,YES,CLINTON,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,ELSE,LESS15K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,OTHER,,,0.603
STATE ONLY,20.0,11.0,13.0,FIRST CALL,60-64,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,WORLDAFFAIRS,YES,DOLE,WORSE,DIS/UNFAV,INDEPEND,,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CD2,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.971
STATE ONLY,20.0,11.0,14.0,FIRST CALL,65-74,WHITE,MALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,NO,MORE,HEALTHCARE,YES,CLINTON,BETTER,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CD2,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.1280000000000001
STATE ONLY,20.0,11.0,15.0,SECOND CALL,40-44,WHITE,MALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,NO,LESS,ECON/JOBS,YES,CLINTON,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.763
STATE ONLY,20.0,11.0,16.0,SECOND CALL,60-64,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,OMITS,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,CD2,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.971
STATE ONLY,20.0,11.0,17.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,EDUCATION,NO,PEROT,WORSE,APP/FAV,INDEPEND,NOHS,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.6880000000000001
STATE ONLY,20.0,11.0,18.0,SECOND CALL,40-44,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,WORLDAFFAIRS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.763
STATE ONLY,20.0,11.0,19.0,SECOND CALL,75+,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,BUSH,NO,MORE,MEDICARE/RX,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,CONSERV,65+,STATE,COMPLETE,CD2,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.965
STATE ONLY,20.0,11.0,20.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SOCIALSECUR,OMITS,DOLE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.865
STATE ONLY,20.0,11.0,21.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,ECON/JOBS,NO,OMITS,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD2,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.676
STATE ONLY,20.0,11.0,22.0,SECOND CALL,30-39,WHITE,MALE,BUSH,SNOWE,APPROVE,FAVORABLE,BUSH,NO,LESS,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.763
STATE ONLY,20.0,11.0,23.0,SECOND CALL,30-39,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,EDUCATION,YES,OTHER,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.763
STATE ONLY,20.0,11.0,24.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,HEALTHCARE,YES,PEROT,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.763
STATE ONLY,20.0,11.0,25.0,THIRD CALL,45-49,WHITE,MALE,BUSH,SNOWE,APPROVE,FAVORABLE,BUSH,NO,MORE,HEALTHCARE,YES,CLINTON,WORSE,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD2,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.763
STATE ONLY,20.0,11.0,26.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,MEDICARE/RX,NO,NOVOTE,BETTER,APP/FAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD2,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.616
STATE ONLY,20.0,11.0,27.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,MEDICARE/RX,NO,NOVOTE,WORSE,APP/FAV,INDEPEND,HSGRAD,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CD2,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.6880000000000001
STATE ONLY,20.0,11.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,LESS,OMITS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.7020000000000001
