VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,HOU,XWAY2000,GOVTDO,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,PARTYID,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,TRACK,PRESKNOW,FTVOTER,SAYANY,ISSVQUAL,VNS1,VNS2,GAY,CLINPRES,NEC,FEC,CLINECON,WEIGHT
NATIONAL GREY,44.0,7.0,29.0,SECOND CALL,1343.0,30-39,WHITE,MALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,,50-75K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,,BOTH,,ONLYGORE,,,,,,,,,1.343
NATIONAL PINK,44.0,7.0,30.0,SECOND CALL,1343.0,45-49,WHITE,MALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,YES,REPUBLCN,,PROTESTANT,,50-75K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,1.343
NATIONAL PINK,44.0,7.0,31.0,SECOND CALL,2146.0,65-74,HISP,FEMALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,NO,INDEPEND,,CATHOLIC,,LESS15K,NO,NO,LIBERAL,65+,,NATIONAL,COMPLETE,SOUTH,60+,60+,IND/OTHER,65+,YES,HISP,CATHOLIC,,,NO,,,,,,,,,,2.146
NATIONAL PINK,44.0,7.0,32.0,SECOND CALL,1286.0,65-74,OTHER,MALE,GORE,KELLY,,,DEM,,,,,NO,,NONE,,,,YES,INDEPEND,,PROTESTANT,,50-75K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,SOUTH,60+,60+,IND/OTHER,65+,NO,OTHER,PROT/CHRIST,,,NO,,,,,,,,,,1.286
NATIONAL WHITE,44.0,7.0,33.0,THIRD CALL,928.0,40-44,WHITE,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,LESS,SOCIALSECUR,CARES,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,ELSE,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,LESS15K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.928
NATIONAL WHITE,44.0,7.0,34.0,THIRD CALL,1399.0,40-44,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,TAXES,HONEST,NO,DOLE,NONE,MOSTLGL,WORSE,DIS/UNFAV,NO,REPUBLCN,COLGRAD,ELSE,NEVER,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,OTHER,RIGHTDIR,,YES,,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,SAME,NOTATALLRESP,1.399
NATIONAL YELLOW,44.0,7.0,35.0,THIRD CALL,1343.0,30-39,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,EDUCATION,STRONGLEADER,NO,NOVOTE,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,NEVER,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,,YES,,PERSONALQUAL,EDUCATION,STRONGLEADER,NO,OPPOSECLIN,EXCEL,SAME,NOTATALLRESP,1.343
NATIONAL YELLOW,44.0,7.0,36.0,THIRD CALL,1343.0,30-39,WHITE,MALE,BUSH,HUTCHISON,APPROVE,FAVORABLE,REP,BUSH,LESS,EDUCATION,HONEST,NO,CLINTON,NONE,MOSTILL,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,,NO,,ISSUES,EDUCATION,HONEST,NO,NEITHER,NOTGOOD,SAME,VERYRESPONSI,1.343
NATIONAL GREY,44.0,7.0,37.0,THIRD CALL,1399.0,30-39,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,REPUBLCN,COLGRAD,,,OVER100K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,,ONLYBUSH,,ONLYGORE,,,,,,,,,1.399
NATIONAL GREY,44.0,7.0,38.0,THIRD CALL,1399.0,30-39,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,,15-30K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,,ONLYBUSH,,BOTH,,,,,,,,,1.399
NATIONAL PINK,44.0,7.0,39.0,THIRD CALL,948.0,45-49,BLACK,MALE,GORE,KELLY,,,DEM,,,,,NO,,NONE,,,,YES,DEMOCRAT,,ELSE,,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,OTHER,,,NO,,,,,,,,,,0.9480000000000001
NATIONAL PINK,44.0,7.0,40.0,THIRD CALL,1836.0,25-29,HISP,MALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,YES,INDEPEND,,CATHOLIC,,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,IND/OTHER,25-29,YES,HISP,CATHOLIC,,,NO,,,,,,,,,,1.836
NATIONAL WHITE,44.0,14.0,1.0,FIRST CALL,1614.0,25-29,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,TAXES,HONEST,NO,DOLE,NONE,MOSTILL,WORSE,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,WORSE,SOMEWHATRESP,1.614
NATIONAL WHITE,44.0,14.0,2.0,FIRST CALL,1854.0,60-64,HISP,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,TAXES,HONEST,NO,DOLE,MEANDSOMEONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,CATHOLIC,AFEWAMONTH,75-100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,60+,60+,REPUBLICAN,50-64,YES,HISP,CATHOLIC,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,BETTER,NOTTOORESPON,1.854
NATIONAL WHITE,44.0,14.0,3.0,FIRST CALL,1551.0,25-29,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,MORE,EDUCATION,HONEST,NO,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,REPUBLCN,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,CATHOLIC,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,EXCEL,BETTER,NOTTOORESPON,1.551
NATIONAL WHITE,44.0,14.0,4.0,FIRST CALL,1258.0,30-39,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,WORLDAFFAIRS,GOODJUDGMENT,OMITS,PEROT,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,1.258
NATIONAL WHITE,44.0,14.0,5.0,FIRST CALL,1258.0,45-49,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,WORLDAFFAIRS,OMITS,NO,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,OTHERCHRIST,AFEWAYEAR,,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,EXCEL,SAME,NOTTOORESPON,1.258
NATIONAL YELLOW,44.0,14.0,6.0,FIRST CALL,673.0,45-49,WHITE,MALE,GORE,,APPROVE,FAVORABLE,REP,GORE,MORE,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,RIGHTDIR,,NO,,ISSUES,ECON/JOBS,COMPLEXISSUE,NO,NEITHER,EXCEL,SAME,VERYRESPONSI,0.673
NATIONAL YELLOW,44.0,14.0,7.0,FIRST CALL,1258.0,45-49,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,MORE,SOCIALSECUR,STRONGLEADER,NO,CLINTON,NONE,MOSTLGL,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,SOCIALSECUR,STRONGLEADER,NO,NEITHER,NOTGOOD,BETTER,VERYRESPONSI,1.258
NATIONAL YELLOW,44.0,14.0,8.0,FIRST CALL,1258.0,30-39,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,ECON/JOBS,STRONGLEADER,NO,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,,NO,,ISSUES,ECON/JOBS,STRONGLEADER,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,1.258
NATIONAL YELLOW,44.0,14.0,9.0,FIRST CALL,1207.0,40-44,WHITE,MALE,BUSH,HUTCHISON,APPROVE,UNFAVORABLE,REP,BUSH,LESS,ECON/JOBS,STRONGLEADER,NO,NOVOTE,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,REPUBLCN,HSGRAD,NONE,NEVER,OVER100K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,NONE,RIGHTDIR,,YES,,PERSONALQUAL,ECON/JOBS,STRONGLEADER,NO,NEITHER,EXCEL,WORSE,SOMEWHATRESP,1.207
NATIONAL YELLOW,44.0,14.0,10.0,FIRST CALL,834.0,45-49,WHITE,FEMALE,GORE,KELLY,APPROVE,UNFAVORABLE,REP,GORE,MORE,TAXES,GOODJUDGMENT,NO,DOLE,NONE,ALWYSLGL,BETTER,APP/UNFAV,YES,INDEPEND,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,RIGHTDIR,,NO,,ISSUES,TAXES,GOODJUDGMENT,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.834
NATIONAL GREY,44.0,14.0,11.0,FIRST CALL,1207.0,45-49,WHITE,MALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,REPUBLCN,POSTGRAD,,,75-100K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,SOUTH,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,,,BOTH,,ONLYGORE,,,,,,,,,1.207
NATIONAL GREY,44.0,14.0,12.0,FIRST CALL,1284.0,40-44,HISP,MALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,INDEPEND,COLGRAD,,,OVER100K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,YES,OTHER,,,BOTH,,ONLYGORE,,,,,,,,,1.284
NATIONAL GREY,44.0,14.0,13.0,FIRST CALL,888.0,30-39,HISP,FEMALE,GORE,KELLY,,,DEM,,,,,,,,,,,,DEMOCRAT,COLGRAD,,,OVER100K,,,LIBERAL,18-64,OTHRPROGRAMS,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,YES,HISP,,,ONLYGORE,,BOTH,,,,,,,,,0.888
NATIONAL PINK,44.0,14.0,14.0,FIRST CALL,369.0,18-24,HISP,MALE,NADER,,,,,,,,,NO,,NONE,,,,YES,INDEPEND,,NONE,,OVER100K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,18-24,IND/OTHER,18-24,YES,ASIAN,NONE,,,NO,,,,,,,,,,0.369
NATIONAL PINK,44.0,14.0,15.0,FIRST CALL,1741.0,65-74,WHITE,MALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,YES,REPUBLCN,,PROTESTANT,,75-100K,NO,NO,CONSERV,65+,,NATIONAL,COMPLETE,SOUTH,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,1.741
NATIONAL PINK,44.0,14.0,16.0,FIRST CALL,1207.0,40-44,WHITE,MALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,YES,REPUBLCN,,CATHOLIC,,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,NO,,,,,,,,,,1.207
NATIONAL WHITE,44.0,14.0,17.0,SECOND CALL,1551.0,18-24,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,OMITS,HONEST,NO,NOVOTE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,AFEWAYEAR,75-100K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,RIGHTDIR,,YES,,ISSUES,,,NO,OPPOSECLIN,EXCEL,SAME,NOTATALLRESP,1.551
NATIONAL WHITE,44.0,14.0,18.0,SECOND CALL,1207.0,45-49,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,TAXES,STRONGLEADER,NO,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,INDEPEND,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,NOTATALLRESP,1.207
NATIONAL WHITE,44.0,14.0,19.0,SECOND CALL,1258.0,40-44,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,EDUCATION,HONEST,YES,PEROT,NONE,MOSTILL,SAME,DIS/UNFAV,NO,INDEPEND,COLGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,ISSUES,,,NO,NEITHER,NOTGOOD,WORSE,VERYRESPONSI,1.258
NATIONAL WHITE,44.0,14.0,20.0,SECOND CALL,1337.0,40-44,HISP,FEMALE,BUSH,HUTCHISON,APPROVE,FAVORABLE,REP,BUSH,MORE,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,NO,INDEPEND,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,YES,HISP,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,1.337
NATIONAL YELLOW,44.0,14.0,21.0,SECOND CALL,1207.0,40-44,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,TAXES,HONEST,YES,DOLE,NONE,ALWYSILL,WORSE,DIS/UNFAV,YES,REPUBLCN,COLGRAD,CATHOLIC,MORETHAN1AWK,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,WRONGTRACK,,NO,,ISSUES,TAXES,HONEST,NO,NEITHER,GOOD,BETTER,NOTATALLRESP,1.207
NATIONAL YELLOW,44.0,14.0,22.0,SECOND CALL,4599.0,75+,WHITE,MALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,OTHER,BUSH,LESS,HEALTHCARE,STRONGLEADER,YES,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,SOUTH,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,HEALTHCARE,STRONGLEADER,NO,OPPOSECLIN,GOOD,SAME,NOTTOORESPON,4.599
NATIONAL YELLOW,44.0,14.0,23.0,SECOND CALL,643.0,30-39,BLACK,MALE,GORE,HUTCHISON,APPROVE,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,STRONGLEADER,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,OVER100K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,ECON/JOBS,STRONGLEADER,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.643
NATIONAL YELLOW,44.0,14.0,24.0,SECOND CALL,871.0,75+,,MALE,GORE,HUTCHISON,APPROVE,FAVORABLE,REP,GORE,MORE,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,MORETHAN1AWK,,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,SOUTH,60+,60+,REPUBLICAN,65+,NO,,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,SOCIALSECUR,GOODJUDGMENT,NO,NEITHER,EXCEL,SAME,VERYRESPONSI,0.871
NATIONAL GREY,44.0,14.0,25.0,SECOND CALL,1207.0,30-39,WHITE,MALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,,ONLYBUSH,,ONLYGORE,,,,,,,,,1.207
NATIONAL GREY,44.0,14.0,26.0,SECOND CALL,1207.0,30-39,WHITE,MALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,REPUBLCN,COLGRAD,,,OVER100K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,,BOTH,,ONLYGORE,,,,,,,,,1.207
NATIONAL GREY,44.0,14.0,27.0,SECOND CALL,802.0,45-49,WHITE,MALE,GORE,KELLY,,,DEM,,,,,,,,,,,,INDEPEND,POSTGRAD,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,SOUTH,45-59,40-49,IND/OTHER,40-49,NO,WHITE,,,ONLYGORE,,NEITHER,,,,,,,,,0.802
NATIONAL GREY,44.0,14.0,28.0,SECOND CALL,627.0,40-44,WHITE,FEMALE,GORE,HUTCHISON,,,REP,,,,,,,,,,,,,,,,,,,,18-64,OMITS,NATIONAL,NOTCOMPLETE,SOUTH,30-44,40-49,,40-49,NO,WHITE,,,OMITS,,OMITS,,,,,,,,,0.627
NATIONAL PINK,44.0,14.0,29.0,SECOND CALL,1812.0,65-74,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,YES,,NONE,,,,NO,DEMOCRAT,,PROTESTANT,,50-75K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,SOUTH,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,1.812
NATIONAL PINK,44.0,14.0,30.0,SECOND CALL,1207.0,30-39,WHITE,MALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,YES,REPUBLCN,,CATHOLIC,,75-100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,NO,,,,,,,,,,1.207
NATIONAL PINK,44.0,14.0,31.0,SECOND CALL,1551.0,25-29,WHITE,MALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,YES,REPUBLCN,,OTHERCHRIST,,OVER100K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,,YES,,,,,,,,,,1.551
NATIONAL PINK,44.0,14.0,32.0,SECOND CALL,972.0,75+,WHITE,MALE,GORE,,,,DEM,,,,,NO,,NONE,,,,NO,DEMOCRAT,,PROTESTANT,,,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,SOUTH,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,0.972
NATIONAL WHITE,44.0,14.0,33.0,THIRD CALL,668.0,45-49,HISP,FEMALE,GORE,HUTCHISON,APPROVE,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,HONEST,NO,CLINTON,SOMEONEELSE,MOSTLGL,SAME,APP/FAV,YES,DEMOCRAT,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,0.668
NATIONAL WHITE,44.0,14.0,34.0,THIRD CALL,717.0,45-49,HISP,MALE,GORE,,APPROVE,UNFAVORABLE,,GORE,MORE,EDUCATION,EXPERIENCE,NO,OMITS,NONE,OMITS,WORSE,APP/UNFAV,YES,INDEPEND,POSTGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,40-49,IND/OTHER,40-49,YES,HISP,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,OMITS,SOMEWHATRESP,0.717
NATIONAL YELLOW,44.0,14.0,35.0,THIRD CALL,1207.0,30-39,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,TAXES,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,TAXES,HONEST,NO,OPPOSECLIN,GOOD,BETTER,NOTTOORESPON,1.207
NATIONAL YELLOW,44.0,14.0,36.0,THIRD CALL,802.0,45-49,WHITE,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,EDUCATION,EXPERIENCE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,NONE,NEVER,50-75K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,NONE,RIGHTDIR,,NO,,ISSUES,EDUCATION,EXPERIENCE,NO,SUPPORTCLIN,EXCEL,SAME,VERYRESPONSI,0.802
NATIONAL GREY,44.0,14.0,37.0,THIRD CALL,1207.0,50-59,OTHER,MALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,INDEPEND,POSTGRAD,,,50-75K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,NO,OTHER,,,ONLYBUSH,,BOTH,,,,,,,,,1.207
NATIONAL PINK,44.0,14.0,38.0,THIRD CALL,920.0,18-24,HISP,MALE,GORE,,,,DEM,,,,,YES,,NONE,,,,NO,DEMOCRAT,,CATHOLIC,,30-50K,NO,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,18-24,DEMOCRAT,18-24,YES,HISP,CATHOLIC,,,YES,,,,,,,,,,0.92
NATIONAL WHITE,44.0,25.0,1.0,FIRST CALL,1018.0,60-64,WHITE,FEMALE,BUSH,HUTCHISON,OMITS,OMITS,REP,OMITS,LESS,SOCIALSECUR,HONEST,OMITS,OMITS,NONE,OMITS,OMITS,,NO,,,,OMITS,,,,,18-64,,NATIONAL,NOTCOMPLETE,WEST,60+,60+,,50-64,NO,WHITE,,OMITS,,NO,,OMITS,,,,OPPOSECLIN,OMITS,OMITS,OMITS,1.018
NATIONAL WHITE,44.0,25.0,2.0,FIRST CALL,1018.0,65-74,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,DEM,BUSH,LESS,OMITS,OMITS,YES,PEROT,NONE,MOSTILL,SAME,DIS/UNFAV,NO,DEMOCRAT,NOHS,CATHOLIC,MORETHAN1AWK,30-50K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,WEST,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,WRONGTRACK,,NO,,ISSUES,,,,NEITHER,GOOD,BETTER,NOTTOORESPON,1.018
