VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,HOU,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,WEIGHT
STATE ONLY,51.0,22.0,19.0,SECOND CALL,25-29,OTHER,MALE,BUSH,THOMAS,DISAPPR,FAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/FAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,1.311
STATE ONLY,51.0,22.0,20.0,SECOND CALL,50-59,OTHER,FEMALE,BUSH,THOMAS,DISAPPR,FAVORABLE,CUBIN,BUSH,CLINTON,WORSE,DIS/FAV,REPUBLCN,CATHOLIC,LESS15K,MODERATE,18-64,NO,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,1.083
STATE ONLY,51.0,22.0,21.0,SECOND CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,SAME,DIS/UNFAV,INDEPEND,NONE,75-100K,CONSERV,18-64,NO,STATE,NORTH,45-59,40-49,IND/OTHER,40-49,NONE,1.214
STATE ONLY,51.0,22.0,22.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,NORTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,1.083
STATE ONLY,51.0,22.0,23.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,75-100K,MODERATE,18-64,NO,STATE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,1.083
STATE ONLY,51.0,22.0,24.0,THIRD CALL,40-44,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,OTHER,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,18-64,YES,STATE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.214
STATE ONLY,51.0,22.0,25.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,APPROVE,FAVORABLE,GREEN,OMITS,NOVOTE,WORSE,APP/FAV,INDEPEND,CATHOLIC,LESS15K,MODERATE,18-64,YES,STATE,NORTH,45-59,40-49,IND/OTHER,40-49,CATHOLIC,0.9400000000000001
STATE ONLY,51.0,22.0,26.0,THIRD CALL,60-64,WHITE,MALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,APP/UNFAV,REPUBLCN,NONE,15-30K,MODERATE,18-64,YES,STATE,NORTH,60+,60+,REPUBLICAN,50-64,NONE,1.329
STATE ONLY,51.0,22.0,27.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,NO,STATE,NORTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,1.183
STATE ONLY,51.0,22.0,28.0,THIRD CALL,45-49,OTHER,FEMALE,GORE,LOGAN,APPROVE,UNFAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,75-100K,MODERATE,18-64,YES,STATE,NORTH,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,1.3780000000000001
STATE ONLY,51.0,22.0,29.0,THIRD CALL,45-49,OTHER,FEMALE,GORE,THOMAS,DISAPPR,FAVORABLE,GREEN,GORE,CLINTON,BETTER,DIS/FAV,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,YES,STATE,NORTH,45-59,40-49,DEMOCRAT,40-49,OTHER,1.2710000000000001
STATE ONLY,51.0,22.0,30.0,THIRD CALL,30-39,OTHER,MALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,PEROT,WORSE,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,YES,STATE,NORTH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,1.548
STATE ONLY,51.0,22.0,31.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,CONSERV,65+,NO,STATE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,1.183
STATE ONLY,51.0,22.0,32.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,65+,YES,STATE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,1.183
STATE ONLY,51.0,22.0,33.0,THIRD CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,MODERATE,18-64,NO,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,1.214
STATE ONLY,51.0,22.0,34.0,THIRD CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.214
STATE ONLY,51.0,22.0,35.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,ELSE,30-50K,CONSERV,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,OTHER,1.083
STATE ONLY,51.0,22.0,36.0,THIRD CALL,30-39,OTHER,FEMALE,GORE,THOMAS,APPROVE,UNFAVORABLE,CUBIN,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,CONSERV,18-64,YES,STATE,NORTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,1.462
STATE ONLY,51.0,22.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,YES,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,1.083
STATE ONLY,51.0,22.0,38.0,THIRD CALL,65-74,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,65+,NO,STATE,NORTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,1.329
STATE ONLY,51.0,22.0,39.0,THIRD CALL,30-39,WHITE,MALE,OTHER,THOMAS,DISAPPR,UNFAVORABLE,GREEN,WOULDNOTVOTE,PEROT,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,NORTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,1.207
STATE ONLY,51.0,22.0,40.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,WORSE,DIS/UNFAV,ELSE,OTHERCHRIST,15-30K,LIBERAL,18-64,YES,STATE,NORTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,1.266
STATE ONLY,51.0,26.0,1.0,FIRST CALL,65-74,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,65+,NO,STATE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,1.0230000000000001
STATE ONLY,51.0,26.0,2.0,FIRST CALL,60-64,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,NORTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,1.0230000000000001
STATE ONLY,51.0,26.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.8320000000000001
STATE ONLY,51.0,26.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,MODERATE,18-64,NO,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,0.8320000000000001
STATE ONLY,51.0,26.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,LOGAN,APPROVE,UNFAVORABLE,GREEN,BUSH,PEROT,SAME,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,NO,STATE,NORTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,0.785
STATE ONLY,51.0,26.0,6.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,YES,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.8320000000000001
STATE ONLY,51.0,26.0,7.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,GREEN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NONE,30-50K,MODERATE,18-64,NO,STATE,NORTH,18-29,25-29,REPUBLICAN,25-29,NONE,0.782
STATE ONLY,51.0,26.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,75-100K,CONSERV,18-64,NO,STATE,NORTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.8320000000000001
STATE ONLY,51.0,26.0,9.0,FIRST CALL,40-44,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,18-64,YES,STATE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.931
STATE ONLY,51.0,26.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,OVER100K,MODERATE,18-64,NO,STATE,NORTH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,1.059
STATE ONLY,51.0,26.0,11.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,YES,STATE,NORTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,0.909
STATE ONLY,51.0,26.0,12.0,FIRST CALL,75+,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,65+,YES,STATE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,1.0230000000000001
STATE ONLY,51.0,26.0,13.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,LOGAN,APPROVE,UNFAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,NO,STATE,NORTH,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,1.059
STATE ONLY,51.0,26.0,14.0,FIRST CALL,65-74,WHITE,MALE,GORE,LOGAN,APPROVE,FAVORABLE,,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,,MODERATE,65+,YES,STATE,NORTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,1.454
STATE ONLY,51.0,26.0,15.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,CONSERV,65+,NO,STATE,NORTH,60+,60+,REPUBLICAN,65+,CATHOLIC,0.909
STATE ONLY,51.0,26.0,16.0,SECOND CALL,30-39,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,YES,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.931
STATE ONLY,51.0,26.0,17.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,65+,NO,STATE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,0.909
STATE ONLY,51.0,26.0,18.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,LESS15K,LIBERAL,18-64,YES,STATE,NORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,0.899
STATE ONLY,51.0,26.0,19.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,NO,STATE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,0.899
STATE ONLY,51.0,26.0,20.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,APP/UNFAV,INDEPEND,OTHERCHRIST,30-50K,MODERATE,18-64,YES,STATE,NORTH,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,0.899
STATE ONLY,51.0,26.0,21.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,YES,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.8320000000000001
STATE ONLY,51.0,26.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,PEROT,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,65+,NO,STATE,NORTH,60+,60+,IND/OTHER,65+,PROT/CHRIST,0.909
STATE ONLY,51.0,26.0,23.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,CONSERV,65+,NO,STATE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,0.909
STATE ONLY,51.0,26.0,24.0,THIRD CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.931
STATE ONLY,51.0,26.0,25.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,GREEN,BUSH,PEROT,WORSE,DIS/UNFAV,INDEPEND,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.722
STATE ONLY,51.0,26.0,26.0,THIRD CALL,18-24,BLACK,FEMALE,,THOMAS,DISAPPR,UNFAVORABLE,,BUSH,NOVOTE,SAME,DIS/UNFAV,INDEPEND,NONE,LESS15K,LIBERAL,18-64,NO,STATE,NORTH,18-29,18-24,IND/OTHER,18-24,NONE,0.881
STATE ONLY,51.0,26.0,27.0,THIRD CALL,50-59,WHITE,MALE,GORE,THOMAS,DISAPPR,UNFAVORABLE,GREEN,GORE,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,1.097
STATE ONLY,51.0,26.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,CUBIN,GORE,PEROT,BETTER,APP/UNFAV,REPUBLCN,ELSE,OVER100K,CONSERV,18-64,YES,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,OTHER,1.153
STATE ONLY,51.0,26.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,NORTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,0.8320000000000001
STATE ONLY,51.0,26.0,30.0,THIRD CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,LIBERAL,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.931
STATE ONLY,51.0,26.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,JEWISH,,,18-64,NO,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,JEWISH,0.8320000000000001
STATE ONLY,51.0,26.0,32.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,,18-64,NO,STATE,NORTH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,1.121
STATE ONLY,51.0,26.0,33.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,OTHER,BETTER,DIS/UNFAV,INDEPEND,ELSE,30-50K,MODERATE,18-64,NO,STATE,NORTH,45-59,40-49,IND/OTHER,40-49,OTHER,0.8320000000000001
STATE ONLY,51.0,29.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,SAME,APP/FAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,,STATE,SOUTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,0.35000000000000003
STATE ONLY,51.0,29.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,OMITS,OMITS,CUBIN,OMITS,CLINTON,BETTER,OMITS,,PROTESTANT,,MODERATE,18-64,YES,STATE,SOUTH,45-59,40-49,,40-49,PROT/CHRIST,0.404
STATE ONLY,51.0,29.0,3.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,INDEPEND,NONE,LESS15K,CONSERV,18-64,YES,STATE,SOUTH,45-59,40-49,IND/OTHER,40-49,NONE,0.433
STATE ONLY,51.0,29.0,4.0,FIRST CALL,60-64,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,SOUTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,0.63
STATE ONLY,51.0,29.0,5.0,FIRST CALL,75+,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,LIBERAL,65+,NO,STATE,SOUTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,0.63
STATE ONLY,51.0,29.0,6.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,,MODERATE,18-64,NO,STATE,SOUTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,0.586
STATE ONLY,51.0,29.0,7.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,LOGAN,DISAPPR,UNFAVORABLE,GREEN,BUSH,DOLE,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,CONSERV,18-64,YES,STATE,SOUTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,0.38
STATE ONLY,51.0,29.0,8.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,MODERATE,18-64,NO,STATE,SOUTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,0.433
STATE ONLY,51.0,29.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.404
STATE ONLY,51.0,29.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.404
STATE ONLY,51.0,29.0,11.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,65+,NO,STATE,SOUTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,0.586
STATE ONLY,51.0,29.0,12.0,FIRST CALL,,BLACK,FEMALE,BUSH,LOGAN,APPROVE,OMITS,CUBIN,OMITS,DOLE,SAME,OMITS,,CATHOLIC,,,,,STATE,SOUTH,,,,,CATHOLIC,0.438
STATE ONLY,51.0,29.0,13.0,FIRST CALL,30-39,WHITE,MALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,CONSERV,18-64,NO,STATE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.433
STATE ONLY,51.0,29.0,14.0,FIRST CALL,60-64,WHITE,MALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,CLINTON,BETTER,APP/FAV,REPUBLCN,PROTESTANT,50-75K,,18-64,YES,STATE,SOUTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,0.63
STATE ONLY,51.0,29.0,15.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,NO,STATE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.404
STATE ONLY,51.0,29.0,16.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,THOMAS,APPROVE,FAVORABLE,CUBIN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,LIBERAL,65+,YES,STATE,SOUTH,60+,60+,DEMOCRAT,65+,CATHOLIC,0.541
STATE ONLY,51.0,29.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,LOGAN,APPROVE,UNFAVORABLE,GREEN,GORE,OMITS,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,NO,STATE,SOUTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,0.35000000000000003
STATE ONLY,51.0,29.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,INDEPEND,CATHOLIC,50-75K,MODERATE,18-64,NO,STATE,SOUTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.404
STATE ONLY,51.0,29.0,19.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,THOMAS,APPROVE,UNFAVORABLE,CUBIN,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,YES,STATE,SOUTH,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,0.372
STATE ONLY,51.0,29.0,20.0,SECOND CALL,50-59,,FEMALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,GREEN,BUSH,DOLE,SAME,APP/UNFAV,INDEPEND,CATHOLIC,30-50K,CONSERV,18-64,NO,STATE,SOUTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.35100000000000003
STATE ONLY,51.0,29.0,21.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,LIBERAL,18-64,YES,STATE,SOUTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,0.35000000000000003
STATE ONLY,51.0,29.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,LOGAN,DISAPPR,UNFAVORABLE,GREEN,GORE,CLINTON,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,OVER100K,MODERATE,18-64,NO,STATE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.35000000000000003
STATE ONLY,51.0,29.0,23.0,SECOND CALL,60-64,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,YES,STATE,SOUTH,60+,60+,DEMOCRAT,50-64,CATHOLIC,0.63
STATE ONLY,51.0,29.0,24.0,SECOND CALL,40-44,WHITE,MALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,DOLE,SAME,APP/FAV,INDEPEND,PROTESTANT,OVER100K,MODERATE,18-64,YES,STATE,SOUTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,0.433
