VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,PROPCO20,PROPCO22,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,MEXICAN,QRACE,REL5,VNS1,VNS2,WEIGHT
NATIONAL PINK,6.0,2.0,35.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,,,,,NO,,NO,,,,REPUBLCN,,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,CATHOLIC,,,0.801
NATIONAL WHITE,6.0,2.0,36.0,THIRD CALL,50-59,HISP,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,,YES,ECON/JOBS,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,45-59,50-59,DEMOCRAT,50-64,YES,HISP,CATHOLIC,,,0.605
NATIONAL WHITE,6.0,2.0,37.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,,YES,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,,,0.776
NATIONAL WHITE,6.0,2.0,38.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,,YES,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,REPUBLCN,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,1.119
NATIONAL WHITE,6.0,2.0,39.0,THIRD CALL,45-49,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,,NO,ECON/JOBS,NO,CLINTON,WORSE,APP/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.974
NATIONAL YELLOW,6.0,2.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,,APPROVE,FAVORABLE,OMITS,,YES,MEDICARE/RX,NO,CLINTON,SAME,APP/FAV,INDEPEND,HSGRAD,ELSE,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,30-44,40-49,IND/OTHER,40-49,NO,WHITE,OTHER,MEDICARE/RX,LIKEABLE,0.87
NATIONAL YELLOW,6.0,2.0,41.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,,NO,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,SOCIALSECUR,HONEST,0.676
NATIONAL YELLOW,6.0,2.0,42.0,THIRD CALL,30-39,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,BUSH,,YES,ECON/JOBS,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,NOHS,CATHOLIC,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,30-44,30-39,DEMOCRAT,30-39,,WHITE,CATHOLIC,ECON/JOBS,CARES,0.794
NATIONAL YELLOW,6.0,2.0,43.0,THIRD CALL,40-44,,FEMALE,GORE,APPROVE,FAVORABLE,GORE,,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,30-44,40-49,DEMOCRAT,40-49,NO,,PROT/CHRIST,ECON/JOBS,COMPLEXISSUE,0.776
NATIONAL GREY,6.0,2.0,44.0,THIRD CALL,50-59,HISP,FEMALE,GORE,,,,,YES,,,,,,DEMOCRAT,HSGRAD,,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,45-59,50-59,DEMOCRAT,50-64,YES,HISP,,,,0.605
NATIONAL GREY,6.0,2.0,45.0,THIRD CALL,45-49,WHITE,MALE,GORE,,,,,NO,,,,,,INDEPEND,SOMCOL/ASSOC,,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,45-59,40-49,IND/OTHER,40-49,NO,WHITE,,,,0.676
NATIONAL GREY,6.0,2.0,46.0,THIRD CALL,45-49,HISP,FEMALE,GORE,,,,,YES,,,,,,DEMOCRAT,HSGRAD,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,45-59,40-49,DEMOCRAT,40-49,YES,HISP,,,,0.605
NATIONAL GREY,6.0,2.0,47.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,,,,YES,,,,,,DEMOCRAT,HSGRAD,,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,,,,0.776
NATIONAL PINK,6.0,2.0,48.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,,,,,YES,,NO,,,,DEMOCRAT,,CATHOLIC,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,CATHOLIC,,,0.9400000000000001
NATIONAL PINK,6.0,2.0,49.0,THIRD CALL,40-44,HISP,FEMALE,GORE,,,,,YES,,NO,,,,DEMOCRAT,,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,0.605
NATIONAL PINK,6.0,2.0,50.0,THIRD CALL,45-49,HISP,MALE,GORE,,,,,YES,,YES,,,,DEMOCRAT,,OTHERCHRIST,30-50K,,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,45-59,40-49,DEMOCRAT,40-49,YES,HISP,PROT/CHRIST,,,0.621
NATIONAL PINK,6.0,2.0,51.0,THIRD CALL,45-49,HISP,FEMALE,BUSH,,,,,NO,,YES,,,,REPUBLCN,,NONE,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,DENVR/BOULDR,45-59,40-49,REPUBLICAN,40-49,NO,HISP,NONE,,,0.743
STATE ONLY,6.0,8.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,EDUCATION,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,,,0.9400000000000001
STATE ONLY,6.0,8.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,MEDICARE/RX,NO,CLINTON,WORSE,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,0.636
STATE ONLY,6.0,8.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,TAXES,NO,CLINTON,SAME,DIS/UNFAV,ELSE,SOMCOL/ASSOC,OTHERCHRIST,,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,0.9400000000000001
STATE ONLY,6.0,8.0,4.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,NONE,,,0.77
STATE ONLY,6.0,8.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,YES,YES,ECON/JOBS,NO,PEROT,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,,,0.636
STATE ONLY,6.0,8.0,6.0,FIRST CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,NO,ECON/JOBS,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,COLGRAD,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,NONE,,,0.432
STATE ONLY,6.0,8.0,7.0,FIRST CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,OMITS,NO,CLINTON,BETTER,APP/FAV,ELSE,HSGRAD,NONE,15-30K,,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,40-49,IND/OTHER,40-49,NO,WHITE,NONE,,,0.65
STATE ONLY,6.0,8.0,8.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,NO,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,DENVR/BOULDR,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,,,0.901
STATE ONLY,6.0,8.0,9.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.8170000000000001
STATE ONLY,6.0,8.0,10.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,ECON/JOBS,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,,,0.797
STATE ONLY,6.0,8.0,11.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,NO,ECON/JOBS,YES,OTHER,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,65+,STATE,COMPLETE,DENVR/BOULDR,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,,,0.901
STATE ONLY,6.0,8.0,12.0,FIRST CALL,45-49,WHITE,MALE,BUCHANAN,APPROVE,UNFAVORABLE,GORE,YES,YES,OMITS,YES,DOLE,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,0.29
STATE ONLY,6.0,8.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,NO,SOCIALSECUR,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,0.541
STATE ONLY,6.0,8.0,14.0,SECOND CALL,50-59,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,YES,NO,WORLDAFFAIRS,YES,DOLE,WORSE,DIS/UNFAV,INDEPEND,NOHS,OTHERCHRIST,,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.552
STATE ONLY,6.0,8.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,WORLDAFFAIRS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,0.8
STATE ONLY,6.0,8.0,16.0,SECOND CALL,50-59,HISP,MALE,GORE,APPROVE,FAVORABLE,GORE,,NO,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,DEMOCRAT,50-64,YES,HISP,CATHOLIC,,,0.438
STATE ONLY,6.0,8.0,17.0,SECOND CALL,18-24,WHITE,MALE,GORE,OMITS,FAVORABLE,BUSH,YES,NO,ECON/JOBS,NO,NOVOTE,SAME,OMITS,INDEPEND,NOHS,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,IND/OTHER,18-24,NO,WHITE,OTHER,,,0.67
STATE ONLY,6.0,8.0,18.0,SECOND CALL,50-59,HISP,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,YES,MEDICARE/RX,YES,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,IND/OTHER,50-64,YES,HISP,CATHOLIC,,,0.52
STATE ONLY,6.0,8.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,MEDICARE/RX,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,,,0.636
STATE ONLY,6.0,8.0,20.0,SECOND CALL,50-59,WHITE,MALE,NADER,DISAPPR,UNFAVORABLE,GORE,YES,YES,HEALTHCARE,NO,PEROT,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,IND/OTHER,50-64,NO,WHITE,NONE,,,0.601
STATE ONLY,6.0,8.0,21.0,SECOND CALL,18-24,HISP,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,NO,HEALTHCARE,YES,CLINTON,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,DEMOCRAT,18-24,YES,HISP,CATHOLIC,,,0.522
STATE ONLY,6.0,8.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,TAXES,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,0.636
STATE ONLY,6.0,8.0,23.0,SECOND CALL,60-64,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,60+,60+,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,1.11
STATE ONLY,6.0,8.0,24.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,WORLDAFFAIRS,NO,NOVOTE,OMITS,DIS/UNFAV,ELSE,COLGRAD,PROTESTANT,LESS15K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,IND/OTHER,18-24,NO,WHITE,PROT/CHRIST,,,1.163
STATE ONLY,6.0,8.0,25.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,NONE,,,0.77
STATE ONLY,6.0,8.0,26.0,THIRD CALL,25-29,HISP,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,YES,YES,HEALTHCARE,YES,DOLE,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,25-29,IND/OTHER,25-29,YES,HISP,NONE,,,0.615
STATE ONLY,6.0,8.0,27.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,0.636
STATE ONLY,6.0,8.0,28.0,THIRD CALL,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,EDUCATION,NO,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,25-29,IND/OTHER,25-29,NO,WHITE,CATHOLIC,,,0.787
STATE ONLY,6.0,8.0,29.0,THIRD CALL,45-49,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,YES,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,DEMOCRAT,40-49,YES,HISP,NONE,,,0.509
STATE ONLY,6.0,8.0,30.0,THIRD CALL,50-59,ASIAN,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,YES,YES,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,DEMOCRAT,50-64,NO,ASIAN,CATHOLIC,,,0.65
STATE ONLY,6.0,8.0,31.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,OMITS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,0.65
STATE ONLY,6.0,8.0,32.0,THIRD CALL,30-39,WHITE,MALE,OTHER,DISAPPR,UNFAVORABLE,BUSH,YES,YES,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,LESS15K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,0.781
STATE ONLY,6.0,8.0,33.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,OMITS,UNFAVORABLE,GORE,YES,NO,EDUCATION,NO,CLINTON,BETTER,OMITS,INDEPEND,POSTGRAD,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,60+,60+,IND/OTHER,50-64,NO,WHITE,OTHER,,,0.901
STATE ONLY,6.0,8.0,34.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,YES,WORLDAFFAIRS,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,,1.135
STATE ONLY,6.0,8.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,NADER,DISAPPR,UNFAVORABLE,GORE,YES,NO,EDUCATION,NO,CLINTON,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.501
STATE ONLY,6.0,8.0,36.0,THIRD CALL,50-59,WHITE,MALE,BUCHANAN,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NO,YES,WORLDAFFAIRS,YES,PEROT,SAME,APP/UNFAV,REPUBLCN,,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,0.3
STATE ONLY,6.0,8.0,37.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,TAXES,YES,DOLE,SAME,DIS/UNFAV,ELSE,POSTGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,0.961
STATE ONLY,6.0,8.0,38.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,,,0.65
STATE ONLY,6.0,8.0,39.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,YES,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,PROT/CHRIST,,,0.789
STATE ONLY,6.0,8.0,40.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,NO,MEDICARE/RX,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,,MODERATE,65+,STATE,COMPLETE,DENVR/BOULDR,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,,,0.925
STATE ONLY,6.0,13.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,NADER,OMITS,OMITS,OMITS,YES,YES,ECON/JOBS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,ARAPAHOE/JEF,30-44,40-49,,40-49,NO,WHITE,,,,0.5670000000000001
STATE ONLY,6.0,13.0,2.0,FIRST CALL,30-39,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,YES,ECON/JOBS,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,0.92
STATE ONLY,6.0,13.0,3.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,0.765
STATE ONLY,6.0,13.0,4.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,ARAPAHOE/JEF,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,0.726
STATE ONLY,6.0,13.0,5.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,OMITS,OMITS,BUSH,YES,YES,OMITS,NO,CLINTON,SAME,OMITS,,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,40-49,,40-49,NO,WHITE,CATHOLIC,,,0.851
STATE ONLY,6.0,13.0,6.0,FIRST CALL,18-24,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,EDUCATION,YES,NOVOTE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,ARAPAHOE/JEF,18-29,18-24,DEMOCRAT,18-24,YES,HISP,CATHOLIC,,,0.643
STATE ONLY,6.0,13.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,OMITS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,0.873
STATE ONLY,6.0,13.0,8.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,HEALTHCARE,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,ARAPAHOE/JEF,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,,,1.284
STATE ONLY,6.0,13.0,9.0,FIRST CALL,50-59,HISP,FEMALE,GORE,DISAPPR,FAVORABLE,BUSH,YES,YES,OMITS,NO,CLINTON,BETTER,DIS/FAV,REPUBLCN,NOHS,CATHOLIC,LESS15K,LIBERAL,18-64,STATE,COMPLETE,ARAPAHOE/JEF,45-59,50-59,REPUBLICAN,50-64,YES,HISP,CATHOLIC,,,0.62
STATE ONLY,6.0,13.0,10.0,FIRST CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,OMITS,OMITS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,,0.812
STATE ONLY,6.0,13.0,11.0,FIRST CALL,40-44,HISP,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,EDUCATION,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,40-49,IND/OTHER,40-49,YES,HISP,PROT/CHRIST,,,0.744
