VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,PROPSC,GOVTDO,ISSLOTT,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,41.0,2.0,18.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,MONEYFOREDUC,EDUCATION,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.6360000000000001
STATE ONLY,41.0,2.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,EDUCATION,NO,CLINTON,SAME,APP/FAV,ELSE,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.7570000000000001
STATE ONLY,41.0,2.0,20.0,SECOND CALL,18-24,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,GOVSUPPORT,EDUCATION,NO,CLINTON,SAME,APP/FAV,INDEPEND,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.702
STATE ONLY,41.0,2.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.7570000000000001
STATE ONLY,41.0,2.0,22.0,SECOND CALL,75+,WHITE,MALE,BUSH,OMITS,UNFAVORABLE,BUSH,YES,LESS,CASTPARTISAN,OMITS,YES,OMITS,OMITS,OMITS,REPUBLCN,,,,,65+,STATE,COMPLETE,GREENVILLE,60+,60+,REPUBLICAN,65+,,,,2.1710000000000003
STATE ONLY,41.0,2.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,EDUCATION,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.983
STATE ONLY,41.0,2.0,24.0,SECOND CALL,25-29,WHITE,MALE,BUCHANAN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,PEOPLEFREE,WORLDAFFAIRS,NO,OTHER,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.34500000000000003
STATE ONLY,41.0,2.0,25.0,SECOND CALL,30-39,,MALE,,DISAPPR,UNFAVORABLE,OMITS,YES,LESS,MONEYFOREDUC,EDUCATION,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,,,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,REPUBLICAN,30-39,,,,1.973
STATE ONLY,41.0,2.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,EDUCATION,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.932
STATE ONLY,41.0,2.0,27.0,SECOND CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,WOULDNOTVOTE,YES,MORE,MONEYFOREDUC,MEDICARE/RX,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.6500000000000001
STATE ONLY,41.0,2.0,28.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,TAXES,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,40-49,DEMOCRAT,40-49,OTHER,,,1.588
STATE ONLY,41.0,2.0,29.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,PEOPLEFREE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.6500000000000001
STATE ONLY,41.0,2.0,30.0,THIRD CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,MYPARTYPOSIT,MEDICARE/RX,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.694
STATE ONLY,41.0,2.0,31.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,2.0100000000000002
STATE ONLY,41.0,2.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,MONEYFOREDUC,SOCIALSECUR,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.932
STATE ONLY,41.0,2.0,33.0,THIRD CALL,50-59,WHITE,MALE,BUSH,OMITS,OMITS,OMITS,NO,LESS,CHURCHPOSITI,WORLDAFFAIRS,OMITS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,GREENVILLE,45-59,50-59,,50-64,,,,2.063
STATE ONLY,41.0,2.0,34.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,GREENVILLE,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.6360000000000001
STATE ONLY,41.0,2.0,35.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,MORE,MONEYFOREDUC,TAXES,NO,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,ELSE,LESS15K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,18-29,25-29,DEMOCRAT,25-29,OTHER,,,1.6360000000000001
STATE ONLY,41.0,2.0,36.0,THIRD CALL,45-49,BLACK,MALE,,OMITS,OMITS,OMITS,NO,LESS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,GREENVILLE,45-59,40-49,,40-49,,,,1.829
STATE ONLY,41.0,2.0,37.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,SOCIALSECUR,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.588
STATE ONLY,41.0,2.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,SOCIALSECUR,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.932
STATE ONLY,41.0,2.0,39.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,MORALISSUES,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,DEMOCRAT,40-49,NONE,,,1.6280000000000001
STATE ONLY,41.0,2.0,40.0,THIRD CALL,40-44,BLACK,MALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,MORE,PEOPLEFREE,WORLDAFFAIRS,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,NONE,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,DEMOCRAT,40-49,NONE,,,1.816
STATE ONLY,41.0,2.0,41.0,THIRD CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,,MORE,MONEYFOREDUC,ECON/JOBS,OMITS,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.67
STATE ONLY,41.0,2.0,42.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,SOCIALSECUR,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,2.141
STATE ONLY,41.0,2.0,43.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,OMITS,PEOPLEFREE,ECON/JOBS,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.992
STATE ONLY,41.0,2.0,44.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,OMITS,UNFAVORABLE,BUSH,NO,OMITS,MORALISSUES,TAXES,OMITS,NOVOTE,SAME,OMITS,,SOMCOL/ASSOC,PROTESTANT,30-50K,,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,,40-49,PROT/CHRIST,,,1.983
STATE ONLY,41.0,2.0,45.0,THIRD CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,MEDICARE/RX,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,2.1710000000000003
STATE ONLY,41.0,2.0,46.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,WORLDAFFAIRS,YES,DOLE,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,2.063
STATE ONLY,41.0,2.0,47.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,FAVORABLE,BUSH,YES,MORE,MONEYFOREDUC,EDUCATION,YES,NOVOTE,SAME,DIS/FAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.992
NATIONAL WHITE,41.0,7.0,1.0,FIRST CALL,25-29,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,LESS,,WORLDAFFAIRS,NO,DOLE,SAME,APP/FAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,GREENVILLE,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.486
NATIONAL WHITE,41.0,7.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,,ECON/JOBS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,NATIONAL,COMPLETE,GREENVILLE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.405
NATIONAL WHITE,41.0,7.0,3.0,FIRST CALL,45-49,WHITE,,GORE,APPROVE,OMITS,GORE,YES,LESS,,OMITS,NO,CLINTON,BETTER,OMITS,REPUBLCN,POSTGRAD,PROTESTANT,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,GREENVILLE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.278
NATIONAL WHITE,41.0,7.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,MORE,,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,GREENVILLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.26
NATIONAL YELLOW,41.0,7.0,5.0,FIRST CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,65+,NATIONAL,COMPLETE,GREENVILLE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,ECON/JOBS,HONEST,1.556
NATIONAL YELLOW,41.0,7.0,6.0,FIRST CALL,65-74,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,NATIONAL,COMPLETE,GREENVILLE,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ECON/JOBS,HONEST,1.416
NATIONAL YELLOW,41.0,7.0,7.0,FIRST CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,,SOCIALSECUR,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,CONSERV,65+,NATIONAL,COMPLETE,GREENVILLE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,SOCIALSECUR,HONEST,1.556
NATIONAL YELLOW,41.0,7.0,8.0,FIRST CALL,60-64,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,LESS,,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,GREENVILLE,60+,60+,IND/OTHER,50-64,PROT/CHRIST,SOCIALSECUR,STRONGLEADER,1.416
NATIONAL GREY,41.0,7.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,,,,NO,,,,,,,,REPUBLCN,COLGRAD,,OVER100K,CONSERV,18-64,NATIONAL,COMPLETE,GREENVILLE,30-44,30-39,REPUBLICAN,30-39,,,,1.3860000000000001
NATIONAL GREY,41.0,7.0,10.0,FIRST CALL,40-44,WHITE,MALE,BUSH,,,,YES,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,GREENVILLE,30-44,40-49,REPUBLICAN,40-49,,,,1.405
NATIONAL GREY,41.0,7.0,11.0,FIRST CALL,75+,WHITE,MALE,BUSH,,,,NO,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,50-75K,MODERATE,65+,NATIONAL,COMPLETE,GREENVILLE,60+,60+,REPUBLICAN,65+,,,,1.556
NATIONAL GREY,41.0,7.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,,,,NO,,,,,,,,REPUBLCN,POSTGRAD,,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,GREENVILLE,30-44,30-39,REPUBLICAN,30-39,,,,1.26
NATIONAL PINK,41.0,7.0,13.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,,,,YES,,,,NO,,,,REPUBLCN,,PROTESTANT,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,GREENVILLE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.35
NATIONAL PINK,41.0,7.0,14.0,FIRST CALL,60-64,WHITE,MALE,BUSH,,,,YES,,,,YES,,,,REPUBLCN,,PROTESTANT,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,GREENVILLE,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.5170000000000001
NATIONAL PINK,41.0,7.0,15.0,FIRST CALL,50-59,WHITE,MALE,BUSH,,,,YES,,,,NO,,,,,,,,,18-64,NATIONAL,NOTCOMPLETE,GREENVILLE,45-59,50-59,,50-64,,,,1.405
NATIONAL PINK,41.0,7.0,16.0,FIRST CALL,60-64,WHITE,MALE,BUCHANAN,,,,YES,,,,NO,,,,INDEPEND,,PROTESTANT,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,GREENVILLE,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.252
NATIONAL WHITE,41.0,7.0,17.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,GREENVILLE,45-59,40-49,DEMOCRAT,40-49,OTHER,,,1.229
NATIONAL WHITE,41.0,7.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,MORE,,WORLDAFFAIRS,YES,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,GREENVILLE,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.26
NATIONAL WHITE,41.0,7.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,,WORLDAFFAIRS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,GREENVILLE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.3860000000000001
NATIONAL YELLOW,41.0,7.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,,EDUCATION,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,GREENVILLE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,EDUCATION,STRONGLEADER,1.35
NATIONAL YELLOW,41.0,7.0,21.0,SECOND CALL,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,75-100K,LIBERAL,18-64,NATIONAL,COMPLETE,GREENVILLE,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,OMITS,HONEST,1.318
NATIONAL YELLOW,41.0,7.0,22.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,,EDUCATION,OMITS,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,GREENVILLE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,EDUCATION,CARES,1.442
NATIONAL GREY,41.0,7.0,23.0,SECOND CALL,30-39,WHITE,MALE,BUSH,,,,NO,,,,,,,,REPUBLCN,POSTGRAD,,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,GREENVILLE,30-44,30-39,REPUBLICAN,30-39,,,,1.442
NATIONAL GREY,41.0,7.0,24.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,,,,YES,,,,,,,,DEMOCRAT,NOHS,,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,GREENVILLE,18-29,18-24,DEMOCRAT,18-24,,,,1.2670000000000001
NATIONAL GREY,41.0,7.0,25.0,SECOND CALL,75+,WHITE,MALE,GORE,,,,NO,,,,,,,,DEMOCRAT,NOHS,,15-30K,MODERATE,65+,NATIONAL,COMPLETE,GREENVILLE,60+,60+,DEMOCRAT,65+,,,,1.416
NATIONAL PINK,41.0,7.0,26.0,SECOND CALL,60-64,WHITE,MALE,BUSH,,,,NO,,,,NO,,,,INDEPEND,,PROTESTANT,50-75K,,18-64,NATIONAL,COMPLETE,GREENVILLE,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.556
NATIONAL PINK,41.0,7.0,27.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,,,,NO,,,,YES,,,,REPUBLCN,,OTHERCHRIST,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,GREENVILLE,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.428
NATIONAL PINK,41.0,7.0,28.0,SECOND CALL,25-29,WHITE,MALE,BUSH,,,,NO,,,,YES,,,,INDEPEND,,OTHERCHRIST,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,GREENVILLE,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.486
NATIONAL WHITE,41.0,7.0,29.0,THIRD CALL,65-74,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,LESS,,ECON/JOBS,NO,DOLE,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,65+,NATIONAL,COMPLETE,GREENVILLE,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.5170000000000001
NATIONAL WHITE,41.0,7.0,30.0,THIRD CALL,18-24,HISP,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,LESS,,ECON/JOBS,YES,CLINTON,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,GREENVILLE,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,1.258
NATIONAL WHITE,41.0,7.0,31.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,LESS,,MEDICARE/RX,NO,CLINTON,WORSE,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,18-64,NATIONAL,COMPLETE,GREENVILLE,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.326
NATIONAL YELLOW,41.0,7.0,32.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,,TAXES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,CONSERV,18-64,NATIONAL,COMPLETE,GREENVILLE,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,TAXES,STRONGLEADER,1.35
NATIONAL YELLOW,41.0,7.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,,HEALTHCARE,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,GREENVILLE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,HEALTHCARE,STRONGLEADER,1.405
NATIONAL YELLOW,41.0,7.0,34.0,THIRD CALL,18-24,WHITE,MALE,OTHER,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,,TAXES,NO,DOLE,BETTER,DIS/UNFAV,ELSE,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,GREENVILLE,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,TAXES,CARES,2.368
NATIONAL GREY,41.0,7.0,35.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,,,,YES,,,,,,,,DEMOCRAT,HSGRAD,,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,GREENVILLE,18-29,18-24,DEMOCRAT,18-24,,,,1.145
NATIONAL GREY,41.0,7.0,36.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,,,,YES,,,,,,,,INDEPEND,SOMCOL/ASSOC,,LESS15K,,18-64,NATIONAL,COMPLETE,GREENVILLE,18-29,18-24,IND/OTHER,18-24,,,,1.3920000000000001
NATIONAL GREY,41.0,7.0,37.0,THIRD CALL,50-59,WHITE,MALE,BUSH,,,,YES,,,,,,,,REPUBLCN,HSGRAD,,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,GREENVILLE,45-59,50-59,REPUBLICAN,50-64,,,,1.405
NATIONAL PINK,41.0,7.0,38.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,,,,YES,,,,NO,,,,INDEPEND,,PROTESTANT,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,GREENVILLE,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.3920000000000001
NATIONAL PINK,41.0,7.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,,,YES,,,,NO,,,,ELSE,,CATHOLIC,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,GREENVILLE,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.35
NATIONAL PINK,41.0,7.0,40.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,,,YES,,,,NO,,,,DEMOCRAT,,PROTESTANT,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,GREENVILLE,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.405
NATIONAL WHITE,41.0,16.0,1.0,FIRST CALL,45-49,BLACK,,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,,WORLDAFFAIRS,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.5670000000000001
NATIONAL WHITE,41.0,16.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,,TAXES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.577
