VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,FORESTS,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,27.0,4.0,34.0,SECOND CALL,25-29,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,OTHER,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,ELSE,15-30K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,OTHER,,,1.175
STATE ONLY,27.0,4.0,35.0,SECOND CALL,,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,OMITS,SAME,DIS/UNFAV,,,OTHERCHRIST,LESS15K,CONSERV,,OMITS,STATE,COMPLETE,EAST,,,,,PROT/CHRIST,,,1.236
STATE ONLY,27.0,4.0,36.0,SECOND CALL,50-59,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.236
STATE ONLY,27.0,4.0,37.0,SECOND CALL,18-24,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.175
STATE ONLY,27.0,4.0,38.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,LESS15K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.195
STATE ONLY,27.0,4.0,39.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,INDEPEND,NOHS,CATHOLIC,15-30K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.135
STATE ONLY,27.0,6.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,LIBERAL,18-64,OMITS,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.742
STATE ONLY,27.0,6.0,2.0,FIRST CALL,75+,WHITE,MALE,GORE,BURNS,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,65+,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.913
STATE ONLY,27.0,6.0,3.0,FIRST CALL,18-24,WHITE,MALE,BUSH,SCHWEITZER,MARTZ,OMITS,OMITS,KEENAN,OMITS,HEALTHCARE,OMITS,OMITS,,,,,,,18-64,OMITS,STATE,NOTCOMPLETE,URBANWEST,18-29,18-24,,18-24,,,,0.994
STATE ONLY,27.0,6.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,BURNS,MARTZ,DISAPPR,UNFAVORABLE,KEENAN,GORE,ECON/JOBS,PEROT,WORSE,DIS/UNFAV,INDEPEND,COLGRAD,ELSE,30-50K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.622
STATE ONLY,27.0,6.0,5.0,FIRST CALL,50-59,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,75-100K,MODERATE,18-64,OMITS,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.781
STATE ONLY,27.0,6.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,PEROT,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.6980000000000001
STATE ONLY,27.0,6.0,7.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,BUSH,MEDICARE/RX,NOVOTE,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.891
STATE ONLY,27.0,6.0,8.0,FIRST CALL,40-44,WHITE,MALE,BUSH,BURNS,OKEEFE,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.6920000000000001
STATE ONLY,27.0,6.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUSH,,OKEEFE,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.765
STATE ONLY,27.0,6.0,10.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,EDUCATION,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.684
STATE ONLY,27.0,6.0,11.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,BURNS,MARTZ,APPROVE,FAVORABLE,KEENAN,GORE,MEDICARE/RX,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,65+,HELPSTATE,STATE,COMPLETE,URBANWEST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.923
STATE ONLY,27.0,6.0,12.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,MEDICARE/RX,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.742
STATE ONLY,27.0,6.0,13.0,SECOND CALL,50-59,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,LESS15K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.781
STATE ONLY,27.0,6.0,14.0,SECOND CALL,65-74,WHITE,MALE,BUSH,BURNS,MARTZ,APPROVE,UNFAVORABLE,REHBERG,BUSH,OMITS,DOLE,SAME,APP/UNFAV,,POSTGRAD,CATHOLIC,15-30K,MODERATE,65+,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,,65+,CATHOLIC,,,1.087
STATE ONLY,27.0,6.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.6980000000000001
STATE ONLY,27.0,6.0,16.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,BUSH,EDUCATION,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.907
STATE ONLY,27.0,6.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BURNS,OKEEFE,DISAPPR,UNFAVORABLE,REHBERG,BUSH,HEALTHCARE,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.657
STATE ONLY,27.0,6.0,18.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,65+,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.034
STATE ONLY,27.0,6.0,19.0,SECOND CALL,30-39,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.781
STATE ONLY,27.0,6.0,20.0,SECOND CALL,18-24,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,WOULDNOTVOTE,ECON/JOBS,NOVOTE,SAME,APP/FAV,DEMOCRAT,HSGRAD,NONE,LESS15K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.768
STATE ONLY,27.0,6.0,21.0,SECOND CALL,60-64,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,GORE,SOCIALSECUR,CLINTON,SAME,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,LESS15K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,IND/OTHER,50-64,CATHOLIC,,,1.161
STATE ONLY,27.0,6.0,22.0,THIRD CALL,50-59,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.592
STATE ONLY,27.0,6.0,23.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,OMITS,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,,MODERATE,65+,NOTAFFECT,STATE,COMPLETE,URBANWEST,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.034
STATE ONLY,27.0,6.0,24.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,REHBERG,BUSH,ECON/JOBS,CLINTON,SAME,APP/FAV,INDEPEND,COLGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.878
STATE ONLY,27.0,6.0,25.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,BUSH,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.9550000000000001
STATE ONLY,27.0,6.0,26.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.732
STATE ONLY,27.0,6.0,27.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,OMITS,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.742
STATE ONLY,27.0,6.0,28.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,75-100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.732
STATE ONLY,27.0,6.0,29.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.6980000000000001
STATE ONLY,27.0,6.0,30.0,THIRD CALL,45-49,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,WORSE,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.781
STATE ONLY,27.0,10.0,1.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,30-50K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.2770000000000001
STATE ONLY,27.0,10.0,2.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,,,APPROVE,UNFAVORABLE,KEENAN,BUSH,EDUCATION,NOVOTE,BETTER,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.594
STATE ONLY,27.0,10.0,3.0,FIRST CALL,50-59,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,NONE,75-100K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,IND/OTHER,50-64,NONE,,,1.537
STATE ONLY,27.0,10.0,4.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,MEDICARE/RX,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,15-30K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.7830000000000001
STATE ONLY,27.0,10.0,5.0,FIRST CALL,50-59,WHITE,MALE,GORE,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,PEROT,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,75-100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.177
STATE ONLY,27.0,10.0,6.0,FIRST CALL,45-49,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,TAXES,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,JEWISH,,,1.537
STATE ONLY,27.0,10.0,7.0,FIRST CALL,50-59,WHITE,,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,JEWISH,,,1.537
STATE ONLY,27.0,10.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,OMITS,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.368
STATE ONLY,27.0,10.0,9.0,FIRST CALL,50-59,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.438
STATE ONLY,27.0,10.0,10.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,BURNS,OKEEFE,DISAPPR,UNFAVORABLE,REHBERG,BUSH,EDUCATION,OMITS,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,65+,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.9140000000000001
STATE ONLY,27.0,10.0,11.0,SECOND CALL,45-49,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,SOCIALSECUR,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.438
STATE ONLY,27.0,10.0,12.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BURNS,OKEEFE,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,50-75K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.289
STATE ONLY,27.0,10.0,13.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BURNS,OKEEFE,OMITS,OMITS,REHBERG,BUSH,OMITS,DOLE,BETTER,OMITS,REPUBLCN,SOMCOL/ASSOC,,OVER100K,LIBERAL,18-64,OMITS,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,,,,1.354
STATE ONLY,27.0,10.0,14.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,EDUCATION,PEROT,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,2.0340000000000003
STATE ONLY,27.0,10.0,15.0,SECOND CALL,65-74,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,65+,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.1310000000000002
STATE ONLY,27.0,10.0,16.0,SECOND CALL,50-59,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,REHBERG,WOULDNOTVOTE,ECON/JOBS,OTHER,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,NONE,,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,IND/OTHER,50-64,NONE,,,1.408
STATE ONLY,27.0,10.0,17.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.438
STATE ONLY,27.0,10.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,OMITS,STATE,COMPLETE,URBANWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.368
STATE ONLY,27.0,10.0,19.0,SECOND CALL,30-39,WHITE,MALE,BUSH,SCHWEITZER,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.827
STATE ONLY,27.0,10.0,20.0,SECOND CALL,18-24,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.41
STATE ONLY,27.0,10.0,21.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,GORE,EDUCATION,DOLE,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,OMITS,STATE,COMPLETE,URBANWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.462
STATE ONLY,27.0,10.0,22.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,,CONSERV,18-64,OMITS,STATE,COMPLETE,URBANWEST,18-29,18-24,DEMOCRAT,18-24,NONE,,,1.432
STATE ONLY,27.0,10.0,23.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,BURNS,MARTZ,OMITS,FAVORABLE,KEENAN,BUSH,EDUCATION,OMITS,OMITS,OMITS,REPUBLCN,NOHS,,50-75K,MODERATE,18-64,OMITS,STATE,COMPLETE,URBANWEST,18-29,18-24,REPUBLICAN,18-24,,,,1.464
STATE ONLY,27.0,10.0,24.0,THIRD CALL,45-49,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,PEROT,BETTER,DIS/UNFAV,ELSE,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.438
STATE ONLY,27.0,10.0,25.0,THIRD CALL,18-24,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,NOHS,OTHERCHRIST,OVER100K,MODERATE,18-64,OMITS,STATE,COMPLETE,URBANWEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.41
STATE ONLY,27.0,10.0,26.0,THIRD CALL,18-24,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,CLINTON,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.41
STATE ONLY,27.0,10.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BURNS,MARTZ,DISAPPR,UNFAVORABLE,,BUSH,OMITS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.192
STATE ONLY,27.0,10.0,28.0,THIRD CALL,18-24,ASIAN,MALE,BUSH,,,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.536
