VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,GOV,CLINTON,BCPERSON,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,MIGRATNH,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,MCSUPP,STINCTAX,VNS1,VNS2,WEIGHT
STATE ONLY,30.0,12.0,30.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,SAME,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,RURALNORTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,NO,NO,,,1.0110000000000001
STATE ONLY,30.0,12.0,31.0,THIRD CALL,40-44,WHITE,MALE,BUSH,SHAHEEN,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,NOVOTE,WORSE,DIS/UNFAV,NO,REPUBLCN,HSGRAD,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,RURALNORTH,30-44,40-49,REPUBLICAN,40-49,OTHER,NO,NO,,,0.993
STATE ONLY,30.0,12.0,32.0,THIRD CALL,30-39,HISP,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,RURALNORTH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,NO,NO,,,0.6970000000000001
STATE ONLY,30.0,12.0,33.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,SHAHEEN,OMITS,OMITS,OMITS,SOCIALSECUR,OMITS,OMITS,,NO,,,,,,18-64,STATE,NOTCOMPLETE,RURALNORTH,60+,60+,,50-64,,NO,NO,,,1.118
STATE ONLY,30.0,12.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,SHAHEEN,DISAPPR,UNFAVORABLE,BUSH,OMITS,CLINTON,BETTER,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,RURALNORTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,YES,NO,,,1.002
STATE ONLY,30.0,12.0,35.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,DOLE,BETTER,DIS/UNFAV,NO,INDEPEND,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,RURALNORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,YES,NO,,,0.979
STATE ONLY,30.0,12.0,36.0,THIRD CALL,75+,WHITE,FEMALE,GORE,SHAHEEN,DISAPPR,FAVORABLE,GORE,MEDICARE/RX,CLINTON,WORSE,DIS/FAV,NO,DEMOCRAT,NOHS,CATHOLIC,15-30K,MODERATE,65+,STATE,COMPLETE,RURALNORTH,60+,60+,DEMOCRAT,65+,CATHOLIC,YES,NO,,,1.118
STATE ONLY,30.0,12.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,RURALNORTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,NO,YES,,,1.0110000000000001
STATE ONLY,30.0,12.0,38.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,SAME,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,RURALNORTH,45-59,40-49,IND/OTHER,40-49,CATHOLIC,YES,NO,,,1.0110000000000001
STATE ONLY,30.0,12.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,RURALNORTH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,NO,NO,,,1.0110000000000001
STATE ONLY,30.0,12.0,40.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,RURALNORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,YES,NO,,,0.979
STATE ONLY,30.0,12.0,41.0,THIRD CALL,45-49,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,SAME,APP/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,RURALNORTH,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,OMITS,OMITS,,,1.0010000000000001
STATE ONLY,30.0,12.0,42.0,THIRD CALL,25-29,WHITE,MALE,BUSH,HUMPHREY,APPROVE,FAVORABLE,BUSH,ECON/JOBS,DOLE,SAME,APP/FAV,NO,ELSE,COLGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,RURALNORTH,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,YES,NO,,,0.961
STATE ONLY,30.0,12.0,43.0,THIRD CALL,50-59,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,RURALNORTH,45-59,50-59,IND/OTHER,50-64,NONE,YES,YES,,,1.0010000000000001
STATE ONLY,30.0,12.0,44.0,THIRD CALL,40-44,BLACK,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,RURALNORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,YES,NO,,,0.68
STATE ONLY,30.0,12.0,45.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,NOVOTE,SAME,DIS/UNFAV,NO,INDEPEND,HSGRAD,CATHOLIC,LESS15K,CONSERV,18-64,STATE,COMPLETE,RURALNORTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,NO,NO,,,0.979
STATE ONLY,30.0,12.0,46.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,CLINTON,SAME,APP/UNFAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,RURALNORTH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,NO,NO,,,1.0110000000000001
STATE ONLY,30.0,12.0,47.0,THIRD CALL,45-49,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,PEROT,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,RURALNORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,YES,NO,,,0.979
NATIONAL WHITE,30.0,20.0,1.0,FIRST CALL,25-29,WHITE,MALE,BUSH,SHAHEEN,APPROVE,UNFAVORABLE,BUSH,TAXES,CLINTON,SAME,APP/UNFAV,,REPUBLCN,SOMCOL/ASSOC,NONE,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,18-29,25-29,REPUBLICAN,25-29,NONE,,,,,0.6890000000000001
NATIONAL WHITE,30.0,20.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,OMITS,OMITS,OMITS,TAXES,OMITS,OMITS,,,,,,,,18-64,NATIONAL,NOTCOMPLETE,CONCORD,45-59,50-59,,50-64,,,,,,0.6920000000000001
NATIONAL WHITE,30.0,20.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,,,0.619
NATIONAL WHITE,30.0,20.0,4.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,,0.617
NATIONAL YELLOW,30.0,20.0,5.0,FIRST CALL,50-59,WHITE,MALE,GORE,SHAHEEN,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,DOLE,SAME,DIS/UNFAV,,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,CONCORD,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,SOCIALSECUR,EXPERIENCE,0.628
NATIONAL YELLOW,30.0,20.0,6.0,FIRST CALL,50-59,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,,DEMOCRAT,COLGRAD,JEWISH,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,45-59,50-59,DEMOCRAT,50-64,JEWISH,,,SOCIALSECUR,EXPERIENCE,0.628
NATIONAL YELLOW,30.0,20.0,7.0,FIRST CALL,75+,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,SAME,APP/FAV,,DEMOCRAT,POSTGRAD,NONE,30-50K,LIBERAL,65+,NATIONAL,COMPLETE,CONCORD,60+,60+,DEMOCRAT,65+,NONE,,,MEDICARE/RX,EXPERIENCE,0.727
NATIONAL YELLOW,30.0,20.0,8.0,FIRST CALL,45-49,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,CONCORD,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,ECON/JOBS,EXPERIENCE,0.628
NATIONAL GREY,30.0,20.0,9.0,FIRST CALL,45-49,WHITE,MALE,BUSH,HUMPHREY,,,,,,,,,INDEPEND,POSTGRAD,,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,CONCORD,45-59,40-49,IND/OTHER,40-49,,,,,,0.6920000000000001
NATIONAL GREY,30.0,20.0,10.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,SHAHEEN,,,,,,,,,INDEPEND,SOMCOL/ASSOC,,OVER100K,MODERATE,65+,NATIONAL,COMPLETE,CONCORD,60+,60+,IND/OTHER,65+,,,,,,0.716
NATIONAL GREY,30.0,20.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,HUMPHREY,,,,,,,,,INDEPEND,COLGRAD,,,CONSERV,18-64,NATIONAL,COMPLETE,CONCORD,45-59,40-49,IND/OTHER,40-49,,,,,,0.682
NATIONAL PINK,30.0,20.0,12.0,FIRST CALL,18-24,WHITE,MALE,GORE,HUMPHREY,,,,,,,,,INDEPEND,,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,18-29,18-24,IND/OTHER,18-24,CATHOLIC,YES,,,,0.61
NATIONAL PINK,30.0,20.0,13.0,FIRST CALL,50-59,WHITE,MALE,GORE,SHAHEEN,,,,,,,,,DEMOCRAT,,PROTESTANT,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,CONCORD,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,NO,,,,0.628
NATIONAL PINK,30.0,20.0,14.0,FIRST CALL,40-44,WHITE,MALE,BUSH,HUMPHREY,,,,,,,,,REPUBLCN,,PROTESTANT,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,CONCORD,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,YES,,,,0.6920000000000001
NATIONAL WHITE,30.0,20.0,15.0,SECOND CALL,30-39,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,OTHER,SAME,DIS/UNFAV,,INDEPEND,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,30-44,30-39,IND/OTHER,30-39,OTHER,,,,,0.6920000000000001
NATIONAL WHITE,30.0,20.0,16.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,NOVOTE,SAME,DIS/UNFAV,,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,65+,NATIONAL,COMPLETE,CONCORD,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,,,0.79
NATIONAL WHITE,30.0,20.0,17.0,SECOND CALL,30-39,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,DOLE,SAME,DIS/UNFAV,,REPUBLCN,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,,,0.6920000000000001
NATIONAL WHITE,30.0,20.0,18.0,SECOND CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,CONCORD,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,,,0.6920000000000001
NATIONAL WHITE,30.0,20.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,CLINTON,WORSE,DIS/UNFAV,,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,CONCORD,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,,,0.682
NATIONAL YELLOW,30.0,20.0,20.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,PEROT,BETTER,APP/UNFAV,,INDEPEND,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,MEDICARE/RX,GOODJUDGMENT,0.617
NATIONAL YELLOW,30.0,20.0,21.0,SECOND CALL,45-49,WHITE,MALE,NADER,BROWN,APPROVE,FAVORABLE,WOULDNOTVOTE,EDUCATION,CLINTON,SAME,APP/FAV,,INDEPEND,COLGRAD,ELSE,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,45-59,40-49,IND/OTHER,40-49,OTHER,,,EDUCATION,HONEST,0.607
NATIONAL YELLOW,30.0,20.0,22.0,SECOND CALL,25-29,WHITE,MALE,NADER,SHAHEEN,DISAPPR,UNFAVORABLE,BUSH,OMITS,PEROT,WORSE,DIS/UNFAV,,REPUBLCN,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,18-29,25-29,REPUBLICAN,25-29,OTHER,,,OMITS,CARES,0.591
NATIONAL YELLOW,30.0,20.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,HUMPHREY,APPROVE,UNFAVORABLE,BUSH,OMITS,DOLE,BETTER,APP/UNFAV,,REPUBLCN,COLGRAD,CATHOLIC,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,CONCORD,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,OMITS,HONEST,0.682
NATIONAL YELLOW,30.0,20.0,24.0,SECOND CALL,60-64,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,DOLE,SAME,DIS/UNFAV,,INDEPEND,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,CONCORD,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,MEDICARE/RX,STRONGLEADER,0.801
NATIONAL GREY,30.0,20.0,25.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,BROWN,,,,,,,,,DEMOCRAT,COLGRAD,,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,CONCORD,30-44,30-39,DEMOCRAT,30-39,,,,,,0.625
NATIONAL GREY,30.0,20.0,26.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,HUMPHREY,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,18-29,25-29,REPUBLICAN,25-29,,,,,,0.672
NATIONAL GREY,30.0,20.0,27.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,HUMPHREY,,,,,,,,,REPUBLCN,HSGRAD,,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,CONCORD,45-59,50-59,REPUBLICAN,50-64,,,,,,0.682
NATIONAL GREY,30.0,20.0,28.0,SECOND CALL,45-49,WHITE,MALE,GORE,SHAHEEN,,,,,,,,,REPUBLCN,COLGRAD,,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,45-59,40-49,REPUBLICAN,40-49,,,,,,0.628
NATIONAL GREY,30.0,20.0,29.0,SECOND CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,,,,,,,,,REPUBLCN,HSGRAD,,LESS15K,CONSERV,18-64,NATIONAL,COMPLETE,CONCORD,45-59,50-59,REPUBLICAN,50-64,,,,,,0.6920000000000001
NATIONAL PINK,30.0,20.0,30.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,,,,,,,,,INDEPEND,,NONE,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,30-44,30-39,IND/OTHER,30-39,NONE,NO,,,,0.619
NATIONAL PINK,30.0,20.0,31.0,SECOND CALL,40-44,WHITE,MALE,BUSH,HUMPHREY,,,,,,,,,DEMOCRAT,,PROTESTANT,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,CONCORD,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,YES,,,,0.6920000000000001
NATIONAL PINK,30.0,20.0,32.0,SECOND CALL,45-49,WHITE,MALE,GORE,SHAHEEN,,,,,,,,,DEMOCRAT,,PROTESTANT,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,NO,,,,0.628
NATIONAL PINK,30.0,20.0,33.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,BROWN,,,,,,,,,DEMOCRAT,,ELSE,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,30-44,40-49,DEMOCRAT,40-49,OTHER,NO,,,,0.625
NATIONAL PINK,30.0,20.0,34.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,HUMPHREY,,,,,,,,,DEMOCRAT,,ELSE,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,CONCORD,45-59,40-49,DEMOCRAT,40-49,OTHER,NO,,,,0.682
NATIONAL WHITE,30.0,20.0,35.0,THIRD CALL,65-74,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,,REPUBLCN,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,NATIONAL,COMPLETE,CONCORD,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,,,0.727
NATIONAL WHITE,30.0,20.0,36.0,THIRD CALL,25-29,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,,,0.618
NATIONAL WHITE,30.0,20.0,37.0,THIRD CALL,18-24,WHITE,MALE,GORE,SHAHEEN,OMITS,OMITS,OMITS,EDUCATION,OMITS,OMITS,,,,,,,,18-64,NATIONAL,NOTCOMPLETE,CONCORD,18-29,18-24,,18-24,,,,,,0.618
NATIONAL WHITE,30.0,20.0,38.0,THIRD CALL,30-39,WHITE,MALE,GORE,HUMPHREY,APPROVE,FAVORABLE,GORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,,,0.62
NATIONAL YELLOW,30.0,20.0,39.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,TAXES,CLINTON,SAME,APP/UNFAV,,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,TAXES,EXPERIENCE,0.619
NATIONAL YELLOW,30.0,20.0,40.0,THIRD CALL,25-29,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,NOVOTE,BETTER,APP/UNFAV,,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,CONCORD,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,ECON/JOBS,EXPERIENCE,0.618
NATIONAL YELLOW,30.0,20.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SHAHEEN,DISAPPR,UNFAVORABLE,GORE,EDUCATION,DOLE,SAME,DIS/UNFAV,,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,EDUCATION,GOODJUDGMENT,0.619
NATIONAL YELLOW,30.0,20.0,42.0,THIRD CALL,45-49,WHITE,MALE,GORE,HUMPHREY,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,ECON/JOBS,STRONGLEADER,0.62
NATIONAL GREY,30.0,20.0,43.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,HUMPHREY,,,,,,,,,INDEPEND,HSGRAD,,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,CONCORD,30-44,30-39,IND/OTHER,30-39,,,,,,0.611
NATIONAL GREY,30.0,20.0,44.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,SHAHEEN,,,,,,,,,INDEPEND,POSTGRAD,,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,CONCORD,18-29,18-24,IND/OTHER,18-24,,,,,,0.61
NATIONAL GREY,30.0,20.0,45.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HUMPHREY,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,CONCORD,30-44,30-39,REPUBLICAN,30-39,,,,,,0.6920000000000001
NATIONAL GREY,30.0,20.0,46.0,THIRD CALL,30-39,WHITE,MALE,GORE,SHAHEEN,,,,,,,,,INDEPEND,COLGRAD,,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,30-44,30-39,IND/OTHER,30-39,,,,,,0.628
NATIONAL PINK,30.0,20.0,47.0,THIRD CALL,45-49,WHITE,MALE,BUSH,SHAHEEN,,,,,,,,,INDEPEND,,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,45-59,40-49,IND/OTHER,40-49,CATHOLIC,YES,,,,0.7010000000000001
NATIONAL PINK,30.0,20.0,48.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,,,,,,,,,,,CATHOLIC,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,CONCORD,30-44,30-39,,30-39,CATHOLIC,OMITS,,,,0.617
NATIONAL PINK,30.0,20.0,49.0,THIRD CALL,30-39,WHITE,MALE,GORE,SHAHEEN,,,,,,,,,DEMOCRAT,,JEWISH,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,CONCORD,30-44,30-39,DEMOCRAT,30-39,JEWISH,YES,,,,0.628
NATIONAL PINK,30.0,20.0,50.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,HUMPHREY,,,,,,,,,,,,,,18-64,NATIONAL,NOTCOMPLETE,CONCORD,45-59,40-49,,40-49,,OMITS,,,,0.682
STATE ONLY,30.0,21.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,RURALNORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,YES,NO,,,0.9520000000000001
STATE ONLY,30.0,21.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,SHAHEEN,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,OTHER,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,RURALNORTH,30-44,40-49,IND/OTHER,40-49,CATHOLIC,YES,NO,,,0.974
STATE ONLY,30.0,21.0,3.0,FIRST CALL,45-49,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,PEROT,BETTER,APP/UNFAV,NO,INDEPEND,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,RURALNORTH,45-59,40-49,IND/OTHER,40-49,CATHOLIC,NO,NO,,,0.974
STATE ONLY,30.0,21.0,4.0,FIRST CALL,50-59,WHITE,MALE,GORE,HUMPHREY,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,RURALNORTH,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,YES,NO,,,0.961
STATE ONLY,30.0,21.0,5.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,HUMPHREY,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,WORSE,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,RURALNORTH,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,NO,NO,,,0.9530000000000001
