VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,CUBAN3,SIZEPLC3,ISSUE,QUAL,X6VOTE,ENVIRON,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,QRACE,REL5,PRESKNOW,JEBBUSH,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,10.0,5.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,LOGAN,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,PROGRWTH,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,WHITE,PROT/CHRIST,ONLYGORE,UNFAVORABLE,ONLYBUSH,PERSONALQUAL,,,1.037
STATE ONLY,10.0,5.0,12.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,CLINTON,PROENVIR,OMITS,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,POSTGRAD,PROTESTANT,NEVER,OVER100K,YES,NO,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,WHITE,PROT/CHRIST,ONLYGORE,UNFAVORABLE,OMITS,OMITS,,,1.573
STATE ONLY,10.0,5.0,13.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,NELSON,BEFORE,APPROVE,OMITS,GORE,LESS,NO,CITYOVER50K,EDUCATION,COMPLEXISSUE,CLINTON,PROGRWTH,BOTHDID,BETTER,OMITS,YES,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,18-29,25-29,DEMOCRAT,25-29,WHITE,CATHOLIC,ONLYGORE,UNFAVORABLE,NEITHER,ISSUES,,,1.232
STATE ONLY,10.0,5.0,14.0,FIRST CALL,50-59,WHITE,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,LESS,NO,CITYOVER50K,ECON/JOBS,CARES,CLINTON,PROENVIR,BOTHDID,SAME,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,LESS15K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,WHITE,PROT/CHRIST,ONLYGORE,UNFAVORABLE,BOTH,PERSONALQUAL,,,1.244
STATE ONLY,10.0,5.0,15.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,MCCOLLUM,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,OMITS,NO,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,NOVOTE,PROENVIR,BOTHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,50-500K,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,18-29,25-29,DEMOCRAT,25-29,WHITE,PROT/CHRIST,BOTH,UNFAVORABLE,BOTH,ISSUES,,,1.237
STATE ONLY,10.0,5.0,16.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,NELSON,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,CLINTON,PROENVIR,NEITHERDID,BETTER,APP/UNFAV,YES,DEMOCRAT,50-500K,COLGRAD,NONE,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,WHITE,NONE,ONLYGORE,UNFAVORABLE,BOTH,ISSUES,,,1.232
STATE ONLY,10.0,5.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,EDUCATION,HONEST,PEROT,PROGRWTH,NEITHERDID,SAME,DIS/UNFAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,WHITE,PROT/CHRIST,BOTH,FAVORABLE,ONLYGORE,ISSUES,,,1.195
STATE ONLY,10.0,5.0,18.0,SECOND CALL,18-24,WHITE,MALE,NADER,NELSON,LASTWEEK,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,OMITS,EXPERIENCE,PEROT,PROENVIR,NEITHERDID,WORSE,APP/FAV,NO,INDEPEND,50-500K,SOMCOL/ASSOC,NONE,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,OMITS,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,WHITE,NONE,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,1.066
STATE ONLY,10.0,5.0,19.0,SECOND CALL,50-59,WHITE,MALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,TAXES,HONEST,DOLE,PROGRWTH,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,WHITE,CATHOLIC,BOTH,FAVORABLE,ONLYGORE,PERSONALQUAL,,,1.208
STATE ONLY,10.0,5.0,20.0,SECOND CALL,30-39,WHITE,MALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,DOLE,PROGRWTH,NEITHERDID,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,WHITE,PROT/CHRIST,BOTH,FAVORABLE,ONLYGORE,ISSUES,,,1.208
STATE ONLY,10.0,5.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,NELSON,BEFORE,OMITS,OMITS,OMITS,MORE,NO,CITYOVER50K,MEDICARE/RX,GOODJUDGMENT,OMITS,PROENVIR,BOTHDID,OMITS,,,,50-500K,,,OMITS,,,,,65+,OMITS,STATE,NOTCOMPLETE,NORTH,60+,60+,,65+,WHITE,,OMITS,UNFAVORABLE,OMITS,OMITS,,,1.573
STATE ONLY,10.0,5.0,22.0,SECOND CALL,40-44,WHITE,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,CLINTON,PROENVIR,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,WHITE,CATHOLIC,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,1.244
STATE ONLY,10.0,5.0,23.0,SECOND CALL,18-24,WHITE,MALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,TAXES,STRONGLEADER,NOVOTE,PROENVIR,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,WHITE,CATHOLIC,BOTH,FAVORABLE,BOTH,ISSUES,,,1.208
STATE ONLY,10.0,5.0,24.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,MCCOLLUM,BEFORE,APPROVE,FAVORABLE,GORE,LESS,NO,CITYOVER50K,HEALTHCARE,EXPERIENCE,NOVOTE,PROENVIR,BOTHDID,BETTER,APP/FAV,NO,INDEPEND,50-500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,WHITE,PROT/CHRIST,ONLYGORE,UNFAVORABLE,BOTH,PERSONALQUAL,,,1.237
STATE ONLY,10.0,5.0,25.0,SECOND CALL,50-59,BLACK,MALE,GORE,NELSON,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,CLINTON,PROENVIR,NEITHERDID,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,NEVER,LESS15K,YES,NO,CONSERV,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,BLACK,PROT/CHRIST,BOTH,FAVORABLE,NEITHER,PERSONALQUAL,,,1.219
STATE ONLY,10.0,5.0,26.0,SECOND CALL,18-24,BLACK,MALE,BUSH,LOGAN,BEFORE,OMITS,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,TAXES,HONEST,CLINTON,PROGRWTH,NEITHERDID,SAME,OMITS,YES,INDEPEND,50-500K,COLGRAD,NONE,AFEWAYEAR,LESS15K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,BLACK,NONE,ONLYBUSH,OMITS,ONLYGORE,PERSONALQUAL,,,0.992
STATE ONLY,10.0,5.0,27.0,SECOND CALL,25-29,WHITE,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,PROENVIR,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,NONE,NEVER,30-50K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,18-29,25-29,DEMOCRAT,25-29,WHITE,NONE,ONLYGORE,UNFAVORABLE,BOTH,ISSUES,,,1.244
STATE ONLY,10.0,5.0,28.0,SECOND CALL,50-59,WHITE,MALE,BUSH,NELSON,LAST.MONTH,OMITS,OMITS,OMITS,LESS,NO,CITYOVER50K,EDUCATION,EXPERIENCE,OMITS,PROENVIR,NEITHERDID,OMITS,,,,50-500K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,NORTH,45-59,50-59,,50-64,WHITE,,OMITS,FAVORABLE,OMITS,OMITS,,,1.202
STATE ONLY,10.0,5.0,29.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,NELSON,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,NO,CITYOVER50K,HEALTHCARE,GOODJUDGMENT,CLINTON,PROENVIR,BUSHDID,WORSE,APP/UNFAV,NO,DEMOCRAT,50-500K,POSTGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,WHITE,CATHOLIC,ONLYGORE,UNFAVORABLE,ONLYBUSH,PERSONALQUAL,,,1.232
STATE ONLY,10.0,5.0,30.0,SECOND CALL,18-24,WHITE,MALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,EDUCATION,HONEST,NOVOTE,PROGRWTH,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,WHITE,PROT/CHRIST,ONLYBUSH,FAVORABLE,ONLYGORE,PERSONALQUAL,,,1.208
STATE ONLY,10.0,5.0,31.0,THIRD CALL,18-24,,FEMALE,GORE,LOGAN,LASTWEEK,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,CARES,NOVOTE,PROENVIR,BOTHDID,BETTER,APP/FAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,,CATHOLIC,BOTH,UNFAVORABLE,BOTH,ISSUES,,,1.037
STATE ONLY,10.0,5.0,32.0,THIRD CALL,25-29,ASIAN,MALE,BUSH,MCCOLLUM,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,TAXES,CARES,DOLE,PROGRWTH,NEITHERDID,SAME,APP/UNFAV,YES,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,NEVER,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,ASIAN,PROT/CHRIST,BOTH,FAVORABLE,BOTH,ISSUES,,,1.208
STATE ONLY,10.0,5.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,PEROT,PROENVIR,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,WHITE,PROT/CHRIST,ONLYGORE,UNFAVORABLE,BOTH,ISSUES,,,1.232
STATE ONLY,10.0,5.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,NELSON,BEFORE,APPROVE,OMITS,GORE,MORE,NO,CITYOVER50K,OMITS,EXPERIENCE,CLINTON,PROENVIR,OMITS,BETTER,OMITS,YES,DEMOCRAT,50-500K,POSTGRAD,ELSE,MORETHAN1AWK,30-50K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,WHITE,OTHER,ONLYGORE,FAVORABLE,OMITS,PERSONALQUAL,,,1.232
STATE ONLY,10.0,5.0,35.0,THIRD CALL,50-59,WHITE,MALE,GORE,NELSON,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,NO,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,CLINTON,PROGRWTH,BUSHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,NONE,AFEWAYEAR,30-50K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,WHITE,NONE,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,1.244
STATE ONLY,10.0,5.0,36.0,THIRD CALL,30-39,BLACK,MALE,GORE,NELSON,LAST.MONTH,APPROVE,FAVORABLE,GORE,LESS,NO,CITYOVER50K,TAXES,CARES,CLINTON,PROENVIR,BOTHDID,BETTER,APP/FAV,YES,INDEPEND,50-500K,NOHS,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,BLACK,PROT/CHRIST,BOTH,UNFAVORABLE,BOTH,ISSUES,,,1.219
STATE ONLY,10.0,5.0,37.0,THIRD CALL,40-44,WHITE,MALE,GORE,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,OMITS,HONEST,DOLE,OMITS,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,50-500K,HSGRAD,PROTESTANT,ONCEAWEEK,,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,WHITE,PROT/CHRIST,ONLYBUSH,FAVORABLE,ONLYGORE,OMITS,,,1.249
STATE ONLY,10.0,5.0,38.0,THIRD CALL,18-24,WHITE,MALE,GORE,NELSON,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,NO,CITYOVER50K,EDUCATION,COMPLEXISSUE,CLINTON,PROGRWTH,BUSHDID,BETTER,APP/UNFAV,NO,REPUBLCN,50-500K,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,WHITE,JEWISH,ONLYGORE,FAVORABLE,BOTH,ISSUES,,,1.244
STATE ONLY,10.0,5.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,NELSON,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,NO,CITYOVER50K,EDUCATION,COMPLEXISSUE,CLINTON,PROENVIR,NEITHERDID,BETTER,APP/UNFAV,YES,DEMOCRAT,50-500K,POSTGRAD,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,WHITE,CATHOLIC,ONLYGORE,FAVORABLE,NEITHER,ISSUES,,,1.232
STATE ONLY,10.0,5.0,40.0,THIRD CALL,18-24,WHITE,MALE,BUSH,NELSON,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,TAXES,HONEST,DOLE,PROGRWTH,NEITHERDID,BETTER,DIS/UNFAV,NO,REPUBLCN,50-500K,COLGRAD,PROTESTANT,AFEWAMONTH,OVER100K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,WHITE,PROT/CHRIST,BOTH,UNFAVORABLE,ONLYGORE,ISSUES,,,1.202
STATE ONLY,10.0,5.0,41.0,THIRD CALL,25-29,WHITE,MALE,BUSH,MCCOLLUM,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,ECON/JOBS,STRONGLEADER,DOLE,PROGRWTH,BOTHDID,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,POSTGRAD,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,WHITE,CATHOLIC,ONLYBUSH,FAVORABLE,BOTH,PERSONALQUAL,,,1.208
STATE ONLY,10.0,5.0,42.0,THIRD CALL,25-29,WHITE,MALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,WORLDAFFAIRS,STRONGLEADER,PEROT,PROGRWTH,NEITHERDID,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,WHITE,PROT/CHRIST,BOTH,FAVORABLE,ONLYGORE,ISSUES,,,1.208
STATE ONLY,10.0,5.0,43.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,LOGAN,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,NO,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,PROGRWTH,BOTHDID,SAME,APP/UNFAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,15-30K,YES,YES,CONSERV,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,BLACK,PROT/CHRIST,BOTH,UNFAVORABLE,BOTH,ISSUES,,,1.016
STATE ONLY,10.0,5.0,44.0,THIRD CALL,25-29,WHITE,MALE,BUSH,MCCOLLUM,BEFORE,OMITS,OMITS,OMITS,LESS,NO,CITYOVER50K,TAXES,HONEST,OMITS,PROENVIR,BUSHDID,OMITS,,,,50-500K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,NORTH,18-29,25-29,,25-29,WHITE,,OMITS,FAVORABLE,OMITS,OMITS,,,1.208
STATE ONLY,10.0,5.0,45.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,WORLDAFFAIRS,CARES,CLINTON,PROENVIR,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,NONE,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,BLACK,NONE,ONLYBUSH,UNFAVORABLE,BOTH,ISSUES,,,1.207
STATE ONLY,10.0,7.0,1.0,FIRST CALL,40-44,,MALE,NADER,MCCOLLUM,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,OMITS,NO,SMCITY/RURAL,EDUCATION,COMPLEXISSUE,PEROT,OMITS,BOTHDID,BETTER,DIS/UNFAV,YES,INDEPEND,10-50K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,,PROT/CHRIST,NEITHER,FAVORABLE,BOTH,PERSONALQUAL,,,0.928
STATE ONLY,10.0,7.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,NADER,NELSON,LAST.MONTH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,OMITS,NO,SMCITY/RURAL,EDUCATION,COMPLEXISSUE,PEROT,PROENVIR,BOTHDID,BETTER,DIS/UNFAV,YES,INDEPEND,10-50K,POSTGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,LIBERAL,18-64,OMITS,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,WHITE,PROT/CHRIST,BOTH,UNFAVORABLE,BOTH,ISSUES,,,0.915
STATE ONLY,10.0,7.0,3.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,LESS,NO,SMCITY/RURAL,EDUCATION,EXPERIENCE,CLINTON,PROENVIR,BUSHDID,BETTER,APP/FAV,NO,ELSE,10-50K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,LESS15K,NO,YES,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,WHITE,OTHER,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,1.069
STATE ONLY,10.0,7.0,4.0,FIRST CALL,18-24,WHITE,MALE,GORE,NELSON,BEFORE,OMITS,OMITS,OMITS,MORE,NO,SMCITY/RURAL,HEALTHCARE,COMPLEXISSUE,OMITS,PROENVIR,BUSHDID,OMITS,,,,10-50K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,NORTH,18-29,18-24,,18-24,WHITE,,OMITS,UNFAVORABLE,OMITS,OMITS,,,1.079
STATE ONLY,10.0,7.0,5.0,FIRST CALL,40-44,WHITE,MALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,SMCITY/RURAL,OMITS,HONEST,DOLE,OMITS,GOREDID,WORSE,DIS/UNFAV,YES,ELSE,10-50K,SOMCOL/ASSOC,ELSE,NEVER,50-75K,NO,NO,CONSERV,18-64,OMITS,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,WHITE,OTHER,NEITHER,FAVORABLE,ONLYGORE,ISSUES,,,1.048
STATE ONLY,10.0,7.0,6.0,FIRST CALL,40-44,WHITE,MALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,SMCITY/RURAL,TAXES,HONEST,DOLE,PROENVIR,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,10-50K,COLGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,WHITE,PROT/CHRIST,ONLYBUSH,FAVORABLE,ONLYGORE,PERSONALQUAL,,,1.048
STATE ONLY,10.0,7.0,7.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,OMITS,BUSH,LESS,NO,SMCITY/RURAL,HEALTHCARE,GOODJUDGMENT,DOLE,PROGRWTH,GOREDID,SAME,OMITS,NO,REPUBLCN,10-50K,HSGRAD,PROTESTANT,AFEWAMONTH,,YES,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,WHITE,PROT/CHRIST,ONLYBUSH,FAVORABLE,ONLYBUSH,PERSONALQUAL,,,1.323
STATE ONLY,10.0,7.0,8.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,NO,SMCITY/RURAL,SOCIALSECUR,OMITS,DOLE,PROGRWTH,BUSHDID,SAME,DIS/UNFAV,NO,REPUBLCN,10-50K,NOHS,PROTESTANT,AFEWAMONTH,,YES,NO,MODERATE,65+,OMITS,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,WHITE,PROT/CHRIST,ONLYBUSH,FAVORABLE,ONLYBUSH,PERSONALQUAL,,,1.323
STATE ONLY,10.0,7.0,9.0,FIRST CALL,75+,WHITE,MALE,BUSH,MCCOLLUM,OMITS,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,SMCITY/RURAL,OMITS,OMITS,DOLE,PROGRWTH,OMITS,SAME,DIS/UNFAV,NO,DEMOCRAT,10-50K,NOHS,PROTESTANT,ONCEAWEEK,,NO,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,WHITE,PROT/CHRIST,ONLYBUSH,FAVORABLE,ONLYBUSH,PERSONALQUAL,,,1.336
STATE ONLY,10.0,7.0,10.0,FIRST CALL,75+,WHITE,MALE,BUSH,NELSON,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,SMCITY/RURAL,SOCIALSECUR,STRONGLEADER,DOLE,PROGRWTH,NEITHERDID,SAME,DIS/UNFAV,NO,REPUBLCN,10-50K,HSGRAD,PROTESTANT,AFEWAMONTH,,NO,NO,CONSERV,65+,SOCIALSECURI,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,WHITE,PROT/CHRIST,ONLYBUSH,FAVORABLE,NEITHER,ISSUES,,,1.33
