VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,QUAL,RELRIGHT,X6VOTE,FINSIT,JOBPERS,GORETN,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,43.0,18.0,22.0,SECOND CALL,25-29,BLACK,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,CARES,YES,CLINTON,BETTER,APP/FAV,NOTATALL,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.261
STATE ONLY,43.0,18.0,23.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,OMITS,OMITS,OMITS,CLINTON,BETTER,APP/FAV,VERYIMP,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.24
STATE ONLY,43.0,18.0,24.0,SECOND CALL,25-29,BLACK,MALE,NADER,CLARK,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,HONEST,OMITS,DOLE,BETTER,APP/FAV,VERYIMP,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.255
STATE ONLY,43.0,18.0,25.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,CLARK,DISAPPR,FAVORABLE,GORE,OMITS,TAXES,OMITS,OMITS,CLINTON,WORSE,DIS/FAV,VERYIMP,REPUBLCN,NOHS,ELSE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,REPUBLICAN,30-39,OTHER,,,0.24
STATE ONLY,43.0,18.0,26.0,SECOND CALL,65-74,BLACK,MALE,GORE,FRIST,APPROVE,UNFAVORABLE,BUSH,LESS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,SAME,APP/UNFAV,NOTTOOIMP,DEMOCRAT,HSGRAD,ELSE,,MODERATE,65+,STATE,COMPLETE,CENTRAL/WEST,60+,60+,DEMOCRAT,65+,OTHER,,,0.267
STATE ONLY,43.0,18.0,27.0,SECOND CALL,18-24,BLACK,MALE,BUSH,FRIST,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,HONEST,YES,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.291
STATE ONLY,43.0,18.0,28.0,SECOND CALL,30-39,WHITE,,GORE,,DISAPPR,UNFAVORABLE,OMITS,MORE,EDUCATION,OMITS,YES,CLINTON,BETTER,DIS/UNFAV,NOTTOOIMP,REPUBLCN,,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,REPUBLICAN,30-39,OTHER,,,0.28700000000000003
STATE ONLY,43.0,18.0,29.0,SECOND CALL,45-49,BLACK,MALE,,FRIST,OMITS,OMITS,BUSH,LESS,OMITS,HONEST,NO,OMITS,OMITS,OMITS,VERYIMP,REPUBLCN,HSGRAD,,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,40-49,REPUBLICAN,40-49,,,,0.28500000000000003
STATE ONLY,43.0,18.0,30.0,THIRD CALL,40-44,BLACK,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,SOMEWHAT,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.259
STATE ONLY,43.0,18.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,STRONGLEADER,NO,NOVOTE,SAME,DIS/UNFAV,NOTATALL,DEMOCRAT,NOHS,PROTESTANT,LESS15K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.29
STATE ONLY,43.0,18.0,32.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,OMITS,YES,CLINTON,BETTER,APP/FAV,NOTTOOIMP,DEMOCRAT,COLGRAD,ELSE,,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.262
STATE ONLY,43.0,18.0,33.0,THIRD CALL,65-74,BLACK,MALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,NOTATALL,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,LIBERAL,65+,STATE,COMPLETE,CENTRAL/WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.802
STATE ONLY,43.0,18.0,34.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,OMITS,TAXES,OMITS,OMITS,NOVOTE,WORSE,APP/FAV,VERYIMP,DEMOCRAT,NOHS,ELSE,LESS15K,,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.24
STATE ONLY,43.0,18.0,35.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,LESS,EDUCATION,COMPLEXISSUE,YES,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.24
STATE ONLY,43.0,18.0,36.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,OMITS,OMITS,OMITS,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.24
STATE ONLY,43.0,18.0,37.0,THIRD CALL,25-29,BLACK,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,CARES,NO,CLINTON,BETTER,APP/FAV,NOTATALL,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.261
STATE ONLY,43.0,18.0,38.0,THIRD CALL,40-44,BLACK,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,SOMEWHAT,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.259
STATE ONLY,43.0,18.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,LESS,OMITS,OMITS,YES,PEROT,SAME,APP/FAV,OMITS,ELSE,,,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,IND/OTHER,30-39,,,,0.264
STATE ONLY,43.0,18.0,40.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,LESS,WORLDAFFAIRS,CARES,YES,CLINTON,BETTER,APP/FAV,NOTATALL,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.265
STATE ONLY,43.0,18.0,41.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,65+,STATE,COMPLETE,CENTRAL/WEST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.225
STATE ONLY,43.0,18.0,42.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,MORE,HEALTHCARE,HONEST,NO,NOVOTE,BETTER,DIS/UNFAV,NOTATALL,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.298
STATE ONLY,43.0,18.0,43.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CARES,NO,CLINTON,BETTER,APP/FAV,NOTTOOIMP,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.24
STATE ONLY,43.0,18.0,44.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,LESS,SOCIALSECUR,CARES,OMITS,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,LIBERAL,65+,STATE,COMPLETE,CENTRAL/WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.245
STATE ONLY,43.0,18.0,45.0,THIRD CALL,18-24,BLACK,MALE,BUSH,FRIST,APPROVE,FAVORABLE,BUSH,MORE,HEALTHCARE,STRONGLEADER,YES,NOVOTE,BETTER,APP/FAV,NOTTOOIMP,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.291
STATE ONLY,43.0,18.0,46.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CARES,YES,NOVOTE,BETTER,APP/FAV,VERYIMP,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.24
STATE ONLY,43.0,18.0,47.0,THIRD CALL,30-39,BLACK,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,HONEST,NO,CLINTON,SAME,APP/FAV,VERYIMP,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.259
STATE ONLY,43.0,18.0,48.0,THIRD CALL,18-24,BLACK,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,CARES,NO,NOVOTE,BETTER,APP/FAV,NOTATALL,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.261
STATE ONLY,43.0,18.0,49.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,LESS,HEALTHCARE,HONEST,YES,CLINTON,BETTER,APP/FAV,SOMEWHAT,DEMOCRAT,HSGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,40-49,DEMOCRAT,40-49,OTHER,,,0.24
STATE ONLY,43.0,18.0,50.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CARES,NO,CLINTON,BETTER,APP/FAV,NOTTOOIMP,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.24
STATE ONLY,43.0,18.0,51.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,STRONGLEADER,YES,CLINTON,BETTER,APP/FAV,NOTTOOIMP,DEMOCRAT,HSGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.24
STATE ONLY,43.0,18.0,52.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,CARES,YES,CLINTON,SAME,APP/FAV,VERYIMP,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.24
STATE ONLY,43.0,18.0,53.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,LESS,HEALTHCARE,GOODJUDGMENT,NO,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,MODERATE,65+,STATE,COMPLETE,CENTRAL/WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.247
STATE ONLY,43.0,18.0,54.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CARES,YES,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.24
STATE ONLY,43.0,18.0,55.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,CARES,YES,NOVOTE,BETTER,APP/FAV,VERYIMP,DEMOCRAT,,NONE,30-50K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.243
STATE ONLY,43.0,22.0,1.0,FIRST CALL,40-44,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,CARES,YES,CLINTON,BETTER,DIS/UNFAV,NOTTOOIMP,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.314
STATE ONLY,43.0,22.0,2.0,FIRST CALL,45-49,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,CARES,NO,DOLE,SAME,DIS/UNFAV,NOTATALL,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.331
STATE ONLY,43.0,22.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,STRONGLEADER,YES,DOLE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.242
STATE ONLY,43.0,22.0,4.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,HONEST,YES,NOVOTE,SAME,DIS/UNFAV,NOTATALL,REPUBLCN,HSGRAD,OTHERCHRIST,,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.2590000000000001
STATE ONLY,43.0,22.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,FRIST,DISAPPR,OMITS,BUSH,MORE,OMITS,GOODJUDGMENT,OMITS,CLINTON,SAME,OMITS,NOTATALL,,NOHS,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,50-59,,50-64,PROT/CHRIST,,,1.242
STATE ONLY,43.0,22.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CLARK,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,COMPLEXISSUE,NO,DOLE,BETTER,APP/UNFAV,NOTTOOIMP,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.116
STATE ONLY,43.0,22.0,7.0,FIRST CALL,30-39,WHITE,MALE,GORE,CLARK,APPROVE,UNFAVORABLE,GORE,LESS,ECON/JOBS,STRONGLEADER,NO,PEROT,BETTER,APP/UNFAV,NOTTOOIMP,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.197
STATE ONLY,43.0,22.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,FRIST,OMITS,OMITS,OMITS,MORE,TAXES,HONEST,YES,OMITS,OMITS,,NOTATALL,,,,,,18-64,STATE,NOTCOMPLETE,CENTRAL/WEST,30-44,30-39,,30-39,,,,1.242
STATE ONLY,43.0,22.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,HONEST,NO,DOLE,BETTER,DIS/UNFAV,NOTATALL,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.242
STATE ONLY,43.0,22.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,GOODJUDGMENT,NO,DOLE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.331
STATE ONLY,43.0,22.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,EXPERIENCE,NO,DOLE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,SOMCOL/ASSOC,ELSE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,REPUBLICAN,40-49,OTHER,,,1.242
STATE ONLY,43.0,22.0,12.0,FIRST CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,HONEST,YES,DOLE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.331
STATE ONLY,43.0,22.0,13.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,FRIST,APPROVE,UNFAVORABLE,GORE,LESS,EDUCATION,CARES,NO,NOVOTE,BETTER,APP/UNFAV,NOTTOOIMP,INDEPEND,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.23
STATE ONLY,43.0,22.0,14.0,FIRST CALL,45-49,WHITE,MALE,BUSH,CLARK,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,HONEST,YES,DOLE,BETTER,DIS/UNFAV,NOTATALL,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.208
STATE ONLY,43.0,22.0,15.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,LESS,EDUCATION,GOODJUDGMENT,NO,CLINTON,BETTER,APP/FAV,SOMEWHAT,DEMOCRAT,COLGRAD,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.23
STATE ONLY,43.0,22.0,16.0,SECOND CALL,60-64,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,HONEST,NO,DOLE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.2510000000000001
STATE ONLY,43.0,22.0,17.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,EXPERIENCE,YES,DOLE,BETTER,DIS/UNFAV,NOTTOOIMP,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.242
STATE ONLY,43.0,22.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,HONEST,NO,NOVOTE,SAME,DIS/UNFAV,NOTATALL,REPUBLCN,,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.242
STATE ONLY,43.0,22.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,FRIST,APPROVE,UNFAVORABLE,GORE,MORE,OMITS,OMITS,YES,CLINTON,BETTER,APP/UNFAV,NOTTOOIMP,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.23
STATE ONLY,43.0,22.0,20.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,STRONGLEADER,NO,DOLE,BETTER,DIS/UNFAV,NOTATALL,INDEPEND,COLGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.2590000000000001
STATE ONLY,43.0,22.0,21.0,SECOND CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,STRONGLEADER,YES,DOLE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.331
STATE ONLY,43.0,22.0,22.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,LIKEABLE,NO,NOVOTE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,COLGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.242
STATE ONLY,43.0,22.0,23.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,STRONGLEADER,NO,CLINTON,SAME,DIS/UNFAV,NOTATALL,REPUBLCN,POSTGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.242
STATE ONLY,43.0,22.0,24.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,CARES,NO,DOLE,SAME,DIS/UNFAV,NOTATALL,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.242
STATE ONLY,43.0,22.0,25.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,HONEST,NO,DOLE,SAME,DIS/UNFAV,NOTATALL,INDEPEND,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.2590000000000001
STATE ONLY,43.0,22.0,26.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,OMITS,OMITS,YES,CLINTON,BETTER,APP/FAV,NOTTOOIMP,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.116
STATE ONLY,43.0,22.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,GOODJUDGMENT,NO,CLINTON,BETTER,APP/FAV,NOTATALL,ELSE,HSGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,30-44,30-39,IND/OTHER,30-39,NONE,,,1.23
STATE ONLY,43.0,22.0,28.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,FRIST,APPROVE,UNFAVORABLE,GORE,MORE,OMITS,EXPERIENCE,YES,OTHER,SAME,APP/UNFAV,SOMEWHAT,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL/WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.23
STATE ONLY,43.0,22.0,29.0,THIRD CALL,60-64,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,LIKEABLE,YES,DOLE,BETTER,DIS/UNFAV,VERYIMP,INDEPEND,HSGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,CENTRAL/WEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.2510000000000001
