VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,ABORTION,FINSIT,JOBPERS,WORK,MIGRATGA,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,11.0,2.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,YES,DOLE,ALWYSILL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH/SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,NEITHER,ISSUES,,,1.963
STATE ONLY,11.0,2.0,10.0,SECOND CALL,50-59,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,HONEST,YES,DOLE,MOSTLGL,SAME,DIS/UNFAV,NO,NO,REPUBLCN,SUBURBS,NOHS,OTHERCHRIST,AFEWAMONTH,LESS15K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH/SOUTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYBUSH,PERSONALQUAL,,,1.748
STATE ONLY,11.0,2.0,11.0,SECOND CALL,45-49,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,DOLE,MOSTLGL,SAME,DIS/UNFAV,YES,YES,REPUBLCN,SUBURBS,POSTGRAD,ELSE,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOUTH,45-59,40-49,REPUBLICAN,40-49,OTHER,BOTH,ONLYGORE,PERSONALQUAL,,,1.748
STATE ONLY,11.0,2.0,12.0,SECOND CALL,18-24,WHITE,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,HONEST,NO,CLINTON,MOSTLGL,BETTER,APP/FAV,YES,NO,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOUTH,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,1.971
STATE ONLY,11.0,2.0,13.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,OMITS,NO,DOLE,MOSTLGL,BETTER,DIS/UNFAV,YES,YES,REPUBLCN,SUBURBS,POSTGRAD,OTHERCHRIST,AFEWAMONTH,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOUTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,1.594
STATE ONLY,11.0,2.0,14.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,GOODJUDGMENT,NO,DOLE,MOSTLGL,WORSE,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOUTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,BOTH,ISSUES,,,1.963
STATE ONLY,11.0,2.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,OMITS,SUBURBS,MEDICARE/RX,STRONGLEADER,YES,DOLE,MOSTILL,WORSE,DIS/UNFAV,NO,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH/SOUTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,1.963
STATE ONLY,11.0,2.0,16.0,SECOND CALL,40-44,WHITE,MALE,OTHER,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,MOSTLGL,SAME,DIS/UNFAV,YES,NO,INDEPEND,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH/SOUTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.872
STATE ONLY,11.0,2.0,17.0,SECOND CALL,45-49,WHITE,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,CARES,NO,CLINTON,MOSTLGL,SAME,APP/FAV,YES,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH/SOUTH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,2.428
STATE ONLY,11.0,2.0,18.0,SECOND CALL,30-39,WHITE,MALE,BUSH,MATTINGLY,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,MOSTILL,SAME,APP/UNFAV,YES,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,ELSE,AFEWAMONTH,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH/SOUTH,30-44,30-39,REPUBLICAN,30-39,OTHER,BOTH,BOTH,PERSONALQUAL,,,1.748
STATE ONLY,11.0,2.0,19.0,SECOND CALL,18-24,WHITE,MALE,BUSH,MILLER,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,MOSTILL,BETTER,APP/FAV,YES,NO,DEMOCRAT,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH/SOUTH,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,1.5150000000000001
STATE ONLY,11.0,2.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,OTHER,MILLER,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,EDUCATION,HONEST,YES,CLINTON,MOSTLGL,BETTER,APP/UNFAV,YES,NO,DEMOCRAT,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH/SOUTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,1.044
STATE ONLY,11.0,2.0,21.0,SECOND CALL,30-39,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,EXPERIENCE,NO,DOLE,ALWYSLGL,SAME,DIS/UNFAV,YES,YES,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH/SOUTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,1.748
STATE ONLY,11.0,2.0,22.0,SECOND CALL,30-39,WHITE,MALE,BUSH,MILLER,OMITS,OMITS,BUSH,LESS,SUBURBS,HEALTHCARE,COMPLEXISSUE,NO,NOVOTE,ALWYSILL,BETTER,OMITS,YES,NO,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH/SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.865
STATE ONLY,11.0,2.0,23.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,OMITS,SUBURBS,WORLDAFFAIRS,HONEST,YES,DOLE,MOSTILL,SAME,DIS/UNFAV,NO,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH/SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,1.963
STATE ONLY,11.0,2.0,24.0,SECOND CALL,30-39,WHITE,FEMALE,OTHER,MATTINGLY,DISAPPR,UNFAVORABLE,GORE,LESS,SUBURBS,TAXES,CARES,NO,CLINTON,ALWYSLGL,BETTER,DIS/UNFAV,YES,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,75-100K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH/SOUTH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,0.979
STATE ONLY,11.0,2.0,25.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,STRONGLEADER,YES,DOLE,MOSTILL,BETTER,DIS/UNFAV,NO,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,1.963
STATE ONLY,11.0,2.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,EDUCATION,STRONGLEADER,YES,PEROT,MOSTILL,WORSE,DIS/UNFAV,YES,YES,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAMONTH,15-30K,NO,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,2.095
STATE ONLY,11.0,2.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,SOCIALSECUR,CARES,NO,NOVOTE,MOSTILL,BETTER,DIS/UNFAV,YES,NO,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH/SOUTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYBUSH,BOTH,ISSUES,,,2.095
STATE ONLY,11.0,2.0,28.0,THIRD CALL,25-29,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,YES,DOLE,MOSTILL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOUTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,1.419
STATE ONLY,11.0,2.0,29.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,MILLER,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,NO,DOLE,MOSTLGL,BETTER,APP/UNFAV,YES,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH/SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,2.095
STATE ONLY,11.0,2.0,30.0,THIRD CALL,30-39,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,LIKEABLE,YES,DOLE,ALWYSILL,WORSE,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,LESS15K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH/SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,1.748
STATE ONLY,11.0,2.0,31.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,YES,DOLE,MOSTILL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH/SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,1.963
STATE ONLY,11.0,2.0,32.0,THIRD CALL,30-39,WHITE,MALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,NO,CLINTON,MOSTILL,WORSE,DIS/UNFAV,YES,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH/SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,1.865
STATE ONLY,11.0,2.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,YES,DOLE,MOSTILL,BETTER,APP/FAV,YES,NO,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH/SOUTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,2.726
STATE ONLY,11.0,2.0,34.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,EXPERIENCE,NO,NOVOTE,MOSTILL,BETTER,APP/FAV,YES,YES,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,LESS15K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH/SOUTH,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,BOTH,NEITHER,ISSUES,,,2.213
STATE ONLY,11.0,3.0,1.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,STRONGLEADER,NO,DOLE,ALWYSILL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRALDEMS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.959
STATE ONLY,11.0,3.0,2.0,FIRST CALL,30-39,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,STRONGLEADER,YES,PEROT,MOSTILL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRALDEMS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,BOTH,ISSUES,,,1.868
STATE ONLY,11.0,3.0,3.0,FIRST CALL,50-59,WHITE,MALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,STRONGLEADER,NO,DOLE,MOSTLGL,BETTER,DIS/UNFAV,YES,YES,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRALDEMS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,1.994
STATE ONLY,11.0,3.0,4.0,FIRST CALL,40-44,WHITE,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,MOSTLGL,BETTER,APP/FAV,YES,NO,INDEPEND,50-500K,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRALDEMS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,1.363
STATE ONLY,11.0,3.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,HONEST,YES,DOLE,MOSTILL,BETTER,DIS/UNFAV,YES,YES,REPUBLCN,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRALDEMS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,1.868
STATE ONLY,11.0,3.0,6.0,FIRST CALL,40-44,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,SOCIALSECUR,STRONGLEADER,YES,DOLE,ALWYSILL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,COLGRAD,PROTESTANT,MORETHAN1AWK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRALDEMS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,1.868
STATE ONLY,11.0,3.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,NO,DOLE,MOSTLGL,SAME,DIS/UNFAV,YES,NO,INDEPEND,50-500K,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRALDEMS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,1.868
STATE ONLY,11.0,3.0,8.0,FIRST CALL,60-64,ASIAN,MALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,NO,CLINTON,ALWYSLGL,BETTER,APP/UNFAV,YES,YES,DEMOCRAT,50-500K,POSTGRAD,NONE,NEVER,75-100K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRALDEMS,60+,60+,DEMOCRAT,50-64,NONE,ONLYGORE,BOTH,ISSUES,,,1.807
STATE ONLY,11.0,3.0,9.0,FIRST CALL,50-59,BLACK,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,NO,DOLE,MOSTLGL,SAME,DIS/UNFAV,NO,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRALDEMS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,NEITHER,PERSONALQUAL,,,1.992
STATE ONLY,11.0,3.0,10.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,COMPLEXISSUE,NO,CLINTON,ALWYSLGL,SAME,APP/FAV,NO,NO,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRALDEMS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,1.339
STATE ONLY,11.0,3.0,11.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,EXPERIENCE,OMITS,CLINTON,MOSTLGL,BETTER,APP/FAV,NO,,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,OMITS,50-75K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRALDEMS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,1.339
STATE ONLY,11.0,3.0,12.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,YES,DOLE,MOSTILL,SAME,DIS/UNFAV,NO,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,LESS15K,YES,NO,CONSERV,65+,REDUCNATDEBT,STATE,COMPLETE,CENTRALDEMS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,2.437
STATE ONLY,11.0,3.0,13.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,WORLDAFFAIRS,HONEST,NO,DOLE,MOSTLGL,SAME,DIS/UNFAV,NO,YES,REPUBLCN,50-500K,HSGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRALDEMS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,NEITHER,BOTH,ISSUES,,,1.836
STATE ONLY,11.0,3.0,14.0,SECOND CALL,50-59,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,YES,DOLE,ALWYSILL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,POSTGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRALDEMS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,1.868
STATE ONLY,11.0,3.0,15.0,SECOND CALL,50-59,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,NO,DOLE,MOSTILL,SAME,DIS/UNFAV,NO,NO,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRALDEMS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.868
STATE ONLY,11.0,3.0,16.0,SECOND CALL,65-74,WHITE,,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,NO,DOLE,MOSTILL,SAME,DIS/UNFAV,NO,NO,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,65+,CUTFEDINCTAX,STATE,COMPLETE,CENTRALDEMS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,OMITS,ONLYGORE,PERSONALQUAL,,,2.48
STATE ONLY,11.0,3.0,17.0,SECOND CALL,65-74,WHITE,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,COMPLEXISSUE,NO,DOLE,MOSTLGL,BETTER,APP/FAV,NO,NO,DEMOCRAT,50-500K,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,LIBERAL,65+,REDUCNATDEBT,STATE,COMPLETE,CENTRALDEMS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,1.807
STATE ONLY,11.0,3.0,18.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,EDUCATION,GOODJUDGMENT,YES,DOLE,ALWYSLGL,WORSE,DIS/UNFAV,NO,NO,DEMOCRAT,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRALDEMS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYBUSH,BOTH,PERSONALQUAL,,,1.959
STATE ONLY,11.0,3.0,19.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,OMITS,CITYOVER50K,OMITS,OMITS,YES,NOVOTE,MOSTILL,SAME,DIS/UNFAV,NO,,REPUBLCN,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,,NO,NO,CONSERV,18-64,OMITS,STATE,COMPLETE,CENTRALDEMS,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,2.287
STATE ONLY,11.0,3.0,20.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,HEALTHCARE,GOODJUDGMENT,OMITS,CLINTON,ALWYSLGL,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,30-50K,NO,YES,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,CENTRALDEMS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,1.339
STATE ONLY,11.0,3.0,21.0,THIRD CALL,25-29,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,HONEST,NO,DOLE,MOSTILL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRALDEMS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,2.1710000000000003
