VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,FINSIT,JOBPERS,WORK,ROBB,PARTYID,UNFAIRVA,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,TIMEVAS,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL WHITE,47.0,3.0,4.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,ALLEN,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,NO,DOLE,BETTER,APP/UNFAV,YES,,REPUBLCN,,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,75-100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,ISSUES,,,1.147
NATIONAL YELLOW,47.0,3.0,5.0,FIRST CALL,30-39,WHITE,MALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,STRONGLEADER,NO,CLINTON,BETTER,APP/FAV,YES,,DEMOCRAT,,SUBURBS,COLGRAD,JEWISH,AFEWAYEAR,50-75K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,30-44,30-39,DEMOCRAT,30-39,JEWISH,,,PERSONALQUAL,SOCIALSECUR,STRONGLEADER,0.979
NATIONAL YELLOW,47.0,3.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,,DEMOCRAT,,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,ISSUES,ECON/JOBS,COMPLEXISSUE,0.883
NATIONAL YELLOW,47.0,3.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,ALLEN,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,BETTER,APP/UNFAV,YES,,INDEPEND,,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,ISSUES,TAXES,HONEST,1.147
NATIONAL YELLOW,47.0,3.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,,DEMOCRAT,,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,ISSUES,ECON/JOBS,COMPLEXISSUE,0.883
NATIONAL GREY,47.0,3.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,ROBB,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,HSGRAD,,,OVER100K,,,LIBERAL,18-64,OTHRPROGRAMS,,NATIONAL,COMPLETE,DCSUBURBS,30-44,30-39,DEMOCRAT,30-39,,ONLYGORE,BOTH,,,,0.883
NATIONAL GREY,47.0,3.0,10.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,ROBB,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,POSTGRAD,,,OVER100K,,,LIBERAL,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,DCSUBURBS,45-59,40-49,DEMOCRAT,40-49,,ONLYGORE,ONLYBUSH,,,,0.883
NATIONAL GREY,47.0,3.0,11.0,FIRST CALL,25-29,WHITE,MALE,NADER,ALLEN,,,,,SUBURBS,,,,,,,,,INDEPEND,,SUBURBS,COLGRAD,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,DCSUBURBS,18-29,25-29,IND/OTHER,25-29,,ONLYGORE,BOTH,,,,1.499
NATIONAL GREY,47.0,3.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,ROBB,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,HSGRAD,,,50-75K,,,LIBERAL,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,DCSUBURBS,45-59,50-59,DEMOCRAT,50-64,,ONLYGORE,NEITHER,,,,0.883
NATIONAL PINK,47.0,3.0,13.0,FIRST CALL,50-59,HISP,MALE,GORE,ROBB,,,,,SUBURBS,,,NO,,,,YES,,DEMOCRAT,,SUBURBS,,CATHOLIC,,50-75K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,,,,0.9570000000000001
NATIONAL PINK,47.0,3.0,14.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,ROBB,,,,,SUBURBS,,,NO,,,,NO,,INDEPEND,,SUBURBS,,PROTESTANT,,15-30K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,,,,0.936
NATIONAL PINK,47.0,3.0,15.0,FIRST CALL,40-44,WHITE,MALE,GORE,ROBB,,,,,SUBURBS,,,NO,,,,YES,,DEMOCRAT,,SUBURBS,,PROTESTANT,,OVER100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,,,0.979
NATIONAL PINK,47.0,3.0,16.0,FIRST CALL,50-59,WHITE,MALE,GORE,ROBB,,,,,SUBURBS,,,NO,,,,YES,,DEMOCRAT,,SUBURBS,,CATHOLIC,,50-75K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,,,,0.979
NATIONAL WHITE,47.0,3.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,YES,,INDEPEND,,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,ISSUES,,,0.883
NATIONAL WHITE,47.0,3.0,18.0,SECOND CALL,60-64,WHITE,MALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,NO,,INDEPEND,,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,ISSUES,,,1.464
NATIONAL WHITE,47.0,3.0,19.0,SECOND CALL,30-39,WHITE,MALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,,DEMOCRAT,,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,ISSUES,,,0.979
NATIONAL WHITE,47.0,3.0,20.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,NO,NOVOTE,BETTER,APP/FAV,YES,,DEMOCRAT,,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,PERSONALQUAL,,,0.936
NATIONAL YELLOW,47.0,3.0,21.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,ALLEN,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,NO,OTHER,SAME,APP/UNFAV,NO,,INDEPEND,,SUBURBS,HSGRAD,CATHOLIC,MORETHAN1AWK,15-30K,NO,NO,CONSERV,65+,,,NATIONAL,COMPLETE,DCSUBURBS,60+,60+,IND/OTHER,65+,CATHOLIC,,,ISSUES,SOCIALSECUR,GOODJUDGMENT,1.713
NATIONAL YELLOW,47.0,3.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,NO,,DEMOCRAT,,SUBURBS,COLGRAD,NONE,NEVER,50-75K,NO,NO,MODERATE,65+,,,NATIONAL,COMPLETE,DCSUBURBS,60+,60+,DEMOCRAT,65+,NONE,,,ISSUES,ECON/JOBS,COMPLEXISSUE,1.319
NATIONAL YELLOW,47.0,3.0,23.0,SECOND CALL,25-29,ASIAN,MALE,BUSH,ALLEN,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,STRONGLEADER,NO,PEROT,BETTER,APP/UNFAV,YES,,INDEPEND,,SUBURBS,COLGRAD,NONE,AFEWAYEAR,50-75K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,18-29,25-29,IND/OTHER,25-29,NONE,,,PERSONALQUAL,WORLDAFFAIRS,STRONGLEADER,1.346
NATIONAL YELLOW,47.0,3.0,24.0,SECOND CALL,50-59,ASIAN,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,BETTER,DIS/UNFAV,NO,,REPUBLCN,,SUBURBS,POSTGRAD,NONE,NEVER,75-100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,45-59,50-59,REPUBLICAN,50-64,NONE,,,PERSONALQUAL,TAXES,HONEST,1.147
NATIONAL GREY,47.0,3.0,25.0,SECOND CALL,50-59,WHITE,MALE,BUSH,ALLEN,,,,,SUBURBS,,,,,,,,,REPUBLCN,,SUBURBS,COLGRAD,,,30-50K,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,DCSUBURBS,45-59,50-59,REPUBLICAN,50-64,,ONLYBUSH,ONLYGORE,,,,1.272
NATIONAL GREY,47.0,3.0,26.0,SECOND CALL,25-29,WHITE,MALE,BUSH,ALLEN,,,,,SUBURBS,,,,,,,,,REPUBLCN,,SUBURBS,POSTGRAD,,,OVER100K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,DCSUBURBS,18-29,25-29,REPUBLICAN,25-29,,NEITHER,BOTH,,,,1.346
NATIONAL GREY,47.0,3.0,27.0,SECOND CALL,40-44,WHITE,MALE,GORE,ROBB,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,POSTGRAD,,,50-75K,,,LIBERAL,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,DCSUBURBS,30-44,40-49,DEMOCRAT,40-49,,ONLYGORE,NEITHER,,,,0.979
NATIONAL GREY,47.0,3.0,28.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,ROBB,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,HSGRAD,,,75-100K,,,LIBERAL,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,DCSUBURBS,18-29,18-24,DEMOCRAT,18-24,,ONLYGORE,BOTH,,,,0.936
NATIONAL PINK,47.0,3.0,29.0,SECOND CALL,18-24,WHITE,MALE,NADER,ROBB,,,,,SUBURBS,,,NO,,,,NO,,DEMOCRAT,,SUBURBS,,PROTESTANT,,50-75K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,,,,1.542
NATIONAL PINK,47.0,3.0,30.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,ROBB,,,,,SUBURBS,,,NO,,,,YES,,DEMOCRAT,,SUBURBS,,CATHOLIC,,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,,,,0.883
NATIONAL PINK,47.0,3.0,31.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,ROBB,,,,,SUBURBS,,,NO,,,,YES,,INDEPEND,,SUBURBS,,PROTESTANT,,50-75K,NO,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,,,,0.883
NATIONAL PINK,47.0,3.0,32.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,ROBB,,,,,SUBURBS,,,NO,,,,YES,,INDEPEND,,SUBURBS,,PROTESTANT,,OVER100K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,,,0.883
NATIONAL WHITE,47.0,3.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,STRONGLEADER,NO,DOLE,SAME,DIS/UNFAV,YES,,REPUBLCN,,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,ISSUES,,,1.147
NATIONAL WHITE,47.0,3.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,ROBB,APPROVE,OMITS,GORE,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,SAME,OMITS,YES,,INDEPEND,,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,ISSUES,,,0.883
NATIONAL WHITE,47.0,3.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,YES,,DEMOCRAT,,SUBURBS,HSGRAD,JEWISH,AFEWAYEAR,75-100K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,45-59,50-59,DEMOCRAT,50-64,JEWISH,,,PERSONALQUAL,,,0.883
NATIONAL YELLOW,47.0,3.0,36.0,THIRD CALL,18-24,WHITE,FEMALE,NADER,ROBB,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,CARES,NO,NOVOTE,SAME,APP/UNFAV,YES,,DEMOCRAT,,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,75-100K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,ISSUES,WORLDAFFAIRS,CARES,1.3900000000000001
NATIONAL YELLOW,47.0,3.0,37.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,ROBB,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,TAXES,COMPLEXISSUE,NO,CLINTON,BETTER,APP/UNFAV,NO,,DEMOCRAT,,SUBURBS,SOMCOL/ASSOC,JEWISH,ONCEAWEEK,75-100K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,18-29,18-24,DEMOCRAT,18-24,JEWISH,,,ISSUES,TAXES,COMPLEXISSUE,0.936
NATIONAL YELLOW,47.0,3.0,38.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,HEALTHCARE,STRONGLEADER,NO,CLINTON,SAME,APP/FAV,YES,,DEMOCRAT,,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,30-50K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,30-44,30-39,DEMOCRAT,30-39,NONE,,,ISSUES,HEALTHCARE,STRONGLEADER,0.883
NATIONAL GREY,47.0,3.0,39.0,THIRD CALL,30-39,WHITE,MALE,GORE,ROBB,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,POSTGRAD,,,75-100K,,,MODERATE,18-64,OTHRPROGRAMS,,NATIONAL,COMPLETE,DCSUBURBS,30-44,30-39,DEMOCRAT,30-39,,ONLYGORE,NEITHER,,,,0.979
NATIONAL GREY,47.0,3.0,40.0,THIRD CALL,60-64,WHITE,MALE,GORE,ROBB,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,POSTGRAD,,,75-100K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,DCSUBURBS,60+,60+,DEMOCRAT,50-64,,ONLYGORE,ONLYBUSH,,,,1.464
NATIONAL GREY,47.0,3.0,41.0,THIRD CALL,50-59,WHITE,MALE,GORE,ROBB,,,,,SUBURBS,,,,,,,,,INDEPEND,,SUBURBS,POSTGRAD,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,DCSUBURBS,45-59,50-59,IND/OTHER,50-64,,BOTH,ONLYBUSH,,,,0.979
NATIONAL PINK,47.0,3.0,42.0,THIRD CALL,30-39,WHITE,MALE,GORE,ROBB,,,,,SUBURBS,,,NO,,,,YES,,DEMOCRAT,,SUBURBS,,NONE,,75-100K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,30-44,30-39,DEMOCRAT,30-39,NONE,,,,,,0.979
NATIONAL PINK,47.0,3.0,43.0,THIRD CALL,40-44,BLACK,FEMALE,BUCHANAN,ROBB,,,,,SUBURBS,,,NO,,,,YES,,REPUBLCN,,SUBURBS,,ELSE,,75-100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,30-44,40-49,REPUBLICAN,40-49,OTHER,,,,,,0.417
NATIONAL PINK,47.0,3.0,44.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,ROBB,,,,,SUBURBS,,,NO,,,,YES,,DEMOCRAT,,SUBURBS,,CATHOLIC,,75-100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,DCSUBURBS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,,,,0.883
STATE ONLY,47.0,7.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,NO,RIGHTAMT,DEMOCRAT,NEITHERDID,RURAL,POSTGRAD,ELSE,NEVER,75-100K,,NO,LIBERAL,18-64,OMITS,BEFORE,STATE,COMPLETE,WST/SHENANDO,45-59,50-59,DEMOCRAT,50-64,OTHER,ONLYGORE,OMITS,ISSUES,,,1.597
STATE ONLY,47.0,7.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,NO,DOLE,BETTER,DIS/UNFAV,NO,TOOOFTEN,INDEPEND,BOTHDID,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,WST/SHENANDO,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.625
STATE ONLY,47.0,7.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,GOODJUDGMENT,NO,DOLE,BETTER,DIS/UNFAV,NO,OMITS,REPUBLCN,BOTHDID,RURAL,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,WST/SHENANDO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,BOTH,ISSUES,,,1.643
STATE ONLY,47.0,7.0,4.0,FIRST CALL,25-29,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,OMITS,DOLE,BETTER,DIS/UNFAV,YES,TOOOFTEN,REPUBLCN,NEITHERDID,RURAL,POSTGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,WST/SHENANDO,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.434
STATE ONLY,47.0,7.0,5.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,HONEST,NO,DOLE,SAME,DIS/UNFAV,YES,TOOOFTEN,ELSE,OMITS,RURAL,HSGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,LAST.3DAYS,STATE,COMPLETE,WST/SHENANDO,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,1.625
STATE ONLY,47.0,7.0,6.0,FIRST CALL,75+,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,MEDICARE/RX,EXPERIENCE,YES,DOLE,SAME,DIS/UNFAV,NO,TOOOFTEN,REPUBLCN,BOTHDID,RURAL,NOHS,PROTESTANT,MORETHAN1AWK,LESS15K,NO,NO,CONSERV,65+,SOCIALSECURI,BEFORE,STATE,COMPLETE,WST/SHENANDO,60+,60+,REPUBLICAN,65+,PROT/CHRIST,ONLYBUSH,NEITHER,ISSUES,,,1.5050000000000001
STATE ONLY,47.0,7.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,YES,PEROT,SAME,DIS/UNFAV,YES,OMITS,INDEPEND,BOTHDID,RURAL,COLGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,OMITS,BEFORE,STATE,COMPLETE,WST/SHENANDO,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,NEITHER,BOTH,PERSONALQUAL,,,1.643
STATE ONLY,47.0,7.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,OMITS,CARES,NO,CLINTON,BETTER,APP/FAV,YES,RIGHTAMT,DEMOCRAT,ROBBDID,RURAL,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,LAST.MONTH,STATE,COMPLETE,WST/SHENANDO,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,1.597
STATE ONLY,47.0,7.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,EXPERIENCE,NO,CLINTON,WORSE,APP/FAV,YES,RIGHTAMT,DEMOCRAT,ALLENDID,RURAL,COLGRAD,ELSE,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,WST/SHENANDO,30-44,30-39,DEMOCRAT,30-39,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,1.597
STATE ONLY,47.0,7.0,10.0,FIRST CALL,65-74,WHITE,MALE,,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,CARES,NO,CLINTON,BETTER,DIS/UNFAV,YES,TOOOFTEN,DEMOCRAT,NEITHERDID,RURAL,HSGRAD,PROTESTANT,NEVER,50-75K,YES,NO,MODERATE,65+,SOCIALSECURI,LAST.3DAYS,STATE,COMPLETE,WST/SHENANDO,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,1.479
STATE ONLY,47.0,7.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,ALLEN,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,EDUCATION,COMPLEXISSUE,NO,OTHER,SAME,APP/FAV,YES,RIGHTAMT,DEMOCRAT,BOTHDID,RURAL,HSGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,NO,YES,LIBERAL,18-64,SOCIALSECURI,LASTWEEK,STATE,COMPLETE,WST/SHENANDO,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,1.55
STATE ONLY,47.0,7.0,12.0,FIRST CALL,45-49,WHITE,MALE,BUSH,ALLEN,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,STRONGLEADER,YES,DOLE,BETTER,APP/UNFAV,YES,TOOOFTEN,REPUBLCN,ROBBDID,RURAL,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,WST/SHENANDO,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,1.625
STATE ONLY,47.0,7.0,13.0,SECOND CALL,75+,WHITE,MALE,BUSH,,OMITS,OMITS,OMITS,LESS,SMCITY/RURAL,OMITS,STRONGLEADER,OMITS,OMITS,OMITS,,,TOOOFTEN,,BOTHDID,RURAL,,,OMITS,,,,,65+,OMITS,BEFORE,STATE,NOTCOMPLETE,WST/SHENANDO,60+,60+,,65+,,OMITS,OMITS,OMITS,,,1.5250000000000001
STATE ONLY,47.0,7.0,14.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,ROBB,DISAPPR,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,CARES,NO,CLINTON,SAME,DIS/UNFAV,YES,RIGHTAMT,,BOTHDID,RURAL,COLGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,WST/SHENANDO,18-29,25-29,,25-29,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,1.407
STATE ONLY,47.0,7.0,15.0,SECOND CALL,30-39,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,EDUCATION,HONEST,YES,NOVOTE,SAME,DIS/UNFAV,YES,TOOOFTEN,INDEPEND,BOTHDID,RURAL,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,LAST.MONTH,STATE,COMPLETE,WST/SHENANDO,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,NEITHER,BOTH,PERSONALQUAL,,,1.625
