ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENWV10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,SENCNTL,TEAPARTY,TIMESEN10,UNIONHH10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,WHTEVANG,XTEAPARTYID,COALHH,GUNOWNER,MANCHJOB,MANCHJOB2,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
875457.0,West Virginia,71.0,Call 1,Complete,Election day exit poll,0.807320117950439,Joe Manchin,Female,White,65 or over,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Very worried,Somewhat approve,,Has the right experience,,Strongly oppose,Omit,,,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,Omit,Omit,Yes,,Non-Tea Party supporters and Democrats,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
889098.0,West Virginia,71.0,Call 2,Complete,Election day exit poll,0.962486803531647,John Raese,Female,White,65 or over,Democrat,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Very worried,Strongly disapprove,,Understands the needs of people like me,,Neutral,In the last month,,,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,In the last month,In the last month or earlier,No,,Non-Tea Party supporters and Democrats,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
888709.0,West Virginia,71.0,Call 2,Complete,Election day exit poll,0.866888761520386,John Raese,Male,White,45-49,Republican,Moderate,"Under $30,000",High school graduate,No,,,,,,,,Government should do more to solve problems,Leave it as is,Health care,Very worried,Strongly approve,,Understands the needs of people like me,,Strongly oppose,Before that,,,No,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Approve,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Oppose,Before that,In the last month or earlier,Yes,,Non-Tea Party supporters and Republicans,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
909799.0,West Virginia,71.0,Call 3,Complete,Election day exit poll,0.962486803531647,John Raese,Female,White,65 or over,Republican,Moderate,"Under $30,000",High school graduate,No,,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Very worried,Strongly disapprove,,Has the right experience,,Strongly support,Before that,,,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Support,Before that,In the last month or earlier,Yes,,Tea Party supporters,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
909700.0,West Virginia,71.0,Call 3,Complete,Election day exit poll,0.843320727348328,John Raese,Male,White,18-24,Republican,Liberal,"$30,000-$49,999",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,Health care,Very worried,Strongly disapprove,,Can bring needed change,,Somewhat oppose,In the last month,,,Yes,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Oppose,In the last month,In the last month or earlier,Yes,,Non-Tea Party supporters and Republicans,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
875669.0,West Virginia,71.0,Call 1,Complete,Election day exit poll,0.840485036373138,Joe Manchin,Male,White,60-64,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,,,,,,,,Government should do more to solve problems,Repeal it,The economy,Very worried,Somewhat approve,,Understands the needs of people like me,,Somewhat oppose,Before that,,,Yes,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,Before that,In the last month or earlier,No,,Non-Tea Party supporters and Democrats,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
889472.0,West Virginia,71.0,Call 2,Complete,Election day exit poll,0.962486803531647,John Raese,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Can bring needed change,,Somewhat oppose,In the last month,,,Yes,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Oppose,In the last month,In the last month or earlier,Yes,,Non-Tea Party supporters and Republicans,No,,,,Working women,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
909584.0,West Virginia,71.0,Call 3,Complete,Election day exit poll,0.863318383693695,John Raese,Male,,45-49,Independent,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Understands the needs of people like me,,Strongly support,Before that,,,Yes,,,45-65,30-59,45+,45-59,40-49,,No college degree,More than High school graduate,,Less than 100k,50k or more,30k or more,50 to 100 thousand,,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,,Independents/Something else,,Support,Before that,In the last month or earlier,,,Tea Party supporters,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
889376.0,West Virginia,71.0,Call 2,Complete,Election day exit poll,1.00202596187592,John Raese,Male,White,60-64,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Understands the needs of people like me,,Strongly support,Before that,,,No,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,Before that,In the last month or earlier,No,,Tea Party supporters,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
889277.0,West Virginia,71.0,Call 2,Complete,Election day exit poll,1.00202596187592,John Raese,Male,Hispanic,65 or over,Republican,Conservative,"Under $30,000",High school graduate,Yes,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Omit,,Strongly support,In the last week,,,No,Non black male,Latino men,65+,60+,45+,60+,65+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,The economy,Worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,White,Support,In the last month,In the last week,No,,Tea Party supporters,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
889188.0,West Virginia,71.0,Call 2,Complete,Election day exit poll,1.00202596187592,John Raese,Male,White,65 or over,Republican,Conservative,"$30,000-$49,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Somewhat worried,Strongly disapprove,,Understands the needs of people like me,,Strongly support,In the last month,,,No,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,In the last month,In the last month or earlier,No,,Tea Party supporters,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
909322.0,West Virginia,71.0,Call 3,Complete,Election day exit poll,0.832682013511658,John Raese,Female,White,50-59,Republican,Moderate,,High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The war in Afghanistan,Very worried,Strongly disapprove,,Has the right experience,,Neutral,Before that,,,No,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,Before that,In the last month or earlier,,,Non-Tea Party supporters and Republicans,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
888999.0,West Virginia,71.0,Call 2,Complete,Election day exit poll,0.962486803531647,John Raese,Female,White,65 or over,Independent,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,Repeal it,Health care,Very worried,Strongly disapprove,,Can bring needed change,,Strongly support,Before that,,,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,Before that,In the last month or earlier,Yes,,Tea Party supporters,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
890319.0,West Virginia,71.0,Call 2,Complete,Election day exit poll,0.832682013511658,John Raese,Female,White,30-39,Republican,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,,,,Omit,Repeal it,The economy,Very worried,Strongly disapprove,,Can bring needed change,,Omit,In the last month,,,No,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Omit,In the last month,In the last month or earlier,Yes,,,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
890143.0,West Virginia,71.0,Call 2,Complete,Election day exit poll,0.810043931007385,John Raese,Female,White,18-24,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Strongly disapprove,,Understands the needs of people like me,,Somewhat support,In the last month,,,No,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,In the last month,In the last month or earlier,No,,Tea Party supporters,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
888616.0,West Virginia,71.0,Call 2,Complete,Election day exit poll,0.832682013511658,John Raese,Female,White,30-39,Republican,Conservative,"$200,000 or more",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Strongly disapprove,,Can bring needed change,,Somewhat support,In the last month,,,No,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,In the last month,In the last month or earlier,No,,Tea Party supporters,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
889662.0,West Virginia,71.0,Call 2,Complete,Election day exit poll,0.843320727348328,John Raese,Male,White,18-24,Republican,Liberal,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,Repeal it,The economy,Very worried,Strongly disapprove,,Understands the needs of people like me,,Neutral,Before that,,,Yes,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Neutral,Before that,In the last month or earlier,No,,Non-Tea Party supporters and Republicans,No,,,,All others,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
889567.0,West Virginia,71.0,Call 2,Complete,Election day exit poll,0.832682013511658,John Raese,Female,White,30-39,Republican,Liberal,"$75,000-$99,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Can bring needed change,,Neutral,In the last month,,,Yes,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,In the last month,In the last month or earlier,No,,Non-Tea Party supporters and Republicans,No,,,,Working women,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
911874.0,West Virginia,71.0,Call 3,Complete,Election day exit poll,0.832682013511658,John Raese,Female,White,45-49,Republican,Conservative,"$75,000-$99,999",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Somewhat disapprove,,Understands the needs of people like me,,Somewhat support,In the last month,,,Yes,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,In the last month,In the last month or earlier,No,,Tea Party supporters,No,,,,Working women,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Downscale,26767.0
