ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENCO10,GOVCO10,COAMD63,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,SENCNTL,TEAPARTY,TEAREAS,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,WHNCLINC,WHTEVANG,XTEAPARTYID,DECLINE10,EXTREMEBEN,EXTREMEBUCK,HICKMAES,HICKTANC,IMMDEPORT,OBAMALIB,OUTSIDER,EXTREMECO,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
857208.0,Colorado,,,Complete,Telephone survey,0.25,Ken Buck,Dan Maes,Did not vote,Male,White,65 or over,Independent,Conservative,"$50,000-$74,999",Postgraduate study,No,Yes,Omit,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",Omit,Repeal it,The economy,Very worried,Strongly disapprove,Spending to create jobs,Omit,The Republican Party,Strongly support,In favor of the Tea Party movement,Other,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,No,White Born-again/Evangelical Christians,Tea Party supporters,"A serious, long-term decline",Omit,Omit,Dan Maes,Tom Tancredo,Deported to the country they came from,Omit,Omit,Omit,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,West,Version 1,Town,Rural,Rural,Upscale,81507.0
857157.0,Colorado,,,Complete,Telephone survey,0.0599999986588955,Ken Buck,Dan Maes,,Female,White,60-64,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,Yes,I strongly favor my candidate,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Cutting taxes,Understands the needs of people like me,The Republican Party,Neutral,The Tea Party movement was not a factor,McCain,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,Yes,White Born-again/Evangelical Christians,Non-Tea Party supporters and Republicans,"A serious, long-term decline",Omit,Yes,Dan Maes,Omit,Offered a chance to apply for legal status,Too liberal,An outisder who wants to shake things up,Omit,State questionnaire,English,Rural,Small Cities/Rural,5.0,3.0,West,Version 1,Low Density Rural,Rural,Rural,Upscale,80863.0
857137.0,Colorado,,,Complete,Telephone survey,0.0199999995529652,Michael Bennet,John Hickenlooper,,Female,Hispanic,45-49,Independent,Moderate,"Under $30,000",Some college/assoc. degree,Yes,Yes,I dislike the other candidate,Omit,Omit,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",Government should do more to solve problems,Expand it,Omit,Somewhat worried,Strongly disapprove,Reducing the budget deficit,Can bring needed change,Omit,Neutral,The Tea Party movement was not a factor,McCain,Non black female,Latino women,45-65,30-59,45+,45-59,40-49,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Negative,Omit,Worried,Disapprove,Independent/Something else,Independent Women,All others,Independents/Something else,Other,Neutral,No,All others,Non-Tea Party supporters and Independents/Something else,"A serious, long-term decline",Omit,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,Omit,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,West,Version 1,Town,Rural,Rural,Upscale,81507.0
857096.0,Colorado,,,Complete,Telephone survey,0.25,Ken Buck,Tom Tancredo,Did not vote,Male,White,45-49,Independent,Moderate,"$50,000-$74,999",College graduate,No,No,I like my candidate but with reservations,Unfavorable,Unfavorable,Worse,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Cutting taxes,Can bring needed change,The Republican Party,Strongly support,Against the Tea Party movement,Other,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Omit,No,Omit,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Omit,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,4.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,80751.0
857054.0,Colorado,,,Complete,Telephone survey,0.259999990463257,Ken Buck,Dan Maes,Did not vote,Male,White,18-24,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,Yes,I like my candidate but with reservations,Unfavorable,Unfavorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Not too worried,Strongly disapprove,Reducing the budget deficit,Has the right experience,The Republican Party,Neutral,The Tea Party movement was not a factor,McCain,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Not worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Neutral,Yes,White Born-again/Evangelical Christians,Non-Tea Party supporters and Republicans,A normal downturn,Omit,No,Dan Maes,Tom Tancredo,Offered a chance to apply for legal status,Too liberal,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,81212.0
857043.0,Colorado,,,Complete,Telephone survey,1.12999999523163,Ken Buck,Tom Tancredo,No,Male,White,65 or over,Republican,Moderate,"$30,000-$49,999",College graduate,No,No,I dislike the other candidate,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Omit,Understands the needs of people like me,The Republican Party,Somewhat support,The Tea Party movement was not a factor,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Omit,No,John Hickenlooper,Tom Tancredo,Offered a chance to apply for legal status,Too liberal,An outisder who wants to shake things up,Omit,State questionnaire,English,Rural,Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale,81623.0
857012.0,Colorado,,,Complete,Telephone survey,0.259999990463257,Michael Bennet,John Hickenlooper,Did not vote,Female,White,50-59,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,No,I like my candidate but with reservations,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Spending to create jobs,Understands the needs of people like me,The Democratic Party,Strongly oppose,Against the Tea Party movement,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Positive,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,No,All others,Non-Tea Party supporters and Democrats,"A serious, long-term decline",Omit,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,4.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,80701.0
856960.0,Colorado,,,Complete,Telephone survey,0.319999992847443,Ken Buck,Dan Maes,No,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,Omit,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,Reducing the budget deficit,Understands the needs of people like me,The Republican Party,Strongly support,The Tea Party movement was not a factor,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Omit,Omit,Dan Maes,Tom Tancredo,Omit,Too liberal,Omit,Omit,State questionnaire,English,Rural,Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,81147.0
856938.0,Colorado,,,Complete,Telephone survey,0.300000011920929,,,Yes,Female,Hispanic,,Independent,Moderate,"Under $30,000",No high school diploma,Yes,Yes,Omit,Omit,Omit,Worse,Omit,Omit,Government is doing too many things better left to businesses and individuals,Leave it as is,Health care,Somewhat worried,Strongly disapprove,Spending to create jobs,Understands the needs of people like me,Does not matter to me,Strongly support,Omit,Omit,Non black female,Latino women,,,,,,,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Omit,Something else,Worried,Disapprove,Independent/Something else,Independent Women,All others,Independents/Something else,Hispanic/Latino,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Omit,Omit,Omit,Omit,Deported to the country they came from,Too liberal,An insider who knows how to get things done,Omit,State questionnaire,English,Rural,Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,81120.0
856816.0,Colorado,,,Complete,Telephone survey,0.259999990463257,Michael Bennet,John Hickenlooper,Did not vote,Female,Hispanic,65 or over,Democrat,Moderate,"$30,000-$49,999",High school graduate,Yes,Yes,I strongly favor my candidate,Favorable,Omit,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",Government should do more to solve problems,Expand it,The economy,Not too worried,Strongly approve,Spending to create jobs,Has the right experience,The Democratic Party,Omit,The Tea Party movement was not a factor,Obama,Non black female,Latino women,65+,60+,45+,60+,65+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Positive,The economy,Not worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,Omit,No,All others,,"A serious, long-term decline",Omit,Omit,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An insider who knows how to get things done,Omit,State questionnaire,English,Rural,Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,81050.0
856792.0,Colorado,,,Complete,Telephone survey,0.949999988079071,,Dan Maes,No,Female,White,45-49,Republican,Conservative,"$30,000-$49,999",College graduate,No,No,I dislike the other candidate,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Understands the needs of people like me,The Republican Party,Somewhat support,The Tea Party movement was not a factor,McCain,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Omit,Omit,Omit,Omit,Offered a chance to apply for legal status,Too liberal,An outisder who wants to shake things up,Omit,State questionnaire,English,Rural,Small Cities/Rural,4.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,80807.0
856736.0,Colorado,,,Complete,Telephone survey,0.0500000007450581,Michael Bennet,John Hickenlooper,,Female,White,65 or over,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,No,I strongly favor my candidate,Favorable,Unfavorable,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",Government should do more to solve problems,Leave it as is,The economy,Not too worried,Strongly approve,Spending to create jobs,Understands the needs of people like me,The Democratic Party,Somewhat oppose,The Tea Party movement was not a factor,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Positive,The economy,Not worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,Yes,All others,Non-Tea Party supporters and Democrats,A normal downturn,Omit,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,5.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,81212.0
856732.0,Colorado,,,Complete,Telephone survey,0.300000011920929,Ken Buck,Dan Maes,No,Female,White,65 or over,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,Yes,I dislike the other candidate,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Omit,Understands the needs of people like me,The Republican Party,Neutral,The Tea Party movement was not a factor,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,Yes,White Born-again/Evangelical Christians,Non-Tea Party supporters and Republicans,"A serious, long-term decline",Omit,Omit,Dan Maes,Would not have voted,Deported to the country they came from,Too liberal,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,West,Version 1,Town,Rural,Rural,Upscale,81507.0
