ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENHI10,GOVHI10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,TEAPARTY,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEHI,TEAPARTY3,WHNCLINC,XTEAPARTYID,LINGLE2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
919874.0,Hawaii,54.0,Call 3,Complete,Election day exit poll,2.11695098876953,Daniel Inouye,Neil Abercrombie,Male,Other,25-29,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,Illegal immigration,Somewhat worried,Omit,Strongly oppose,Yes,Obama,Non black male,All other races,18-29,18-29,18-44,18-29,25-29,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Something else,Worried,Omit,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Other,Oppose,No,Non-Tea Party supporters and Democrats,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
911049.0,Hawaii,53.0,Call 2,Complete,Election day exit poll,1.04099607467651,Daniel Inouye,Neil Abercrombie,Female,Other,40-44,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,The war in Afghanistan,Very worried,Somewhat approve,Neutral,Yes,Obama,Non black female,All other races,30-44,30-59,18-44,30-44,40-49,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Native Hawaiian,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
919868.0,Hawaii,12.0,Call 3,Complete,Election day exit poll,0.718097567558289,Daniel Inouye,Neil Abercrombie,Male,Asian,50-59,Something else,Moderate,"$75,000-$99,999",Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Very worried,Somewhat disapprove,Neutral,Yes,Obama,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,Asian,Neutral,No,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
919866.0,Hawaii,24.0,Call 3,Complete,Election day exit poll,1.03785800933838,Daniel Inouye,Neil Abercrombie,Female,Other,60-64,Republican,Liberal,"$200,000 or more",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Somewhat disapprove,Strongly oppose,Yes,McCain,Non black female,All other races,45-65,60+,45+,60+,50-64,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Women,All others,Moderate/Liberal Republicans,Native Hawaiian,Oppose,No,Non-Tea Party supporters and Republicans,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
919865.0,Hawaii,12.0,Call 3,Complete,Election day exit poll,0.649058759212494,Daniel Inouye,Neil Abercrombie,Female,Asian,18-24,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Non black female,All other races,18-29,18-29,18-44,18-29,18-24,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Asian,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
919864.0,Hawaii,54.0,Call 3,Complete,Election day exit poll,2.11695098876953,Daniel Inouye,Neil Abercrombie,Male,White,25-29,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Government should do more to solve problems,Expand it,The war in Afghanistan,Very worried,Strongly approve,Somewhat support,No,Obama,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Something else,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Support,Yes,Tea Party supporters,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
919862.0,Hawaii,12.0,Call 3,Complete,Election day exit poll,0.718097567558289,Daniel Inouye,Neil Abercrombie,Male,Hispanic,30-39,Democrat,Liberal,"$100,000-$199,999",Some college/assoc. degree,Yes,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Non black male,Latino men,30-44,30-59,18-44,30-44,30-39,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Hispanic/Latino,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
919859.0,Hawaii,12.0,Call 3,Complete,Election day exit poll,0.89923483133316,Daniel Inouye,Neil Abercrombie,Male,Hispanic,60-64,Independent,Moderate,"$75,000-$99,999",College graduate,Yes,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,Strongly oppose,No,Obama,Non black male,Latino men,45-65,60+,45+,60+,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,White,Oppose,No,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
919856.0,Hawaii,54.0,Call 3,Complete,Election day exit poll,2.11695098876953,Daniel Inouye,Neil Abercrombie,Male,White,25-29,Republican,Liberal,"Under $30,000",High school graduate,No,Government should do more to solve problems,Leave it as is,The war in Afghanistan,Somewhat worried,Somewhat approve,Neutral,Yes,Obama,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Something else,Worried,Approve,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Neutral,Yes,Non-Tea Party supporters and Republicans,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
919855.0,Hawaii,12.0,Call 3,Complete,Election day exit poll,0.696712851524353,Daniel Inouye,Neil Abercrombie,Female,Asian,50-59,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Somewhat worried,Somewhat approve,Somewhat oppose,No,Obama,Non black female,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Asian,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
919852.0,Hawaii,54.0,Call 3,Complete,Election day exit poll,2.05390882492065,Daniel Inouye,Neil Abercrombie,Female,White,18-24,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,Illegal immigration,Very worried,Strongly approve,Neutral,No,Obama,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,Yes,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
919851.0,Hawaii,12.0,Call 3,Complete,Election day exit poll,0.696712851524353,Daniel Inouye,Neil Abercrombie,Female,Other,40-44,Independent,Moderate,,College graduate,No,Omit,Omit,Omit,Omit,Strongly approve,Strongly oppose,No,Obama,Non black female,All other races,30-44,30-59,18-44,30-44,40-49,Other,College graduate,More than High school graduate,Non white college degree,,,,,,Omit,Omit,Approve,Independent/Something else,Independent Women,All others,Independents/Something else,Native Hawaiian,Oppose,,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
895584.0,Hawaii,22.0,Call 1,Complete,Election day exit poll,1.36808562278748,Daniel Inouye,Neil Abercrombie,Female,Asian,65 or over,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Government should do more to solve problems,Expand it,Health care,Not too worried,Somewhat approve,Strongly oppose,No,Obama,Non black female,All other races,65+,60+,45+,60+,65+,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Something else,Not worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Asian,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96797.0
919756.0,Hawaii,43.0,Call 3,Complete,Election day exit poll,0.812224447727203,Daniel Inouye,Neil Abercrombie,Male,Hispanic,50-59,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,Yes,Government should do more to solve problems,Expand it,The economy,Very worried,Somewhat approve,Neutral,Yes,Obama,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,White,Neutral,No,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
893373.0,Hawaii,12.0,Call 1,Complete,Election day exit poll,0.668980777263641,Daniel Inouye,Neil Abercrombie,Male,Hispanic,25-29,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,Yes,Government should do more to solve problems,Leave it as is,The economy,Somewhat worried,Somewhat disapprove,Strongly oppose,Yes,McCain,Non black male,Latino men,18-29,18-29,18-44,18-29,25-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,White,Oppose,No,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
919839.0,Hawaii,54.0,Call 3,Complete,Election day exit poll,2.20470762252808,Daniel Inouye,Neil Abercrombie,Female,Asian,30-39,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,Omit,Omit,The economy,Not too worried,Somewhat approve,Omit,No,Obama,Non black female,All other races,30-44,30-59,18-44,30-44,30-39,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,The economy,Not worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Asian,Omit,No,,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
915425.0,Hawaii,44.0,Call 2,Complete,Election day exit poll,0.982770502567291,Daniel Inouye,Neil Abercrombie,Female,White,25-29,Democrat,Liberal,"Under $30,000",Postgraduate study,,Government should do more to solve problems,Leave it as is,Health care,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Downscale,96714.0
919835.0,Hawaii,12.0,Call 3,Complete,Election day exit poll,0.668980777263641,Daniel Inouye,Neil Abercrombie,Male,White,18-24,Independent,Moderate,"Under $30,000",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Somewhat disapprove,Neutral,No,Obama,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,Yes,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
909907.0,Hawaii,53.0,Call 2,Complete,Election day exit poll,0.951391160488129,Daniel Inouye,Neil Abercrombie,Male,Hispanic,40-44,Democrat,Moderate,"$75,000-$99,999",Some college/assoc. degree,Yes,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,Neutral,Yes,Obama,Non black male,Latino men,30-44,30-59,18-44,30-44,40-49,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
