ID,WEIGHT,PRSKY20,SENKY20,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVMCGRATH,FAVMCONL,FAVPRES20,FAVSENKY20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,POLICEEVENTS20,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,VERSION,VETVOTER,VOTEMETHOD,WHNCLINC,WHTEVANG
60595.0,2.7099795851,Donald Trump,Did not vote,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,2.0,,,,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Unfavorable,Unfavorable,Favorable,Only Trump,Only McConnell,Favorable,Better today,,5.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,,Conservative Republicans,Mod./Liberal Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,,Early in-person,No,
144443.0,0.08294383726,Other,Did not vote,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 3,3.0,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,For your candidate,4.0,Omit,Omit,,,,,,,,No,No,Good,Excellent or good,Yes,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,A sign of broader problems,70.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Omit,Omit,Version 2,No,Election day,,White Born-again/Evangelical Christians
123740.0,0.05507664542,,Amy McGrath,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,5.0,Yes,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,Omit,1.0,Omit,Omit,,,,,,,,No,No,Not so good,Not so good or poor,No,Women with children,,,,,,,,A sign of broader problems,101.0,,,,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,South,Female,White women,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,No,Election day,,All others
144512.0,0.07764143039,,Amy McGrath,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,6.0,Yes,,,,,Election day,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,About the same,,2.0,,,,,,,,,,No,No,,,,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,24.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,National questionnaire,White,White,White,,,South,Male,White men,Suburbs,Suburbs,Kentucky,White suburban men,Election day exit poll,No,Neither of them do,No,Before that,Before that,Before that,,,Version 4,No,Election day,,All others
124775.0,0.08081612609,,Amy McGrath,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,1.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Omit,Favorable,Favorable,Omit,Both,Omit,Better today,,5.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Omit,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,84.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Female,White women,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,Omit,Omit,Omit,In October,In the last month,Before that,,,Version 1,,Election day,No,
60807.0,0.22268568409,,Amy McGrath,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,4.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,Omit,3.0,Joe Biden,Omit,,,,,,,,No,No,Not so good,Not so good or poor,No,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,A sign of broader problems,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,Suburbs,Suburbs,Kentucky,White suburban men,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Yes,By mail,,All others
60473.0,0.2925682333,,Amy McGrath,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,2.0,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,About the same,,5.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The economy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Male,White men,Suburbs,Suburbs,Kentucky,White suburban men,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,By mail,Yes,
60574.0,0.3985501144,,Amy McGrath,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,6.0,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Unfavorable,Unfavorable,Unfavorable,Only Trump,Neither,Favorable,About the same,,1.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care policy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Male,White men,Rural,Small Cities/Rural,Kentucky,Other,Telephone survey,No,Only Donald Trump does,Yes,In September,Before that,Before that,,,Version 1,,Early in-person,Yes,
60636.0,0.45191990106,,Amy McGrath,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,5.0,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Omit,About the same,,1.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care policy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Liberal,,,Moderate/Liberal Republicans,Liberal Independents,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Male,White men,Rural,Small Cities/Rural,Kentucky,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Early in-person,No,
61037.0,0.45748621137,,Amy McGrath,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,,6.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,Against his opponent,2.0,Joe Biden,Joe Biden,,,,,,,,No,No,Poor,Not so good or poor,No,Men without children,,,,,,,Conservative,A sign of broader problems,,,,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,No,Early in-person,,All others
60569.0,0.49760557346,,Amy McGrath,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,5.0,,,,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,About the same,,1.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Male,White men,Rural,Small Cities/Rural,Kentucky,Other,Telephone survey,Yes,Both of them do,Yes,Before that,Before that,Before that,,,Version 1,,Early in-person,No,
61018.0,0.51542507655,,Amy McGrath,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,6.0,No,Very well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,Omit,2.0,Donald Trump,Donald Trump,,,,,,,,No,No,Good,Excellent or good,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,Isolated events,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,White,White,Not a problem at all,A minor problem or not a problem at all,South,Female,White women,Suburbs,Suburbs,Kentucky,White suburban women,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Version 2,No,Early in-person,,White Born-again/Evangelical Christians
60448.0,0.54668465755,,Amy McGrath,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,4.0,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Omit,Unfavorable,Unfavorable,Omit,Neither,Unfavorable,About the same,,3.0,,,,,,,,,The coronavirus pandemic,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,,Conservative Republicans,Mod./Liberal Republicans,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Male,White men,Suburbs,Suburbs,Kentucky,White suburban men,Telephone survey,Omit,Omit,No,In October,In the last month,Before that,,,Version 1,,By mail,,
60948.0,0.56266445968,,Amy McGrath,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,,4.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,Omit,1.0,Joe Biden,Omit,,,,,,,,No,No,Good,Excellent or good,Yes,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,A sign of broader problems,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,Suburbs,Suburbs,Kentucky,White suburban men,Telephone survey,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,No,Early in-person,,All others
60452.0,0.71503743797,,Amy McGrath,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,4.0,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,About the same,,3.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care policy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,,Moderate/Liberal Republicans,Moderate Independents,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,Kentucky,White suburban women,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,By mail,No,
60685.0,2.13718324342,,Amy McGrath,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,,4.0,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,Worse today,,3.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",The economy,Yes,,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Liberal,,,Moderate/Liberal Republicans,Liberal Independents,Can unite the country,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,South,Female,Latino women,Suburbs,Suburbs,Kentucky,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Early in-person,No,
61027.0,3.04181440366,,Amy McGrath,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,4.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,For your candidate,3.0,Joe Biden,Joe Biden,,,,,,,,No,No,Poor,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,A sign of broader problems,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,Suburbs,Suburbs,Kentucky,White suburban women,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,No,Early in-person,,All others
