id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,beatclin,brnagain,call,cdnum,cruzwin,cruzwin2,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichwi,kasich_1,latino,latinos,muslimba,nyrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,spanishq,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,trumpwin,trumpw_1,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang
544057,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 1,12,Excited,Excited or optimistic,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,1, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Optimistic,Excited or optimistic,No,No, ,Ted Cruz,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,86,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,.387056350708008,Yes,All others
544061,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 1,4,Concerned,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Concerned,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Very conservative,71,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Help the U.S. economy,.783928871154785,No,All others
544065,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,All others,All others,Complete,John Kasich, ,Call 1,12, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree, ,1,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Economy/Jobs, , ,No,No,Support,John Kasich, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,86,Shares my values,Other,Asian,State questionnaire,Asian,Non-white,Asian,East,Male,All other races,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Probably vote for him, ,.504157781600952,No, 
544068,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 1,4, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,71,Can win in November,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him, ,.869976282119751,No, 
544071,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Omit, ,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,2,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism, , ,No,No,Oppose,John Kasich, ,45+,18-64,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Somewhat conservative,133,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, , ,Version 1,Definitely vote for him,Definitely vote for him,Not vote for him, ,.60376900434494,No, 
544073,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Donald Trump, ,Call 1,4, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men, ,Moderate/Liberal,Moderate,Moderate,71,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him, ,.758030414581299,No, 
544077,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete, , ,Call 1,4, , , , , , , , , ,2, , , ,Deported to the country they came from, , , , , , , , , , ,No,No, ,Donald Trump, ,45+,65+, , , , , , , , ,71, ,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Probably vote for him,Definitely vote for him, ,.674687206745148, , 
544079,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Ted Cruz, ,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Oppose,Ted Cruz, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men, ,Moderate/Liberal,Moderate,Moderate,133,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, , ,Version 1,Definitely vote for him,Probably vote for him,Not vote for him, ,.696691691875458,No, 
544084,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Donald Trump, ,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Somewhat conservative,133,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him, ,.600869059562683,No, 
544086,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 1,4,Optimistic,Excited or optimistic,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,2, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Optimistic,Excited or optimistic,No,No, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,71,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Help the U.S. economy,.923544704914093,No,All others
544090,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,133,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Probably vote for him,Definitely vote for him, ,.774791300296783,No, 
544091,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete, , ,Call 1,4, , , , , , , , , ,2, , , ,Offered a chance to apply for legal status, , , , , , , , , , , , , ,Donald Trump, ,45+,65+, , , , , , , , ,71, ,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs, , New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him, ,.674687206745148, , 
544096,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete, , ,Call 1,4, , , , , , , , , ,2, , , ,Deported to the country they came from, , , , , , , , , , , , , ,Donald Trump, ,45+,65+, , , , , , , , ,71, ,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs, , New York,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump, , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him, ,.758030414581299, , 
544097,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,White 45-64,Complete,John Kasich, ,Call 1,1, , , , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree, ,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Immigration, , ,Yes,Yes,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,133,Tells it like it is,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,Suburbs,Suburbs,Spanish, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Probably vote for him, ,.675093591213226,No, 
544102,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism, , ,No,No,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women, ,Moderate/Liberal,Moderate,Moderate,133,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him, ,.689605295658112,No, 
544103,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Donald Trump, ,Call 1,4, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending, , ,No,No,Oppose,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Women, ,Moderate/Liberal,Moderate,Moderate,71,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, , ,Version 1,Not vote for him,Probably vote for him,Definitely vote for him, ,.674687206745148,No, 
544108,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 1,4, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , ,Terrorism, , ,No,No,Omit,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women, ,Moderate/Liberal,Moderate,Moderate,71,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him, ,.774324953556061, , 
