id,backside,brnagain,call,cdnum,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,mdrprs16,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
580432,Complete, ,Call 1,8,College graduate,College graduate,More than High school graduate,White college degree,Omit,3,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,75,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Definitely vote for him,Not vote for him,Not vote for him,Omit,.559836208820343,No,All others, , , , , , , , 
580438,Complete,Yes,Call 1,8,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,3,Omit,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Omit,Ted Cruz,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,75,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Omit,Probably vote for him,Omit,.559836208820343,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580459,Complete,Yes,Call 1,8,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,3,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Ted Cruz,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,75,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,Help the U.S. economy,.612432360649109,No,White Born-again/Evangelical Christians,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
580484,Complete, ,Call 1,8,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,4,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Immigration,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,49,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Not vote for him,Not vote for him,Hurt the U.S. economy,1.66915810108185,Yes,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580485,Complete, ,Call 1,8,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,4,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Immigration,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,49,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Not vote for him,Not vote for him,Hurt the U.S. economy,1.66915810108185,Yes,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580493,Complete,Yes,Call 1,6,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ted Cruz,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,2,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.57052397727966,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580528,Complete,Yes,Call 1,6,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,2,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Maryland,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.57052397727966,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580569,Complete,Yes,Call 1,6,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Ted Cruz,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,2,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.57052397727966,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580596,Complete,Yes,Call 1,6,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,3,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,90,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Not vote for him,Hurt the U.S. economy,.379496842622757,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580600,Complete,Yes,Call 1,6,College graduate,College graduate,More than High school graduate,Non white college degree,For your candidate,3,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,90,Can win in November,Other,Other,State questionnaire,Other,Non-white,East,Female,All other races,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Not vote for him,Not vote for him,Hurt the U.S. economy,.379496842622757,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,All others
580603,Complete,Yes,Call 1,6,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,2,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Not vote for him,Not vote for him,Hurt the U.S. economy,1.57052397727966,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580605,Complete,Yes,Call 1,6,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,For your candidate,3,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Economy/Jobs,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,90,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,East,Female,All other races,Suburbs,Suburbs, Maryland,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Not vote for him,Hurt the U.S. economy,.379496842622757,No,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,All others
580620,Complete,Yes,Call 1,6,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,2,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Maryland,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,1.57052397727966,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
580623,Complete,No,Call 1,6,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Ted Cruz,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,90,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Probably vote for him,Not vote for him,Hurt the U.S. economy,.415150225162506,No,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
580664,Complete,No,Call 1,5,Postgraduate study,College graduate,More than High school graduate,Non white college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Government spending,Ted Cruz,Independent/Something else,Latino Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,46,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,Female,Latino women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Probably vote for him,Not vote for him,Help the U.S. economy,1.74639177322388,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59
