id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,attend,attend2,backside,betrayed,brnagain,call,cdnum,cicrep16,cruzhone,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,gop20162,gop201_1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichho,morprs16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trumphon,trumpvot,version,votenovc,votenovk,votenovt,weight,whnclinc,whtevang
493760,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29, , ,Complete,Yes, ,Call 1,7,Ted Cruz, ,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5, ,Ted Cruz,Would not have voted, , , , , , , , , , ,Government spending, ,Ted Cruz, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,65,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Not vote for him,1.36673808097839, , 
493783,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,Yes, ,Call 1,6,Ted Cruz, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, ,Ted Cruz,John Kasich, , , , , , , , , , ,Government spending, ,Ted Cruz, ,Omit,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,19,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,.869878709316254, , 
493784,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44, , ,Not complete,Yes, ,Call 1,7, , ,Very worried,Worried, , , , ,5, ,Ted Cruz,John Kasich, , , , , , , , , , , , ,Ted Cruz, ,Have experience in politics,18-44,18-64, , , , , , , ,65, , ,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2, , , ,.859053492546082, , 
493819,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,Yes, ,Call 1,7,Ted Cruz, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5, ,Ted Cruz,Would not have voted, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,65,Yes,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Not vote for him,Definitely vote for him,.800262689590454, , 
493821,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+, , ,Complete,Yes, ,Call 1,2,Ted Cruz, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, ,Ted Cruz,Would not have voted, , , , , , , , , , ,Government spending, ,Ted Cruz, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,113,Yes,Tells it like it is,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.16640043258667, , 
493829,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29, , ,Complete,No, ,Call 1,6,Ted Cruz, ,Not at all worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,3, ,Ted Cruz,Would not have voted, , , , , , , , , , ,Government spending, ,Ted Cruz, ,Omit,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,19,Yes,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,1.38396084308624, , 
493890,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44, , ,Complete,Yes, ,Call 1,2,Ted Cruz, ,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,Ted Cruz,John Kasich, , , , , , , , , , ,Government spending, ,Ted Cruz, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,69,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Not vote for him,.722205519676209, , 
493896,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+, , ,Complete,Yes, ,Call 1,2,John Kasich, ,Omit,Omit,College graduate,College graduate,More than High school graduate,White college degree,1, ,Would not have voted,Would not have voted, , , , , , , , , , ,Government spending, ,Ted Cruz, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,113,Yes,Can win in November,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Probably vote for him,Definitely vote for him,Probably vote for him,1.16640043258667, , 
493993,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44, , ,Complete,Yes, ,Call 1,2,Ted Cruz, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,Ted Cruz,Would not have voted, , , , , , , , , , ,Government spending, ,Ted Cruz, ,Omit,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Very conservative,71,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Not vote for him,Not vote for him,.969769239425659, , 
494067,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44, , ,Complete,No, ,Call 1,6,Ted Cruz, ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, ,Ted Cruz,John Kasich, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,48,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,.608666181564331, , 
494120,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,Yes, ,Call 1,2,Ted Cruz, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,Ted Cruz,Omit, , , , , , , , , , ,Government spending, ,Ted Cruz, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,69,Yes,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.722205519676209, , 
494181,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,Yes, ,Call 1,8,Ted Cruz, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5, ,Ted Cruz,Would not have voted, , , , , , , , , , ,Government spending, ,Ted Cruz, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,160,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Rural,Small Cities/Rural,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Not vote for him,Not vote for him,.83006340265274, , 
494182,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64, , ,Complete,Yes, ,Call 1,2,Ted Cruz, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, ,Ted Cruz,Omit, , , , , , , , , , ,Government spending, ,Ted Cruz, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,71,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.06632387638092, , 
494221,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+, , ,Complete,No, ,Call 1,8,Ted Cruz, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5, ,Ted Cruz,Omit, , , , , , , , , , ,Terrorism, ,Ted Cruz, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,160,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Rural,Small Cities/Rural,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Omit,Omit,.850245535373688, , 
494223,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64, , ,Complete,No, ,Call 1,7,Ted Cruz, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, ,Ted Cruz,John Kasich, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,33,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.637486100196838, , 
494243,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29, , ,Complete,Yes, ,Call 1,1,Ted Cruz, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, ,Ted Cruz,John Kasich, , , , , , , , , , ,Government spending, ,Ted Cruz, ,Omit,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,88,No,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Rural,Small Cities/Rural,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Not vote for him,1.51272857189178, , 
494255,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44, , ,Complete,Yes, ,Call 1,8,Ted Cruz, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, ,Ted Cruz,John Kasich, , , , , , , , , , ,Terrorism, ,Ted Cruz, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,160,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Rural,Small Cities/Rural,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Not vote for him,.83006340265274, , 
494284,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,Yes, ,Call 1,8,Ted Cruz, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, ,Ted Cruz,John Kasich, , , , , , , , , , ,Terrorism, ,Ted Cruz, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,160,Yes,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Rural,Small Cities/Rural,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.773256599903107, , 
494312,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,Latino 65+, , ,Complete,No, ,Call 1,2,Ted Cruz, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2, ,Ted Cruz,Would not have voted, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz, ,Have experience in politics,18-44,18-64,Independent/Something else,All Other,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,69,No,Can bring needed change,Other,Other,State questionnaire,Other,Non-white, ,Midwest,Female,All other races,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Not vote for him,Not vote for him,.775261878967285, , 
494314,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,Yes, ,Call 1,8,Ted Cruz, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5, ,Ted Cruz,Would not have voted, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,160,Yes,Tells it like it is,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Rural,Small Cities/Rural,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.773256599903107, , 
494328,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64, , ,Complete,Yes, ,Call 1,6,Ted Cruz, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3, ,Ted Cruz,Donald Trump, , , , , , , , , , ,Immigration, ,Ted Cruz, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,48,Yes,Tells it like it is,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.608666181564331, , 
494333,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64, , ,Not complete,Yes, ,Call 1,7, , ,Very worried,Worried, , , , ,5, ,Ted Cruz,Donald Trump, , , , , , , , , , , , ,Ted Cruz, ,Have experience in politics,45+,18-64, , , , , , , ,33, , ,White,White,State questionnaire,White,White, ,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2, , , ,.622354209423065, , 
494334,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+, , ,Complete,Yes, ,Call 1,4,Ted Cruz, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, ,Ted Cruz,Donald Trump, , , , , , , , , , ,Government spending, ,Ted Cruz, ,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,5,Yes,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll, , , , , , ,Not Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.836551606655121, , 
