ID,BACKSIDE,CALL,CDNUM,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,INC100K,INC30K,INC50K,INCOME3,INCOME16CAU,INCWHITE,ISSDEM16,LATINO,NVDPRS16,OBAMAPLCY,PARTY,PARTYBLACK,PARTYBYRACE,PARTYIA,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVCAUCDEMNV,QLT16DEMCAU,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SCOTUSDEM16,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIMEIA16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,UNIONHH12,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE,ZIPCODE
131110.0,Complete,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Economy/Jobs,Yes,Hillary Clinton,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,58.0,"No, this is my first caucus",Honest and trustworthy,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Hillary Clinton,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This month,No,Version 1,0.551340460777283,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Latino 30-44,89103.0
131102.0,Complete,Call 3,1.0,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Omit,Yes,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,58.0,"No, this is my first caucus",Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Hillary Clinton,Female,Latino women,"Cities over 500,000","Cities over 50,000",Spanish,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.551340460777283,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59,89103.0
131093.0,Complete,Call 3,1.0,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Health care,No,Hillary Clinton,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,58.0,"No, this is my first caucus",Has the right experience,Other,Asian,State questionnaire,Asian,Non-white,Asian,West,Hillary Clinton,Female,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.533823192119598,No,65+,60+,65 or over,45+,50+,60+,65+,All others,89103.0
131087.0,Complete,Call 3,2.0,High school or less,No college degree,High school graduate or less,Non white no college degree,1.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Terrorism,Yes,Hillary Clinton,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,102.0,"Yes, I attended a caucus before",Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Hillary Clinton,,,"Cities 50,000-500,000","Cities over 50,000",Spanish,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,1.40405750274658,No,,,,,,,,,89512.0
131086.0,Complete,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,58.0,"Yes, I attended a caucus before",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.552120447158813,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,89103.0
131077.0,Complete,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,2.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and white",Economy/Jobs,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,58.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Version 1,0.570238173007965,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89103.0
131073.0,Complete,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Income inequality,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,58.0,"Yes, I attended a caucus before",Cares about people like me,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.551340460777283,Yes,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89103.0
131065.0,Complete,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Health care,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,58.0,"No, this is my first caucus",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.533823192119598,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89103.0
131063.0,Complete,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,1.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Income inequality,No,Hillary Clinton,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,102.0,"Yes, I attended a caucus before",Has the right experience,Other,American Indian,State questionnaire,Other,Non-white,American Indian,West,Hillary Clinton,Female,All other races,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.37761807441711,No,45-65,60+,60-64,45+,50+,60+,50-64,All others,89512.0
131059.0,Complete,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and non white",Health care,No,Hillary Clinton,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,58.0,"No, this is my first caucus",Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,West,Hillary Clinton,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This month,No,Version 1,0.630555212497711,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,89103.0
131053.0,Complete,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Economy/Jobs,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,58.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.552120447158813,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89103.0
131041.0,Complete,Call 3,2.0,High school or less,No college degree,High school graduate or less,Non white no college degree,1.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Terrorism,No,Hillary Clinton,Change to less liberal policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,102.0,"No, this is my first caucus",Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,West,Hillary Clinton,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.5698778629303,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,89512.0
131038.0,Complete,Call 3,2.0,College graduate,College graduate,More than High school graduate,White college degree,3.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Hillary Clinton,Change to less liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,Moderate or conservative,Moderate,93.0,"Yes, I attended a caucus before",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,Suburbs,Suburbs,English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Version 1,1.49318087100983,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,89434.0
131037.0,Complete,Call 3,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Economy/Jobs,No,Hillary Clinton,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,102.0,"Yes, I attended a caucus before",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.37761807441711,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89512.0
131029.0,Complete,Call 3,3.0,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Economy/Jobs,No,Hillary Clinton,Omit,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,11.0,"Yes, I attended a caucus before",Has the right experience,White,White,State questionnaire,White,White,White,West,Omit,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This month,Yes,Version 1,1.18789553642273,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89183.0
131026.0,Complete,Call 2,1.0,College graduate,College graduate,More than High school graduate,,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999",,Health care,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,,,Democrat,,Moderate,Moderate or conservative,Moderate,39.0,"Yes, I attended a caucus before",Has the right experience,,,State questionnaire,,,,West,Hillary Clinton,Female,,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.785810470581055,No,65+,60+,65 or over,45+,50+,60+,65+,,89145.0
131024.0,Complete,Call 3,2.0,High school or less,No college degree,High school graduate or less,White no college degree,1.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Health care,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,102.0,"No, this is my first caucus",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This month,No,Version 1,1.42483723163605,Yes,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,89512.0
131021.0,Complete,Call 3,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Terrorism,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,93.0,"Yes, I attended a caucus before",Can win in November,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,Suburbs,Suburbs,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.39782738685608,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89434.0
131014.0,Complete,Call 3,2.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Income inequality,Yes,Hillary Clinton,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,All others,Somewhat liberal,Liberal,Liberal,102.0,"No, this is my first caucus",Honest and trustworthy,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Hillary Clinton,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.4228241443634,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59,89512.0
131013.0,Complete,Call 2,3.0,College graduate,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Health care,No,Hillary Clinton,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,68.0,"No, this is my first caucus",Has the right experience,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.72887396812439,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+,89120.0
