id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,immwall,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,latino,latinos,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,spanishq,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,txrprs16,unfairre,version,weight,whnclinc,whtevang
398020,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,21, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,No,No,Omit, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative, ,Shares my values,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,English,Texas,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Ted Cruz, ,Version 1,8.67200756072998,No,White Born-again/Evangelical Christians
398021,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,28, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,No,No,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative, ,Shares my values,White,White,State questionnaire,White,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,English,Texas,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Ted Cruz, ,Version 1,7.58640289306641,No,White Born-again/Evangelical Christians
398022,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,5, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,No,No,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative, ,Tells it like it is,White,White,State questionnaire,White,White,White,South,Satisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs,English,Texas,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Donald Trump, ,Version 1,1.75587403774261,Yes,White Born-again/Evangelical Christians
398023,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,21, , , ,High school or less,No college degree,High school graduate or less,White no college degree,6,Angry,"Dissatisfied, but not angry or Angry",Omit, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Terrorism,No,No,Oppose, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative, ,Shares my values,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Female,White women, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Marco Rubio, ,Version 1,2.70973801612854,No,White Born-again/Evangelical Christians
398024,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,31, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , , , ,Terrorism,No,No,Oppose, ,45+,65+,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Very conservative, ,Shares my values,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Ted Cruz, ,Version 1,3.32093858718872, ,White Born-again/Evangelical Christians
398025,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, ,21, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,6,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from, , , , , , , , , ,Government spending,No,No,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative, ,Can bring needed change,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Ted Cruz, ,Version 1,.83023464679718, ,All others
398026,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, ,15, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,6,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration,No,No,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative, ,Can bring needed change,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Satisfied,Donald Trump,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Donald Trump, ,Version 1,1.00356876850128,No,All others
398027,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,23, , , ,High school or less,No college degree,High school graduate or less,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,No,No,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate, ,Tells it like it is,White,White,State questionnaire,White,White,White,South,Dissatisfied,Dissatisfied,Satisfied,John Kasich,Male,White men, , ,Suburbs,Suburbs,English,Texas,Telephone survey,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Donald Trump, ,Version 1,2.29256772994995,No,White Born-again/Evangelical Christians
398028,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,20, , , ,High school or less,No college degree,High school graduate or less,White no college degree,6,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Immigration,No,No,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative, ,Shares my values,White,White,State questionnaire,White,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Female,White women, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Ted Cruz, ,Version 1,1.66046929359436,Yes,White Born-again/Evangelical Christians
398029, , , , , , , , , , ,Complete,Yes, ,11, , , ,College graduate,College graduate,More than High school graduate,White college degree,5,Angry,"Dissatisfied, but not angry or Angry",Omit, , , , , , , , , ,Omit,No,No,Omit, , , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative, ,Tells it like it is,White,White,State questionnaire,White,White,White,South,Dissatisfied,Satisfied,Satisfied,Omit,Female,White women, , ,Rural,Small Cities/Rural,English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Donald Trump, ,Version 1,1.84206426143646,No,White Born-again/Evangelical Christians
398030,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, ,4, , , ,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Omit, , , , , , , , , ,Government spending,No,No,Oppose, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative, ,Can bring needed change,White,White,State questionnaire,White,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,Suburbs,Suburbs,English,Texas,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Marco Rubio, ,Version 1,1.18525981903076, ,All others
398031,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,6, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,No,No,Omit, ,45+,18-64,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Somewhat conservative, ,Tells it like it is,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Donald Trump, ,Version 1,2.29256772994995,No,All others
398032,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , ,12, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs,No,No,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative, ,Tells it like it is,White,White,State questionnaire,White,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Omit,Male,White men, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Donald Trump, ,Version 1,.877937018871307,No,All others
398033,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,3, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Immigration,No,No,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative, ,Shares my values,White,White,State questionnaire,White,White,White,South,Satisfied,Omit,Omit,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Ted Cruz, ,Version 1,.726301789283752,No,White Born-again/Evangelical Christians
398034,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,31, , , ,High school or less,No college degree,High school graduate or less,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Government spending,No,No,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative, ,Can bring needed change,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Satisfied,Marco Rubio,Female,White women, , ,Suburbs,Suburbs,English,Texas,Telephone survey,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Marco Rubio, ,Version 1,1.35486900806427,Yes,White Born-again/Evangelical Christians
398035,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,24, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Omit, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,No,No,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative, ,Can win in November,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,English,Texas,Telephone survey,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Marco Rubio, ,Version 1,2.37051963806152,No,White Born-again/Evangelical Christians
398036,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,23, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,6,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,No,No,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate, ,Can bring needed change,White,White,State questionnaire,White,White,White,South,Dissatisfied,Dissatisfied,Satisfied,John Kasich,Female,White women, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Donald Trump, ,Version 1,2.62063145637512,No,All others
398037,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , ,2, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from, ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Government spending,No,No,Support, ,45+,65+,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Somewhat conservative, ,Shares my values,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs,English,Texas,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Ted Cruz, ,Version 1,2.49070405960083,Yes,All others
398038,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,8, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Government spending,No,No,Oppose, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative, ,Can win in November,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,English,Texas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Donald Trump, ,Version 1,1.00356876850128,No,White Born-again/Evangelical Christians
