id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,tnrprs16,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang
397455,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes, ,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Government spending,Support, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative, ,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Satisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,Tennessee,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Ted Cruz,Not Donald Trump, ,Version 1, ,.393672525882721,No,White Born-again/Evangelical Christians
397456,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes, ,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative, ,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,Tennessee,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Ted Cruz,Not Donald Trump, ,Version 1, ,1.84447407722473,No,White Born-again/Evangelical Christians
397457,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes, ,8, , , ,High school or less,No college degree,High school graduate or less,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative, ,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,Tennessee,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Ted Cruz,Not Donald Trump, ,Version 1, ,1.57469010353088,No,White Born-again/Evangelical Christians
397458,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes, ,8, , , ,High school or less,No college degree,High school graduate or less,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Government spending,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative, ,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Donald Trump,Female,White women, , ,Rural,Small Cities/Rural,Tennessee,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Ted Cruz,Not Donald Trump, ,Version 1, ,1.88234055042267,Yes,White Born-again/Evangelical Christians
397459,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No, ,5, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Government spending,Omit, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative, ,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Male,White men, , ,"Cities over 500,000","Cities over 50,000",Tennessee,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Ted Cruz,Not Donald Trump, ,Version 1, ,1.84447407722473,No,All others
397460,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No, ,6, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative, ,Tells it like it is,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,Tennessee,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Ted Cruz,Not Donald Trump, ,Version 1, ,1.84447407722473,No,All others
397461,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No, ,7, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Omit, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative, ,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,White men, , ,"Cities over 500,000","Cities over 50,000",Tennessee,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Ted Cruz,Not Donald Trump, ,Version 1, ,3.68894815444946,No,All others
397462,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete, ,No, ,9, , , ,College graduate,College graduate,More than High school graduate,Non white college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", ,Economy/Jobs,Oppose, ,45+,65+,Independent/Something else,Black Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate, ,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,South,Dissatisfied,Dissatisfied,Dissatisfied,Ted Cruz,Male,Black men, , ,"Cities over 500,000","Cities over 50,000",Tennessee,Telephone survey,Omit,Omit,Omit,Omit,Ted Cruz,Not Donald Trump, ,Version 1, ,.943061947822571,No,All others
397463,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes, ,6, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative, ,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,Tennessee,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Ted Cruz,Not Donald Trump, ,Version 1, ,1.84447407722473,No,White Born-again/Evangelical Christians
397464,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes, ,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative, ,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,Tennessee,Telephone survey,Sometime last week,Earlier than that,In the last month,This week,Ted Cruz,Not Donald Trump, ,Version 1, ,.787345051765442,No,White Born-again/Evangelical Christians
397465,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes, ,4, , , ,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Economy/Jobs,Omit, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative, ,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,Tennessee,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Ted Cruz,Not Donald Trump, ,Version 1, ,.803509116172791,No,White Born-again/Evangelical Christians
397466,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,All others,All others,Complete, ,Yes, ,7, , , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", ,Government spending,Support, ,45+,18-64,Independent/Something else,All Other,Independent,Independent Women,Conservative,Conservative,Very conservative, ,Can bring needed change,Other,American Indian,State questionnaire,Other,Non-white,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,All other races, , ,Suburbs,Suburbs,Tennessee,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Ted Cruz,Not Donald Trump, ,Version 1, ,.846583724021912,No,All others
397467,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete, ,No, ,6, , , ,High school or less,No college degree,High school graduate or less,Non white no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white", ,Economy/Jobs,Support, ,45+,18-64,Independent/Something else,Black Independent,Something else,Independent Men,Conservative,Conservative,Somewhat conservative, ,Shares my values,Black,Black,State questionnaire,Black,Non-white,South,Satisfied,Dissatisfied,Satisfied,Ted Cruz,Male,Black men, , ,Suburbs,Suburbs,Tennessee,Telephone survey,Sometime last week,Earlier than that,In the last month,This week,Ted Cruz,Not Donald Trump, ,Version 1, ,.943061947822571,No,All others
397468,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No, ,2, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative, ,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Marco Rubio,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Telephone survey,Sometime last week,Earlier than that,In the last month,This week,Ted Cruz,Not Donald Trump, ,Version 1, ,1.84447407722473,No,All others
397469,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No, ,1, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Government spending,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative, ,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,White men, , ,"Cities 10,000-50,000",Small Cities/Rural,Tennessee,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Ted Cruz,Not Donald Trump, ,Version 1, ,1.84447407722473,No,All others
397470,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes, ,2, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative, ,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,John Kasich,Female,White women, , ,Suburbs,Suburbs,Tennessee,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,John Kasich,Not Donald Trump, ,Version 1, ,1.84954249858856,No,White Born-again/Evangelical Christians
397471,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete, ,Yes, ,2, , , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from, , , , , , , , ,Economy/Jobs,Support, ,45+,18-64,Independent/Something else,Latino Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative, ,Tells it like it is,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,Latino men, , ,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,John Kasich,Not Donald Trump, ,Version 1, ,1.90949177742004,No,All others
397472,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No, ,3, , , ,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,45+,65+,Independent/Something else,White Independent,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate, ,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,John Kasich,Male,White men, , ,Suburbs,Suburbs,Tennessee,Telephone survey,Sometime last week,Earlier than that,In the last month,This week,John Kasich,Not Donald Trump, ,Version 1, ,1.5472526550293,No,All others
