id,attend,attend2,backside,betrayed,brnagain,call,cdnum,cruzwin,cruzwin2,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,inrprs16,issrep16,kasichwi,kasich_1,outsider,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,repfair,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,trumpwin,trumpw_1,unfairre,version,votenovc,votenovk,votenovt,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
599813,Omit,Omit,Complete, ,No,Call 2,2,Omit,Omit,Somewhat worried,Worried, , , , ,For your candidate,1, , , , , , , , , , , ,Donald Trump,Economy/Jobs,Omit,Omit,Be from outside the political establishment, , , , ,Energized the Republican Party, , , ,91,Omit,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump,Omit,Omit,Ted Cruz,Version 2, , , ,.499182134866714, ,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
599980,Omit,Omit,Complete, ,Yes,Call 2,1,Omit,Omit,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,1, , , , , , , , , , , ,Donald Trump,Immigration,Omit,Omit,Omit, , , , ,Omit, , , ,51,Omit,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump,Omit,Omit,Donald Trump,Version 2, , , ,.714809060096741, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
600035, , ,Not complete, ,Yes,Call 2,8, , ,Very worried,Worried, , , , ,For your candidate,5, , , , , , , , , , , ,Donald Trump, , , ,Be from outside the political establishment, , , , ,Divided the Republican Party, , , ,112, ,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump, , ,Donald Trump,Version 2, , , ,1.29641580581665, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
600407, , ,Not complete, ,No,Call 3,2, , ,Not too worried,Not worried, , , , ,For your candidate,2, , , , , , , , , , , ,Donald Trump, , , ,Be from outside the political establishment, , , , ,Divided the Republican Party, , , ,108, ,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Indiana,Election day exit poll, , , , ,Donald Trump, , ,Ted Cruz,Version 2, , , ,1.07507109642029, ,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
600429,Omit,Omit,Complete, ,Yes,Call 3,6,Optimistic,Excited or optimistic,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,2, , , , , , , , , , , ,Donald Trump,Economy/Jobs,Concerned,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,37,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Rural,Small Cities/Rural,Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Ted Cruz,Version 2, , , ,1.03537702560425, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
600430,Omit,Omit,Complete, , ,Call 3,7,Optimistic,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,3, , , , , , , , , , , ,Donald Trump,Immigration,Scared,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Very conservative,72,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Omit,Version 2, , , ,.457153111696243, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
600468,Omit,Omit,Complete, ,No,Call 3,7,Scared,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,3, , , , , , , , , , , ,Donald Trump,Omit,Scared,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Energized the Republican Party, , , ,72,Omit,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Ted Cruz,Version 2, , , ,.441612184047699, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
600509, , ,Not complete, ,Yes,Call 3,7, , ,Somewhat worried,Worried, , , , ,For your candidate,3, , , , , , , , , , , ,Donald Trump, , , ,Be from outside the political establishment, , , , ,Energized the Republican Party, , , ,75, ,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Donald Trump, , ,Ted Cruz,Version 2, , , ,.783279061317444, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
600519,Omit,Omit,Complete, ,No,Call 3,7,Scared,Concerned or scared,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,3, , , , , , , , , , , ,Donald Trump,Government spending,Concerned,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Omit,Conservative,Conservative,Somewhat conservative,75,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities over 500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Ted Cruz,Version 2, , , ,.756651520729065, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
600797, , ,Not complete, ,No,Call 3,6, , ,Somewhat worried,Worried, , , , ,For your candidate,5, , , , , , , , , , , ,Donald Trump, , , ,Be from outside the political establishment, , , , ,Energized the Republican Party, , , ,8, ,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,Indiana,Election day exit poll, , , , ,Donald Trump, , ,Omit,Version 2, , , ,1.47040951251984, ,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
600942,Omit,Omit,Complete, ,No,Call 3,6,Optimistic,Excited or optimistic,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate, ,For your candidate,5, , , , , , , , , , , ,Donald Trump,Omit,Concerned,Concerned or scared,Be from outside the political establishment,Republican, ,Republican,Republican Women,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,8,Tells it like it is, , ,State questionnaire, , ,Midwest, ,Female, ,"Cities 10,000-50,000",Small Cities/Rural,Indiana,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Omit,Version 2, , , ,1.35457670688629, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64, 
600973,Omit,Omit,Complete, , ,Call 3,2,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Against his opponents,1, , , , , , , , , , , ,Donald Trump,Economy/Jobs,Concerned,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,91,Tells it like it is,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Midwest, ,Female,Latino women,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Omit,Version 2, , , ,.482212454080582, ,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Latino 30-44
601048, , ,Not complete, ,No,Call 3,1, , ,Very worried,Worried, , , , ,For your candidate,1, , , , , , , , , , , ,Donald Trump, , , ,Be from outside the political establishment, , , , ,Energized the Republican Party, , , ,88, ,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump, , ,Ted Cruz,Version 2, , , ,1.62583696842194, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
601151,Omit,Omit,Complete, , ,Call 3,5,Concerned,Concerned or scared,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4, , , , , , , , , , , ,Donald Trump,Government spending,Concerned,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Omit,Moderate/Liberal,Moderate,Moderate,58,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Donald Trump,Version 2, , , ,1.14839601516724, ,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
601186,Omit,Omit,Complete, ,No,Call 3,1,Scared,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1, , , , , , , , , , , ,Donald Trump,Terrorism,Concerned,Concerned or scared,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Moderate/Liberal,Moderate,Moderate,51,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Omit,Version 2, , , ,.739964127540588, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601195, , ,Not complete, ,No,Call 3,8, , ,Very worried,Worried, , , , ,For your candidate,5, , , , , , , , , , , ,Donald Trump, , , ,Be from outside the political establishment, , , , ,Divided the Republican Party, , , ,112, ,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump, , ,Ted Cruz,Version 2, , , ,1.29641580581665, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601228, , ,Not complete, ,Yes,Call 3,2, , ,Very worried,Worried, , , , ,For your candidate,1, , , , , , , , , , , ,Donald Trump, , , ,Be from outside the political establishment, , , , ,Omit, , , ,91, ,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Midwest, ,Female,Latino women,Suburbs,Suburbs,Indiana,Election day exit poll, , , , ,Donald Trump, , ,Ted Cruz,Version 2, , , ,.482212454080582, ,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,Latino 45-59
601268,Omit,Omit,Complete, ,No,Call 3,9,Concerned,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,5, , , , , , , , , , , ,Donald Trump,Economy/Jobs,Optimistic,Excited or optimistic,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Omit,Conservative,Conservative,Somewhat conservative,82,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Omit,Version 2, , , ,.906159937381744, ,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
601432, , ,Not complete, ,No,Call 3,9, , ,Very worried,Worried, , , , ,For your candidate,5, , , , , , , , , , , ,Donald Trump, , , ,Be from outside the political establishment, , , , ,Divided the Republican Party, , , ,83, ,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Donald Trump, , ,Ted Cruz,Version 2, , , ,.86472076177597, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
599679, , ,Not complete, ,Yes,Call 2,2, , ,Very worried,Worried, , , , ,For your candidate,2, , , , , , , , , , , ,Other, , , ,Be from outside the political establishment, , , , ,Divided the Republican Party, , , ,108, ,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Rural,Small Cities/Rural,Indiana,Election day exit poll, , , , ,Not Donald Trump, , ,John Kasich,Version 2, , , ,2.00013518333435, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
601211,Omit,Omit,Complete, ,Yes,Call 3,5,Concerned,Concerned or scared,Omit,Omit,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4, , , , , , , , , , , ,Other,Immigration,Omit,Omit,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Omit,Conservative,Conservative,Very conservative,58,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Election day exit poll, , , , ,Not Donald Trump,Concerned,Concerned or scared,Ted Cruz,Version 2, , , ,2.30830979347229, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
597968, , ,Complete,Yes,No,Call 1,3, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Ted Cruz,Government spending, , , ,Independent/Something else,White Independent,Something else,Independent Women, ,Conservative,Conservative,Very conservative,3,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Fair,Female,White women,Suburbs,Suburbs,Indiana,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, , , ,Version 1,Probably vote for him,Probably vote for him,Probably vote for him,.67916214466095,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
597977, , ,Complete,Yes,No,Call 1,3, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,2,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Ted Cruz,Economy/Jobs, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,3,Shares my values,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, , , ,Version 1,Omit,Probably vote for him,Probably vote for him,.703023374080658,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
597984, , ,Complete,Yes, ,Call 1,3, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Ted Cruz,Government spending, , , ,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,3,Shares my values,White,White,State questionnaire,White,White,Midwest,Fair,Male,White men,Suburbs,Suburbs,Indiana,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, , , ,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,.703023374080658,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
597992, , ,Complete,Yes,Yes,Call 1,3, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Ted Cruz,Economy/Jobs, , , ,Independent/Something else,White Independent,Independent,Independent Women, ,Conservative,Conservative,Very conservative,16,Shares my values,White,White,State questionnaire,White,White,Midwest,Fair,Female,White women,Rural,Small Cities/Rural,Indiana,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, , , ,Version 1,Definitely vote for him,Not vote for him,Not vote for him,1.33921456336975,Yes,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
