ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ARDPRS16,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,CLINTONLIB,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GOVTANGR16,GOVTANGR16B,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,MARRIED,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SATHCLIN,SATSANDERS,SCOTUSDEM16,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,UNFAIRDEM16,UNFAIRDEM16CLIN,UNFAIRDEM16SAND,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC
395792.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Hillary Clinton,,,Complete,,4.0,,Is fair to most Americans,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,,Change to less liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,,Rural,Small Cities/Rural,Arkansas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.999053955078125,No
395791.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Hillary Clinton,,,Complete,,4.0,,Is fair to most Americans,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,5.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,,Change to less liberal policies,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Omit,Female,Black women,,Rural,Small Cities/Rural,Arkansas,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Omit,Omit,Omit,Version 1,0.461749762296677,No
395789.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Hillary Clinton,,,Complete,,4.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,,Omit,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,Can win in November,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,,Rural,Small Cities/Rural,Arkansas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,1.99810791015625,No
395788.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Hillary Clinton,,,Complete,,2.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,,Suburbs,Suburbs,Arkansas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,Version 1,3.9962158203125,Yes
395787.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Hillary Clinton,,,Complete,,4.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Health care,,Omit,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,Arkansas,Telephone survey,Omit,Omit,Omit,Omit,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.999053955078125,Yes
395786.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Hillary Clinton,,,Complete,,3.0,,Favors the wealthy,Not at all worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,,,,,,,,,,,Health care,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.22232735157013,
395783.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Hillary Clinton,,,Complete,,2.0,,Favors the wealthy,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,White no college degree,3.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Income inequality,,Change to more liberal policies,Have experience in politics,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Telephone survey,Sometime last week,Earlier than that,In the last month,This month,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,2.99716186523438,No
395782.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Hillary Clinton,,,Complete,,2.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,,Omit,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,,,,,Omit,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.84573936462402,No
395781.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Hillary Clinton,,,Complete,,1.0,,Favors the wealthy,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,1.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Health care,,Generally continue Barack Obama's policies,Be from outside the political establishment,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Female,Black women,,Rural,Small Cities/Rural,Arkansas,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Only Clinton did,Only Clinton or Both of them,Only Clinton or Neither of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.640020132064819,No
395780.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Hillary Clinton,,,Complete,,1.0,,Favors the wealthy,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,Non white no college degree,1.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,,,,,,,,,,,Health care,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,,,Omit,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Female,Black women,,"Cities 10,000-50,000",Small Cities/Rural,Arkansas,Telephone survey,Omit,Omit,Omit,Omit,Omit,Omit,Omit,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,1.13221609592438,No
395779.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Hillary Clinton,,,Complete,,4.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Omit,,Omit,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,Omit,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,Arkansas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Only Sanders did,Only Sanders or Neither of them,Only Sanders or Both of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,1.49858093261719,No
395776.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Hillary Clinton,,,Complete,,3.0,,Favors the wealthy,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Health care,,Change to less liberal policies,Have experience in politics,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,,Rural,Small Cities/Rural,Arkansas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,1.99810791015625,No
395775.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Hillary Clinton,,,Complete,,4.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,,Suburbs,Suburbs,Arkansas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.99810791015625,No
395774.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Hillary Clinton,,,Complete,,4.0,,Is fair to most Americans,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,1.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Health care,,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Female,Black women,,"Cities 10,000-50,000",Small Cities/Rural,Arkansas,Telephone survey,Sometime last week,Earlier than that,In the last month,This month,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.40985691547394,No
395773.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Hillary Clinton,,,Complete,,2.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Terrorism,,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.92006015777588,No
395772.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Hillary Clinton,,,Complete,,1.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Terrorism,,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,,,,Hillary Clinton,Female,Black women,,Suburbs,Suburbs,Arkansas,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,6.27734851837158,No
395771.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Hillary Clinton,,,Complete,,1.0,,Favors the wealthy,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Terrorism,,Omit,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,,,,Hillary Clinton,Female,White women,,Rural,Small Cities/Rural,Arkansas,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.99810791015625,Yes
