id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,brnagain,call,cdnum,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,marprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rel5,relign10,relwhite,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang,wprotbrn,wprotb_1
400880,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,All others,Complete,No,Call 1,5,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,2,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Terrorism,Marco Rubio,Be from outside the political establishment,18-44,18-64,Independent/Something else,All Other,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,53,Can bring needed change,Other,Asian,State questionnaire,Asian,Non-white,East, , , ,Female,All other races,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Marco Rubio,Version 1,Yes,.651924669742584,No,All others,No, 
400891,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,Latino 65+,Complete,No,Call 1,6,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,2,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Immigration,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,All Other,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,24,Tells it like it is,Other,Other,State questionnaire,Other,Non-white,East,Something else,Other, ,Male,All other races,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Marco Rubio,Version 1,No,.54143500328064,No,All others,No, 
400897,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,2,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,109,Tells it like it is,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,Yes,.816021144390106,No,All others,No,All others
400908,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,8,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Donald Trump,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,83,Can win in November,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Ted Cruz,Version 1,No,1.61106514930725,No,All others,No,White Protestant non-evangelical
400911,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,6,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,24,Can bring needed change,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,.54143500328064,No,All others,No,All others
400916,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,2,Not at all worried,Not worried,High school or less,No college degree,High school graduate or less,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Donald Trump,Omit,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,109,Can win in November,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Omit,Version 1,Yes,.754087030887604,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical
400928,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 1,6,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Immigration,Donald Trump,Omit,45+,18-64,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Liberal,Liberal,24,Tells it like it is,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Marco Rubio,Version 1,No,.603951632976532,Yes,All others,No,All others
400932,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,2,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,109,Tells it like it is,White,White,State questionnaire,White,White,East,Something else,Other,Something else,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Marco Rubio,Version 1,No,.816021144390106,No,All others,No,All others
400940,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,No,Call 1,2,Somewhat worried,Worried, , , , ,4, , , , , , , , , , ,Marco Rubio,Have experience in politics,45+,65+, , , , , , , ,94, ,White,White,State questionnaire,White,White,East, , , ,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,No,.937334418296814, ,All others, , 
400942,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,All others,Complete,No,Call 1,5,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Terrorism,Marco Rubio,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,53,Can bring needed change,Other,Asian,State questionnaire,Asian,Non-white,East,Protestant/Other Non-Catholic Christian,Protestant, ,Female,All other races,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Marco Rubio,Version 1,Yes,.651924669742584,No,All others,No, 
400944,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,6,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Be from outside the political establishment,45+,65+,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Very conservative,24,Tells it like it is,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Marco Rubio,Version 1,No,.603951632976532,No,All others,No,All others
400951,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,2,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,109,Can bring needed change,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Ted Cruz,Version 1,Yes,.816021144390106,Yes,All others,No,All others
400958,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,2,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Donald Trump,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,94,Tells it like it is,White,White,State questionnaire,White,White,East,None,None,None,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,1.05474090576172,No,All others,No,All others
400964,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,6,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,24,Tells it like it is,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Omit,Version 1,Yes,.500341355800629,No,All others,No,White Protestant non-evangelical
400981,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not complete,No,Call 1,6,Somewhat worried,Worried, , , , ,2, , , , , , , , , , ,Donald Trump,Be from outside the political establishment,45+,18-64, , , , , , , ,24, ,White,White,State questionnaire,White,White,East, , , ,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Version 1,No,.54143500328064, ,All others, , 
400982,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,2,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,Donald Trump,Omit,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,109,Tells it like it is,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Marco Rubio,Version 1,Yes,.754087030887604,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical
400983,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,2,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Omit,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,94,Can win in November,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Donald Trump,Version 1,Yes,.873795986175537,No,All others,No,White Protestant non-evangelical
