id,backside,break12c,breakfac,breakimp,brnagain,call,cdnum,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,issrep16,latino,latinos,nvrprs16,outsider,party,partybyr,partyia,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,spanishq,stanum,telepoll,timeia16,timeprif,timeprim,timepriw,trumpvot,version,weight,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
121629,Complete,One of several important factors,A factor,Important,No,Call 1,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Terrorism,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,59,Can win in November,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,.812108516693115,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
121630,Complete,One of several important factors,A factor,Important,Yes,Call 1,3,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Marco Rubio,Omit,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,60,Tells it like it is,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,1.19816660881042,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
121631,Complete,One of several important factors,A factor,Important,Yes,Call 1,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,10,Can win in November,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.920330822467804,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
121632,Complete,One of several important factors,A factor,Important,No,Call 1,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,61,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.4345223903656,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
121633,Complete,One of several important factors,A factor,Important,No,Call 1,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,9,Can win in November,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,2.1368887424469,All others, , , , , , , , 
121634,Complete,The most important factor,A factor,Important,Yes,Call 1,3,College graduate,College graduate,More than High school graduate,Non white college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,Yes,Yes,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,60,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.19816660881042,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,Latino 45-59
121635,Complete,Not a factor at all,Not a factor,Not important,No,Call 1,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Terrorism,No,No,Donald Trump,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Liberal,Liberal,59,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.812108516693115,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
121636,Complete,The most important factor,A factor,Important,Yes,Call 1,2,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Terrorism, , ,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,77,Can win in November,White,White,State questionnaire,White,White,White,West,Female,White women,Rural,Small Cities/Rural, ,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.913629114627838,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
121637,Complete,The most important factor,A factor,Important,No,Call 1,3,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Very conservative,73,Tells it like it is,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,2.18639850616455,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
121638,Complete,One of several important factors,A factor,Important,No,Call 1,3,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Marco Rubio,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,9,Can win in November,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,2.05378174781799,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
121639,Complete,One of several important factors,A factor,Important, ,Call 1,1,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,Yes,Yes,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,61,Tells it like it is,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.27907085418701,All others,65+,60+,65 or over,45+,50+,60+,65+,Latino 60+
121640,Complete,The most important factor,A factor,Important, ,Call 1,4,High school or less,No college degree,High school graduate or less, ,3,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Government spending, , ,John Kasich,Be from outside the political establishment,Republican, ,Republican,Republican Men, , , ,114,Tells it like it is, , ,State questionnaire, , , ,West,Male, ,Rural,Small Cities/Rural, ,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,.420000433921814, ,65+,60+,65 or over,45+,50+,60+,65+, 
121641,Complete,The most important factor,A factor,Important,No,Call 1,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Omit,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,10,Can win in November,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.841622292995453,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
121642,Complete,The most important factor,A factor,Important,No,Call 1,3,College graduate,College graduate,More than High school graduate,Non white college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,Yes,Yes,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,60,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,1.22886216640472,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,Latino 45-59
121643,Complete,Not a factor at all,Not a factor,Not important,No,Call 1,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Government spending,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,59,Tells it like it is,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.910807907581329,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
121644,Complete,One of several important factors,A factor,Important,Yes,Call 1,1,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2,Angry,"Dissatisfied, but not angry or Angry",Terrorism,Yes,Yes,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,41,Can win in November,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,.822758615016937,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,Latino 45-59
