id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,gop20162,gop201_1,gop201_2,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,muslimba,ohrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rubiohon,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,unfairre,version,votenovc,votenovr,votenovt,weight,whnclinc,whtevang
491035,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No, , ,13, ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz,Have experience in politics,18-44,18-64,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Somewhat conservative, , ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Telephone survey, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Not vote for him,Not vote for him,1.03623855113983, , 
491048,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Yes, , ,2, ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,5, ,Ted Cruz,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative, , ,Shares my values,Other,American Indian,State questionnaire,Other,Non-white,Midwest, ,Male,All other races,Suburbs,Suburbs,Ohio,Telephone survey, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.52013123035431, , 
491051,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, , ,3, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, ,Ted Cruz,John Kasich,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative, , ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Ohio,Telephone survey, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Not vote for him,Definitely vote for him,1.03006482124329, , 
491053,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, , ,10, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, ,Ted Cruz,John Kasich,Donald Trump, , , , , , , , , , ,Government spending, ,Ted Cruz,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative, , ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Telephone survey, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.04288399219513, , 
491056,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , ,5, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Omit, ,Ted Cruz,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative, , ,Can win in November,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Rural,Small Cities/Rural,Ohio,Telephone survey, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Not vote for him,Not vote for him,1.03623855113983, , 
491067,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , ,6, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative, , ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Rural,Small Cities/Rural,Ohio,Telephone survey, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,3.10871577262878, , 
491080,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, , ,7, ,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Terrorism, ,Ted Cruz,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative, , ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Ohio,Telephone survey, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Definitely vote for him,1.03006482124329, , 
491083,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, , ,10, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Terrorism, ,Ted Cruz,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative, , ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Telephone survey, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Not vote for him,.521441996097565, , 
491084,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , ,7, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, ,Ted Cruz,Would not have voted,Would not have voted, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative, , ,Can win in November,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Telephone survey, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Definitely vote for him,2.06012964248657, , 
491094,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, , ,5, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Terrorism, ,Ted Cruz,Have experience in politics,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative, , ,Omit,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Telephone survey, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Not vote for him,Probably vote for him,Not vote for him,.235629245638847, , 
491096,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , ,6, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Somewhat conservative, , ,Can win in November,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Ohio,Telephone survey, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Omit,Omit,Definitely vote for him,1.03006482124329, , 
491099,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, , ,7, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5, ,Ted Cruz,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending, ,Ted Cruz,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Very conservative, , ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Ohio,Telephone survey, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.03667080402374, , 
491115,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, , ,12, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative, , ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Telephone survey, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Not vote for him,2.07247710227966, , 
491291,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,Call 1,2, ,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, ,Ted Cruz,Would not have voted,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,6, ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Ted Cruz,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.03873443603516, , 
491333,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 1,6, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, ,Ted Cruz,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending, ,Ted Cruz,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,26, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,John Kasich,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.8568075299263, , 
491408,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,Yes,Call 1,10,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Support,Ted Cruz, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,65,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,.55187726020813,Yes,White Born-again/Evangelical Christians
491419,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Omit, ,Call 1,14, ,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,147, ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Probably vote for him,Not vote for him,1.27171277999878, , 
491425,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,6, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, ,Ted Cruz,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,26, ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Rural,Small Cities/Rural,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,John Kasich,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.926336944103241, , 
491455,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,10,Yes, , ,High school or less,No college degree,High school graduate or less,White no college degree,5,Falling behind financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Support,Ted Cruz, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,65,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Omit,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,.553450167179108,Yes,White Born-again/Evangelical Christians
491456,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,14,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,1,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Support,Ted Cruz, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,30,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,.869536936283112,No,White Born-again/Evangelical Christians
491460,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,14, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Government spending, ,Ted Cruz,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,147, ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,1.37491166591644, , 
