id,backside,brnagain,call,cdnum,ctrprs16,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
578201,Complete,Yes,Call 1,5,Donald Trump,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,12,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.708397746086121,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
578202,Complete,Yes,Call 1,3,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,41,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Not vote for him,Omit,.68144279718399,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
578203,Complete,No,Call 1,4,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,20,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Probably vote for him,Not vote for him,Hurt the U.S. economy,1.26272296905518,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578207,Complete,No,Call 1,3,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Independent/Something else,White Independent,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,85,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Probably vote for him,Not vote for him,Hurt the U.S. economy,1.60276556015015,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578208,Complete, ,Call 1,3,Ted Cruz,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending, , , , ,Conservative,Conservative,Very conservative,36,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Not vote for him,Omit,2.97905421257019,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
578209,Complete,No,Call 1,2,Donald Trump,Postgraduate study,College graduate,More than High school graduate,Non white college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Economy/Jobs,Independent/Something else,All Other,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,29,Tells it like it is,Other,American Indian,State questionnaire,Other,Non-white,East,Male,All other races,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Help the U.S. economy,.881830275058746,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,All others
578211,Complete,No,Call 1,4,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,1,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,20,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Probably vote for him,Not vote for him,Help the U.S. economy,1.26272296905518,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
578216,Complete,Yes,Call 1,3,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,1,Who the delegates think would be the best nominee,Omit,Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,41,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Definitely vote for him,Not vote for him,Hurt the U.S. economy,.634428024291992,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
578218,Complete,No,Call 1,5,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,12,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,.659523248672485,Yes,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
578219,Complete,No,Call 1,3,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,85,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Version 1,Definitely vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,1.1509702205658,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578221,Complete,No,Call 1,3,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry", , , , , , , ,Terrorism,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,36,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Probably vote for him,Not vote for him,Probably vote for him,Hurt the U.S. economy,3.39994525909424, ,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
578223,Complete,Yes,Call 1,3,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,41,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.507592976093292,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
578224,Complete,Yes,Call 1,3,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,41,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.507592976093292,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
578227,Complete,No,Call 1,3,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,85,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,Help the U.S. economy,1.1509702205658,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578229,Complete,Yes,Call 1,2,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,29,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.881830275058746,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
