id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,cuban3,educ12r,educcoll,educhs,educwhit,flrprs16,geocode,getahead,gop20162,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,israelsu,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,rel5,relign10,relwhite,rubiohon,sex,sexbyrac,sizeplac,sizeplc3,socsecur,spanishq,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trumphon,trumpvot,unfairre,version,votenovc,votenovr,votenovt,weight,whnclinc,whtevang
493939,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 1,1,Yes,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,1,Holding steady financially, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Omit,Omit, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,76,Omit,White,White,State questionnaire,White,White, ,South, , , ,Yes,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, ,English,Florida,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that,No,Not Donald Trump, ,Version 1, , , ,.720811903476715,Yes,All others
494026,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete, ,Yes,Call 1,25,Yes,"Yes, other Hispanic",Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Ted Cruz,5,Holding steady financially, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white", ,Economy/Jobs,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,30,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white, ,South, , , ,Yes,Female,Latino women,Suburbs,Suburbs, ,Spanish,Florida,Election day exit poll,Omit,In the last few days,Last few days,In the last month,This week,No,Not Donald Trump, ,Version 1, , , ,.526358008384705,No,All others
494069,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 1,1,Yes,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,1,Getting ahead financially, ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,76,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,Yes,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, ,English,Florida,Election day exit poll,Be satisfied with that choice,Sometime last week,Earlier than that,In the last month,This week,No,Not Donald Trump, ,Version 1, , , ,.715880274772644,No,All others
494089,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,17,Yes,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,4,Holding steady financially, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Oppose, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,22,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,Yes,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, ,English,Florida,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that,Yes,Not Donald Trump, ,Version 1, , , ,.753197133541107,No,White Born-again/Evangelical Christians
494128,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 1,1,Yes,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,1,Holding steady financially, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Immigration,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,76,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,Yes,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, ,English,Florida,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that,No,Not Donald Trump, ,Version 1, , , ,.720811903476715,Yes,All others
494246,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 1,1,Yes,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,1,Getting ahead financially, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,76,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,Yes,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, ,English,Florida,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week,No,Not Donald Trump, ,Version 1, , , ,.715880274772644,No,All others
494315,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 1,1,Yes,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,1,Holding steady financially, ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,76,Can win in November,White,White,State questionnaire,White,White, ,South, , , ,No,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, ,English,Florida,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that,No,Not Donald Trump, ,Version 1, , , ,.715880274772644,Yes,All others
494343,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete, ,No,Call 1,12,Yes,"Yes, other Hispanic",High school or less,No college degree,High school graduate or less,Non white no college degree,Ted Cruz,3,Holding steady financially, ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white", ,Omit,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,90,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white, ,South, , , ,No,Female,Latino women,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that,No,Not Donald Trump, ,Version 1, , , ,.853552997112274,No,All others
494427,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,10,Yes,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,4,Getting ahead financially, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Omit, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,98,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,Yes,Female,White women,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week,No,Not Donald Trump, ,Version 1, , , ,.737186670303345,No,White Born-again/Evangelical Christians
494482,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not complete, , ,Call 1,10, ,No, , , , ,Ted Cruz,4,Holding steady financially, , , ,Deported to the country they came from, , , , , , , , , , , ,45+,18-64, , , , , , , ,98, ,White,White,State questionnaire,White,White, ,South, , , , ,Male,White men,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Omit,In the last month,Earlier than that,In the last month,Earlier than that, ,Not Donald Trump, ,Version 1, , , ,.732143044471741, , 
494584,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,10,Yes,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,4,Holding steady financially, ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,98,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,Omit,Female,White women,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Omit,In the last month,Earlier than that,In the last month,Earlier than that,No,Not Donald Trump, ,Version 1, , , ,.737186670303345,No,White Born-again/Evangelical Christians
494723,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,10,Yes,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,4,Holding steady financially, ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,98,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,Yes,Male,White men,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week,No,Not Donald Trump, ,Version 1, , , ,.732143044471741,No,White Born-again/Evangelical Christians
494738,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 1,6,Yes,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,1,Holding steady financially, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Omit, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,100,Tells it like it is,White,White,State questionnaire,White,White, ,South, , , ,Yes,Male,White men,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Not Donald Trump, ,Version 1, , , ,.728011548519135,No,All others
494777,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 1,6,Yes,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,1,Holding steady financially, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Oppose, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,100,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,No,Male,White men,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that,Yes,Not Donald Trump, ,Version 1, , , ,.728011548519135,No,All others
494821,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 1,6,Yes,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,1,Holding steady financially, ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Support, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,100,Tells it like it is,White,White,State questionnaire,White,White, ,South, , , ,No,Male,White men,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that,No,Not Donald Trump, ,Version 1, , , ,.728011548519135,No,All others
494862,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,6,Yes,No,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,1,Holding steady financially, ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,100,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,No,Female,White women,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Be satisfied with that choice,Sometime last week,Earlier than that,In the last month,This week,No,Not Donald Trump, ,Version 1, , , ,.733026742935181,No,White Born-again/Evangelical Christians
