id,backside,brnagain,call,cdnum,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,scotusre,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,vtrprs16,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
400372,Complete,Yes,Call 1,1,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,37,Tells it like it is,White,White,State questionnaire,White,White,East,Donald Trump,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Ted Cruz,Version 1,No,Donald Trump,1.07800710201263,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400396,Complete,Yes,Call 1,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,37,Can win in November,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,Ted Cruz,1.59062063694,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
400442,Complete,No,Call 1,1,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , , , , , , ,Economy/Jobs,Have experience in politics, , , , ,Moderate/Liberal,Moderate,Moderate,37,Can bring needed change,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,.675346910953522,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400465,Complete,Yes,Call 1,1,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,37,Shares my values,White,White,State questionnaire,White,White,East,Ted Cruz,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Omit,Version 1,No,Ben Carson,.393268316984177,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
400489,Complete,No,Call 1,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,37,Shares my values,White,White,State questionnaire,White,White,East,Marco Rubio,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,Yes,Marco Rubio,.557885885238647,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
400490,Complete,No,Call 1,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,37,Shares my values,White,White,State questionnaire,White,White,East,Marco Rubio,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,Yes,Marco Rubio,.557885885238647,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
400564,Complete,No,Call 1,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,36,Can bring needed change,White,White,State questionnaire,White,White,East,Marco Rubio,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,No,Jeb Bush,3.81511950492859,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400594,Complete,No,Call 1,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,36,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,No,John Kasich,2.03397107124329,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400676,Complete,No,Call 1,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,49,Can bring needed change,White,White,State questionnaire,White,White,East,Donald Trump,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,Yes,Donald Trump,.85920774936676,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400677,Complete,No,Call 1,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,49,Can bring needed change,White,White,State questionnaire,White,White,East,Donald Trump,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,Yes,Donald Trump,.85920774936676,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400696,Complete,Yes,Call 1,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,68,Can bring needed change,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,Yes,Donald Trump,.845388233661652,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
400712,Complete,No,Call 1,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,68,Can bring needed change,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Ted Cruz,Version 1,No,John Kasich,.648692846298218,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
400728,Complete,No,Call 1,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Economy/Jobs,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,68,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,East,John Kasich,Male,All other races,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Omit,Version 1,No,John Kasich,.518362164497375,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,All others
400749,Complete,No,Call 1,1,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,68,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Omit,Version 1,No,John Kasich,.794541716575623,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
400767,Complete,No,Call 1,1,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,68,Tells it like it is,White,White,State questionnaire,White,White,East,Donald Trump,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Omit,Version 1,No,Donald Trump,.845388233661652,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
400780,Complete,No,Call 1,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Immigration,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,14,Can win in November,White,White,State questionnaire,White,White,East,Ted Cruz,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,Ted Cruz,.930603086948395,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
400781,Complete,No,Call 1,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Immigration,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,14,Can win in November,White,White,State questionnaire,White,White,East,Ted Cruz,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,Ted Cruz,.930603086948395,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
