ID,BACKSIDE,BEATTRUMP16,CALL,CDNUM,CICDEM16,CLINHONEST,CLINREALISTIC,CLINTONLIB,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GENDISS,GENDISS2,GEOCODE,GETAHEAD,ILDPRS16,ILDSEN16,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INSPIRES16D,ISSDEM16,MARRIED,OBAMAPLCY,OUTSIDER16,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SANDHONEST,SANDREALISTIC,SATHCLIN,SATSANDERS,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TRADE16,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE
501986.0,Complete,Hillary Clinton,Call 2,2.0,,,Omit,About right,,,,,,,Omit,Omit,2.0,Omit,Hillary Clinton,Did not vote,,,,,,,,,Omit,Yes,,,,,,,,,,,131.0,Omit,Black,Black,State questionnaire,Black,Non-white,Omit,Omit,Omit,Omit,Midwest,Omit,,Omit,Satisifed,Omit,,,,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,0.675652086734772,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
501969.0,Complete,,Call 2,2.0,Hillary Clinton,Yes,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,Hillary Clinton,Did not vote,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Hillary Clinton,Economy/Jobs,,Generally continue Barack Obama's policies,Be from outside the political establishment,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Conservative,Moderate or conservative,Conservative,131.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Male,Black men,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Omit,Version 1,0.692541480064392,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
505927.0,Complete,,Call 3,14.0,Hillary Clinton,Yes,,,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,White no college degree,,,3.0,,Hillary Clinton,Did not vote,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Income inequality,,Omit,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,,,96.0,Has the right experience,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Omit,Version 1,0.740642011165619,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
501849.0,Complete,,Call 2,7.0,Omit,Yes,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,,,1.0,,Hillary Clinton,Did not vote,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Omit,Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,100.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Female,Black women,,"Cities over 500,000","Cities over 50,000", Illinois,Election day exit poll,Just today,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,0.900945246219635,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
493682.0,Complete,,Call 1,7.0,Hillary Clinton,Yes,,,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,1.0,,Hillary Clinton,Did not vote,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Bernie Sanders,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,117.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Female,Black women,,"Cities over 500,000","Cities over 50,000", Illinois,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Version 1,1.56479966640472,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
501257.0,Complete,,Call 2,9.0,Hillary Clinton,Yes,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,,,2.0,,Hillary Clinton,Did not vote,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,,,133.0,Has the right experience,White,White,State questionnaire,White,White,,,,,Midwest,,Omit,,,,Female,White women,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Omit,Version 1,1.27349460124969,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
501223.0,Complete,,Call 2,9.0,Hillary Clinton,Yes,,,Not at all worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,,,2.0,,Hillary Clinton,Did not vote,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,133.0,Cares about people like me,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Male,White men,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Has no effect on U.S. jobs,Version 1,1.33204746246338,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
501208.0,Complete,Hillary Clinton,Call 2,10.0,,,Realistic,About right,,,High school or less,No college degree,High school graduate or less,Non white no college degree,Not an important factor,Not an important factor,3.0,Getting ahead financially,Hillary Clinton,Did not vote,,,,,,,,,Economy/Jobs,Yes,,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,45.0,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Stayed about the same,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Midwest,About right,,Not realistic,Satisifed,Satisifed,Male,Latino men,Married men,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,0.856270432472229,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Latino 30-44
501038.0,Complete,Hillary Clinton,Call 2,16.0,,,Realistic,About right,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,4.0,Holding steady financially,Hillary Clinton,Did not vote,,,,,,,,,Economy/Jobs,No,,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,Moderate or conservative,Moderate,98.0,Has the right experience,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Midwest,Too liberal,,Not realistic,Satisifed,Dissatisfied,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,0.231889441609383,,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
505052.0,Complete,,Call 3,7.0,Hillary Clinton,Yes,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,1.0,,Hillary Clinton,Did not vote,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Hillary Clinton,Health care,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,,,100.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,No,,,,Female,Black women,,"Cities over 500,000","Cities over 50,000", Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.900945246219635,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
501427.0,Complete,,Call 2,2.0,Hillary Clinton,Yes,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,Hillary Clinton,Did not vote,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Hillary Clinton,Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,131.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Female,Black women,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.662099421024323,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
496738.0,Complete,,Call 1,13.0,Hillary Clinton,No,,,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,,,5.0,,Hillary Clinton,Did not vote,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Bernie Sanders,Health care,,Change to less liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,Moderate or conservative,Conservative,6.0,Has the right experience,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,Rural,Small Cities/Rural, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,1.34014558792114,Yes,,,,,,,,
501107.0,Complete,Hillary Clinton,Call 2,16.0,,,Realistic,About right,,,College graduate,College graduate,More than High school graduate,Non white college degree,Not an important factor,Not an important factor,4.0,Holding steady financially,Hillary Clinton,Did not vote,,,,,,,,,Economy/Jobs,,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,98.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Midwest,About right,,Realistic,Satisifed,Satisifed,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,0.21794268488884,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
496238.0,Complete,,Call 1,12.0,Hillary Clinton,Yes,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,,,5.0,,Hillary Clinton,Did not vote,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Bernie Sanders,Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,72.0,Can win in November,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,Suburbs,Suburbs, Illinois,Election day exit poll,In the last few days,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,0.702439606189728,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
501238.0,Complete,,Call 2,9.0,Hillary Clinton,Yes,,,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,,,2.0,,Hillary Clinton,Did not vote,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Hillary Clinton,Health care,,Omit,Omit,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,133.0,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,Midwest,,Omit,,,,Female,White women,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Omit,Version 1,1.41730177402496,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+
495125.0,Complete,Hillary Clinton,Call 1,5.0,,,Realistic,About right,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,One of several important factors,The single most important factor or one of several important factors,1.0,Getting ahead financially,Hillary Clinton,Did not vote,,,,,,,,,Health care,Yes,,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,104.0,Has the right experience,Other,Asian,State questionnaire,Asian,Non-white,Stayed about the same,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Midwest,Too liberal,,Not realistic,Satisifed,Dissatisfied,Female,All other races,Married women,"Cities over 500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,2.18699026107788,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,All others
506452.0,Complete,Hillary Clinton,Call 3,7.0,,,Realistic,About right,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Not an important factor,Not an important factor,1.0,Falling behind financially,Hillary Clinton,Did not vote,,,,,,,,,Terrorism,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,117.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,Omit,,Not realistic,Satisifed,Satisifed,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,1.41351199150085,,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29
502201.0,Not complete,,Call 2,5.0,,,Realistic,,,,,,,,The single most important factor,The single most important factor or one of several important factors,1.0,Getting ahead financially,Hillary Clinton,Did not vote,,,,,,,,,,,,,,,,,,,,,120.0,,White,White,State questionnaire,White,White,Stayed about the same,,,,Midwest,,,Realistic,,,Male,White men,,"Cities over 500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,0.970726191997528,,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
494001.0,Complete,Hillary Clinton,Call 1,7.0,,,Omit,About right,,,College graduate,College graduate,More than High school graduate,Non white college degree,The single most important factor,The single most important factor or one of several important factors,1.0,Holding steady financially,Hillary Clinton,Did not vote,,,,,,,,,Terrorism,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,100.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,About right,,Omit,Satisifed,Satisifed,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,0.900945246219635,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
502074.0,Complete,Hillary Clinton,Call 2,16.0,,,Realistic,About right,,,High school or less,No college degree,High school graduate or less,White no college degree,Not an important factor,Not an important factor,4.0,Holding steady financially,Hillary Clinton,Tammy Duckworth,,,,,,,,,Economy/Jobs,Yes,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,97.0,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,Too liberal,,Not realistic,Satisifed,Dissatisfied,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,0.395651072263718,,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
502070.0,Not complete,,Call 2,3.0,,,Realistic,,,,,,,,Not an important factor,Not an important factor,2.0,Holding steady financially,Hillary Clinton,Tammy Duckworth,,,,,,,,,,,,,,,,,,,,,160.0,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Stayed about the same,,,,Midwest,,,Not realistic,,,Female,Latino women,,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,1.13851737976074,,45-65,60+,60-64,45+,50+,60+,50-64,Latino 60+
