id,backside,betrayed,break12p,breakfac,breakimp,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satrep16,scotusre,scrprs16,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
130006,Complete, ,One of several important factors,A factor,Important,Yes,Call 1,3, , , ,High school or less,No college degree,High school graduate or less,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Government spending, , ,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,89,Can bring needed change,White,White,State questionnaire,White,White,South, ,Jeb Bush,Jeb Bush,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,Yes,1.44972860813141,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
130039,Complete,No, , , , ,Call 1,4,Jeb Bush,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , ,Offered a chance to apply for legal status, , , , , , , ,Jeb Bush,Government spending,Oppose,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,58,Tells it like it is,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Jeb Bush,Male,White men, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2, ,1.25126242637634, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
130056,Complete,No, , , , ,Call 1,2,Jeb Bush,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , ,Offered a chance to apply for legal status, , , , , , , ,Jeb Bush,Government spending,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,77,Can win in November,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Jeb Bush,Male,White men, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,2.40280485153198, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
130059,Complete, ,One of several important factors,A factor,Important,Yes,Call 1,4, , , ,College graduate,College graduate,More than High school graduate,Non white college degree,1,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic", ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white", ,Government spending, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,58,Can bring needed change,Other,Asian,State questionnaire,Asian,Non-white,South, ,Jeb Bush,Jeb Bush,Female,All other races,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump, ,Version 1,No,1.15635633468628,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,All others
130097,Complete, ,One of several important factors,A factor,Important,Yes,Call 1,2, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,77,Shares my values,White,White,State questionnaire,White,White,South, ,Marco Rubio,Jeb Bush,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,2.36672043800354,No,White Born-again/Evangelical Christians,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
130108,Complete, ,A minor factor,A factor,Not important,Yes,Call 1,5, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,108,Can bring needed change,White,White,State questionnaire,White,White,South, ,Jeb Bush,Jeb Bush,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1,No,1.01891434192657,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
130115,Complete,No, , , , ,Call 1,1,Jeb Bush,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, , ,Offered a chance to apply for legal status, , , , , , , ,Jeb Bush,Economy/Jobs,Oppose,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,23,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Jeb Bush,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,1.28927671909332, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
130158,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 1,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,37,Shares my values,White,White,State questionnaire,White,White,South, ,Jeb Bush,Jeb Bush,Male,White men,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,No,.780529677867889,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
130178,Complete, ,A minor factor,A factor,Not important,Yes,Call 1,3, , , ,High school or less,No college degree,High school graduate or less,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,8,Shares my values,White,White,State questionnaire,White,White,South, ,Jeb Bush,Jeb Bush,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,1.48674392700195,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
130179,Complete,Yes, , , , ,Call 1,1,Jeb Bush,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,5, , ,Deported to the country they came from, , , , , , , ,Jeb Bush,Immigration,Support,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,37,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Jeb Bush,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.673676133155823, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
130185,Complete,No, , , , ,Call 1,2,Jeb Bush,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , ,Deported to the country they came from, , , , , , , ,Jeb Bush,Government spending,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,94,Tells it like it is,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Jeb Bush,Female,White women, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,2.03550982475281, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
130193,Complete, ,A minor factor,A factor,Not important,No,Call 1,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs, , ,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,37,Can bring needed change,White,White,State questionnaire,White,White,South, ,Jeb Bush,Jeb Bush,Female,White women,Not much,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,.622578918933868,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
130195,Complete, ,Not a factor at all,Not a factor,Not important,No,Call 1,2, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs, , ,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,94,Can bring needed change,White,White,State questionnaire,White,White,South, ,Omit,Jeb Bush,Female,White women,Not at all,Not much or not at all,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,2.3583676815033,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
130216,Complete,No, , , , ,Call 1,4,Jeb Bush,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, , ,Offered a chance to apply for legal status, , , , , , , ,Jeb Bush,Immigration,Oppose,Have experience in politics,Independent/Something else,White Independent,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,55,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Jeb Bush,Male,White men, , ,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.951664388179779, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
130220,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 1,4, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Government spending, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,55,Can bring needed change,White,White,State questionnaire,White,White,South, ,Jeb Bush,Jeb Bush,Female,White women,A great deal,A great deal or somewhat,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1,No,.879482269287109,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
130224,Complete, ,One of several important factors,A factor,Important,Yes,Call 1,4, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Immigration, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,55,Can bring needed change,White,White,State questionnaire,White,White,South, ,Jeb Bush,Jeb Bush,Male,White men,A great deal,A great deal or somewhat,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,No,1.10261046886444,Yes,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
130230,Complete, ,A minor factor,A factor,Not important,No,Call 1,4, , , ,College graduate,College graduate,More than High school graduate,White college degree,1,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,55,Shares my values,White,White,State questionnaire,White,White,South, ,Jeb Bush,Jeb Bush,Female,White women,Not much,Not much or not at all,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,1.01897931098938,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
130236,Complete,Yes, , , , ,Call 1,4,Jeb Bush,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, , ,Offered a chance to apply for legal status, , , , , , , ,Jeb Bush,Government spending,Oppose,Have experience in politics,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,55,Can win in November,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Jeb Bush,Female,White women, , ,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,1.01897931098938, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
